epoch,train_loss,train_r2,test_loss,test_r2,train_total_loss,train_mse_loss,train_reg_loss
1,0.2618403833223396,0.7381596565246582,0.2718559006849925,0.7452741861343384,0.5244025630306571,0.5244025630306571,0.0
2,0.22852001420847357,0.7714800238609314,0.24229744852405705,0.7729700803756714,0.2536252100152478,0.2536252100152478,0.0
3,0.2106974502944613,0.7893025875091553,0.2296738206285592,0.784798264503479,0.22613880625334845,0.22613880625334845,0.0
4,0.19794593625765752,0.8020541071891785,0.21912192913903494,0.7946853041648865,0.2164146006043541,0.2164146006043541,0.0
5,0.1970676640941672,0.8029323816299438,0.2132000331362905,0.8002340197563171,0.20523748663147767,0.20523748663147767,0.0
6,0.17489338486527675,0.825106680393219,0.20104205460376937,0.8116259574890137,0.18999415923326732,0.18999415923326732,0.0
7,0.1658385845101077,0.8341614007949829,0.19096036279174292,0.8210723400115967,0.17988466762312472,0.17988466762312472,0.0
8,0.164204950850525,0.8357950448989868,0.19892273982774178,0.8136116862297058,0.17025323363752465,0.17025323363752465,0.0
9,0.16518067867924632,0.8348193168640137,0.1967864823548897,0.8156133890151978,0.1643598896544852,0.1643598896544852,0.0
10,0.1645711375289856,0.8354288339614868,0.19295461103320122,0.819203794002533,0.15919039577679478,0.15919039577679478,0.0
11,0.1389853465370834,0.8610146641731262,0.17217756559451422,0.8386716246604919,0.15495053037456727,0.15495053037456727,0.0
12,0.13208505335225634,0.8679149150848389,0.17097554553181069,0.839797854423523,0.14873043380966877,0.14873043380966877,0.0
13,0.13290550538921328,0.8670945167541504,0.17215863564243056,0.8386893272399902,0.140554506102041,0.140554506102041,0.0
14,0.12302120969541473,0.8769788146018982,0.16350701829784264,0.8467957973480225,0.13619330901329377,0.13619330901329377,0.0
15,0.12173694862928837,0.8782630562782288,0.16618310410070092,0.8442883491516113,0.1297211335933678,0.1297211335933678,0.0
16,0.130163303100117,0.869836688041687,0.1681704282862683,0.8424263000488281,0.12717569192242065,0.12717569192242065,0.0
17,0.11471438409598995,0.8852856159210205,0.15474298729063712,0.8550076484680176,0.12275596230915964,0.12275596230915964,0.0
18,0.10780433104394778,0.8921957015991211,0.1535943787561976,0.856083869934082,0.11924832635112617,0.11924832635112617,0.0
19,0.1033666664383642,0.8966333270072937,0.14749159447882818,0.8618021011352539,0.11716984096727415,0.11716984096727415,0.0
20,0.1125498490512252,0.8874501585960388,0.15655444686611494,0.8533102869987488,0.11209205515070321,0.11209205515070321,0.0
21,0.10021813594753169,0.8997818827629089,0.14486880979785635,0.8642596006393433,0.11291780466953777,0.11291780466953777,0.0
22,0.10377820382706957,0.8962218165397644,0.14930303204277334,0.8601047992706299,0.10748907077853402,0.10748907077853402,0.0
23,0.10622258246855036,0.8937774300575256,0.15667550886670747,0.8531968593597412,0.10574747960946468,0.10574747960946468,0.0
24,0.09135664098249689,0.908643364906311,0.14021505863665173,0.8686200976371765,0.10173632096303585,0.10173632096303585,0.0
25,0.0937801272104405,0.9062198996543884,0.14807102073953576,0.8612591624259949,0.09910259729986969,0.09910259729986969,0.0
