wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6741254,0.88481754,0.99704087,0.8691187,0.69840807,0.81385094,0.87522024,0.7327628,0.707802,0.75851107,0.73189276,0.75305617,0.8486597,0.8316287,0.7834131,0.8773782,0.8533371,0.7308406,0.7591301,0.9494502,0.7295313,0.8066955,0.77169293,0.7750512,0.7087439,0.95462346,0.8752297,0.7933477,0.73770267,0.9497648,0.7959237,0.8029412,0.7355261,0.7436188,0.7566579,0.72977453,0.7439125,0.70406103,0.7321453,0.724014,0.81850046,0.6895786,0.73646307,0.82856184,0.7346681,0.8255095,0.6963523,1.0793843,1.3933251
0.5140291,0.75551474,0.908139,0.7934107,0.5342504,0.66364086,0.82522786,0.5798383,0.61015457,0.6039797,0.561089,0.6259331,0.7284203,0.72853297,0.62991595,0.8001312,0.7055677,0.55584437,0.6020569,0.79320157,0.6183291,0.62944704,0.6380852,0.64456105,0.5409857,0.8522784,0.78086585,0.6603983,0.588316,0.8411714,0.67585456,0.73597294,0.63818395,0.6292009,0.58901596,0.5694204,0.6140807,0.5497359,0.5789466,0.56251097,0.6701118,0.50099736,0.5631168,0.7352502,0.6229424,0.76220393,0.51102424,1.0325272,1.4207823
0.408401,0.66009474,0.813772,0.7321418,0.4128183,0.55359286,0.76715744,0.4681248,0.523047,0.48464763,0.4431449,0.53405607,0.64159936,0.6617174,0.5305157,0.75673336,0.58565736,0.42308417,0.508137,0.65231377,0.54472154,0.49204,0.51183283,0.5357335,0.4130577,0.73691,0.7107954,0.56957346,0.47959003,0.7273707,0.5577464,0.6521873,0.5485152,0.5365629,0.47633734,0.45329836,0.5414802,0.4383341,0.46324274,0.45054993,0.5665351,0.36645246,0.45246613,0.6432387,0.5391224,0.68798536,0.38118315,1.0199785,1.3884673
0.3267969,0.5793294,0.73352605,0.6873586,0.32280797,0.44837934,0.71146697,0.37928194,0.46675107,0.39875236,0.34766638,0.47308198,0.5728866,0.5978669,0.452734,0.6981467,0.4923353,0.3235123,0.4187912,0.5266529,0.47977978,0.38149732,0.4142887,0.41809827,0.31607613,0.62910306,0.63695747,0.4929857,0.3824417,0.63239455,0.47584885,0.5767986,0.45308018,0.4459294,0.39472708,0.35643667,0.49723604,0.34034622,0.3781836,0.3552522,0.50334954,0.25743362,0.367065,0.5464093,0.46001762,0.6220737,0.28611365,0.9713541,1.3465141
0.25604022,0.5191562,0.6731812,0.65138936,0.25178847,0.36148784,0.67558944,0.31858382,0.41948596,0.32357845,0.27134418,0.4200326,0.5073599,0.53561556,0.40484315,0.6579018,0.41913235,0.24602565,0.3588062,0.43740684,0.42038685,0.29464543,0.3323508,0.33882987,0.24448787,0.5491129,0.5629232,0.42594272,0.30729294,0.54927844,0.38148293,0.5091264,0.3794913,0.3759048,0.32166815,0.2971068,0.43909743,0.28036138,0.30721208,0.2839785,0.45527014,0.18118049,0.29172364,0.4662204,0.37243727,0.53692734,0.2173349,0.92521274,1.3059908
0.2020207,0.47037214,0.61281353,0.6123555,0.19808619,0.28973866,0.6450798,0.26516134,0.39025548,0.26908755,0.21263206,0.37951934,0.46147406,0.48265213,0.36043403,0.6174574,0.3567775,0.1840376,0.30491036,0.3653317,0.36354467,0.22430176,0.26251543,0.24581234,0.19427495,0.4842274,0.49153888,0.3848261,0.2542364,0.4924813,0.3024859,0.46007892,0.30497617,0.31005543,0.25946924,0.2389374,0.40466273,0.22416969,0.24361546,0.22691369,0.41983876,0.12382991,0.2393495,0.38197118,0.3024948,0.47415584,0.16095017,0.87754047,1.2543833
0.15503052,0.42251635,0.5599961,0.57966024,0.15784252,0.22863707,0.59691703,0.22527769,0.36266184,0.21566468,0.17290255,0.33720323,0.41294622,0.42380813,0.33484006,0.5822869,0.30747488,0.13763517,0.26344082,0.30410337,0.31731692,0.1690212,0.20767748,0.19234847,0.15268473,0.42697516,0.43222722,0.33748123,0.20638844,0.44456372,0.24483685,0.41231215,0.24747515,0.26307535,0.21082778,0.19451402,0.3709126,0.18428105,0.19437885,0.1801198,0.3957664,0.08327163,0.20040943,0.31860968,0.24314705,0.41510978,0.118994966,0.8213856,1.2256203
0.1182495,0.38812754,0.52019894,0.5484163,0.12372426,0.17988175,0.57455397,0.19065906,0.3517508,0.17693827,0.1398564,0.29889143,0.38437563,0.38094595,0.30300617,0.555363,0.26474643,0.10152379,0.22916085,0.25054824,0.27811095,0.12775518,0.16427608,0.14809513,0.11437983,0.3854311,0.36229405,0.3117175,0.17869434,0.40047282,0.20032021,0.36663285,0.19805959,0.2188508,0.17831469,0.16003694,0.34657773,0.14812948,0.16261654,0.1425663,0.3813901,0.053038392,0.16630064,0.26045084,0.19081388,0.36534643,0.08867047,0.7829306,1.1847045
0.091850966,0.35815704,0.48532325,0.52071136,0.09886568,0.14221522,0.54691523,0.16731238,0.32691896,0.14504734,0.11669523,0.26940107,0.35412973,0.33683595,0.27992445,0.5285935,0.22935228,0.072303675,0.2096926,0.21164322,0.25226262,0.09323707,0.1278114,0.11329767,0.08814035,0.34765017,0.30631658,0.28100154,0.16214052,0.36082423,0.16211079,0.325828,0.16145055,0.18006979,0.14943863,0.13011576,0.32537478,0.12464447,0.1391341,0.114734225,0.3480963,0.033625495,0.14201412,0.21418595,0.15152822,0.32502073,0.064446695,0.7365027,1.139854
0.06930302,0.33655652,0.4514256,0.5017037,0.07616349,0.111685514,0.5398092,0.14590192,0.3216798,0.11748555,0.10027611,0.25139537,0.32038176,0.29797223,0.25920928,0.5128455,0.1962108,0.05048897,0.18353824,0.18355112,0.22727159,0.068451874,0.09951564,0.0853354,0.07010058,0.32243073,0.26333833,0.2584678,0.14100412,0.32338303,0.12782577,0.29998782,0.12542674,0.14937319,0.124661386,0.10402984,0.3089643,0.10639461,0.108951524,0.08966619,0.32560772,0.020634225,0.11957782,0.1702995,0.11686544,0.28827268,0.04606614,0.6997855,1.1010134
0.048982542,0.3222873,0.42320368,0.4824836,0.060538568,0.08649593,0.5167712,0.12695968,0.31843665,0.096188724,0.081640884,0.24009502,0.30054346,0.26788235,0.25069088,0.4934506,0.16771953,0.034245558,0.15986696,0.15562266,0.20201911,0.04780515,0.07504615,0.0626633,0.052418802,0.2928702,0.219963,0.2338232,0.13072458,0.29371014,0.10094107,0.26921448,0.09904367,0.12416491,0.10518313,0.08414019,0.29466403,0.090562746,0.08815634,0.071213275,0.31273386,0.0118008675,0.10131527,0.1410498,0.0898392,0.26364413,0.032665085,0.66418535,1.0676687
0.03485731,0.2991174,0.40218002,0.46781418,0.046444077,0.06398859,0.4998237,0.113718756,0.31871405,0.0744418,0.07062062,0.22553922,0.27716652,0.24331832,0.24340348,0.46692434,0.14472795,0.022596477,0.14086692,0.1315619,0.18486574,0.03311183,0.056847204,0.04541113,0.04149205,0.27718273,0.19339457,0.21517792,0.11952114,0.25569913,0.07560546,0.2482779,0.077312924,0.10853463,0.08708092,0.066887505,0.28405097,0.079161935,0.07482267,0.055047728,0.29737845,0.006472379,0.084620066,0.11429659,0.06566033,0.22595988,0.022361057,0.636442,1.0344703
0.02343646,0.28690696,0.3811358,0.45202437,0.03517574,0.047250267,0.49186897,0.10301237,0.30684593,0.058415696,0.061187632,0.22404203,0.26570204,0.22604813,0.23129225,0.45617303,0.12237855,0.013918117,0.12080312,0.107525654,0.1679719,0.021397028,0.041610986,0.032155756,0.030873463,0.2561581,0.16048655,0.19192013,0.10868368,0.22788832,0.058528036,0.23163894,0.058920953,0.09170389,0.07580549,0.054974917,0.26733762,0.07130098,0.061800905,0.04226681,0.28464618,0.0032379993,0.07093539,0.091597244,0.048550405,0.20751475,0.014681144,0.60433394,0.99285024
0.015069958,0.27196386,0.35858774,0.43819645,0.025860742,0.032969102,0.4747441,0.09168381,0.3162021,0.044070393,0.052293006,0.21128468,0.25121474,0.20433094,0.2213464,0.44252262,0.10235911,0.008049137,0.106824614,0.08786078,0.1509729,0.0135995895,0.03054219,0.021882862,0.0227183,0.2463382,0.133348,0.18816617,0.10042065,0.2042139,0.044686913,0.21181211,0.044792514,0.08062159,0.06211115,0.04319656,0.25765425,0.066375606,0.046954375,0.032388095,0.28495294,0.0014915761,0.061246835,0.07657202,0.035210054,0.18660097,0.008765024,0.57134634,0.9696262
0.009410196,0.26121894,0.3449342,0.42993864,0.018374704,0.0233384,0.46055233,0.084682085,0.30751365,0.033295833,0.045863025,0.21442276,0.23737496,0.19303867,0.20799553,0.42005396,0.08592648,0.004321282,0.09209325,0.07150539,0.14141904,0.008151535,0.02118219,0.01459405,0.016016105,0.2309863,0.111481145,0.17607415,0.09621777,0.18441014,0.03343624,0.19008642,0.03319248,0.06920303,0.053380474,0.034478854,0.2497384,0.064267166,0.037913457,0.024518805,0.27920175,0.00063441857,0.05273394,0.06324599,0.025208242,0.17476971,0.005086822,0.56338453,0.94293517
0.0055174404,0.26400167,0.32425144,0.41668436,0.012821218,0.016071392,0.45179233,0.076845855,0.30959246,0.024754403,0.04016637,0.2083793,0.22478649,0.1715688,0.20607348,0.4221442,0.071145736,0.0021081937,0.08204975,0.061248712,0.1258547,0.004672426,0.0143940905,0.0095227845,0.011250011,0.22310878,0.098312974,0.1638691,0.091854535,0.16470274,0.024688605,0.17502478,0.024603391,0.060317654,0.04381429,0.026597833,0.24037053,0.05909857,0.029837508,0.018099608,0.26596513,0.0002435341,0.044385184,0.05574713,0.017285421,0.15543643,0.0026839166,0.543224,0.9145397
0.003123028,0.25196478,0.31899363,0.40389487,0.0086696185,0.01012392,0.44237465,0.07131799,0.30241075,0.017399613,0.036484554,0.2118939,0.21623147,0.15907893,0.20243113,0.40348572,0.05794515,0.00096001057,0.07247612,0.048599917,0.11702556,0.002545626,0.009503304,0.005978733,0.0076870336,0.21797085,0.083182886,0.15594554,0.091626056,0.14800614,0.017172033,0.17140499,0.017430484,0.050071064,0.036576096,0.020073434,0.24392535,0.05427047,0.023390273,0.01273331,0.2603228,8.5576285e-05,0.036131393,0.04440335,0.0115118,0.14178985,0.0012975074,0.5239695,0.8903493
