epoch,train_mse,val_mse,val_r2,max_effective_norm,median_effective_norm
1,0.9860524833202362,0.9782676696777344,0.03976233925274775,1.652690052986145,1.410169243812561
2,0.953932270859227,0.9578210711479187,0.05983204322409963,1.7107995748519897,1.4177629947662354
3,0.9356905574148352,0.9401408433914185,0.07718646389715922,1.7454726696014404,1.4028449058532715
4,0.9211828898299824,0.9306015372276306,0.08654995525596365,1.7811858654022217,1.3915586471557617
5,0.9061285266370485,0.9280455112457275,0.08905886833431331,1.81346595287323,1.3939839601516724
6,0.8961093046448447,0.903894305229187,0.1127649184803331,1.8273508548736572,1.375412106513977
7,0.9023350450125608,0.9043481349945068,0.1123194789363462,1.8089386224746704,1.3720731735229492
8,0.8794601677042065,0.8868319988250732,0.12951274790579959,1.8129079341888428,1.378908395767212
9,0.8777874446276462,0.8837084770202637,0.13257874624546262,1.8274229764938354,1.3826736211776733
10,0.8575144193389199,0.8863321542739868,0.13000340596612303,1.8357536792755127,1.359322428703308
11,0.8406809469064077,0.8954146504402161,0.121088326797133,1.8149667978286743,1.3457328081130981
12,0.8557987267320807,0.8818552494049072,0.13439777682678522,1.8339667320251465,1.3486545085906982
13,0.849451406435533,0.8763844966888428,0.13976774718150298,1.8156756162643433,1.3371955156326294
14,0.8464579130664016,0.8661791682243347,0.149784991957278,1.827264428138733,1.3314831256866455
15,0.8364033324248863,0.8673602342605591,0.1486256600845809,1.791550636291504,1.3345973491668701
16,0.8353091970537648,0.865420401096344,0.1505297540695807,1.7974388599395752,1.3193812370300293
17,0.8234640237959948,0.8687788248062134,0.14723320417949426,1.8001751899719238,1.3154044151306152
18,0.812214705528635,0.847347617149353,0.16826941820862185,1.823259949684143,1.3111964464187622
19,0.8195894157344644,0.8404684662818909,0.17502178320562578,1.8190110921859741,1.3139169216156006
20,0.8007298093853574,0.850381076335907,0.16529191324859083,1.8215481042861938,1.3090296983718872
21,0.8041087307713248,0.8323953747749329,0.1829461138200934,1.868940830230713,1.3118095397949219
22,0.7986726697647211,0.8396672606468201,0.1758082195257784,1.8584260940551758,1.3005132675170898
23,0.7847721341884497,0.8235445022583008,0.1916338427495511,1.8800666332244873,1.3043683767318726
24,0.7938679930838671,0.8383697867393494,0.17708182676403372,1.8571964502334595,1.3010917901992798
25,0.7727210187550747,0.8301379680633545,0.18516187828684594,1.87276291847229,1.2932350635528564
26,0.7635978379032828,0.8211122751235962,0.1940212775128376,1.8995248079299927,1.2794691324234009
27,0.7668540753198393,0.83006751537323,0.18523104946859958,1.9025133848190308,1.290783405303955
28,0.7659922549218843,0.8212248682975769,0.1939107179545636,1.8586302995681763,1.2698380947113037
29,0.767508683331085,0.8313085436820984,0.18401289350827887,1.8857100009918213,1.2648699283599854
30,0.7522104197379315,0.8218443989753723,0.19330264038405665,1.9055603742599487,1.252840518951416
31,0.7570341188799251,0.8215848803520203,0.19355737326496092,1.9052908420562744,1.2394843101501465
32,0.7474541199026685,0.8193672895431519,0.19573409317209545,1.9252747297286987,1.2464478015899658
33,0.7509666636134639,0.8120467662811279,0.2029196641321812,1.9430161714553833,1.2203978300094604
34,0.7411503764716062,0.8242061138153076,0.19098443396878972,1.9537173509597778,1.2233858108520508
35,0.7399360239505768,0.8127524256706238,0.20222703765439032,1.9428666830062866,1.2282521724700928
36,0.7429211907314531,0.814995527267456,0.20002527892278632,1.9548226594924927,1.226377248764038
37,0.7183831523765217,0.8093106746673584,0.20560533530473102,1.9786725044250488,1.2259072065353394
38,0.7422910409443306,0.7897984981536865,0.22475792087205537,2.0137674808502197,1.2331252098083496
39,0.7308603918010538,0.8048072457313538,0.2100257739826491,2.0287833213806152,1.232919692993164
40,0.725759893655777,0.7970853447914124,0.21760533484740097,2.03892183303833,1.2182221412658691
41,0.7057784321633253,0.7979022264480591,0.21680352080171805,2.0365848541259766,1.1977808475494385
42,0.7064844089927096,0.8033272624015808,0.21147848313200712,2.042083740234375,1.2116386890411377
