topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.6605820655822754,-0.6299767093199422,2.226411834430597,gen_fuel_other_renewables_mw
2,1.6347403526306152,-0.6046112368070262,2.1917647689648136,gen_fuel_other_renewables_mw;congestion_price_da
3,1.4177451133728027,-0.3916153323126488,1.9008301751786956,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da
4,1.2941750288009644,-0.2703226932811458,1.7351545940830622,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses
5,1.170089840888977,-0.1485244757939166,1.5687883923934622,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da
6,1.136586308479309,-0.11563843800267004,1.523868805100462,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt
7,1.140402913093567,-0.11938465774042095,1.5289858865483736,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr
8,1.1466259956359863,-0.1254931019181913,1.5373294336131331,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp
9,1.1391555070877075,-0.11816027065711587,1.5273134371396109,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt
10,1.1310511827468872,-0.11020535609038529,1.5164476305068388,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit
11,1.0796425342559814,-0.059744121507126824,1.4475219051455321,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve
12,1.0757596492767334,-0.05593284655876807,1.442315958839892,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg
13,1.0484484434127808,-0.029124954824358396,1.4056986827604028,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve
14,1.0240459442138672,-0.00517228940719372,1.3729812313726004,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw
15,1.0221161842346191,-0.003278028019930934,1.3703939214500993,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw
16,0.9831683039665222,0.03495202664130925,1.3181748692562103,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da
17,0.952558696269989,0.06499747267938405,1.2771352878736768,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw
18,0.9197601079940796,0.09719156998803058,1.2331608486673278,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead
19,0.9016872048377991,0.11493134845960351,1.2089297514492858,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh
20,0.8794415593147278,0.13676697555124573,1.1791040840019216,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh;da_as_ss_mw_synchronized_reserve
21,0.8595198392868042,0.1563215543004638,1.1523942006714465,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh;da_as_ss_mw_synchronized_reserve;gen_fuel_multiple_fuels_mw
22,0.8613241910934448,0.15455048621624146,1.1548133706113388,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh;da_as_ss_mw_synchronized_reserve;gen_fuel_multiple_fuels_mw;system_energy_price_rt
23,0.8644596934318542,0.1514727687920665,1.1590172697487606,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh;da_as_ss_mw_synchronized_reserve;gen_fuel_multiple_fuels_mw;system_energy_price_rt;total_lmp_rt
24,0.8544933199882507,0.16125546037880423,1.1456549359977857,gen_fuel_other_renewables_mw;congestion_price_da;total_lmp_da;total_losses;system_energy_price_da;marginal_loss_price_rt;total_pjm_rmccp_cr;rmccp;congestion_price_rt;total_pjm_loc_credit;da_as_total_mw_thirty_minutes_reserve;total_pjm_self_sched_reg;da_as_as_mw_thirty_minutes_reserve;gross_inadv_interchange_mw;net_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;forecast_load_mw_day_ahead;total_pjm_rt_load_mwh;da_as_ss_mw_synchronized_reserve;gen_fuel_multiple_fuels_mw;system_energy_price_rt;total_lmp_rt;total_pjm_rmpcp_cr
