eco_max,emerg_max,total_committed,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,total_gen,total_losses,wind_generation_mw,solar_generation_mw,forecast_load_mw,prelim_load_avg_hourly,mw,mcp,mcp_capped,as_req_mw,total_mw,as_mw,ss_mw,ircmwt2,nsr_mw,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,actual_flow,sched_flow,inadv_flow,system_energy_price_rt
164076.7,167501.6,169327.8,2.65,0.68,116160.204,355.98533,418.15654,319.44019,129.11644,1194.41,653.85,91501.119,255.1,148.206,172.152,27403,26223.6,2408.078,0,0,2644,3567,2966,251,601,1741,26.2,31.16,4.76,0.2,0,1,1,22.25
164427.4,167838.3,169327.8,2.93,0.74,116246.034,730.50522,389.65582,311.88973,113.39237,1246.4,835.41,94482.32,258.8,142.585,259.355,27403,26391.7,2432.918,0,0,2639.5,3561,2983.1,251,577.9,1738,27.66,34.23,6.31,0.26,0,7,7,26.67
164932.5,168072.5,169327.8,13.62,0.32,115269.944,70.55018,400.15642,323.91663,122.87769,6088.94,500.09,97230.643,273.8,104.204,392.487,26974,26721.6,2460.576,0,0,2632,3554,3037.8,251,516.2,1736,30.16,37.96,7.57,0.23,0,4,4,25.1
165090.5,168144.7,169327.8,19.2,0.54,113766.661,7241.93586,376.89706,260.2363,160.21911,7796.35,328.59,99831.676,283.6,84.934,580.9,26963,27199.2,2493.382,0,0,2630.5,3551,3224.5,251,326.5,1734,34.71,48.86,13.89,0.26,0,2,2,29.35
165763,168359.2,169327.8,10.02,0.66,110902.536,384.90078,587.54156,234.69808,392.19766,6285.17,1165.25,102897.331,294.3,103.743,669.396,27051,27852.8,2513.207,5.35,5.35,2627.5,2627.5,2140.6,262,486.9,436,39.33,48.82,9.17,0.32,0,17,17,33.87
165987.1,168588,169327.8,32.4,3.74,106539.036,5190.9464,579.14771,232.90291,387.17379,20185.26,4001.8,105080.849,307.1,87.704,723.566,27051,28723.8,2617.007,8.61,8.61,2626,2626,2093.8,262,532.2,435,41.39,45.31,3.48,0.44,0,7,7,37.15
166176.7,168773.4,169327.8,86.84,1.95,101660.301,4692.88815,583.03832,229.8447,394.1936,55009,2484.72,107500.264,307.1,55.066,734.582,27051,29928.7,2692.16,11.11,11.11,2623,2623,2020.6,262,602.4,435,47.13,58.61,11.19,0.29,0,8,8,32.76
167097.6,169401.1,169327.8,17.79,4.68,97062.4,748.84939,614.16319,240.95888,373.20429,10926.4,5968.24,109977.376,310.5,51.333,639.813,26934,31449.1,2822.703,18.56,18.56,2620,2620,1943.1,262,676.9,435,51.66,71.38,19.15,0.57,0,6,6,56.85
166493.1,168768,169327.8,14.02,2.25,92316.151,834.83563,605.29817,276.59702,359.70114,8944.11,3210.03,111099.008,313,70.403,473.685,26928,32656.3,2911.218,30.49,30.49,2623,2623,2176.2,262,446.8,436,58.32,79.98,20.91,0.75,0,12,12,57.05
165516.6,167811.9,169327.8,24.85,2.06,88065.887,1120.36869,576.96266,319.94666,318.27565,16080.93,2888.94,111203.922,314.3,98.148,271.459,27031,32951,2872.102,17.13,17.13,2626,2626,1835,262,791,437,50.56,68.43,17.23,0.64,0,12,12,47.87
164335.3,166603.8,169327.8,20.2,1.85,83791.89,465.91584,534.59504,287.84035,315.96184,12149.28,3073.28,108805.784,305,176.292,115.631,27031,32307.8,2840.199,8.62,8.62,2627.5,3057.6,2205.1,202,852.5,440,40.78,54.79,13.49,0.52,0,0,0,54.6
171008.2,173653.6,169327.8,18.58,2.36,79697.839,1214.14343,513.37491,300.59883,280.58938,10735.77,2617.69,106272.152,301.3,233.919,21.398,27031,31534.4,2730.8,2.32,2.32,2635,2635,2215.9,202,419.1,442,37.06,48.59,10.74,0.79,0,6,6,40.19
170944.9,173554.1,169327.8,11.28,0.58,75722.779,1520.46109,559.77975,337.40315,294.37659,7145.5,950.62,102828.603,296.4,249.457,-1.053,27265,30485.6,2656.492,0,0,2639.5,3563,3028.3,202,534.7,1740,33.35,41.75,7.98,0.42,0,14,14,30
171385.1,173934.3,169327.8,6.55,0.72,73416.856,46.59454,387.5157,295.36984,139.14585,2838.91,956.8,95765.3,281.6,273.846,-1.223,27274,28088,2494.102,2.38,2.38,2642.5,2642.5,2350.9,232,291.6,397,26.38,31.88,5.35,0.15,0,3,3,20.62
171412.2,173879.4,169327.8,9.57,2.68,73308.813,26.87727,358.92067,268.61763,137.30304,3896.06,2529.75,88594.595,267.4,280.117,-2.232,27347,25669.2,2299.419,0.79,0.79,2644,2644,2075.9,232,568.1,398,24.16,27.87,3.71,0,0,5,5,20.93
160888.2,164864.6,168940.6,5.47,0.79,75274.355,646.63684,377.77572,342.30204,83.47367,2280.41,943.44,82238.288,260.4,334.685,-1.319,27347,23826.5,2096.282,0.06,0.06,2647,2647,1949.5,262,697.5,296,19.53,21.04,1.32,0.19,0,3,3,14.44
160174.2,164644.6,168940.6,9.99,0.1,78316.532,400.69492,386.42128,267.87908,167.54219,4349.66,94.94,78630.109,246.5,348.419,-2.019,27347,22667.7,1965.2,0.06,0.06,2647,2647,2146.9,262,500.1,296,17.45,19.19,1.58,0.16,0,4,4,17.06
159959.8,164426.7,168940.6,16.09,0.5,82566.856,572.20711,394.44961,267.51088,177.93872,7240.12,777.81,76867.471,242.7,298.81,-1.366,26773,21872.1,1917.885,4.46,4.46,2650,2650,1919.6,262,730.4,296,15.87,16.91,0.93,0.11,0,3,3,12.71
159817.7,164302.6,168940.6,14.51,0.66,89021.511,1823.91663,574.03684,225.27062,370.27272,8577.75,873.16,75635.854,243.8,264.768,-1.426,28093,21575.5,1884.799,0.02,0.02,2650,2650,2027.6,262,622.4,296,15.17,16.1,0.83,0.1,0,1,1,11.88
159835.5,164340.7,168940.6,56.11,4.44,96211.608,15340.27264,583.33515,216.12295,378.04848,33150.18,4834.55,76170.377,249.3,203.022,-1.505,28116,21728.6,1921.508,0.02,0.02,2651.5,2651.5,2265.5,262,386,296,16.04,16.96,0.79,0.13,0,3,3,13.1
161248.5,164254.8,168940.6,110,1.83,103012.221,1799.81811,617.10947,284.11012,355.12878,70671.8,3573.45,78211.079,253,130.943,-1.426,28218,22895.2,2047.815,0.06,0.06,2654.5,2654.5,2233.1,262,421.4,296,18.25,20.23,1.73,0.25,0,5,5,16.26
162257.3,164813.7,168940.6,81.54,2.31,107149.786,1228.80647,616.43973,268.55134,345.00941,50221.36,3299.76,81864.948,260.8,76.985,-1.207,28218,24758.4,2268.177,0.06,0.06,2654.5,2654.5,2282,254,372.5,296,21.7,24.93,2.92,0.31,0,2,2,24.81
162315.6,165618.9,168940.6,14.67,0.46,110949.1,3612.89447,610.89012,313.32974,300.56616,8983.74,795.96,86115.37,255.7,51.711,43.872,28218,26399.2,2446.528,2.31,2.31,2653,2653,2050.6,250,602.4,347,22.86,26.07,2.83,0.38,0,6,6,19.27
162777.4,166097.3,168940.6,16.18,0,114980.4,1332.93359,626.51395,326.58723,295.67301,10119.02,0,89884.775,265,19.564,193.229,27570,27322.1,2569.653,0,0,2644,3469,2737.8,250,731.2,1643,25.27,29.71,4.13,0.31,0,14,14,20.19
163394,166336.8,168940.6,11.71,0,116597.133,2181.68467,396.0139,333.62951,100.15798,5091.09,0,93662.472,267.9,8.457,425.832,29372,27927,2630.266,0,0,2636.5,3564,2957.4,247,606.6,1743,29.38,34.53,4.9,0.25,0,15,15,33.43
163581.7,166237.2,168940.6,11.33,0,115571.092,3763.50711,381.21876,331.83313,89.97183,4795.14,0,97799.39,271.8,2.779,607.684,29418,28595.3,2662.583,0,0,2627.5,3554,3069.7,247,484.3,1739,31.2,37.2,5.7,0.3,0,23,23,27.69
164572,166505,168940.6,10.36,0.58,113093.469,1575.10973,380.36696,261.74638,162.34336,4424.91,779.67,101284.761,276.1,1.847,740.864,29469,29524.4,2697.86,0,0,2620,3547,3103.4,247,443.6,1737,36.25,44.34,7.84,0.25,0,18,18,27.23
164155.7,166079.5,168940.6,70.54,0.63,110095.814,3135.26589,372.64654,242.36418,172.7211,28783.11,667.94,104871.506,283.8,2.888,720.185,29469,30658,2760.508,6.32,6.32,2612.5,2612.5,1959.1,251,653.4,438,43.12,54.42,10.99,0.31,0,31,31,23.46
165163.8,166633.2,168940.6,7.73,0.66,106407.237,314.23008,593.45527,244.05445,383.99451,4838.1,992.78,109351.002,283.3,8.7,831.739,29469,32069.7,2824.733,11.99,11.99,2609.5,2609.5,1876.4,251,733.1,435,45.8,59.54,13.2,0.54,0,43,43,27.93
165317.1,166798.3,168940.6,15.16,2.16,102049.324,361.04164,597.00429,249.19217,389.43324,9710.56,3041.07,112610.313,296.7,3.67,894.801,28837,33524,2925.893,19.6,19.6,2605,2605,1644,0,961,431,52.14,65.44,12.81,0.49,0,51,51,32.26
165566.2,167005.8,168940.6,14.34,2.16,97781.2,76.27485,552.28711,224.66804,372.56681,8577.14,2588.26,116505.955,308.4,2.167,897.942,30566,35182.7,3096.792,24.71,24.71,2605,2605,1648.6,0,956.4,430,57.3,74.33,16.21,0.82,0,23,23,34.45
166120.1,167492.9,168940.6,30.28,4.13,93378.869,1890.69504,597.95092,203.25698,419.41998,18787.98,5247.51,119113.347,324.3,-2.365,828.207,30633,37002.8,3269.724,38.65,38.65,2596,2596,1622.7,0,973.3,431,68.51,92.59,22.89,1.19,0,16,16,36.46
165373,166707.7,168940.6,21.6,2.56,89043.138,3273.12046,563.89246,245.71404,369.31845,13292.1,3219.59,120984.93,347.7,-1.299,687.459,30752,38148.7,3331.732,37.93,37.93,2605,2605,2061,281,544,432,76.82,100.95,22.57,1.56,0,16,16,52.26
164343.1,165739.7,168940.6,51.13,1.84,85254.326,374.84124,564.49669,249.08474,369.58941,31925.66,3225.14,120543.859,346.2,2.964,475.801,30752,38130.5,3236.523,23.19,23.19,2608,2608,1918.8,215,689.2,434,63.28,81.53,17.06,1.19,0,51,51,72.42
163188.5,164625.9,168940.6,12.04,1.91,81259.654,209.54175,571.42497,173.79169,445.43671,7461.86,3040.03,117449.832,344.3,6.363,194.354,30752,37156.5,3143.061,12.56,12.56,2612.5,2612.5,1860.7,215,751.8,439,51,66.08,14.06,1.02,0,19,19,42.32
169418.5,171715.9,168940.6,9.81,1.96,77107.403,172.78787,582.72872,173.54617,454.62708,6182.33,2480.39,113223.81,333.9,1.66,24.809,30368,35880.5,3021.084,5.9,5.9,2624.5,2624.5,1880.2,215,744.3,443,41.26,54.85,12.7,0.89,0,1,1,40.88
169594.9,171790.4,168940.6,9.66,0.53,73496.147,572.09233,579.8559,258.85744,393.5929,6319.33,1573.25,109057.627,310.9,3.413,-1.059,31174,34392.8,2934.831,0,0,2632,3558,2910.8,262,647.2,1740,36.35,46.07,9.05,0.67,0,8,8,36.95
169800.5,171965,168940.6,4.75,0.78,71296.603,245.05785,389.04306,266.35454,170.49327,2071.15,766.22,100874.687,294,3.434,-1.389,31216,31450.9,2717.161,0,0,2639.5,3515,2849.3,262,665.7,1692,29.39,35.94,6.27,0.28,0,31,31,25.98
170338.5,172517,168940.6,7.28,1.12,71237.683,129.00891,403.66295,275.84845,175.41259,3285.95,1868.89,92956.106,283.4,2.81,-1.437,31329,28590.8,2507.458,0,0,2644,3418,2490.2,322,927.8,1592,27.31,32.05,4.62,0.12,0,31,31,22.34
159593.9,163314.5,168968.1,13.98,5.57,73264.466,203.20019,362.02629,254.03053,156.71815,5747.88,3535.47,85337.534,268.3,10.963,-1.415,31329,26242.9,2308.284,0.02,0.02,2648.5,2648.5,1557,200,1091.5,296,22.74,24.76,1.9,0.12,0,17,17,17.66
159357.3,163432.5,168968.1,7.17,0.57,76146.7,26.54529,409.52299,224.09268,234.70709,3280.73,1511.1,79347.695,267.2,15.287,-2.39,31329,24668.2,2146.229,0.06,0.06,2653,2653,2025.7,200,627.3,296,20.07,21.71,1.54,0.1,0,25,25,18.98
159111.5,163284.4,168968.1,13.01,0.63,80452.614,48.60789,373.36386,255.76053,168.88164,5582.22,787.92,77046.822,255,22.212,-2.391,30606,23670.2,2074.211,0.53,0.53,2656,2656,1960.9,200,695.1,296,17.19,18.31,1.07,0.05,0,18,18,15
159352.2,163518.1,168968.1,8.74,2.11,86613.127,1397.59483,533.83507,352.84944,253.05195,5293.32,2950.77,75237.938,248,35.851,-1.387,31153,23134.1,2033.976,0.06,0.06,2659,2659,1850.1,200,808.9,296,15.2,15.98,0.74,0.04,0,13,13,13.76
159271,163339.6,168968.1,29.36,1.83,93954.425,9586.37056,646.13754,265.37277,374.6932,18832.76,2135.01,75155.539,250.6,44.314,-1.398,31033,23210.3,2032.332,0.01,0.01,2659,2659,2207.2,290,451.8,296,15.42,16.47,1,0.05,0,6,6,15.65
160240,163243.8,168968.1,26.8,0.84,100907.651,4066.30823,615.66974,317.89905,312.51979,16897.92,1032.73,77035.389,255.4,68.266,-1.382,31035,23967.4,2160.244,0.01,0.01,2660.5,2660.5,2233.3,290,427.2,296,18.11,19.99,1.79,0.09,0,1,1,19.86
160888.5,163836.2,168968.1,18.69,0.63,105395.131,5668.31862,599.55547,313.27956,297.86843,11372.99,1317.24,81043.403,261.9,81.505,-1.08,31075,25921.1,2375.148,0.01,0.01,2662,2662,2167,215,495,296,21.63,24.4,2.53,0.24,0,5,5,20.31
162221.3,164982,168968.1,6.36,0,108930.692,7925.70891,641.4441,383.49913,254.95294,4009.54,0,84956.937,263.9,64.462,39.003,31075,27897.6,2557.121,0.02,0.02,2659,2659,2207.9,215,451.1,347,22.46,24.38,1.7,0.22,0,12,12,23
163517.4,165955.8,168968.1,6.27,0,112547.433,4944.37962,649.42225,377.05041,267.33201,4055.23,0,89903.255,250.7,66.658,173.786,31075,29445.4,2731.375,0.06,0.06,2654.5,2654.5,1920.9,215,733.6,347,25.39,27.77,2.12,0.26,0,10,10,26.54
164199.1,166580.8,168968.1,0,0,114081.958,0,419.33044,8.64095,0,0,0,95476.442,261,66.617,367.872,30445,30820,2830.557,0,0,2644,3469,2564.2,215,904.8,1643,27.28,30.12,2.53,0.31,0,2,2,25.13
164050.6,166470.9,168968.1,10.19,0,113510.823,684.08324,409.6336,338.69589,81.55015,4497.97,0,101699.345,266.3,57.11,539.606,30857,32548.2,2952.047,0,0,2629,3459,2557.9,215,901.1,1643,31.8,36.1,3.71,0.59,0,5,5,45.8
164603.3,166491.7,168968.1,0.01,0,111512.296,4060.24789,426.90703,239.91087,177.73041,4.17,0,108193.872,277.2,60.066,637.358,30620,34410.1,3098.953,0.06,0.06,2615.5,2615.5,1788.4,215,827.1,347,35.62,41.38,5.17,0.59,0,36,36,25.28
164592.9,166521.2,168968.1,2.73,0,109232.693,3736.53559,422.31786,193.53098,218.35456,1117.67,0,113237.814,292.1,83.131,713.985,30574,36349.4,3210.235,1.07,1.07,2609.5,2609.5,1887.6,215,721.9,347,44.03,53.81,8.96,0.82,0,25,25,28.84
165699.4,167061.6,168968.1,8.82,0.75,105905.959,411.83054,552.88123,320.23011,309.21207,5574.49,929.93,117669.932,308.8,100.568,801.491,30572,38369.9,3330.233,5.72,5.72,2605,2605,1980.1,215,624.9,347,48.17,61.59,12.54,0.88,0,24,24,30.65
165913.5,167505,168968.1,3.95,1.23,101833.859,163.27039,528.07765,307.95792,293.59265,2365.86,1078.79,121632.475,321.1,110.084,848.842,30572,40047.9,3516.762,8.72,8.72,2596,2596,2197.3,215,398.7,347,56.44,74.95,17.32,1.19,0,6,6,32.94
165856.5,167603.9,168968.1,7.71,0.77,97857.022,106.77594,534.66082,318.71583,290.7785,4778.34,837.89,123996.445,336,70.861,849.415,30572,41583.5,3718.951,9.8,9.8,2605,2605,2335.1,215,269.9,347,67.46,91.38,22.31,1.61,0,3,3,42.21
166765.3,168135.4,168968.1,20.06,0.79,94124.502,120.53357,527.90186,311.07332,290.48455,12072.86,1067.15,125884.136,351.7,22.682,778.205,31294,42821.4,3854.41,11.27,11.27,2608,2608,2324.4,185,283.6,347,83.11,111.75,25.96,2.68,0,16,16,40.94
166371.2,167881.2,168968.1,14.18,2.8,90045.551,530.02332,539.6194,297.02406,317.50515,8737.41,3195.04,126487.117,364.1,-1.54,639.052,29942,43024,3878.345,12.87,12.87,2609.5,2609.5,2271.5,185,338,347,82.55,114.17,28.74,2.88,0,23,23,64.57
165137.4,166669.8,168968.1,11.09,0.92,86579.49,116.82257,526.8094,284.56486,313.98686,6584.19,1195.23,124509.3,354.3,-0.656,446.999,30382,41947,3777.631,8.78,8.78,2620,2620,2237.6,185,382.4,347,66,90.84,22.67,2.17,0,0,0,58.1
163231.1,164728.4,168968.1,10.87,0.53,82620.067,449.14121,588.56273,220.9978,402.38539,6786.82,1037.34,119846.147,338.3,10.453,189.828,30186,39899.5,3640.106,3.88,3.88,2629,2629,2017.2,185,611.8,347,49.16,65.93,15.36,1.41,0,0,0,41.9
168565.8,170749.1,168968.1,6.21,0.59,78390.858,539.4768,559.0351,305.80244,329.18709,3946.28,1045.65,115469.606,344,21.559,29.367,30082,38215.4,3535.37,0.81,0.81,2638,2638,1882.5,185,755.5,347,39.23,51.4,10.98,1.19,0,0,0,33.17
168770.7,170922,168968.1,10.11,0.78,74901.143,116.25424,594.28914,355.54199,312.71721,6731.84,2013.7,110485.934,334.8,29.378,-0.933,29988,36544.7,3381.891,0,0,2644,3469,2652.6,200,816.4,1643,32.72,40.25,6.68,0.85,0,53,53,74.38
169089.9,171206.2,168968.1,3.94,0.61,72751.356,172.74707,391.33658,271.87618,159.47021,1704.5,740.3,103310.963,310.8,34.687,-1.427,29988,33846.5,3160.235,0.06,0.06,2648.5,2648.5,1334.1,200,1314.4,296,29.95,34.01,3.85,0.21,0,58,58,38.11
169629.3,171753.9,168968.1,4.05,0.79,72807.503,47.78464,374.66715,331.6242,93.00436,1715.65,892.58,95802.535,299.3,29.78,-1.389,29988,31032.8,2961.793,0.06,0.06,2645.5,2645.5,1488.2,200,1157.3,296,24.94,27.61,2.46,0.21,0,33,33,27.39
160004,164170.7,168968.1,2.8,0.84,74402.053,58.0906,371.69084,329.38252,93.27562,1199.71,818.17,88190.233,295,27.241,-1.392,31429,28580.3,2733.538,0.02,0.02,2653,2653,1838.4,290,814.6,296,21.63,22.11,0.36,0.12,0,23,23,22.04
159342.4,163991.2,168968.1,4.98,0,77642.797,77.49266,340.48472,294.97378,94.13505,1935.71,0,83603.577,280.5,54.623,-1.391,29466,26776.8,2545.484,0.06,0.06,2656,2656,2090.3,290,565.7,296,18.91,19.3,0.22,0.17,0,25,25,14.93
158986,164205.6,168968.1,3.41,0.73,82055.142,31.53834,358.49679,313.26449,96.00599,1387.89,615.53,81210.244,253.7,91.294,-3.406,29946,25480,2415.959,0.06,0.06,2657.5,2657.5,2062.6,290,594.9,296,17.35,17.74,0.17,0.22,0,23,23,13.45
159082.9,163874.3,168968.1,16.78,0.34,88396.679,3319.05417,529.00183,359.04412,243.00853,10106.02,2136.44,78110.745,257.1,140.698,-1.53,29791,24606,2328.24,0.02,0.02,2659,2659,2190.1,290,468.9,296,15.27,15.6,0.16,0.17,0,17,17,12.3
158721.9,163540.1,168968.1,21.61,3.47,95980.583,2048.32904,544.25367,374.44417,244.37838,13361.96,5316.36,76683.269,252.3,142.565,-1.501,29657,24083.4,2272.126,0.02,0.02,2660.5,2660.5,2325.3,290,335.2,296,14.95,15.2,0.06,0.19,0,6,6,12.85
160298.4,163539.9,168968.1,12.12,0.39,103185.078,1672.75513,638.25249,455.11669,196.20317,7881.44,714.39,76265.276,247.5,153.64,-1.488,29525,23895.7,2234.712,0.02,0.02,2660.5,2660.5,2392.6,290,267.9,296,14.84,15.28,0.19,0.25,0,7,7,16.5
160755.6,163661.6,168968.1,10.91,0.48,107754.88,3982.31675,552.89497,445.56213,182.65715,6783.31,909.65,77016.853,242.4,158.755,-0.498,29525,24200,2257.686,0.01,0.01,2660.5,2660.5,2436.6,245,223.9,296,14.9,15.26,0.12,0.24,0,13,13,21.21
161930.8,164672.2,168968.1,9.69,0.41,112553.59,3544.81323,585.89373,445.50448,177.9619,5953.19,883.37,79803.845,252.3,147.111,52.168,29525,25440.2,2405.533,0.04,0.04,2660.5,2660.5,1924.9,245,735.6,347,15.78,16.19,0.15,0.26,0,22,22,20.59
162488.5,165231.7,168968.1,8.15,0.44,116929.406,3434.82907,602.79254,409.19868,204.72334,4931.11,818.8,84574.482,236.1,195.932,223.26,31080,27227.6,2585.279,0.06,0.06,2659,2659,1846.8,215,812.2,347,19.48,20.31,0.63,0.2,0,24,24,22.61
162580.4,165348.7,168968.1,0,0,118531.778,0,416.90237,1.26139,0,0,0,90233.666,241.5,163.218,391.68,29151,28776.2,2763.377,0.06,0.06,2659,2659,1894.6,215,764.4,347,23.65,25.18,1.3,0.23,0,34,34,24.49
162508.8,165313.9,168968.1,0,0,117628.768,0,419.155,1.96593,0,0,0,94739.705,262.6,149.761,540.619,29541,29877.3,2882.677,0.02,0.02,2648.5,2648.5,1515.7,215,1132.8,347,25.83,29.2,2.94,0.43,0,26,26,28.87
162799.6,165431.4,168968.1,44.92,0,116006.659,0.00466,392.32139,411.78973,26.58253,19695.85,0,99301.44,276.4,148.934,602.282,29502,30599.1,2936.79,0,0,2641,3467,2519,215,948,1643,30.04,36.79,6.22,0.53,0,41,41,30.81
163748.8,166254.9,168968.1,24.39,0,114032.169,54.66926,402.1546,405.72792,45.01312,11001.72,0,102943.505,285.1,123.928,725.442,29379,31101.8,3081.183,0,0,2635,3463,2547.3,215,915.7,1643,32.45,41.25,8.09,0.71,0,11,11,38.21
164412.1,166441.6,168968.1,25.14,1.03,111338.839,1874.01131,451.58738,398.94665,117.30058,12985.42,938.06,104887.096,297.7,104.125,763.262,29219,31253.1,3155.721,0,0,2629,3459,2591.1,185,867.9,1643,34.72,45.26,9.38,1.16,0,6,6,30.14
164866.2,166862.1,168968.1,21.48,0.63,107684.037,3272.52131,473.01118,395.23354,146.10774,11613.03,801.59,106462.828,305.7,110.953,791.734,29219,31180.2,3216.395,0,0,2627.5,3458,2648.3,0,809.7,1643,37.21,48.89,10.2,1.48,0,21,21,44.05
165296.9,167423.4,168968.1,8.45,1.22,103319.39,322.80824,460.90961,360.03084,166.20409,4803.9,1212.66,107666.067,317.7,114.346,786.157,29219,31282.3,3250.191,0.06,0.06,2624.5,2624.5,1856.8,0,767.7,347,39.85,52.94,11.16,1.93,0,28,28,45.77
165906.2,167922.1,168968.1,30.33,3.15,98401.833,1325.1381,528.06732,361.65421,241.41348,18322.1,4328.72,108174.367,324.6,92.827,755.438,30682,31525.4,3289.854,0.06,0.06,2624.5,2624.5,2295,0,329.5,347,43.16,57.95,12.49,2.3,0,23,23,70.54
166310.2,168285.3,168968.1,29.32,2.77,93554.833,4593.51267,534.5986,354.89266,254.65134,18109.25,4011.49,107627.932,322.9,66.467,617.298,29019,31299.5,3287.282,2.86,2.86,2620,2620,2162.8,111,457.2,347,43.79,58.53,12.36,2.38,0,51,51,83.32
165704.8,167758.1,168968.1,12.73,0.86,88548.082,1210.23893,536.6825,356.01616,255.1402,7754.92,1158.91,106130.765,313,73.202,362.598,29229,30584.8,3189.904,8.4,8.4,2627.5,2627.5,2042,111,585.5,347,39.28,51.76,10.55,1.93,0,42,42,47.96
165374.4,167240.9,168968.1,24.76,3.15,84016.59,1542.45262,540.98731,340.04822,275.20751,15317.27,3919.34,103750.778,301.4,139.19,137.681,29518,29624.5,3081.683,6.85,6.85,2632,2632,2019.9,111,612.1,347,34.13,44.38,8.82,1.43,0,37,37,35.72
168404.4,170959.4,168968.1,6.47,3.38,79312.477,614.65774,550.13235,342.62557,284.49529,4017.99,5309.27,99625.802,304.4,125.614,22.295,29425,29033.4,2961.509,4.71,4.71,2636.5,2636.5,1704.4,111,932.1,347,29.52,37.81,7.05,1.24,0,22,22,34.49
168699.5,171215.4,168968.1,16.54,1.04,75413.223,667.83589,546.19973,338.69064,282.50908,10142.87,1250.64,96570.128,285.2,82.402,-1.416,29243,28125.4,2811.834,0,0,2644,3469,2690.1,216,778.9,1643,27.66,35.49,6.8,1.03,0,16,16,29.13
168672.8,171163.7,168968.1,1.42,0.85,72803.708,0.67246,371.76809,313.55164,107.21644,608.75,807.38,92234.724,270.1,59.675,-1.432,29243,26491.8,2656.614,0.06,0.06,2651.5,2651.5,1414.4,246,1237.1,296,23.26,28.42,4.59,0.57,0,10,10,27.38
168676.4,170887.3,168968.1,3.9,0.93,72668.025,177.19159,350.67348,273.67704,125.99642,1556.02,969.58,85951.001,257.1,55.602,-1.485,29243,24721.5,2459.922,0.06,0.06,2659,2659,1387.4,246,1271.6,296,19.28,22.54,2.8,0.46,0,4,4,25.7
161572.4,166211.4,168966.8,10.61,0,73977.256,830.36133,377.5268,282.63459,144.8922,4534.48,0,79772.682,254.3,57.897,-1.482,30428,23162.6,2305.058,0.01,0.01,2659,2659,1967.8,149,691.2,296,16.21,18.48,1.77,0.5,0,1,1,20.11
160667,165848.8,168966.8,9.46,1.39,76761.508,185.82476,408.0267,190.15883,217.86787,3863.63,852.9,76539.486,248.6,54.198,-1.447,29138,22011.9,2167.84,0.06,0.06,2659,2659,1952.5,149,706.5,296,14.63,16.75,1.74,0.38,0,0,0,18.91
160763.3,166151.4,168966.8,12.91,4.6,80855.91,2153.17463,382.3107,232.67401,188.84938,5486.9,3908.61,74490.715,247.1,33.893,-2.472,29213,21196.9,2036.249,0.02,0.02,2659,2659,1878.2,149,780.8,296,13.63,15.37,1.49,0.25,0,0,0,18.5
160928.6,166192.5,168966.8,13.13,0.37,86793.202,2921.89867,627.95419,337.60953,291.83677,8165.87,802.65,72244.449,248.1,27.383,-1.51,30073,20678,2010.961,0.02,0.02,2660.5,2660.5,1897.2,149,763.3,296,11.87,13.26,1.19,0.2,0,0,0,13.9
160986.7,166162.1,168966.8,7.47,0.97,93820.398,610.663,622.11408,338.16893,285.89693,4663.81,1161.58,71200.874,239.4,29.377,-2.473,30033,20457.6,1947.834,0.02,0.02,2660.5,2660.5,1939.3,149,721.2,296,11.66,13.3,1.46,0.18,0,0,0,13.25
162638.8,166241.8,168966.8,8.61,0.78,99935.346,886.55599,628.17093,379.69206,250.38034,5419.69,1207.14,70931.887,242.8,39.171,-1.586,29843,20362.8,1958.326,0.06,0.06,2660.5,2660.5,2170.1,149,490.4,296,11.24,13.36,1.96,0.16,0,0,0,13.66
163235.3,166476.1,168966.8,27.35,0,104034.294,6175.9884,620.4277,373.03567,249.03047,16521.2,0,70832.159,238.2,31.703,-0.908,29843,20441.8,1940.659,0.06,0.06,2660.5,2660.5,2042.8,290,617.7,296,10.61,12.81,2.08,0.12,0,0,0,13.03
163657.3,166697.5,168966.8,19.43,0.69,108547.507,2200.84989,650.82049,369.79318,282.72489,12195.93,1173.55,72125.583,245.5,31.755,53.419,29843,21057.5,1999.569,2.31,2.31,2660.5,2660.5,2055.9,290,604.6,296,12.02,14,1.81,0.17,0,0,0,14.96
164346.4,167431.2,168966.8,79.05,0,111969.425,43530.63573,605.70853,443.49417,164.06018,48788.49,0,75144.528,245.2,47.024,260.042,30768,21834.3,2092.251,3.89,3.89,2659,2659,1860,105,799,296,13.75,15.99,2.07,0.17,0,2,2,22.72
164350,167460.3,168966.8,8.73,0.11,112515.9,75.93998,408.28678,288.01037,121.47435,3548.5,94.61,78063.838,238.6,76.216,468.569,29730,22483.4,2109.938,0,0,2654.5,3209,2350.2,105,858.8,1376,15.09,17.79,2.57,0.13,0,5,5,36.24
164635.1,167722,168966.8,5.58,1.1,110546.511,78.57147,417.06743,339.56271,79.46528,2333.16,1052.59,81081.4,227.7,108.176,634.633,29730,23226.7,2250.457,0,0,2635,3196,2343.4,290,852.6,1376,16.37,18.74,2.23,0.14,0,2,2,62.17
