rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,36,da_as_total_mw_thirty_minutes_reserve,total_pjm_rmccp_cr,0.10381674081303621,-0.2117823695511265,-0.19738464738336206,-0.12822968636774185,0.22949856250767137,0.8897989399667664,1,1,1,1,1,1,6,0.8897989399667664
2,63,da_as_total_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.07498775294147136,-0.394430222148336,-0.3579408133596665,-0.30622397987937205,0.4344796431472832,0.864122196702733,1,1,1,1,1,1,6,0.864122196702733
3,64,da_as_total_mw_thirty_minutes_reserve,net_sched_interchange_mw,0.07829184208869444,-0.45951062400296055,-0.4274871411550361,-0.27615867711721154,0.39523043029620847,0.8606227304180492,1,1,1,1,1,1,6,0.8606227304180492
4,9,da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_mw,0.235107972068227,0.5691074325532929,0.524323473140785,0.38945985059996974,0.5341703361088197,0.7825639653965514,1,1,1,1,1,1,6,0.7825639653965514
5,7,da_as_total_mw_thirty_minutes_reserve,gen_fuel_hydro_mw,0.08050783649783573,-0.26074583041036603,-0.3234843074755212,-0.17685805770783625,0.2867560494952911,0.7724708029406551,1,1,1,1,1,1,6,0.7724708029406551
6,8,da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_mw,0.11715578898603744,-0.42886291783890773,-0.4556268384249007,-0.30384032225307633,0.4560545563049515,0.33438510299443897,1,1,1,1,1,1,6,0.4560545563049515
7,10,da_as_total_mw_thirty_minutes_reserve,gen_fuel_oil_mw,0.20044861771862577,-0.32321660710010713,-0.41764654122827716,-0.1959489201622299,0.3532989870056528,0.4044555645080833,1,1,1,1,1,1,6,0.41764654122827716
8,33,da_as_total_mw_thirty_minutes_reserve,total_pjm_reg_purchases,0.06878322434488807,-0.22475241573178611,-0.22276343949657412,-0.16382376858728037,0.23799491368561118,0.3716809561197221,1,1,1,1,1,1,6,0.3716809561197221
9,54,da_as_total_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.178110212476599,0.28280767446533406,0.2667181157972977,0.19132859048539633,0.25740338585029,0.3524686029181663,1,1,1,1,1,1,6,0.3524686029181663
10,11,da_as_total_mw_thirty_minutes_reserve,gen_fuel_other_renewables_mw,0.07779942172015859,0.29989329252048474,0.24855909234316312,0.2111563858152263,0.30055438281982777,0.3396970528841681,1,1,1,1,1,1,6,0.3396970528841681
11,60,da_as_total_mw_thirty_minutes_reserve,total_lmp_rt,0.5673658492699335,-0.3584415557321786,-0.2932058658190647,-0.24691215587470638,0.3576103279999001,0.17977606364274926,1,1,1,1,1,0,5,0.5673658492699335
12,44,da_as_total_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,0.20093788679769117,0.5387585016765938,0.4977696793745491,0.3957969198152507,0.5089557497258866,0.12152769184618992,1,1,1,1,1,0,5,0.5387585016765938
13,46,da_as_total_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,0.20400886996293902,0.5265393414002044,0.4760672477199992,0.3455616457877245,0.4484868761864352,0.11282247477896752,1,1,1,1,1,0,5,0.5265393414002044
14,39,da_as_total_mw_thirty_minutes_reserve,da_as_mcp_synchronized_reserve,0.52439332770903,-0.4639666689057065,-0.4389823292109203,-0.3984344926092661,0.504033348433568,0.06537989975596985,1,1,1,1,1,0,5,0.52439332770903
15,55,da_as_total_mw_thirty_minutes_reserve,system_energy_price_da,0.21304110262206893,-0.49264995372775866,-0.5081926264640307,-0.33502447834404137,0.47040572131068537,0.18005284501086796,1,1,1,1,1,0,5,0.5081926264640307
16,38,da_as_total_mw_thirty_minutes_reserve,da_as_mcp_primary_reserve,0.26051256033847575,-0.44607181690083575,-0.4660031542427507,-0.3237077096435296,0.4394670299473862,0.05846906176473698,1,1,1,1,1,0,5,0.4660031542427507
17,56,da_as_total_mw_thirty_minutes_reserve,total_lmp_da,0.15274804713968096,-0.45403780944554323,-0.46599456809763806,-0.30506660439494226,0.4333982726718089,0.1755110101078468,1,1,1,1,1,0,5,0.46599456809763806
18,18,da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_pct,0.09211105106658468,-0.43723052960171205,-0.4434559549336224,-0.3175280771373753,0.4639421759008273,0.028337378268990375,1,1,1,1,1,0,5,0.4639421759008273
