partition,seed,target,sensitivity_tier,target_kind,r2,rmse,mae,test_std,nrmse_by_test_std,pearson_r,test_r2_evaluable,accuracy,balanced_accuracy,roc_auc,description,n_input_declared,n_input_variable
02_public27_grouped/bus_electrical,43,slack_bus_p_mw,T2_operational,continuous,0.8220726251602173,3.4053003787994385,2.2633578777313232,8.072982788085938,0.4218144118785858,0.9093537330627441,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,slack_bus_q_mvar,T2_operational,continuous,0.9782321453094482,1.6467519998550415,1.2068008184432983,11.161455154418945,0.1475391834974289,0.9892841577529907,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_118_va_deg,T3_high,continuous,0.9597843289375305,0.6568518877029419,0.4914024770259857,3.2754437923431396,0.2005382925271988,0.9801245331764221,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_118_p_injection_mw,T2_operational,continuous,0.9217609763145447,7.28911018371582,5.333396911621094,26.059295654296875,0.2797124683856964,0.9717844724655151,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_118_q_injection_mvar,T2_operational,continuous,0.9793807864189148,2.4391725063323975,1.8677585124969482,16.986602783203125,0.143593892455101,0.9909496903419495,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_115_va_deg,T3_high,continuous,0.9532726407051086,0.5110853910446167,0.38399991393089294,2.3643300533294678,0.2161649912595749,0.9766206741333008,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_115_p_injection_mw,T2_operational,continuous,0.985055148601532,1.7220879793167114,1.3219168186187744,14.086713790893555,0.12224908918142319,0.9927152395248413,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_115_q_injection_mvar,T2_operational,continuous,0.9697558283805847,2.5100691318511963,1.9403091669082642,14.433265686035156,0.17390860617160797,0.986176073551178,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_218_va_deg,T3_high,continuous,0.971312940120697,0.2865883708000183,0.19789370894432068,1.69205904006958,0.16937255859375,0.9859049916267395,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_218_p_injection_mw,T2_operational,continuous,0.9136621356010437,35.15196990966797,24.10114288330078,119.63245391845703,0.29383304715156555,0.9582716822624207,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_218_q_injection_mvar,T2_operational,continuous,0.9113662242889404,4.365958213806152,2.948732376098633,14.66493034362793,0.2977142035961151,0.9566127061843872,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
02_public27_grouped/bus_electrical,43,bus_215_va_deg,T3_high,continuous,0.9837566018104553,0.10589585453271866,0.08153074979782104,0.8308848738670349,0.12744949758052826,0.9922819137573242,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组,27,24
