epoch,train_standardized_mse,validation_standardized_mse,validation_macro_r2,validation_median_r2
1,0.7731335588725419,0.41501590609550476,0.48308737700184184,0.4958672821521759
2,0.3291900976183512,0.19267287850379944,0.7508533685985539,0.7986667156219482
3,0.21014034021924516,0.14674687385559082,0.8108806014060974,0.8625558912754059
4,0.17686376551489746,0.1298169642686844,0.8287274779544936,0.8773119151592255
5,0.15572040693842906,0.12225758284330368,0.8391045530637106,0.883136510848999
6,0.1413799774437348,0.11302915960550308,0.8537411035762893,0.8876948356628418
7,0.13441453159592257,0.10978706926107407,0.8575848854250379,0.8945298194885254
8,0.12584949499050674,0.1007549911737442,0.8700226429435942,0.8996666669845581
9,0.11963251614597764,0.10317867249250412,0.8677041911416583,0.8940638899803162
10,0.11673249149175147,0.1006544753909111,0.8710519555542204,0.8973272442817688
11,0.11543355268476532,0.09369941055774689,0.8812952438990275,0.9022530615329742
12,0.10914960477159406,0.09138868004083633,0.8845718834135268,0.9083465039730072
13,0.10624686439043528,0.09096728265285492,0.8837059372001224,0.9091706573963165
14,0.1034146870741537,0.08867163956165314,0.8886905925141441,0.9131032526493073
15,0.10204341862697297,0.08432873338460922,0.8958194355169932,0.9167234003543854
16,0.09992640750045192,0.08516690135002136,0.8909517361058129,0.9204495251178741
17,0.09862380518917922,0.0828147903084755,0.8957415140337415,0.9216415286064148
18,0.10677992436664013,0.0794677734375,0.9010912080605825,0.9240051209926605
19,0.09273535952156212,0.0778655856847763,0.9044253793027666,0.9237729907035828
20,0.09050736995625977,0.07421353459358215,0.908661835723453,0.9279457926750183
21,0.08814772560940444,0.07536163181066513,0.9071051627397537,0.9317924976348877
22,0.08530295750268031,0.07309675216674805,0.9098227851920657,0.9314669370651245
23,0.08543008292262323,0.07355418801307678,0.9093261129326291,0.9283309578895569
24,0.08269823576695126,0.07209928333759308,0.9108468890190125,0.9314168393611908
25,0.0807857326605759,0.07110387086868286,0.912135961982939,0.9351856708526611
26,0.07910469156449386,0.06831499189138412,0.9163651797506545,0.9358382821083069
27,0.07744564756838315,0.07022488862276077,0.9131126519706514,0.9351061582565308
28,0.0770525439274567,0.07049443572759628,0.9133891628848182,0.9310843646526337
29,0.07632584365965797,0.06727879494428635,0.9172012160221735,0.9340518414974213
30,0.07268248709547652,0.06769153475761414,0.9172910087638431,0.9362176060676575
31,0.07164896747597875,0.06791431456804276,0.9170556863149008,0.933702826499939
32,0.0699192629127279,0.06560476869344711,0.9204819252093633,0.9360237419605255
33,0.07096841482223826,0.06624510139226913,0.9183012015289731,0.9372564256191254
34,0.0672530275936164,0.07395376265048981,0.9051433040036095,0.9326031804084778
35,0.08391274353786188,0.06669536978006363,0.9176075590981377,0.9375579655170441
36,0.07017525368859105,0.06342390179634094,0.9223870601918962,0.9392633140087128
37,0.0651237600438767,0.06282131373882294,0.9245362480481466,0.9390605390071869
38,0.064614391134944,0.062036823481321335,0.9233984500169754,0.9413495063781738
39,0.06377373013594512,0.06183922290802002,0.924586714969741,0.9397143125534058
40,0.06387291385724937,0.06075587123632431,0.9263955172565248,0.9398384988307953
41,0.06167665225251898,0.06262842565774918,0.9238677455319299,0.9403274059295654
42,0.06461867368698275,0.05954127386212349,0.9275124337938097,0.9449481666088104
43,0.0605357826318381,0.05994100868701935,0.926481631067064,0.9441865980625153
44,0.06169752797951695,0.06028971076011658,0.92658631503582,0.9435235857963562
45,0.06133937172557754,0.05840698629617691,0.929056477215555,0.9414611458778381
46,0.05898130568509065,0.058048322796821594,0.9285079158014722,0.9430182576179504
47,0.05978743249408673,0.05872591957449913,0.9270756840705872,0.9438793957233429
48,0.05804969897771239,0.05742638185620308,0.9291440827978982,0.9460332095623016
49,0.05740271769245879,0.05531526729464531,0.9332284877697626,0.9483596384525299
50,0.05555693462985479,0.05669284239411354,0.9305305596854951,0.9471191465854645
51,0.05592342948925208,0.05820762366056442,0.9295669512616264,0.9433122873306274
52,0.05775066188348139,0.055548086762428284,0.932331813706292,0.9486630856990814
53,0.05435986420843767,0.056187327951192856,0.9316885471343994,0.9482057392597198
54,0.055454925260104836,0.05739030987024307,0.9299540966749191,0.9441579282283783
55,0.05572815280511888,0.05448947101831436,0.9332307659917407,0.9489485919475555
56,0.05323330467601992,0.055837586522102356,0.9330843918853335,0.9486293792724609
57,0.053961929802770106,0.05450711026787758,0.9351273443963792,0.9474130570888519
58,0.05398442013287358,0.052604444324970245,0.9365598261356354,0.9505117833614349
59,0.05242460077566688,0.0527723953127861,0.9369881831937366,0.9507228136062622
60,0.05141774975563228,0.05762976408004761,0.9314171969890594,0.952693521976471
61,0.05665504859691327,0.05620862543582916,0.9324517564641105,0.9442688226699829
62,0.055822847596452695,0.052905455231666565,0.9365345123741362,0.9502632915973663
63,0.05157606654649597,0.05348260700702667,0.9357721673117744,0.9497788846492767
64,0.050432752170730274,0.05371536687016487,0.9352990968359841,0.9503234028816223
65,0.057979165068018645,0.056755661964416504,0.931034094757504,0.9464476704597473
66,0.051817052740126206,0.05135491117835045,0.9382510251469083,0.9525919556617737
67,0.05118544289700459,0.051453329622745514,0.9374056855837504,0.9506654739379883
68,0.05062200695945213,0.051418643444776535,0.9379808521933026,0.949681967496872
69,0.049112405623118444,0.05355433374643326,0.9347253309355842,0.9488403797149658
70,0.049216962177682094,0.05008568987250328,0.9403925819529427,0.9528148472309113
71,0.0478938335192886,0.051077041774988174,0.937574060426818,0.9485006630420685
72,0.05411390912711194,0.05479957163333893,0.9342984292242262,0.9480575621128082
73,0.05355019705756655,0.04923731088638306,0.9408272471692827,0.9532326757907867
74,0.04790825859226029,0.0504753552377224,0.9392858280075921,0.9516450762748718
75,0.0468391804176061,0.05389370396733284,0.9361434761020873,0.9494291841983795
76,0.047369805629387564,0.05058316886425018,0.9395436114735074,0.952720046043396
77,0.04641070640806494,0.0498296320438385,0.9407132963339487,0.9546780288219452
78,0.04745272802468935,0.04837571829557419,0.9415548311339484,0.9557437300682068
