feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,gen_fuel_coal_mw,1,4,total_losses,0.1647946809135181,0.7096094249510023,0.7315218185915358,0.5020516531545369,0.6662779283889806,0.4458063966143639,1,1,1,1,1,1,6,0.7315218185915358,0.73650014
2,metered_load_mw,2,26,total_losses,0.1523508852597781,0.7253969160287824,0.6670183798137185,0.4976814608608631,0.6502125082095241,0.4596633403917468,1,1,1,1,1,1,6,0.7253969160287824,0.72937286
3,prelim_load_avg_hourly,3,25,total_losses,0.1424143065274856,0.7060984143526792,0.6484843967111382,0.4978180428229989,0.6460351244774123,0.4607175051954135,1,1,1,1,1,1,6,0.7060984143526792,0.722781
4,forecast_load_mw_latest_available,4,23,total_losses,0.1430509926194419,0.698801529602889,0.6438420029532669,0.4956868119374329,0.6470844245806235,0.4616236812722565,1,1,1,1,1,1,6,0.698801529602889,0.72269046
5,forecast_load_mw_day_ahead,5,24,total_losses,0.1388518725199332,0.6916831592665178,0.6432923395081578,0.4836369637919555,0.643928828885061,0.4504469052576794,1,1,1,1,1,1,6,0.6916831592665178,0.7172932
6,total_gen,6,1,total_losses,0.1468944172835338,0.6809308647398136,0.6229598837246567,0.4792476208710345,0.6257201052858437,0.4547534705140394,1,1,1,1,1,1,6,0.6809308647398136,0.71895915
7,gen_fuel_nuclear_mw,7,8,total_losses,0.1816889062789225,0.581990850983498,0.5620341369452001,0.4136073206025703,0.5601427914265276,0.3968014626182641,1,1,1,1,1,1,6,0.581990850983498,0.71053433
8,system_energy_price_rt,8,41,total_losses,0.5682097353576585,0.4352172006959207,0.2494538525089929,0.3059164404352305,0.3760792303505272,0.0914612266553542,1,1,1,1,1,1,6,0.5682097353576585,0.80928063
9,gen_fuel_gas_mw,9,5,total_losses,0.0877136268100404,0.5265649195980981,0.4692805090931469,0.3853970168965159,0.5128612565479715,0.4503134273761481,1,1,1,1,1,1,6,0.5265649195980981,0.6550691
10,gross_inadv_interchange_mw,10,50,total_losses,0.071423240562007,0.454980197590298,0.5200382397381479,0.3158793284369846,0.458897770114779,0.4271763329302668,1,1,1,1,1,1,6,0.5200382397381479,0.6278719
11,total_lmp_da,11,38,total_losses,0.1334511156357705,0.4878794436782938,0.4512395673374213,0.3519281114873969,0.4881032216226386,0.0909583530353422,1,1,1,1,1,1,6,0.4881032216226386,0.6124334
12,system_energy_price_da,12,37,total_losses,0.1645725537764822,0.4652260627688758,0.4064888829257475,0.3404913224223677,0.4316709764973647,0.09030862362629,1,1,1,1,1,1,6,0.4652260627688758,0.62115324
13,gross_actual_interchange_mw,13,48,total_losses,0.0666691092405345,0.4326448764526005,0.4597565903125769,0.3000939115164874,0.4289783136807849,0.4174496273622092,1,1,1,1,1,1,6,0.4597565903125769,0.61545724
14,total_lmp_rt,14,42,total_losses,0.1286539236154586,0.4378798579277318,0.3310944774092137,0.3024063804382814,0.4123793899853132,0.0905438193990446,1,1,1,1,1,1,6,0.4378798579277318,0.58962005
15,gen_fuel_other_renewables_mw,15,10,total_losses,0.0640253115460318,0.3096652732304242,0.2738684617407919,0.2203762610739774,0.3459636989661035,0.1682875988516595,1,1,1,1,1,1,6,0.3459636989661035,0.5390681
16,gen_fuel_oil_mw,16,9,total_losses,0.1353330601424946,0.218405969585081,0.3418408724908429,0.1090580006323671,0.2907381016699291,0.2028767894979913,1,1,1,1,1,1,6,0.3418408724908429,0.57012403
17,da_as_total_mw_primary_reserve,17,32,total_losses,0.0659944052427718,0.2856660199183481,0.2796494325757654,0.1727139200148953,0.2301804022391088,0.0558344543161418,1,1,1,1,1,1,6,0.2856660199183481,0.50110185
18,da_as_nsr_mw_primary_reserve,18,36,total_losses,0.0685728847156156,0.2490606903812775,0.2450090928669265,0.1474112154971717,0.2237289990890431,0.1690557299079081,1,1,1,1,1,1,6,0.2490606903812775,0.51684797
19,gen_fuel_coal_pct,19,14,total_losses,0.1196238863418872,0.5817658892239395,0.6214338350499681,0.403516624321515,0.583575394538808,0.0303762393144625,1,1,1,1,1,0,5,0.6214338350499681,0.61956805
20,marginal_loss_price_da,20,40,total_losses,0.2271633766573652,0.5683001226681287,0.5255455567337972,0.4067697910117953,0.5920430337037307,0.0375290022886898,1,1,1,1,1,0,5,0.5920430337037307,0.6796115
21,marginal_loss_price_rt,21,44,total_losses,0.2518604083935782,0.5559191463357323,0.4131871151522907,0.4153764794921997,0.5293202986144541,0.0211013674640031,1,1,1,1,1,0,5,0.5559191463357323,0.6810396
22,gen_fuel_nuclear_pct,22,18,total_losses,0.0840086539566031,-0.5411147488045353,-0.5002010953747908,-0.3658166214114686,0.4880005384394816,0.0270659990173423,1,1,1,1,1,0,5,0.5411147488045353,0.40628746
23,da_as_total_mw_thirty_minutes_reserve,23,34,total_losses,0.0349099639704632,0.1990219354553482,0.179850018264363,0.1142838878372754,0.17961382700175,0.4298625123571949,0,1,1,1,1,1,5,0.4298625123571949,0.52992386
24,gen_fuel_other_renewables_pct,24,20,total_losses,0.0879830694426336,-0.4248236278919768,-0.419327628490976,-0.3305891160882881,0.3890880600989841,0.0229369183275637,1,1,1,1,1,0,5,0.4248236278919768,0.41014087
25,wind_generation_mw,25,2,total_losses,0.0373341411628729,0.2258153464935173,0.2494098941813064,0.1743265945829469,0.2725586920497075,0.4184276296086011,0,1,1,1,1,1,5,0.4184276296086011,0.54968554
26,gen_fuel_wind_mw,26,13,total_losses,0.0291552919214933,0.2615286340222135,0.2857612004738524,0.1579262389941186,0.2788281363240288,0.4116239022031755,0,1,1,1,1,1,5,0.4116239022031755,0.5456601
27,gross_sched_interchange_mw,27,49,total_losses,0.0178308347043225,0.1584808793272786,0.2166098034673235,0.087894260135973,0.1670863967883703,0.4101208039404254,0,1,1,1,1,1,5,0.4101208039404254,0.51064706
28,gen_fuel_hydro_mw,28,6,total_losses,0.0498827084881046,0.2127969914742221,0.1741736391013593,0.1268027074677834,0.1772367641874946,0.3771978495389198,0,1,1,1,1,1,5,0.3771978495389198,0.5312806
29,gen_fuel_oil_pct,29,19,total_losses,0.0843014238903161,0.1496035661807426,0.306575200098708,0.098921744793492,0.291479289272911,0.0187948962216915,1,1,1,1,1,0,5,0.306575200098708,0.4985584
30,da_as_as_req_mw_synchronized_reserve,30,30,total_losses,0.1523531512387141,0.2980666044777312,0.2281957861981788,0.2092793297268332,0.2007051633789489,0.0348408891955424,1,1,1,1,1,0,5,0.2980666044777312,0.5508336
31,da_as_as_req_mw_primary_reserve,31,29,total_losses,0.1592272297530321,0.2895368281020518,0.2234236775761245,0.1920284967681569,0.1634850651568665,0.034976338201242,1,1,1,1,1,0,5,0.2895368281020518,0.5487204
32,congestion_price_rt,32,43,total_losses,0.0510420448713682,0.2582679973641031,0.2089871812664101,0.1361659436885055,0.197765866065929,0.0150265740076177,1,1,1,1,1,0,5,0.2582679973641031,0.47272238
33,da_as_as_req_mw_thirty_minutes_reserve,33,31,total_losses,0.1176576880297685,0.2354903464877525,0.2043633032478227,0.1819053205938116,0.1693439335672145,0.0189759530932973,1,1,1,1,1,0,5,0.2354903464877525,0.51561016
34,solar_generation_mw,34,3,total_losses,0.0169711117206159,-0.1443920538221307,-0.1545935175917471,-0.1202519156523717,0.1642745630100138,0.0647374523611412,0,1,1,1,1,1,5,0.1642745630100138,0.39594275
35,gen_fuel_solar_pct,35,21,total_losses,0.0470607554836238,-0.1532569887057947,-0.2281827035249624,-0.1153046297079693,0.2199902218307496,0.0189537752295949,0,1,1,1,1,0,4,0.2281827035249624,0.40934467
36,gen_fuel_solar_mw,36,11,total_losses,0.0337394514072125,-0.1071610737306272,-0.1520979539295514,-0.0668368533267386,0.1327836802939871,0.1561233213397849,0,1,1,0,1,1,4,0.1561233213397849,0.42644274
37,gen_fuel_storage_mw,37,12,total_losses,0.0173974878911698,0.1557890373255022,0.1108145353471738,0.1422484964146459,0.155634015269877,0.0290511205985709,0,1,1,1,1,0,4,0.1557890373255022,0.44095695
38,congestion_price_da,38,39,total_losses,0.086230757173761,0.0630233486577524,0.2258236705420742,0.045905422995786,0.3029718024949857,0.0378215559476413,1,0,1,0,1,0,3,0.3029718024949857,0.49126217
39,gen_fuel_hydro_pct,39,16,total_losses,0.0536363316391637,0.0972730349172854,0.0358745130432175,0.0901949633656101,0.1506325825244792,0.0155473717962105,1,0,0,1,1,0,3,0.1506325825244792,0.4493041
40,da_as_mcp_synchronized_reserve,40,28,total_losses,0.0745329294663039,0.0450069387686308,0.1028103230401033,0.0668167843380641,0.1267752406413285,0.0322555815315717,1,0,1,0,1,0,3,0.1267752406413285,0.46012217
41,da_as_total_mw_synchronized_reserve,41,33,total_losses,0.0554486628739796,0.0843531239799306,0.0504922225948929,0.0499157587152878,0.1026034854675146,0.1007942335723527,1,0,0,0,1,1,3,0.1026034854675146,0.45646018
