目标,中文名,条件,水平,全量R2,全量R2标准差,选中数,子集R2,与基准重合度,是否基准
net_actual_interchange_mw,净实际交换功率,基准（换种子）,2 个种子,0.9072190343256517,0.0002653991281478252,48.0,0.9100050686758541,1.0,1
net_actual_interchange_mw,净实际交换功率,块状缺失,5%,0.8909274532467559,,48.0,0.8888634205805069,1.0,0
net_actual_interchange_mw,净实际交换功率,块状缺失,15%,0.857156733402221,,48.0,0.8485938888393869,1.0,0
net_actual_interchange_mw,净实际交换功率,块状缺失,30%,0.8377403123496443,,48.0,0.8437727660555325,1.0,0
net_actual_interchange_mw,净实际交换功率,整字段缺失,10%,0.9093334006544943,,43.0,0.9065209446898702,0.8958333333333334,0
net_actual_interchange_mw,净实际交换功率,整字段缺失,20%,0.8889882170800275,,38.0,0.8818776614106214,0.7916666666666666,0
net_actual_interchange_mw,净实际交换功率,数据延迟,1 小时,0.8976171148187361,,48.0,0.8904653283146018,1.0,0
net_actual_interchange_mw,净实际交换功率,数据延迟,3 小时,0.8740486434063923,,48.0,0.8836913913446179,1.0,0
