wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7067405,0.6834635,0.7454978,0.861805,0.6700535,0.6963994,0.7712687,0.7170212,0.74363595,0.7007935,0.7225098,0.73342884,0.75638074,0.79006946,0.6919898,0.8700894,0.7121543,0.6850927,0.7332622,0.660573,0.6973917,0.74059224,0.79059833,0.662041,0.69109505,0.711401,0.6843802,0.91694814,0.67014354,0.7888502,0.7322435,0.7112532,0.715277,0.71701574,0.73061043,0.68275183,0.7533752,0.68062156,0.67234784,0.7318085,0.69812316,0.68498874,0.83204114,0.67149353,0.6770189,0.8746288,1.1514814,0.83387333
0.52513534,0.4681714,0.66263735,0.79547876,0.46722886,0.49574697,0.6456635,0.52281046,0.56925493,0.49686238,0.5322414,0.5939798,0.589457,0.68295807,0.5003743,0.71761423,0.6166878,0.48006874,0.57860553,0.44347975,0.49872026,0.6448343,0.7647654,0.49537736,0.51809686,0.5734216,0.48478675,0.73668957,0.45556718,0.57790136,0.59052414,0.5547163,0.5432894,0.587509,0.53504086,0.4705711,0.58587986,0.46966776,0.4768161,0.5787147,0.4880498,0.46969676,0.75703454,0.5144135,0.5163002,0.83312815,1.0167118,0.72391653
0.37635094,0.35793376,0.64148134,0.7633613,0.35634202,0.3653988,0.58201253,0.38561532,0.44560137,0.40066743,0.38291198,0.48387125,0.5067384,0.5944162,0.4030259,0.61210036,0.585331,0.3241669,0.45289066,0.32272527,0.3524477,0.6318559,0.7898751,0.38389507,0.36660072,0.52310866,0.34786266,0.5723549,0.30722737,0.41792554,0.48126677,0.40413234,0.41760644,0.4755033,0.39793938,0.34665027,0.43362918,0.32446846,0.35489646,0.4634907,0.33940646,0.3082284,0.66276264,0.42917952,0.41883194,0.7565562,0.8963986,0.6025315
0.2777072,0.29053932,0.61983776,0.7426307,0.28734583,0.26908278,0.5667477,0.2829971,0.34736496,0.34406742,0.26983616,0.40317774,0.39491397,0.51196295,0.3391951,0.5267052,0.55941117,0.22223915,0.3487437,0.24734667,0.256396,0.60007495,0.8138781,0.29318362,0.25316414,0.50451225,0.24094594,0.43799654,0.19852822,0.29445612,0.40061057,0.280088,0.31868225,0.38537392,0.29230765,0.2439729,0.3102294,0.21894069,0.25809464,0.37364596,0.23866181,0.20135336,0.5637377,0.37837663,0.35323268,0.7122182,0.7969895,0.47652224
0.20358464,0.24732144,0.59290004,0.7315205,0.23491095,0.19580033,0.536283,0.20910461,0.26794255,0.31053802,0.19083357,0.34030196,0.3043295,0.44146422,0.2834085,0.4266619,0.54311717,0.14787605,0.26845708,0.19202964,0.18907876,0.5494245,0.81799567,0.23027697,0.16906184,0.48185578,0.17551912,0.33471298,0.12717037,0.20635071,0.30933875,0.1879956,0.24050078,0.30442297,0.20970465,0.1727708,0.22246808,0.14930543,0.183479,0.29495367,0.1647664,0.13153203,0.47384557,0.32876232,0.2862757,0.66422606,0.70416886,0.3799183
0.15796784,0.21144393,0.5595118,0.7191567,0.2026183,0.14257576,0.511144,0.1579808,0.20998847,0.28076762,0.13159992,0.30469266,0.23829976,0.38056296,0.24938117,0.34608504,0.52455765,0.09839399,0.21029882,0.1493151,0.13916382,0.50494796,0.81995374,0.17837372,0.11083625,0.46312284,0.11915037,0.25849563,0.077941574,0.13866764,0.24327768,0.12205585,0.17542659,0.232873,0.14916557,0.1209873,0.15882821,0.107166365,0.13465811,0.2344497,0.110309176,0.0919687,0.4032282,0.28976676,0.23931319,0.608659,0.6313073,0.30370668
0.120336905,0.19065313,0.5409298,0.6984656,0.17220391,0.10353815,0.4883586,0.12735581,0.16471355,0.26738778,0.088808164,0.27320695,0.18909466,0.3236316,0.2181779,0.2773977,0.50849414,0.06432336,0.16416968,0.120534725,0.10245129,0.4662659,0.81494075,0.14087854,0.07187762,0.4441985,0.08078477,0.2027331,0.04565181,0.09424913,0.17816648,0.07762081,0.12681605,0.17310692,0.10476075,0.08369742,0.11390826,0.078410015,0.10084417,0.18412289,0.071234845,0.067693345,0.3501531,0.25869283,0.20249286,0.5534651,0.5669875,0.24482404
0.092088796,0.16871588,0.51921207,0.6821481,0.15118542,0.07506939,0.46419588,0.103163704,0.12910469,0.25090447,0.05813627,0.24950843,0.14455757,0.27634162,0.1952893,0.22282764,0.49181572,0.041338366,0.12810762,0.094482236,0.07419395,0.43098778,0.8088539,0.10496093,0.04635804,0.42801973,0.05394869,0.15812162,0.025605323,0.06286366,0.13989326,0.046906807,0.09125193,0.12963036,0.07119614,0.057083808,0.07978223,0.058925774,0.0766991,0.14633359,0.044809446,0.053349324,0.29688114,0.22953625,0.1701602,0.5109177,0.5094543,0.2001343
0.072680384,0.15302034,0.50225717,0.6637339,0.13462326,0.053120557,0.4521273,0.09007229,0.1007867,0.24173132,0.036036152,0.23629051,0.11138647,0.23779282,0.17726749,0.17905685,0.47928923,0.026613714,0.09870395,0.07526692,0.05419895,0.3983512,0.7951604,0.076014526,0.027949372,0.4088518,0.034530517,0.12566538,0.013548289,0.04013101,0.1086685,0.027746415,0.06254543,0.095630124,0.048996344,0.03705693,0.05577793,0.049170278,0.061878476,0.11769937,0.027633954,0.051546637,0.25440034,0.2061723,0.14371501,0.47403386,0.45840037,0.16527307
