feature,mask_mse,mask_r2,mask_sensitivity
da_as_as_mw_thirty_minutes_reserve,0.7369639873504639,0.2766186428111077,0.016963720321655273
da_as_total_mw_thirty_minutes_reserve,0.7304983735084534,0.28296507015386985,0.010498106479644775
da_as_as_req_mw_thirty_minutes_reserve,0.7293782830238342,0.28406454894615707,0.009378015995025635
da_as_as_req_mw_primary_reserve,0.7277894020080566,0.2856241590127706,0.007789134979248047
da_as_as_req_mw_synchronized_reserve,0.7283287048339844,0.2850947993904247,0.008328437805175781
total_pjm_assigned_reg,0.724419355392456,0.2889320849897735,0.004419088363647461
da_as_as_mw_primary_reserve,0.7205160856246948,0.29276342529746757,0.0005158185958862305
da_as_total_mw_primary_reserve,0.7250637412071228,0.2882995402574563,0.005063474178314209
da_as_as_mw_synchronized_reserve,0.7230189442634583,0.2903066478536297,0.003018677234649658
total_pjm_reg_purchases,0.7238879203796387,0.2894537271662213,0.003887653350830078
gen_fuel_other_renewables_mw,0.7696335911750793,0.24455116878145644,0.04963332414627075
total_lmp_da,0.7258718013763428,0.287506415484192,0.00587153434753418
total_pjm_rmpcp_cr,0.7209831476211548,0.2923049518448526,0.0009828805923461914
forecast_load_mw_day_ahead,0.732438325881958,0.2810609190026041,0.012438058853149414
total_pjm_rmccp_cr,0.7287966012954712,0.284635525610087,0.008796334266662598
da_as_total_mw_synchronized_reserve,0.7215423583984375,0.2917560413595647,0.0015420913696289062
system_energy_price_da,0.7286365032196045,0.28479261850881343,0.008636236190795898
gen_fuel_multiple_fuels_pct,0.7328376173973083,0.28066898708351085,0.012837350368499756
gen_fuel_multiple_fuels_mw,0.735914409160614,0.27764889325537534,0.01591414213180542
marginal_loss_price_rt,0.7215226888656616,0.29177536355744305,0.0015224218368530273
gen_fuel_gas_pct,0.7243760824203491,0.28897455952534623,0.004375815391540527
marginal_loss_price_da,0.7262253165245056,0.28715941625010566,0.0062250494956970215
total_lmp_rt,0.7181994318962097,0.29503738502291854,-0.001800835132598877
rmccp,0.723852813243866,0.28948814125830036,0.003852546215057373
system_energy_price_rt,0.7158162593841553,0.29737662862404113,-0.00418400764465332
rmpcp,0.71775221824646,0.2954763076125916,-0.002248048782348633
gen_fuel_wind_pct,0.7176781892776489,0.29554896593656577,-0.002322077751159668
wind_generation_mw,0.7201051115989685,0.29316679046974325,0.00010484457015991211
gross_inadv_interchange_mw,0.730406641960144,0.28305510702268144,0.01040637493133545
da_as_mcp_primary_reserve,0.7226700186729431,0.2906491881189749,0.0026697516441345215
total_pjm_rt_load_mwh,0.7293033003807068,0.2841381219303859,0.009303033351898193
metered_load_mw,0.7371513843536377,0.2764346817674026,0.0171511173248291
forecast_load_mw_latest_available,0.7313876748085022,0.28209219843965816,0.011387407779693604
gross_actual_interchange_mw,0.7303909063339233,0.2830705990807436,0.010390639305114746
total_pjm_loc_credit,0.7132188677787781,0.2999261297511884,-0.006781399250030518
total_losses,0.7396135926246643,0.27401786354343727,0.019613325595855713
net_inadv_interchange_mw,0.724513053894043,0.28884010446792097,0.004512786865234375
da_as_nsr_mw_primary_reserve,0.720163106918335,0.2931098528688948,0.0001628398895263672
total_pjm_self_sched_reg,0.7234920859336853,0.28984222910935986,0.003491818904876709
da_as_ss_mw_synchronized_reserve,0.7144784927368164,0.2986897377520418,-0.0055217742919921875
da_as_ss_mw_thirty_minutes_reserve,0.715478241443634,0.2977084216313949,-0.0045220255851745605
da_as_ss_mw_primary_reserve,0.7113586068153381,0.30175207745068633,-0.008641660213470459
gen_fuel_coal_pct,0.7198467254638672,0.29342043719159516,-0.00015354156494140625
congestion_price_rt,0.7141530513763428,0.29900918284595857,-0.00584721565246582
da_as_mcp_synchronized_reserve,0.7247723340988159,0.28858560025208035,0.004772067070007324
congestion_price_da,0.7443252205848694,0.26939305546488346,0.02432495355606079
