feature,score,selected
total_gen,,True
total_losses,,True
wind_generation_mw,,True
solar_generation_mw,,True
gen_fuel_coal_mw,,True
gen_fuel_gas_mw,,True
gen_fuel_hydro_mw,,True
gen_fuel_multiple_fuels_mw,,True
gen_fuel_nuclear_mw,,True
gen_fuel_oil_mw,,True
gen_fuel_other_renewables_mw,,True
gen_fuel_solar_mw,,True
gen_fuel_storage_mw,,True
gen_fuel_wind_mw,,True
gen_fuel_coal_pct,,True
gen_fuel_gas_pct,,True
gen_fuel_hydro_pct,,True
gen_fuel_multiple_fuels_pct,,True
gen_fuel_nuclear_pct,,True
gen_fuel_oil_pct,,True
gen_fuel_other_renewables_pct,,True
gen_fuel_solar_pct,,True
gen_fuel_storage_pct,,True
gen_fuel_wind_pct,,True
forecast_load_mw_latest_available,,True
forecast_load_mw_day_ahead,,True
prelim_load_avg_hourly,,True
metered_load_mw,,True
rmccp,,True
rmpcp,,True
total_pjm_rt_load_mwh,,True
total_pjm_loc_credit,,True
total_pjm_reg_purchases,,True
total_pjm_self_sched_reg,,True
total_pjm_assigned_reg,,True
total_pjm_rmccp_cr,,True
total_pjm_rmpcp_cr,,True
da_as_mcp_primary_reserve,,True
da_as_mcp_synchronized_reserve,,True
da_as_mcp_thirty_minutes_reserve,,True
da_as_as_req_mw_primary_reserve,,True
da_as_as_req_mw_synchronized_reserve,,True
da_as_as_req_mw_thirty_minutes_reserve,,True
da_as_total_mw_synchronized_reserve,,True
da_as_total_mw_thirty_minutes_reserve,,True
da_as_as_mw_synchronized_reserve,,True
da_as_as_mw_thirty_minutes_reserve,,True
da_as_ss_mw_primary_reserve,,True
da_as_ss_mw_synchronized_reserve,,True
da_as_ss_mw_thirty_minutes_reserve,,True
da_as_ircmwt2_primary_reserve,,True
da_as_ircmwt2_synchronized_reserve,,True
da_as_ircmwt2_thirty_minutes_reserve,,True
system_energy_price_da,,True
total_lmp_da,,True
congestion_price_da,,True
marginal_loss_price_da,,True
system_energy_price_rt,,True
total_lmp_rt,,True
congestion_price_rt,,True
marginal_loss_price_rt,,True
net_actual_interchange_mw,,True
net_sched_interchange_mw,,True
net_inadv_interchange_mw,,True
gross_actual_interchange_mw,,True
gross_sched_interchange_mw,,True
gross_inadv_interchange_mw,,True
