wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.79234546,0.32358775,0.66391987,0.32526997,-0.020914987,0.47021148,1.0056475,-0.114342935,0.85475874,0.40940195,-0.629532,0.784018,0.9124993,0.9294796,0.21989524,0.19332716,0.0104460595,-0.034551997,0.5252465,0.6058132,0.71302265,0.86461246,-0.41980764,0.7029869,-0.2720363,-0.008485456,-0.2476646,-0.32640612,-0.19064763,0.17679732,0.030836685,-0.38831183,-0.35689786,0.8568743,0.0041496195,0.0020515495,0.6152579,-0.25678098,0.19866976,1.2684476,0.8645454,0.58455807
0.8161215,0.27619675,0.6771584,0.28496796,-0.06468445,0.46635526,1.0326658,-0.1750856,0.8836021,0.38902357,-0.6818125,0.8035944,0.9407574,0.96321493,0.17763913,0.13815127,-0.04310807,-0.11115953,0.515639,0.6053841,0.71389276,0.88607574,-0.47650978,0.70870256,-0.3416983,-0.06464364,-0.31048116,-0.36059517,-0.24512699,0.14369631,-0.016487375,-0.44863227,-0.42031562,0.8990354,-0.048108518,-0.066245034,0.62258595,-0.3053496,0.16162552,1.2918953,0.87711877,0.59805334
0.82945776,0.24103491,0.6859075,0.24946326,-0.09468325,0.47882566,1.0650873,-0.23462968,0.92241883,0.36728823,-0.72664154,0.8109527,0.9646772,0.98956287,0.13764167,0.091679335,-0.09321505,-0.1655001,0.51513183,0.5948752,0.7177289,0.9045356,-0.5277641,0.71119606,-0.3848443,-0.12885727,-0.3728535,-0.40145048,-0.2937732,0.13559286,-0.053322367,-0.51065063,-0.48275664,0.92832446,-0.09525822,-0.1131857,0.62522656,-0.35696042,0.11667148,1.3284203,0.90825415,0.61165476
0.8469702,0.19309902,0.6975879,0.22233541,-0.14748377,0.46014988,1.0931586,-0.29385683,0.97919947,0.34750545,-0.7582156,0.82322407,1.0032474,1.0108362,0.10204801,0.034942456,-0.15157466,-0.23953608,0.52365476,0.5856703,0.7141598,0.9151874,-0.5774004,0.71577597,-0.43233845,-0.192365,-0.4357508,-0.43186724,-0.33982742,0.106283374,-0.093045644,-0.56411254,-0.5388147,0.9670574,-0.130551,-0.16819894,0.6310407,-0.40111423,0.080795005,1.3410604,0.9473953,0.61831623
0.8672814,0.14546421,0.70119447,0.17954808,-0.20001541,0.474525,1.1256537,-0.3479301,1.0247811,0.3297546,-0.801489,0.8495342,1.0318394,1.043734,0.06019022,-0.029344289,-0.22660062,-0.30843773,0.51142573,0.588222,0.71320814,0.93604815,-0.62491703,0.71870434,-0.47907224,-0.2393582,-0.49106944,-0.47242662,-0.38602376,0.07620233,-0.15293705,-0.60663134,-0.584615,0.9983897,-0.17399539,-0.21743923,0.6415981,-0.44417828,0.040748946,1.3925463,0.9983008,0.6243999
0.8937353,0.1057057,0.70498234,0.13141958,-0.24953368,0.49598667,1.1628194,-0.40738553,1.0535237,0.30676296,-0.8460199,0.8641592,1.0591947,1.0891731,0.02285016,-0.090435036,-0.28951082,-0.36637294,0.5171287,0.5770005,0.71997446,0.9676308,-0.67291796,0.7286417,-0.540459,-0.28662372,-0.5424024,-0.51212186,-0.4317391,0.05017815,-0.18727933,-0.6668505,-0.6158468,1.0357758,-0.21755199,-0.2757449,0.65354043,-0.49078646,-0.008502857,1.4240886,1.0278414,0.62571514
0.9234155,0.043689772,0.70255625,0.082971856,-0.2943942,0.49931628,1.189173,-0.463179,1.0737488,0.27814138,-0.8719704,0.87647396,1.0948117,1.1268162,-0.01918249,-0.14980488,-0.3336181,-0.42467752,0.50924623,0.5650387,0.7245701,0.9868227,-0.7137493,0.7303893,-0.5723722,-0.34224316,-0.5983713,-0.54704285,-0.4749668,0.03596394,-0.2338478,-0.70700294,-0.64711344,1.0647968,-0.2614502,-0.3207351,0.65588295,-0.53422487,-0.05218458,1.4388295,1.0639367,0.6209943
0.93533295,-0.00640154,0.70305496,0.03676268,-0.34172213,0.5015734,1.2171956,-0.50994533,1.1164929,0.24492481,-0.90230083,0.88817006,1.118858,1.1431792,-0.05920519,-0.21421479,-0.38588676,-0.48527876,0.5177187,0.542586,0.7249231,1.0072414,-0.75339115,0.7320969,-0.61222786,-0.3961845,-0.651104,-0.58327883,-0.5133556,-0.0031889318,-0.27720192,-0.74803007,-0.68214136,1.1013463,-0.3048025,-0.36881024,0.6744368,-0.57038546,-0.09410272,1.448477,1.0986178,0.63064814
0.9563187,-0.062058248,0.7019887,-0.025556825,-0.3853323,0.52729994,1.2431382,-0.55664307,1.1559312,0.21369104,-0.93830836,0.9049232,1.1418539,1.1718622,-0.09567475,-0.2830163,-0.44654158,-0.53625447,0.5189506,0.5307555,0.7273729,1.0363816,-0.7892844,0.7313015,-0.6531461,-0.4369919,-0.6992304,-0.61615294,-0.5562712,-0.021250445,-0.30991146,-0.7875289,-0.71509176,1.1398282,-0.34271526,-0.42073268,0.6722901,-0.6112235,-0.13507533,1.4612505,1.1439106,0.63813245
0.9867043,-0.11940761,0.7037779,-0.08700251,-0.4379193,0.5340982,1.2855777,-0.6038598,1.182923,0.17194417,-0.96579,0.924916,1.1670687,1.194714,-0.13710411,-0.35372448,-0.4956124,-0.59305173,0.513544,0.5140292,0.7231686,1.0573297,-0.82582325,0.7307955,-0.6843965,-0.48745796,-0.74341446,-0.6506329,-0.5927145,-0.043693487,-0.3466326,-0.81894827,-0.7525931,1.1662687,-0.38609678,-0.46601027,0.6893683,-0.6530271,-0.18464135,1.4955921,1.168768,0.6491202
1.0004907,-0.16643697,0.71984214,-0.1507793,-0.48014152,0.55362266,1.3225079,-0.6510901,1.218381,0.14769676,-0.9888605,0.93618166,1.2026132,1.22899,-0.17004313,-0.40685117,-0.54519594,-0.6347974,0.5279396,0.49276847,0.7290678,1.0910224,-0.8629297,0.7420724,-0.7292464,-0.5299468,-0.77439165,-0.6833471,-0.6321073,-0.06324482,-0.37452456,-0.84219503,-0.7822842,1.1989989,-0.44112808,-0.5131472,0.7091931,-0.68685484,-0.23692201,1.5336481,1.2003196,0.65830445
1.0241631,-0.22976072,0.7249366,-0.22279902,-0.5134595,0.5463545,1.3430176,-0.6948327,1.2405046,0.11005427,-1.0148277,0.9480594,1.2305292,1.2645029,-0.20899479,-0.45994943,-0.59566635,-0.6769197,0.52364874,0.46327853,0.7294664,1.11055,-0.89786357,0.75250304,-0.76297826,-0.5768922,-0.8142188,-0.72589093,-0.6579825,-0.08115059,-0.4052429,-0.8624249,-0.8202632,1.2322161,-0.47477502,-0.5528338,0.7259952,-0.7229606,-0.2854424,1.5412838,1.2228742,0.6666626
1.0330905,-0.29808715,0.7208237,-0.26679087,-0.5638296,0.5770741,1.3762602,-0.7331207,1.2638528,0.08466099,-1.0316957,0.96514016,1.261069,1.2870712,-0.25709268,-0.51705885,-0.6382672,-0.72263426,0.5353167,0.43063352,0.74121785,1.1434922,-0.92758304,0.7515018,-0.8042176,-0.61080736,-0.853008,-0.7542585,-0.6863791,-0.10974662,-0.43233547,-0.89326906,-0.8532698,1.2688268,-0.5203998,-0.59178567,0.74381435,-0.7426671,-0.33427358,1.5506803,1.2609932,0.6825289
1.0628318,-0.3491266,0.7160343,-0.32772937,-0.59849036,0.6220846,1.3956554,-0.7673527,1.2873951,0.033028405,-1.0543655,0.99282974,1.2906024,1.299539,-0.2969744,-0.57330394,-0.67981833,-0.76710606,0.5296837,0.3999799,0.74105465,1.1711448,-0.9557713,0.7617334,-0.8381225,-0.65086615,-0.8943111,-0.7852215,-0.7097197,-0.13794586,-0.45894217,-0.9184113,-0.8849485,1.3034195,-0.55481863,-0.62392867,0.7596822,-0.7841392,-0.38570797,1.5797355,1.2876284,0.69674456
1.0987897,-0.39285338,0.70713407,-0.3812689,-0.63307047,0.6418265,1.4335557,-0.8011345,1.3068047,-0.013052083,-1.066315,1.0141867,1.3258456,1.333408,-0.33304948,-0.62544554,-0.72370166,-0.7969044,0.541673,0.35835174,0.73007977,1.1945304,-0.9872237,0.7608047,-0.8668406,-0.6806828,-0.92121327,-0.81729656,-0.7485855,-0.1793314,-0.48935705,-0.9403807,-0.9172029,1.3477992,-0.5896566,-0.6446423,0.78711426,-0.81636864,-0.43546233,1.6034184,1.3055108,0.70009845
1.130597,-0.4429992,0.7015393,-0.44087258,-0.67710596,0.6530221,1.4605526,-0.8348337,1.3387148,-0.053328052,-1.08888,1.0390033,1.3512448,1.3589183,-0.36110577,-0.6759168,-0.76281387,-0.8384173,0.5569551,0.30931866,0.73312473,1.2132378,-1.0181837,0.767776,-0.89334834,-0.7062884,-0.94601166,-0.844742,-0.7848571,-0.21462384,-0.5083355,-0.97200304,-0.9362262,1.3798952,-0.63905376,-0.6834382,0.8013254,-0.8478629,-0.48225513,1.6216274,1.33073,0.7167428
1.1531831,-0.4956346,0.6873378,-0.5048859,-0.70562905,0.6896699,1.4851383,-0.86382556,1.3898506,-0.10544275,-1.1011747,1.0542799,1.3797574,1.3791502,-0.40564045,-0.7190732,-0.8054389,-0.877181,0.5630451,0.2520139,0.7349121,1.2275164,-1.0371819,0.7736948,-0.9190425,-0.73806727,-0.9862441,-0.86810154,-0.8207811,-0.23776996,-0.5440574,-0.99726045,-0.9607217,1.398403,-0.6782922,-0.72487754,0.82694477,-0.8711269,-0.5292335,1.6431447,1.3584905,0.7407712
1.1742393,-0.54523313,0.67291766,-0.55118734,-0.72968847,0.7469001,1.5075847,-0.89372295,1.4243007,-0.1572906,-1.1205101,1.0718112,1.401508,1.3914909,-0.44418466,-0.7498927,-0.8347527,-0.9074192,0.57087946,0.1925144,0.75118065,1.2547933,-1.0603199,0.7834378,-0.9458512,-0.77700955,-1.0070802,-0.89342886,-0.83971244,-0.25671571,-0.5690573,-1.0108613,-0.99396724,1.4347837,-0.70947933,-0.75847346,0.83861965,-0.894066,-0.5801484,1.6645535,1.3806344,0.7502842
1.204258,-0.58690745,0.66832376,-0.606499,-0.7536282,0.7877766,1.5219885,-0.9233959,1.4545194,-0.2147217,-1.1393607,1.0930951,1.431994,1.4100018,-0.48506892,-0.77930206,-0.85763294,-0.94275314,0.5839733,0.13551243,0.74129355,1.2854674,-1.0804634,0.7828405,-0.96831524,-0.8103601,-1.0340408,-0.9180747,-0.8655263,-0.28099728,-0.58692443,-1.0172554,-1.0155604,1.4617077,-0.7480912,-0.7971247,0.85921973,-0.920505,-0.6248859,1.6885941,1.4018012,0.7505618
1.2311019,-0.62667656,0.65243465,-0.6474855,-0.7893392,0.8450582,1.5393001,-0.9554792,1.4729102,-0.26211253,-1.1593102,1.1147759,1.4460741,1.4378494,-0.5248145,-0.8126789,-0.8969018,-0.97273844,0.5957114,0.07111328,0.7352308,1.3110137,-1.1057495,0.78380126,-0.99242526,-0.8410549,-1.0568417,-0.94576985,-0.8921563,-0.31502125,-0.62780166,-1.0313907,-1.0315934,1.4922168,-0.79005635,-0.81528246,0.88634807,-0.9482331,-0.66980374,1.7142441,1.442301,0.76069397
1.2576293,-0.67102003,0.6536185,-0.6887103,-0.81411403,0.8788948,1.5543194,-0.9831536,1.5021366,-0.3313057,-1.1779798,1.1319599,1.4609144,1.4552178,-0.57274294,-0.848597,-0.91921777,-0.99736863,0.6122431,-0.0026528859,0.73283166,1.3362437,-1.1351955,0.78086543,-1.0189166,-0.8638224,-1.0807337,-0.96937346,-0.9204616,-0.35341626,-0.66216457,-1.048057,-1.0565106,1.5347507,-0.8267712,-0.84152514,0.9080792,-0.96908075,-0.70952404,1.7249441,1.4701363,0.7681326
1.3030214,-0.71663564,0.6407131,-0.7261863,-0.83371,0.9126217,1.5653466,-1.0089592,1.5232766,-0.38212883,-1.1944196,1.1601974,1.481043,1.491612,-0.6091033,-0.87579346,-0.9467714,-1.021111,0.6488961,-0.075783335,0.72479934,1.3628497,-1.1532044,0.78386384,-1.0487648,-0.8973633,-1.1030929,-0.9827888,-0.9482975,-0.3860282,-0.69564295,-1.0648376,-1.0751039,1.5508914,-0.8564779,-0.87538934,0.93400514,-0.9944265,-0.7492069,1.7474958,1.4917204,0.7835332
1.3287868,-0.7529324,0.6294709,-0.7647879,-0.8611356,0.96383214,1.5980641,-1.0427655,1.5326341,-0.42998984,-1.213863,1.1909238,1.5141293,1.5241619,-0.64999735,-0.90520066,-0.9629432,-1.0411421,0.6823773,-0.15623342,0.7176342,1.3885392,-1.1701281,0.7923207,-1.066691,-0.9099291,-1.129503,-1.0147296,-0.9805034,-0.41972682,-0.7238721,-1.0862379,-1.0959876,1.5744479,-0.8865728,-0.8989267,0.9572119,-1.0145236,-0.77777904,1.760623,1.5091765,0.8010098
1.3544782,-0.787942,0.6201437,-0.79731303,-0.8887649,1.00811,1.6137502,-1.0608014,1.5559078,-0.47937152,-1.2399279,1.2136283,1.5233858,1.5422156,-0.69149077,-0.93913436,-0.98898286,-1.0637197,0.69362485,-0.2330421,0.71201295,1.4230945,-1.1902096,0.8011673,-1.0795105,-0.92992085,-1.1506616,-1.0352491,-1.0070752,-0.44093442,-0.7540846,-1.1061585,-1.11648,1.5982312,-0.9020799,-0.92630786,0.9831426,-1.0328511,-0.8061755,1.7666605,1.5253594,0.8218907
1.3783847,-0.81839794,0.595909,-0.8380114,-0.9179111,1.0376755,1.6288466,-1.0805537,1.5963521,-0.5327469,-1.2573642,1.2365083,1.54365,1.568691,-0.71900725,-0.96414936,-1.0216408,-1.0870035,0.7072627,-0.30656186,0.7045459,1.4607806,-1.2127866,0.8136431,-1.0931729,-0.95769095,-1.1741053,-1.0547394,-1.0276369,-0.4758853,-0.77394485,-1.1268132,-1.136869,1.6221775,-0.9116408,-0.9478658,1.0213269,-1.0622783,-0.83498573,1.7716217,1.5411812,0.84868187
1.3987108,-0.8447369,0.58083427,-0.873978,-0.925778,1.0832286,1.6515179,-1.1016884,1.6271347,-0.5774548,-1.2744955,1.2586862,1.5588208,1.5953001,-0.7496251,-0.9882329,-1.0437057,-1.1119126,0.73622537,-0.38227978,0.68737245,1.4822419,-1.2288011,0.80145633,-1.1125184,-0.98791546,-1.1956942,-1.0750839,-1.0361501,-0.50836486,-0.79359305,-1.1520727,-1.1565686,1.6374564,-0.93332964,-0.9713035,1.0471758,-1.086189,-0.8637844,1.7906553,1.5752487,0.87626165
1.4199318,-0.88116986,0.55637854,-0.8930965,-0.95410013,1.1371357,1.6786038,-1.1286718,1.6463623,-0.6147711,-1.2913412,1.2744573,1.569995,1.6226295,-0.78763914,-1.0175543,-1.0612619,-1.1347413,0.76960963,-0.4436817,0.66926324,1.4888926,-1.2471234,0.80681175,-1.1293703,-1.0101842,-1.2142305,-1.0952103,-1.0570167,-0.53986996,-0.8156266,-1.1686565,-1.1756643,1.6547132,-0.9569994,-0.99553436,1.0696235,-1.1075643,-0.8977716,1.8132606,1.6029588,0.9163822
1.4598403,-0.90148705,0.52609056,-0.92297053,-0.97703826,1.177114,1.7081465,-1.1502947,1.6550233,-0.6548791,-1.3079113,1.284114,1.5994178,1.6404994,-0.821984,-1.0426337,-1.0829172,-1.1556586,0.8149389,-0.50521696,0.6391143,1.511902,-1.2595772,0.8104777,-1.1472636,-1.0409193,-1.2421335,-1.1126626,-1.0756819,-0.5856346,-0.8406258,-1.1851209,-1.1962955,1.6695912,-0.98446625,-1.0132481,1.0898318,-1.1263034,-0.924276,1.8262523,1.6270975,0.9259679
1.4802562,-0.9329579,0.48987892,-0.9536384,-1.0018877,1.2091413,1.727595,-1.1693242,1.6787537,-0.6908775,-1.3242147,1.3055747,1.6203482,1.6563658,-0.8594451,-1.0672071,-1.1045834,-1.1791015,0.8307042,-0.5648895,0.6331046,1.5435371,-1.271958,0.8073203,-1.1534078,-1.0621026,-1.2487973,-1.1310351,-1.0893419,-0.622414,-0.86545116,-1.2077471,-1.2102057,1.6836847,-1.0075164,-1.0385758,1.1196605,-1.1441479,-0.9506042,1.8348609,1.6488988,0.9603108
1.4953101,-0.9616102,0.44753668,-0.9802642,-1.0213331,1.2599139,1.7311296,-1.1871107,1.6983925,-0.7338326,-1.3402615,1.3247702,1.6487857,1.6905787,-0.8891797,-1.0893772,-1.1214322,-1.2005671,0.84537613,-0.62013346,0.6127988,1.5818739,-1.2897214,0.80439264,-1.1709012,-1.0864766,-1.2740003,-1.1488479,-1.1022614,-0.65838647,-0.8933143,-1.2313472,-1.2271285,1.7145108,-1.0345875,-1.0665534,1.1379483,-1.161652,-0.9754273,1.8401432,1.6618047,0.9933459
1.5206182,-0.9953691,0.4048544,-1.0075092,-1.0435133,1.2855926,1.7588657,-1.2062297,1.7018393,-0.7694626,-1.3661832,1.3614486,1.6691581,1.7250583,-0.9180737,-1.1159408,-1.1432643,-1.2190402,0.88046914,-0.66937476,0.58938545,1.601702,-1.3071439,0.8089076,-1.1885792,-1.109985,-1.2886906,-1.1673672,-1.1184162,-0.685245,-0.9221998,-1.2398164,-1.2558064,1.7268943,-1.0524255,-1.0909547,1.1657069,-1.181033,-0.99919486,1.8576808,1.6799618,1.0118935
1.544212,-1.0255032,0.3515466,-1.0330336,-1.0650923,1.3211432,1.7651192,-1.2239283,1.7165427,-0.8082207,-1.3798791,1.3912566,1.6907201,1.7337778,-0.93878245,-1.1365023,-1.1713146,-1.2440426,0.8954885,-0.7168564,0.578797,1.6365542,-1.3242116,0.8201035,-1.2056321,-1.1371095,-1.3032988,-1.1829435,-1.1383098,-0.7177519,-0.9465676,-1.252395,-1.2552605,1.7399998,-1.0712283,-1.1094398,1.2004856,-1.200007,-1.0229063,1.8657913,1.692323,1.0324059
1.5694196,-1.0439671,0.29474086,-1.0484008,-1.0818956,1.3473846,1.782216,-1.2430073,1.7332051,-0.8456042,-1.3866161,1.3986534,1.7067084,1.746237,-0.97032565,-1.1536174,-1.1781305,-1.2636652,0.92830056,-0.7606729,0.5648689,1.6726292,-1.3409435,0.82316923,-1.2210269,-1.1604192,-1.3238366,-1.1982613,-1.1537063,-0.7532792,-0.9637318,-1.2650687,-1.2770866,1.7502159,-1.089547,-1.1269485,1.2269464,-1.225152,-1.0428318,1.8748794,1.7211266,1.0690058
1.5895919,-1.0646682,0.22671455,-1.0722973,-1.0994973,1.3836818,1.8032482,-1.2659473,1.7516091,-0.87823546,-1.4003509,1.4318521,1.7164214,1.749939,-1.0018904,-1.1743859,-1.1976279,-1.2799261,0.9662616,-0.80548525,0.5378625,1.708906,-1.3568834,0.82670337,-1.2303579,-1.1759818,-1.3375412,-1.216212,-1.1623727,-0.78556913,-0.98227686,-1.2778158,-1.2918432,1.7815747,-1.1088644,-1.1454495,1.258042,-1.2393563,-1.0646355,1.882553,1.7291095,1.1020285
