rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,40,congestion_price_da,marginal_loss_price_da,0.16173786293916262,0.28359966265205105,0.42339291532460377,0.1738935223797609,0.48998719380641037,0.11063209069906203,1,1,1,1,1,1,6,0.48998719380641037
2,20,congestion_price_da,gen_fuel_oil_pct,0.18485070542215326,0.13863084312798424,0.3695687981983996,0.09881706978037254,0.4424444710075455,0.0919378041059711,1,1,1,1,1,1,6,0.4424444710075455
3,26,congestion_price_da,prelim_load_avg_hourly,0.18012068578758125,0.18054476620095328,0.3218401861652861,0.1517139282735613,0.41580441984717953,0.07447772956522945,1,1,1,1,1,1,6,0.41580441984717953
4,24,congestion_price_da,forecast_load_mw_latest_available,0.20599255205046277,0.22930269690061314,0.35058819831619703,0.1533653044203503,0.4059239271862482,0.07461450220298653,1,1,1,1,1,1,6,0.4059239271862482
5,25,congestion_price_da,forecast_load_mw_day_ahead,0.13851269672593805,0.14802614060304975,0.3263315043001288,0.10700583819849875,0.400582877589294,0.07374271113459883,1,1,1,1,1,1,6,0.400582877589294
6,1,congestion_price_da,total_gen,0.1497121999549725,0.23503722491249007,0.3304045306909396,0.15154156241312206,0.38778187872938574,0.0733420326529821,1,1,1,1,1,1,6,0.38778187872938574
7,19,congestion_price_da,gen_fuel_nuclear_pct,0.1055813877957346,-0.20415246151385458,-0.24893063503369106,-0.15190019460661663,0.3569082382393115,0.07995835387071822,1,1,1,1,1,1,6,0.3569082382393115
8,27,congestion_price_da,metered_load_mw,0.18075996501927352,0.18669378325042937,0.28214916108712895,0.12696552682791215,0.35689736499757246,0.07387693911525882,1,1,1,1,1,1,6,0.35689736499757246
9,7,congestion_price_da,gen_fuel_hydro_mw,0.11845526062529078,0.22474246525666222,0.17883355802196016,0.16682235195996664,0.3518461467407828,0.06390988867303256,1,1,1,1,1,1,6,0.3518461467407828
10,29,congestion_price_da,da_as_mcp_synchronized_reserve,0.11305292057972344,0.24507680333756546,0.27576929305671055,0.14366555462885738,0.3394535512537061,0.05786031548994211,1,1,1,1,1,1,6,0.3394535512537061
