W_1,W_2,W_3,W_4,W_5,W_6,epoch
0.03782477,0.05125711,0.050604463,0.051607013,0.04091795,0.018110398,1
0.02407541,0.043280225,0.048574932,0.04083327,0.037416205,0.0191057,2
0.011141058,0.044881213,0.052762754,0.040915206,0.03783434,0.021553982,3
0.020354766,0.047434013,0.059079155,0.048015013,0.045456164,0.012711417,4
0.010018334,0.054580063,0.06802208,0.057046704,0.05227836,0.008511747,5
0.019015944,0.06218269,0.07937706,0.07176466,0.063607454,0.0014572093,6
0.034744747,0.063236795,0.08661618,0.07992494,0.07521181,-0.0050937813,7
0.04671832,0.06730087,0.093415305,0.0915972,0.08981809,-0.025391608,8
0.058516707,0.0731428,0.10557318,0.10581116,0.108485796,-0.04087818,9
0.050200365,0.07383901,0.1088999,0.10833818,0.11826394,-0.07109763,10
0.084795676,0.07765258,0.12061954,0.121529125,0.14464416,-0.08967513,11
0.10642683,0.08344156,0.13130385,0.13623667,0.1660665,-0.11073841,12
0.12100006,0.08518287,0.13940941,0.14539582,0.18323804,-0.13375778,13
0.13304839,0.09041709,0.15060619,0.15455693,0.20653383,-0.15011115,14
0.14412738,0.09308268,0.15720807,0.1599701,0.22325934,-0.16204491,15
0.1523163,0.096012555,0.1645076,0.16845517,0.23893759,-0.17613512,16
0.15914015,0.09785134,0.16888075,0.17229058,0.24938317,-0.18507688,17
0.16194822,0.09993506,0.17580631,0.17888911,0.2615212,-0.19815923,18
0.17013068,0.09891706,0.1788408,0.18047221,0.2706557,-0.20242584,19
0.17676714,0.09985646,0.18307067,0.18261164,0.28067073,-0.20691277,20
0.18020135,0.10196484,0.18852095,0.19039367,0.28853875,-0.21388642,21
0.18592893,0.1026349,0.1914703,0.19379063,0.29716522,-0.22047889,22
0.19170791,0.10294395,0.19415414,0.19591275,0.30657673,-0.22210419,23
0.19737922,0.10347374,0.19695637,0.19923441,0.3144796,-0.22459517,24
0.20110725,0.10426317,0.19966608,0.20366958,0.3209592,-0.22701158,25
0.20304583,0.10561244,0.2012663,0.20553012,0.32792944,-0.2330843,26
0.20805882,0.106263645,0.20571387,0.21213451,0.33598533,-0.23931122,27
0.2098203,0.10595626,0.2068798,0.21366142,0.34150404,-0.24434626,28
0.21186091,0.10785315,0.21054034,0.21833733,0.3501604,-0.24860786,29
0.21626146,0.10598908,0.21085703,0.21957058,0.3545813,-0.2469614,30
0.21871506,0.106516294,0.21370009,0.22159393,0.3598408,-0.25160226,31
0.22122669,0.106861055,0.21534531,0.2233817,0.36758882,-0.255107,32
0.22368379,0.10602691,0.21459532,0.2236616,0.37096226,-0.25825968,33
0.22623992,0.107655354,0.21971953,0.23083936,0.37676132,-0.26286808,34
0.22916377,0.10552602,0.2184587,0.22795056,0.38196304,-0.26787254,35
0.2219842,0.10147985,0.2074342,0.21685311,0.37790796,-0.2788693,36
0.22732206,0.10356851,0.2180115,0.22567762,0.3948914,-0.28499508,37
0.22883731,0.10228536,0.21904738,0.22241396,0.3998955,-0.28622246,38
0.23069228,0.101902425,0.22016643,0.22306293,0.40228733,-0.28978667,39
0.23324926,0.10269018,0.2248378,0.22589944,0.40852153,-0.28783816,40
0.23436955,0.1023091,0.22597711,0.22688043,0.41379708,-0.29570666,41
0.23426431,0.102325685,0.22637479,0.22656175,0.4179828,-0.3004275,42
0.236368,0.10027769,0.22633283,0.22305222,0.4200908,-0.30382717,43
0.22645245,0.096379004,0.21577832,0.20003365,0.4252493,-0.31935874,44
0.23159638,0.097168416,0.22979575,0.21513148,0.43448505,-0.32501474,45
0.23404711,0.09397543,0.22764014,0.20929237,0.43471542,-0.32666996,46
0.23373146,0.0922996,0.22560748,0.20609222,0.43742496,-0.3320126,47
0.23630124,0.09262367,0.23241548,0.21092251,0.44573545,-0.33396173,48
0.23652439,0.09138277,0.2305105,0.20440991,0.44781357,-0.34001243,49
0.2388378,0.09150316,0.23579298,0.21312831,0.4524046,-0.34210044,50
0.23902883,0.09146644,0.23519,0.2108135,0.4552192,-0.3427291,51
0.2388728,0.090262316,0.23198241,0.20530519,0.45552313,-0.34819877,52
0.24074218,0.09018083,0.23430106,0.21017982,0.45911923,-0.34925672,53
0.24227673,0.08927625,0.23625655,0.21459547,0.46220556,-0.3507387,54
0.24238898,0.08954946,0.23615053,0.21477647,0.46471512,-0.35179758,55
0.24058285,0.0873158,0.22909003,0.20579357,0.46417663,-0.3579476,56
0.24288489,0.08776077,0.2370264,0.21527267,0.4705025,-0.35695586,57
0.24368896,0.08755254,0.23801841,0.21237,0.4738735,-0.3611039,58
0.2460225,0.08602491,0.23753367,0.21420671,0.475919,-0.36255297,59
0.24549995,0.086658925,0.23896225,0.21449691,0.4790868,-0.3640927,60
0.24209778,0.08438746,0.22996669,0.20353983,0.47979298,-0.37085405,61
0.24505241,0.08424605,0.24040152,0.21255012,0.48926657,-0.3821167,62
0.24477455,0.08398662,0.23875567,0.21044967,0.49017924,-0.38226825,63
0.24468726,0.08464384,0.24082747,0.21267709,0.49252978,-0.38383308,64
0.24596812,0.08362137,0.23968622,0.21309586,0.4935977,-0.38437703,65
0.24712679,0.08265148,0.23848313,0.21340117,0.49410567,-0.38449258,66
0.24667257,0.08333575,0.23944421,0.21359743,0.49684897,-0.3864851,67
0.24734467,0.083130516,0.23954526,0.21586579,0.49809214,-0.38921484,68
0.24840932,0.08090011,0.23663431,0.20825939,0.49769303,-0.39092994,69
0.24591371,0.082049,0.23725478,0.21388736,0.50530475,-0.40220296,70
0.24696097,0.082142934,0.23912996,0.21563037,0.50849885,-0.40376732,71
0.24678387,0.08200959,0.23796858,0.21798679,0.51190484,-0.40571985,72
0.24837047,0.080349095,0.24292952,0.2147368,0.51802737,-0.41039234,73
0.24778593,0.07757908,0.24244907,0.20445938,0.5203363,-0.4105874,74
0.2482936,0.07805591,0.24483739,0.21282901,0.5233631,-0.4142497,75
0.24729675,0.07744221,0.24390446,0.21211329,0.52780575,-0.42668277,76
0.24795392,0.07568005,0.24101198,0.2078809,0.5274864,-0.42853242,77
0.24915005,0.07451973,0.24300267,0.20674844,0.5306172,-0.42848194,78
0.24864712,0.074222095,0.242323,0.20539537,0.5327748,-0.43206352,79
0.24874395,0.074787185,0.24406746,0.20815398,0.53450286,-0.4328765,80
0.2492393,0.07429428,0.24419725,0.20819919,0.53527004,-0.43274832,81
0.24929044,0.07448235,0.24472365,0.21032237,0.53619444,-0.43361884,82
0.24957636,0.07415432,0.2442612,0.21049985,0.5364426,-0.43510017,83
0.24903004,0.07387655,0.2433674,0.21051966,0.5374577,-0.43735853,84
0.24965097,0.073435314,0.24293503,0.21121547,0.5386784,-0.4393139,85
0.2498486,0.073319934,0.24393187,0.2102028,0.54053134,-0.43958542,86
0.25115848,0.07122251,0.24149987,0.20734444,0.53884065,-0.43888927,87
0.24926032,0.07025868,0.24986137,0.20567597,0.54996413,-0.45069933,88
0.24928614,0.07019881,0.2542028,0.20723343,0.55663013,-0.45346925,89
0.25009033,0.06949234,0.25427848,0.20654479,0.5581738,-0.45599535,90
0.25058898,0.06885828,0.2545373,0.20566593,0.559702,-0.45558923,91
0.25097418,0.06773257,0.2519963,0.20522533,0.5589942,-0.4563959,92
0.24830732,0.06510049,0.24670163,0.18953878,0.56198907,-0.4669839,93
0.24963094,0.0648391,0.25041014,0.19121493,0.56570804,-0.46571198,94
0.24933119,0.06504219,0.25080064,0.19053748,0.5670603,-0.46646062,95
0.24995732,0.064455904,0.25037634,0.19090968,0.5672702,-0.46701875,96
0.24988908,0.06425453,0.24937525,0.19013134,0.56754595,-0.4675188,97
0.2501184,0.06398699,0.24958041,0.18918672,0.5681281,-0.46806458,98
0.25028747,0.063766494,0.25048494,0.19029616,0.5703421,-0.46942297,99
0.25051242,0.06361603,0.25041783,0.19022876,0.57111526,-0.47011623,100
0.25015414,0.063851155,0.25027516,0.18939717,0.5719793,-0.47107196,101
0.250234,0.06307523,0.25004423,0.18894987,0.5732418,-0.47302318,102
0.25067672,0.06220379,0.24883227,0.18782786,0.57345456,-0.473444,103
0.25051424,0.0612421,0.2590039,0.1830004,0.58731693,-0.47961262,104
0.25120312,0.06077125,0.25979462,0.18333313,0.5887273,-0.47988614,105
0.25124764,0.060598727,0.25953916,0.18281312,0.58979636,-0.48067138,106
0.25175035,0.05917308,0.25881863,0.18132703,0.5909078,-0.4823223,107
0.25181854,0.0567217,0.25689113,0.17532593,0.5971582,-0.49117127,108
0.25009996,0.057598542,0.25918496,0.1722784,0.5999028,-0.49308223,109
0.25134364,0.053977016,0.25903088,0.16966778,0.60809636,-0.5037427,110
0.25200364,0.053051952,0.2581858,0.16910571,0.61015105,-0.5026039,111
0.25198632,0.052526347,0.25640228,0.16756463,0.61070234,-0.5034443,112
0.25193104,0.052135196,0.25482455,0.16657017,0.6105731,-0.5034974,113
0.25210282,0.051873922,0.25436872,0.16533206,0.6105772,-0.503964,114
0.2530799,0.050893188,0.25553852,0.16615134,0.61207736,-0.50418836,115
0.2523912,0.05038329,0.25251174,0.16210921,0.6120164,-0.505447,116
0.25197706,0.050714556,0.25274435,0.16231544,0.6133277,-0.5065663,117
0.25250143,0.05046837,0.2535094,0.16319367,0.6135489,-0.50644535,118
0.25220665,0.050368674,0.25259012,0.16152507,0.6136539,-0.5070717,119
0.25248924,0.0502948,0.25272477,0.16220422,0.6140673,-0.5070746,120
0.25308588,0.049980775,0.25358492,0.1637688,0.6159025,-0.50871545,121
0.25280082,0.04972772,0.25156415,0.16237049,0.6167351,-0.5097676,122
0.2531911,0.049031466,0.25138703,0.1615191,0.61769825,-0.5105371,123
0.25293174,0.048574157,0.25104886,0.15949886,0.62055624,-0.513813,124
0.25247645,0.048851505,0.25154734,0.15973239,0.6225592,-0.5147475,125
0.252429,0.046765223,0.2537238,0.15779236,0.6325683,-0.52704114,126
0.2524486,0.046764523,0.25528288,0.15827325,0.63384724,-0.52755684,127
0.253017,0.046410408,0.2570037,0.15830322,0.6369689,-0.5285355,128
0.25317243,0.046221167,0.25706947,0.15881176,0.63772476,-0.5285636,129
0.25348237,0.046191774,0.25830275,0.15873304,0.6383347,-0.52868533,130
0.253416,0.04583326,0.25726414,0.15824054,0.63804346,-0.52868646,131
0.25355425,0.045865014,0.2601806,0.15923275,0.6427851,-0.53303933,132
0.25368336,0.044821266,0.2585335,0.15720269,0.64286053,-0.5327712,133
0.25357422,0.045162816,0.26005965,0.15679695,0.64442825,-0.53296536,134
0.25309014,0.044931453,0.25903785,0.15570001,0.64608556,-0.5350095,135
0.25259107,0.04476059,0.26183736,0.15383345,0.65184873,-0.539187,136
0.25463298,0.043658882,0.26516664,0.15726748,0.6555082,-0.5402011,137
0.2542362,0.04382474,0.26510033,0.15672845,0.6560524,-0.5404456,138
0.2545708,0.04315213,0.26395428,0.1563812,0.65555745,-0.5400059,139
0.25434986,0.04315135,0.2633812,0.1554025,0.65560114,-0.5401176,140
0.2544807,0.043060586,0.26357305,0.15556638,0.65586346,-0.5401645,141
0.25437623,0.042863328,0.26259392,0.1551159,0.65561134,-0.54051465,142
0.25448233,0.0426758,0.26235205,0.15462409,0.65551656,-0.5402595,143
0.25481263,0.042551715,0.26308343,0.15562616,0.6563774,-0.54080176,144
0.25475565,0.042607952,0.26328063,0.1557968,0.6570565,-0.54151094,145
0.2547238,0.042296562,0.2623541,0.15486549,0.65710574,-0.54166526,146
0.25493574,0.042498086,0.26355714,0.15581395,0.65793407,-0.5410413,147
0.25491446,0.041658774,0.2611307,0.15362234,0.65792763,-0.5426496,148
0.2546729,0.041652557,0.2628425,0.1551381,0.662217,-0.54701245,149
0.25482407,0.04233479,0.26579157,0.15573217,0.664143,-0.54661554,150
0.25650826,0.04086403,0.271301,0.1581618,0.6713698,-0.5518459,151
0.25585756,0.041105106,0.2720211,0.15821888,0.67415,-0.5508833,152
0.25595638,0.04081061,0.27586946,0.15688452,0.67888683,-0.553263,153
0.25683147,0.03997831,0.27717307,0.15776849,0.67948973,-0.55303746,154
0.25702074,0.04054266,0.28035918,0.15916175,0.6823287,-0.5540543,155
0.2566986,0.04049074,0.2798079,0.15806748,0.6833002,-0.5552146,156
0.2563258,0.04007385,0.27905768,0.15722215,0.684608,-0.55686224,157
0.25621033,0.03997367,0.2789343,0.15716448,0.6856737,-0.5578497,158
0.25659662,0.039046012,0.2770752,0.15718058,0.6857087,-0.5581186,159
0.2559219,0.034429267,0.26466826,0.1536572,0.68030584,-0.55969745,160
0.25451803,0.03630635,0.28135595,0.15353598,0.69994813,-0.57881856,161
0.25448442,0.035985265,0.2831265,0.15425083,0.70124406,-0.5783658,162
0.2541136,0.03664979,0.284627,0.15462759,0.7027163,-0.57915413,163
0.25413743,0.036024332,0.28351733,0.15369536,0.7023623,-0.57895434,164
0.253873,0.036254995,0.28378972,0.15228866,0.70265627,-0.5791847,165
0.2545204,0.035427067,0.28324667,0.15270872,0.70281607,-0.57930255,166
0.2543976,0.035482135,0.28367874,0.15248464,0.70366937,-0.5802015,167
0.25432965,0.03545435,0.28492853,0.15291,0.7044663,-0.5796681,168
0.25431588,0.035420153,0.2848613,0.15287335,0.7047955,-0.58011425,169
0.2539433,0.035297215,0.28400266,0.15187508,0.7047179,-0.58002895,170
0.25417307,0.03505347,0.28397062,0.15217386,0.7048585,-0.58022505,171
0.25414506,0.034761555,0.283535,0.1514473,0.70564663,-0.58117896,172
0.25396532,0.03439144,0.28215972,0.15080972,0.705645,-0.58185655,173
0.25422934,0.034599476,0.2837627,0.15104128,0.7067874,-0.58168286,174
0.25418058,0.03322185,0.28108236,0.14735633,0.70888484,-0.5855881,175
0.25545752,0.033217106,0.28501558,0.15084009,0.7115997,-0.5854869,176
0.255023,0.032810245,0.28367332,0.15007281,0.71238184,-0.58683074,177
0.2547333,0.032609675,0.28554234,0.14818916,0.71411955,-0.5868171,178
0.25528663,0.032298688,0.28829762,0.15111312,0.7158952,-0.5872786,179
0.25492623,0.032236457,0.2879548,0.1504362,0.7165387,-0.5878783,180
0.25555685,0.031677686,0.28994468,0.15180467,0.7192915,-0.58962464,181
