权重衰减,种子数,v_全部,贡献值对称误差,贡献值对称相对误差,校准平均绝对偏差,耗时秒,单发布差,抽掉差,互换差均值,互换差最大
1e-05,1,0.9598156622655383,0.014074771746278025,0.14320541730193742,0.038702538592505054,75.5,0.07079086572165971,0.00376395813542596,0.01021687816057554,0.15343290485013938
0.0001,1,0.960929073069129,0.012291899223886661,0.12283364507817798,0.039263872543266486,55.9,0.11704171365680238,0.006267076958694329,0.011538738036725444,0.11704171365680238
0.0003,1,0.9572330043347853,0.01201342161117061,0.11933915319407504,0.042324137771942494,47.6,0.09431128615986717,0.0015634051274994176,0.01111100530686921,0.10851074007763473
0.001,1,0.9632559853768672,0.016674050505351274,0.1719488380034697,0.034834424614099295,55.4,0.02282780491395009,0.007117175020641242,0.00843972242170885,0.07853618610220348
0.003,1,0.9570421091328944,0.01790807316435592,0.1561562144730634,0.034929697312631215,56.1,0.011102453872422813,0.0003809616489468537,0.006090990377007477,0.14116739807574974
0.01,1,0.9633470568308766,0.019410028661631162,0.20088113885077874,0.03572194184513768,54.8,0.03013657349950294,0.002950958758684563,0.006257886130404582,0.06534268246734487
0.003,1,0.9570421091328944,0.01790807316435592,0.1561562144730634,0.034929697312631215,56.9,0.011102453872422813,0.0003809616489468537,0.006090990377007477,0.14116739807574974
0.003,2,0.9576964960227488,0.016233679608505094,0.15502303718409396,0.05353369774410014,98.4,0.030316458195317142,0.0028882728030894533,0.005804951567270725,0.08638436743587896
0.003,3,0.9532345562814601,0.015738223152733467,0.15006532554841612,0.04640077187147617,145.4,0.019441484532569955,0.002212490453482263,0.004641334371234461,0.060054449454783276
