rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,46,net_actual_interchange_mw,net_sched_interchange_mw,0.8432316859248775,0.9993527608169732,0.9994029421488829,0.9779997219905476,0.9990093536252249,0.8708987714992642,1,1,1,1,1,1,6,0.9994029421488829
2,5,net_actual_interchange_mw,gen_fuel_coal_mw,0.0654022625362148,-0.142597176740776,-0.187508676897408,-0.09413817069780372,0.2304168265835323,0.8903388783721218,1,1,1,1,1,1,6,0.8903388783721218
3,35,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.08194372644541581,-0.4104432102556814,-0.37723392265567085,-0.28454267445093134,0.4108581425297428,0.8555016651808418,1,1,1,1,1,1,6,0.8555016651808418
4,49,net_actual_interchange_mw,gross_sched_interchange_mw,0.13275527549934374,-0.43672813124053994,-0.4656257493561724,-0.3352182374200723,0.5024705977689743,0.8248436538039833,1,1,1,1,1,1,6,0.8248436538039833
5,9,net_actual_interchange_mw,gen_fuel_nuclear_mw,0.09483979626903638,-0.33212063531244546,-0.4056722952448623,-0.22426883514039478,0.4071721076746483,0.7845253401365053,1,1,1,1,1,1,6,0.7845253401365053
6,30,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.17102006985788307,-0.3610163295398397,-0.4352923839992069,-0.20811648596052265,0.4325101678681146,0.06454983037296697,1,1,1,1,1,1,6,0.4352923839992069
7,31,net_actual_interchange_mw,da_as_as_req_mw_synchronized_reserve,0.16772386792664673,-0.34749297534044093,-0.4206634026184582,-0.20212538226299695,0.4265819071660573,0.06445571956744076,1,1,1,1,1,1,6,0.4265819071660573
8,33,net_actual_interchange_mw,da_as_total_mw_primary_reserve,0.08486233302259433,-0.34724176045465044,-0.35263238735167224,-0.25227272727272726,0.40824839974745813,0.1177816776050947,1,1,1,1,1,1,6,0.40824839974745813
9,34,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,0.055802569814059934,-0.3627913234194103,-0.3473391427297708,-0.21194745621351127,0.2989753213596671,0.20932286888734034,1,1,1,1,1,1,6,0.3627913234194103
10,11,net_actual_interchange_mw,gen_fuel_other_renewables_mw,0.0509591697197702,-0.21652135495140867,-0.22532298106393697,-0.16204892966360857,0.2368355522107534,0.34608284171765136,1,1,1,1,1,1,6,0.34608284171765136
