field,中文名,score
area_2_net_export_mw,区域2净送出,0.6743703784409282
area_1_net_export_mw,区域1净送出,0.553834765212925
gen_fuel_coal_mw,燃煤出力,0.4717472282118618
gen_fuel_nuclear_mw,核电出力,0.43232689038100214
gen_fuel_natural_gas_mw,燃气出力,0.43214871432420837
system_losses_mw,系统网损,0.3724437455646505
gen_fuel_hydro_mw,水电出力,0.34754611597263146
area_1_load_actual_mw,区域1实时负荷,0.284488518767995
reserve_spin_r1_mw,区域1旋转备用,0.2844885003483134
area_1_load_day_ahead_mw,区域1日前负荷,0.28448761342260753
reserve_reg_up_mw,调频上备用,0.2838270574083947
gen_fuel_solar_mw,光伏出力,0.2791937445537827
system_load_day_ahead_mw,系统日前负荷,0.266558431877534
system_load_actual_mw,系统实时负荷,0.265732684732122
area_2_load_day_ahead_mw,区域2日前负荷,0.26149665281204804
area_2_load_actual_mw,区域2实时负荷,0.26149504337921625
reserve_spin_r2_mw,区域2旋转备用,0.26149461148880343
reserve_reg_down_mw,调频下备用,0.24840091241867487
area_3_net_export_mw,区域3净送出,0.23367401264952936
area_3_load_day_ahead_mw,区域3日前负荷,0.18142465867439317
reserve_spin_r3_mw,区域3旋转备用,0.1814223489150743
area_3_load_actual_mw,区域3实时负荷,0.18142228353429585
