n_fields,test_r2,fields
1,-0.1770474106274338,gen_fuel_natural_gas_mw
2,0.28739774152317443,gen_fuel_natural_gas_mw|gen_fuel_coal_mw
3,0.6463263925268679,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw
5,0.9177938047781855,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|system_losses_mw
7,0.954598570951428,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|area_3_net_export_mw
8,0.9688977083801315,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|area_3_net_export_mw|area_1_load_day_ahead_mw
12,0.9792628723270538,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|area_3_net_export_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|area_2_load_actual_mw
24,0.985501667563868,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|area_3_net_export_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|area_1_net_export_mw|area_2_net_export_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r2_mw|reserve_spin_r3_mw
