total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.17903987,0.6713288,0.0,0.25110403,0.035103917,0.4120796,0.070748106,0.36232182,0.52942806,0.10313609,0.16454487,0.3105821,0.00013874142,0.0,0.17057985,0.2512505,0.47898176,0.53933245,0.008830731,0.0,0.33792296,0.33243203,0.0,0.12632951,0.0385339,0.0,0.0,0.0482356,0.27553785,0.30221787,0.6479218,0.0,0.42797992,0.0,0.39270014,0.0,0.11321474,0.0,0.0,0.0,0.0,0.0,0.080683835,0.33036232,0.0,0.0,0.0,0.10710798,0.10348423,0.0,0.0,0.0,0.183345,0.07353856,0.30584547,0.0,0.884937,1.0
0.14539482,0.68884224,0.0,0.22640248,0.0,0.4217328,0.03965634,0.36832255,0.54016584,0.06031964,0.13057171,0.2885209,0.0,0.0,0.12456218,0.25531346,0.47647053,0.5686303,0.0,0.0,0.3339758,0.3175581,0.0,0.10016101,0.0,0.0,0.0,1.0812684e-05,0.25944978,0.27802476,0.6603109,0.0,0.40805736,0.0,0.40039784,0.0,0.053736787,0.0,0.0,0.0,0.0,0.0,0.009269202,0.3136678,0.0,0.0,0.0,0.0562084,0.059636712,0.0,0.0,0.0,0.14256217,0.03456255,0.29322085,0.0,0.92306995,1.0
0.13043927,0.7119049,0.0,0.18582048,0.0,0.44286796,0.0,0.38264486,0.56640816,0.018041942,0.087164395,0.24769606,0.0,0.0,0.06984654,0.2612866,0.4743449,0.5853129,0.0,0.0,0.33213726,0.27912703,0.0,0.077243045,0.0,0.0,0.0,0.0,0.23667373,0.25015992,0.6736947,0.0,0.38282833,0.0,0.4138215,0.0,0.0001152397,0.0,0.0,0.0,0.0,0.0,0.0,0.30660287,0.0,0.0,0.0,9.58867e-05,0.01402068,0.0,0.0,0.0,0.098342106,0.013444151,0.2922454,0.0,0.9579885,1.0
0.09827209,0.72796524,0.0,0.16531794,0.0,0.44807753,0.0,0.394562,0.58123606,0.0,0.044144664,0.22047539,0.0,0.0,0.021891957,0.2656905,0.4985843,0.602812,0.0,0.0,0.32226658,0.25089067,0.0,0.057594206,0.0,0.0,0.0,0.0,0.21278746,0.24356644,0.6933265,0.0,0.35985374,0.0,0.40620717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29312122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04856703,0.0,0.30306616,0.0,0.99249154,1.0
0.070472166,0.7460705,0.0,0.14178032,0.0,0.45811164,0.0,0.38531402,0.62999237,0.0,0.020431466,0.18717912,0.0,0.0,0.0,0.28330505,0.5036972,0.6260634,0.0,0.0,0.32797322,0.21766971,0.0,0.033919074,0.0,0.0,0.0,0.0,0.19002493,0.23474954,0.7122671,0.0,0.33593115,0.0,0.39881298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28235993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32230547,0.0,1.0,1.0
0.045508854,0.76484543,0.0,0.09263839,0.0,0.48047125,0.0,0.37752652,0.6544296,0.0,0.0,0.16490138,0.0,0.0,0.0,0.2951078,0.52136654,0.6547382,0.0,0.0,0.3274972,0.18505028,0.0,0.0034352036,0.0,0.0,0.0,0.0,0.1712506,0.24368149,0.73094827,0.0,0.29327694,0.0,0.39812002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26055506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32399338,0.0,1.0,1.0
0.002586707,0.78353614,0.0,0.051732488,0.0,0.4772027,0.0,0.36638296,0.68881536,0.0,0.0,0.12614354,0.0,0.0,0.0,0.29343316,0.54444224,0.68682826,0.0,0.0,0.3103266,0.15463592,0.0,0.0,0.0,0.0,0.0,0.0,0.1422072,0.22413163,0.7566416,0.0,0.23820479,0.0,0.4031205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2406128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34472004,0.0,1.0,1.0
0.0,0.8076533,0.0,0.017782385,0.0,0.50451857,0.0,0.35432172,0.73053086,0.0,0.0,0.102809235,0.0,0.0,0.0,0.304751,0.5436517,0.7158699,0.0,0.0,0.30868804,0.12818113,0.0,0.0,0.0,0.0,0.0,0.0,0.11829015,0.21459533,0.7820275,0.0,0.19477363,0.0,0.3939255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21736366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35723695,0.0,1.0,1.0
0.0,0.8408684,0.0,0.0,0.0,0.5348468,0.0,0.35137603,0.78307176,0.0,0.0,0.07692085,0.0,0.0,0.0,0.31812897,0.57020044,0.7494424,0.0,0.0,0.30548224,0.095576145,0.0,0.0,0.0,0.0,0.0,0.0,0.09489226,0.1970876,0.8064707,0.0,0.14255947,0.0,0.38056016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20350268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37098724,0.0,1.0,1.0
0.0,0.8693004,0.0,0.0,0.0,0.563678,0.0,0.3336264,0.83374566,0.0,0.0,0.052224055,0.0,0.0,0.0,0.31544742,0.60932755,0.7672857,0.0,0.0,0.31929463,0.06291957,0.0,0.0,0.0,0.0,0.0,0.0,0.07882907,0.16189986,0.82985777,0.0,0.08393803,0.0,0.37330097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961696,0.0,1.0,1.0
0.0,0.8802552,0.0,0.0,0.0,0.59412205,0.0,0.318362,0.88046086,0.0,0.0,0.020235866,0.0,0.0,0.0,0.31332487,0.63489425,0.7894473,0.0,0.0,0.3409001,0.0525796,0.0,0.0,0.0,0.0,0.0,0.0,0.048911475,0.1499877,0.85244316,0.0,0.026651083,0.0,0.37484044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42147744,0.0,1.0,1.0
0.0,0.9015272,0.0,0.0,0.0,0.62538123,0.0,0.30526808,0.9212564,0.0,0.0,0.0,0.0,0.0,0.0,0.31038544,0.66466653,0.82881165,0.0,0.0,0.35527378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014105421,0.12843902,0.87744623,0.0,0.0,0.0,0.38219813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14607815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43636394,0.0,1.0,1.0
0.0,0.94130164,0.0,0.0,0.0,0.66107476,0.0,0.27164868,0.96655786,0.0,0.0,0.0,0.0,0.0,0.0,0.3181751,0.68906623,0.87018776,0.0,0.0,0.35167715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10290366,0.906758,0.0,0.0,0.0,0.40243313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1083882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46357962,0.0,1.0,1.0
0.0,0.9688362,0.0,0.0,0.0,0.7082396,0.0,0.24792176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31908366,0.7100653,0.897798,0.0,0.0,0.36045492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780093,0.9260207,0.0,0.0,0.0,0.41023672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085394345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5005824,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.7592172,0.0,0.22710729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34417728,0.73222226,0.9294607,0.0,0.0,0.36366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058481608,0.96032614,0.0,0.0,0.0,0.4219109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05441458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55366856,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.80585736,0.0,0.21895626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668382,0.75420845,0.97375447,0.0,0.0,0.36025545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022973575,0.9786635,0.0,0.0,0.0,0.42510813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03898149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59733826,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.85950625,0.0,0.18307236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825287,0.78383785,1.0,0.0,0.0,0.37213802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42424187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013790475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318434,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.8857856,0.0,0.13219847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966372,0.82988805,1.0,0.0,0.0,0.3698284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.449117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66190815,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.9271378,0.0,0.090149574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40760237,0.8516078,1.0,0.0,0.0,0.38900843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44351554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70009804,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.96623915,0.0,0.048728768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42568874,0.86949795,1.0,0.0,0.0,0.3960593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44703966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7134165,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42009225,0.9049087,1.0,0.0,0.0,0.4057002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45578572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74344397,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42129955,0.93728167,1.0,0.0,0.0,0.41469818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46476826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884678,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43534517,0.9746575,1.0,0.0,0.0,0.42774412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4553123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8209534,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44893128,1.0,1.0,0.0,0.0,0.43096834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44959167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8603404,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46378803,1.0,1.0,0.0,0.0,0.45050958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45284334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826108,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767022,1.0,1.0,0.0,0.0,0.4677733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45650098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9201134,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49225426,1.0,1.0,0.0,0.0,0.4750297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46095067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9533576,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5012155,1.0,1.0,0.0,0.0,0.4965046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44884565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929659,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53645605,1.0,1.0,0.0,0.0,0.5062752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45541915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5854069,1.0,1.0,0.0,0.0,0.52586484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44385988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135079,1.0,1.0,0.0,0.0,0.53988445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44772995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64197403,1.0,1.0,0.0,0.0,0.564793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4383987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66269755,1.0,1.0,0.0,0.0,0.5872043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.441938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69145733,1.0,1.0,0.0,0.0,0.6065589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43139732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724747,1.0,1.0,0.0,0.0,0.6280381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42903596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455735,1.0,1.0,0.0,0.0,0.65046203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42267546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
