方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9481140638287029,gen_fuel_coal_mw|area_1_load_day_ahead_mw|reserve_spin_r2_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_hydro_mw|area_3_load_day_ahead_mw|gen_fuel_nuclear_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9323204780061429,gen_fuel_coal_mw|reserve_spin_r2_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gen_fuel_natural_gas_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|system_losses_mw|area_1_load_actual_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9200129489012965,system_losses_mw|reserve_spin_r1_mw|area_1_load_actual_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gen_fuel_natural_gas_mw|area_1_load_day_ahead_mw|area_3_load_day_ahead_mw|gen_fuel_coal_mw
XGBoost,树模型特征重要性（2016）,0.9104622858393578,area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|system_losses_mw|area_2_load_day_ahead_mw|reserve_spin_r2_mw
Lasso,线性稀疏（1996）,0.9191800313408008,area_1_load_actual_mw|gen_fuel_wind_mw|system_losses_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|reserve_spin_r3_mw|gen_fuel_natural_gas_mw|area_1_load_day_ahead_mw|gen_fuel_coal_mw
Pearson,相关系数排序（只看两两关系）,0.8051204026938044,system_losses_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|area_1_load_actual_mw|system_generation_mw|system_load_day_ahead_mw|system_load_actual_mw|reserve_spin_r2_mw|area_2_load_actual_mw
