wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.30311364,0.1406486,0.004113192,4.0961133e-08,0.24378401,0.18981692,0.054730676,0.3479176,0.35641852,1.6491524e-12,0.45436502,0.0028921238,0.44524932,0.467862,0.09114665,0.39750788,0.23837715,0.48651156,1.0079704e-14,0.25120974,0.14481845,0.10788418,3.754223e-11,0.26399004,4.2208003e-06,3.7666717e-07,0.25935507,2.5908841e-05,0.00018157312,0.24488288,0.3136906,0.22604401,0.2487748,0.44260228,0.36121413,6.707111e-19,1.1282252e-09,1.5355467e-05,0.15559527,0.2737481,0.32599896,6.3095763e-07,0.35261747,0.6061755,0.52823794,0.15745115,0.50269985,0.32304993
0.3109284,0.13780628,0.0030519832,1.1645733e-08,0.2440895,0.18465908,0.05354254,0.33848044,0.34351552,1.9543487e-13,0.4336754,0.0020481986,0.4338471,0.45874703,0.08745651,0.39083943,0.22961582,0.47321638,7.806152e-16,0.24728782,0.14550385,0.10239915,5.9706884e-12,0.26277855,1.6231578e-06,1.213442e-07,0.25258896,1.2130274e-05,8.989499e-05,0.24261844,0.31757075,0.23022248,0.24202856,0.43438733,0.35795072,2.2344295e-20,2.1982301e-10,6.0930624e-06,0.14627263,0.2728992,0.3363211,1.900462e-07,0.34544647,0.59932643,0.52267426,0.15536237,0.5006434,0.3307063
0.30779225,0.1370183,0.0022530796,3.0107585e-09,0.24130616,0.18469718,0.05176604,0.3361114,0.33630785,1.9635698e-14,0.43020213,0.0014133794,0.4408034,0.44945344,0.082739405,0.3943431,0.23605768,0.46271065,4.9473864e-17,0.24607368,0.13775219,0.10298895,8.245644e-13,0.2561828,5.8092024e-07,3.5905128e-08,0.24086072,5.365307e-06,4.185056e-05,0.23414402,0.31974214,0.22075444,0.2402853,0.42426684,0.35421702,5.6632594e-22,3.780235e-11,2.255299e-06,0.15138276,0.2689631,0.32284313,5.2275787e-08,0.33411744,0.6002491,0.51789826,0.15201364,0.49486682,0.3273268
0.3025839,0.13135862,0.0016003429,7.025467e-10,0.23134865,0.1755106,0.05014159,0.3304207,0.34606433,1.650073e-15,0.43269342,0.0009387856,0.42503947,0.45168388,0.075666964,0.39176285,0.22868165,0.44765902,2.523001e-18,0.2417409,0.13415237,0.09619368,9.776299e-14,0.2517569,1.9239027e-07,9.687539e-09,0.242419,2.2332028e-06,1.8397832e-05,0.23558816,0.31759346,0.22075674,0.2309787,0.42484137,0.35487583,1.0656641e-23,5.6807063e-12,7.7385187e-07,0.15033594,0.26141086,0.3109015,1.3041673e-08,0.33284676,0.58957815,0.5174211,0.15074283,0.4914094,0.31697333
0.30338442,0.13207956,0.0011124955,1.4678367e-10,0.24335873,0.17727324,0.04778291,0.3195471,0.33079287,1.1426995e-16,0.4024015,0.00060104404,0.42385897,0.44224513,0.075239904,0.3787779,0.22473256,0.450406,1.0162139e-19,0.23030162,0.13028604,0.09305226,9.828366e-15,0.25684196,5.8639678e-08,2.3671263e-09,0.23789784,8.7026416e-07,7.5828602e-06,0.22448327,0.3223231,0.221259,0.2321602,0.40960494,0.350259,1.448871e-25,7.379472e-13,2.448749e-07,0.15522215,0.26426345,0.30288452,2.928335e-09,0.3317936,0.57821935,0.51053053,0.15285188,0.48829493,0.3140125
0.29349434,0.12239247,0.0007567232,2.7220453e-11,0.24292302,0.17056014,0.044799514,0.31581908,0.32936352,6.4161215e-18,0.40834302,0.00037575903,0.41403306,0.430061,0.07110025,0.37489215,0.22794016,0.44607076,3.1672546e-21,0.22713855,0.12250567,0.08991813,8.2652845e-16,0.24964727,1.6337014e-08,5.197757e-10,0.22447567,3.1603415e-07,2.922571e-06,0.22200692,0.31447718,0.22193377,0.22077854,0.40882176,0.34230074,1.380793e-27,8.189616e-14,7.1036716e-08,0.14950638,0.2628304,0.30745393,5.8694355e-10,0.3221884,0.57486075,0.4987141,0.15736799,0.48141176,0.31224525
0.2876128,0.118323766,0.0004970507,4.4383065e-12,0.22583924,0.1579697,0.04170141,0.31493506,0.33938646,2.8693236e-19,0.40412843,0.00022504537,0.40552214,0.42648205,0.06280066,0.36920673,0.23005232,0.44177195,7.4676344e-23,0.22111733,0.119614795,0.084365815,5.728812e-17,0.23692758,4.132871e-09,1.0170416e-10,0.22996391,1.0637323e-07,1.0483686e-06,0.22880894,0.30065814,0.22104517,0.21606055,0.3972117,0.3394768,8.915648e-30,7.665277e-15,1.8768791e-08,0.14788811,0.26068887,0.30177942,1.0407985e-10,0.32161918,0.56745577,0.4958934,0.15048246,0.47548836,0.3140905
0.29040194,0.1166766,0.00031676213,6.2975336e-13,0.22509384,0.15785953,0.042159565,0.3081661,0.3428543,1.0021303e-20,0.4082666,0.0001302279,0.40028164,0.42204157,0.06093436,0.37140307,0.22509967,0.42755142,1.2989474e-24,0.21908747,0.11853849,0.08274375,3.219946e-18,0.23363845,9.421399e-10,1.7572341e-11,0.22667031,3.298451e-08,3.4811328e-07,0.21353668,0.29254484,0.21897143,0.21549502,0.3910165,0.3177697,3.753655e-32,5.9664117e-16,4.483525e-09,0.14151016,0.26044318,0.28847834,1.6169304e-11,0.31335017,0.5513878,0.49363443,0.14663172,0.4726577,0.32002038
0.28175774,0.11258757,0.00019513785,7.6893183e-14,0.23078467,0.15301915,0.04156443,0.3028255,0.33275035,2.674841e-22,0.40403378,7.197602e-05,0.39224628,0.41385508,0.060146697,0.35758924,0.22146936,0.431169,1.6210272e-26,0.2194249,0.11199838,0.079030946,1.4416694e-19,0.22977524,1.9194597e-10,2.6544706e-12,0.22550744,9.364792e-09,1.0638305e-07,0.21857065,0.29285678,0.21817575,0.20888993,0.3863784,0.32635823,9.865832e-35,3.8030955e-17,9.607907e-10,0.14591709,0.25548622,0.29031911,2.1775281e-12,0.31491837,0.5490325,0.4922615,0.14733812,0.4676798,0.30879918
0.2850537,0.11488407,0.00011611258,7.98115e-15,0.2346651,0.14864011,0.040712837,0.29991153,0.3291671,5.3270815e-24,0.3985291,3.817466e-05,0.39765698,0.40749308,0.055770423,0.36186156,0.22046934,0.4275287,1.406828e-28,0.22019048,0.107080355,0.07521612,5.041867e-21,0.2220654,3.464392e-11,3.4681586e-13,0.21800247,2.4177333e-09,2.9730892e-08,0.21492583,0.28459907,0.21866137,0.20594193,0.38344356,0.32278368,1.5401609e-37,1.9519649e-18,1.8312422e-10,0.14623182,0.25413653,0.28173816,2.5128478e-13,0.30269384,0.5404354,0.48309347,0.14210704,0.44931278,0.30495176
0.28419515,0.104665235,6.639552e-05,6.9488423e-16,0.2295166,0.14703305,0.03956529,0.2932503,0.3164078,7.707866e-26,0.37870267,1.9310712e-05,0.3873943,0.4015949,0.051745035,0.34980932,0.21657532,0.41191047,8.198711e-31,0.20663808,0.10427449,0.07167182,1.3477974e-22,0.21951424,5.4861463e-12,3.873348e-14,0.22299488,5.6340166e-10,7.545959e-09,0.22278222,0.28982407,0.21628557,0.20306818,0.36893028,0.31574544,1.34822e-40,7.918976e-20,3.075685e-11,0.14088629,0.25190976,0.280998,2.4537293e-14,0.3017877,0.5353527,0.47971755,0.13635595,0.45519704,0.31819072
0.28301007,0.10393775,3.6454472e-05,5.0014907e-17,0.22935288,0.14185452,0.040954016,0.2914302,0.31515348,7.8657555e-28,0.39270738,9.27732e-06,0.384177,0.40453318,0.048134767,0.336449,0.21480335,0.4112945,3.0841522e-33,0.20080884,0.09910011,0.0715004,2.6888046e-24,0.2174708,7.542972e-13,3.6506667e-15,0.2098621,1.1755301e-10,1.7264015e-09,0.21687017,0.2799759,0.21994555,0.200283,0.3777069,0.3156845,6.2e-44,2.4880371e-21,4.5063883e-12,0.14046352,0.25352225,0.2752134,1.9997251e-15,0.29027885,0.53185606,0.4665684,0.14844999,0.44149497,0.30292058
0.27283743,0.10303618,1.9120149e-05,2.9288424e-18,0.2355806,0.14187208,0.039184377,0.2833194,0.31341487,5.4760177e-30,0.37979984,4.220707e-06,0.376284,0.3921955,0.04607162,0.34410226,0.20911476,0.39589903,7.1596244e-36,0.2044194,0.0957118,0.06828803,3.8979827e-26,0.21103142,8.9022045e-14,2.8633327e-16,0.21490869,2.1770264e-11,3.5313838e-10,0.21752474,0.2714967,0.21544419,0.20435035,0.3733297,0.31384236,0.0,5.9188694e-23,5.6968465e-13,0.1395618,0.25154066,0.28077334,1.3398633e-16,0.28425145,0.52369255,0.47014454,0.14785126,0.43717474,0.305408
0.27618256,0.09991056,9.562124e-06,1.3711838e-19,0.22519177,0.13250189,0.035357453,0.28127486,0.3195777,2.505189e-32,0.37685922,1.8097982e-06,0.36929318,0.3970967,0.0402558,0.33939892,0.21429011,0.40257433,9.741397e-39,0.19752194,0.08921446,0.063580595,3.9863977e-28,0.20499231,8.906906e-15,1.8404638e-17,0.20683683,3.5447986e-12,6.401495e-11,0.20188874,0.26736936,0.20467746,0.18801507,0.3675256,0.30026868,0.0,1.0398253e-24,6.13981e-14,0.14367102,0.24421474,0.27943495,7.259976e-18,0.29253432,0.52227926,0.46333954,0.14331862,0.44010976,0.29261816
0.2698557,0.09654498,4.543599e-06,5.0342055e-21,0.22582716,0.12981558,0.034012787,0.26707077,0.31342673,7.218174e-35,0.37380293,7.28658e-07,0.36756825,0.38516223,0.03680607,0.32531294,0.21199967,0.38517505,7.318e-42,0.19482867,0.08597326,0.06177634,2.7819648e-30,0.20758407,7.4529804e-16,9.533249e-19,0.20508905,5.0227715e-13,1.01853985e-11,0.2055015,0.26497275,0.20341736,0.18375818,0.35643813,0.30777556,0.0,1.312041e-26,5.5682095e-15,0.13921256,0.24240918,0.27549994,3.1241208e-19,0.28643802,0.5231382,0.46133125,0.14020155,0.42240277,0.28918505
0.27934638,0.09166497,2.0418317e-06,1.4189843e-22,0.22179478,0.12715286,0.033407748,0.26732463,0.31492952,1.2478391e-37,0.35914144,2.74011e-07,0.35932016,0.38239998,0.032398123,0.3262458,0.21185209,0.385327,3e-45,0.18712278,0.08164072,0.059617348,1.2761383e-32,0.19677825,5.1387123e-17,3.906549e-20,0.20130716,6.124186e-14,1.4076462e-12,0.20478305,0.26202008,0.2055066,0.1820197,0.34274498,0.29489392,0.0,1.152689e-28,4.1890269e-16,0.13622634,0.24209836,0.27028793,1.04659035e-20,0.2891813,0.5091,0.4583741,0.14252959,0.43550837,0.29900408
0.27053273,0.09004256,8.6456953e-07,2.9993916e-24,0.22102483,0.126727,0.03286615,0.26252297,0.30744866,1.22388e-40,0.36848003,9.573446e-08,0.35949713,0.3769767,0.029483465,0.32391575,0.20519751,0.37572917,0.0,0.1877055,0.078827135,0.056611728,3.6880269e-35,0.19740042,2.8723063e-18,1.2409428e-21,0.19586939,6.347415e-15,1.6706497e-13,0.20158908,0.2609875,0.2070638,0.18095455,0.3451718,0.29713944,0.0,6.8095184e-31,2.5737068e-17,0.13722555,0.24291377,0.2717724,2.670083e-22,0.2780276,0.50228727,0.4545555,0.1445289,0.4213937,0.29243132
0.26944816,0.08751129,3.433274e-07,4.6320655e-26,0.22320424,0.12094635,0.031809933,0.2573351,0.31189272,6.4e-44,0.35591888,3.09143e-08,0.35636604,0.3735671,0.025856854,0.31968704,0.20524088,0.36417842,0.0,0.18411843,0.07386803,0.054703437,6.397252e-38,0.19823803,1.2784875e-19,2.9878697e-23,0.1927926,5.518177e-16,1.681759e-14,0.19623555,0.26019955,0.21093966,0.17991844,0.3408326,0.29019377,0.0,2.6005586e-33,1.2694246e-18,0.13807876,0.24177219,0.26611662,5.062757e-24,0.28286153,0.48915708,0.44782215,0.13630338,0.42813215,0.2934881
0.26647952,0.08612792,1.2723724e-07,5.0767874e-28,0.21907207,0.11538267,0.031668484,0.26039818,0.3080032,0.0,0.35981512,9.1688985e-09,0.35670877,0.37166396,0.022280704,0.31614766,0.20523778,0.3669907,0.0,0.18391977,0.07014583,0.05314794,6.2983e-41,0.19121522,4.443361e-21,5.318811e-25,0.19698055,3.9656273e-17,1.4166052e-15,0.19673501,0.2542407,0.20609231,0.17119949,0.3297738,0.28523922,0.0,6.139429e-36,4.9325345e-20,0.13246538,0.24528864,0.26047564,6.9438945e-26,0.2691946,0.49275506,0.44507298,0.13796386,0.41684365,0.29084197
0.26625484,0.082660876,4.3774506e-08,3.8226207e-30,0.22379726,0.111809716,0.03037415,0.2506771,0.30385485,0.0,0.34482154,2.4814388e-09,0.34906167,0.3614216,0.01990492,0.31428897,0.2036476,0.35812166,0.0,0.17810652,0.0668246,0.050623078,3.4e-44,0.19193241,1.1799163e-22,6.809148e-27,0.19048834,2.3185089e-18,9.838044e-17,0.1970988,0.2605359,0.21292292,0.16948377,0.32761464,0.2843389,0.0,8.511809e-39,1.4788629e-21,0.13082823,0.2380606,0.25581172,6.684227e-28,0.27399614,0.48539338,0.4418672,0.14091137,0.419686,0.27878213
0.25461268,0.078803875,1.3900925e-08,1.9063857e-32,0.22087994,0.10985931,0.030237142,0.24558845,0.2965007,0.0,0.34616446,6.0842154e-10,0.34238902,0.36067235,0.01693708,0.31178123,0.19963449,0.347845,0.0,0.17320864,0.061691266,0.049747843,0.0,0.18421522,2.337141e-24,6.078171e-29,0.18526341,1.083617e-19,5.542375e-18,0.19546197,0.24558508,0.2037207,0.16914369,0.3300957,0.28498778,0.0,6.53e-42,3.343557e-23,0.13175538,0.23580861,0.25951174,4.3653764e-30,0.26494345,0.48544234,0.44251472,0.1398473,0.40715006,0.28446186
0.2617606,0.08006653,4.049441e-09,6.0417603e-35,0.22010267,0.10618798,0.027851952,0.24822491,0.29247096,0.0,0.33193615,1.3411351e-10,0.3474885,0.35812795,0.014536911,0.31145483,0.20066944,0.3481542,0.0,0.18165123,0.059309106,0.04482034,0.0,0.18466875,3.3622524e-26,3.6541946e-31,0.18551748,3.9713793e-21,2.488152e-19,0.19308604,0.25247657,0.20898072,0.16649535,0.3255876,0.28316447,0.0,3e-45,5.5572317e-25,0.13128702,0.23718347,0.24792235,1.8617941e-32,0.25762478,0.4782481,0.43010217,0.13669413,0.4027573,0.27772027
0.2646127,0.07673608,1.0748907e-09,1.1606952e-37,0.2196187,0.10281637,0.028094279,0.24455626,0.28844064,0.0,0.33457458,2.6355034e-11,0.3353583,0.34922943,0.011669865,0.30539998,0.19292744,0.3411177,0.0,0.17465511,0.056862064,0.04453025,0.0,0.18410425,3.410136e-28,1.4228084e-33,0.19513677,1.1173152e-22,8.728491e-21,0.18560985,0.253725,0.20695992,0.16128871,0.32458967,0.27399883,0.0,0.0,6.600437e-27,0.12592958,0.23773804,0.24915509,4.9654735e-35,0.2580551,0.4692138,0.43425962,0.13348031,0.40881732,0.28081137
0.2560904,0.07429683,2.5810837e-10,1.2802e-40,0.21605578,0.10126202,0.025497869,0.24153036,0.2922678,0.0,0.33412382,4.5753414e-12,0.34042415,0.35447505,0.009470359,0.3056827,0.19328564,0.33621773,0.0,0.17368698,0.05193232,0.040798686,0.0,0.18240269,2.3585337e-30,3.4317382e-36,0.18562569,2.3570481e-24,2.3414954e-22,0.18304993,0.24609223,0.21239944,0.15903881,0.3278511,0.2675518,0.0,0.0,5.427503e-29,0.12972921,0.2255273,0.2520066,7.8809855e-38,0.25935507,0.46797833,0.4199203,0.13320947,0.3954904,0.27377033
0.25163805,0.07546794,5.5628033e-11,7.6e-44,0.21378803,0.09638448,0.02434313,0.23408824,0.28452766,0.0,0.32294977,6.9479654e-13,0.3352114,0.34663597,0.0075106723,0.30293456,0.19240086,0.3305124,0.0,0.17276585,0.04849237,0.03787676,0.0,0.17608471,1.07138214e-32,4.872462e-39,0.18639259,3.6323572e-26,4.689745e-24,0.17846762,0.2449356,0.20011526,0.15883252,0.32508245,0.2596512,0.0,0.0,2.9818655e-31,0.13124037,0.22961743,0.24060218,7.0295e-41,0.25091073,0.46705458,0.42915574,0.12977014,0.39528012,0.27393585
0.25599933,0.07123252,1.0669348e-11,0.0,0.20232919,0.09540584,0.025009729,0.2346274,0.272592,0.0,0.3284261,9.130473e-14,0.3342733,0.3417372,0.0056527504,0.2983021,0.18955877,0.329604,0.0,0.1703024,0.045351353,0.037302196,0.0,0.17316897,3.0633988e-35,3.84e-42,0.18044506,3.9720644e-28,6.8291904e-26,0.18520664,0.23735198,0.19817613,0.15532526,0.32353234,0.26347736,0.0,0.0,1.0513989e-33,0.12310732,0.22506934,0.24126221,3.4e-44,0.24134988,0.4601728,0.41868606,0.13346022,0.3901205,0.26888302
0.25575012,0.068796195,1.8043217e-12,0.0,0.20388585,0.09244417,0.024559438,0.22964486,0.27266192,0.0,0.31294045,1.026221e-14,0.3268557,0.3355156,0.0042661075,0.28867668,0.19248202,0.32248715,0.0,0.16978036,0.042813696,0.03488479,0.0,0.1620596,5.2518105e-38,1e-45,0.18003531,2.983509e-30,7.019239e-28,0.180585,0.23569636,0.19035435,0.1485598,0.3058731,0.2678287,0.0,0.0,2.2727797e-36,0.12139318,0.22440797,0.23104413,0.0,0.25033134,0.4483104,0.4207079,0.1344348,0.3862392,0.2703087
0.25408056,0.06884219,2.663501e-13,0.0,0.20306684,0.09064647,0.023134697,0.22308958,0.2751801,0.0,0.29918718,9.739844e-16,0.3280147,0.33081493,0.003232704,0.29512325,0.1884381,0.3175734,0.0,0.170569,0.040979452,0.03208825,0.0,0.16307291,5.1041e-41,0.0,0.18191324,1.4839845e-32,4.926124e-30,0.18047133,0.23100966,0.19160439,0.14722766,0.30225167,0.25844753,0.0,0.0,2.857732e-39,0.11854171,0.21771482,0.23382917,0.0,0.24662094,0.44574267,0.4129389,0.13111345,0.3828235,0.2653595
0.25683963,0.06510052,3.3947105e-14,0.0,0.19897497,0.087108344,0.021590393,0.22077346,0.27129203,0.0,0.29801834,7.697767e-17,0.3271163,0.33189002,0.0023196149,0.2913664,0.19377226,0.3126303,0.0,0.16729908,0.037030127,0.031424344,0.0,0.16268462,2.7e-44,0.0,0.17427857,4.689584e-35,2.2740013e-32,0.18845543,0.23071074,0.18786722,0.14461388,0.2996597,0.2591776,0.0,0.0,1.966e-42,0.1200632,0.21807979,0.23089793,0.0,0.24496114,0.44315216,0.40788588,0.13142554,0.3800579,0.26859775
0.25692114,0.065345794,3.691349e-15,0.0,0.20705517,0.08633826,0.021904763,0.21526706,0.27287778,0.0,0.29719958,4.989378e-18,0.31280044,0.3288247,0.0016658338,0.29302526,0.18785925,0.31233677,0.0,0.16941197,0.03465894,0.030260542,0.0,0.16093951,0.0,0.0,0.17240174,8.9810093e-38,6.6184774e-35,0.1714285,0.22607945,0.19418727,0.14453673,0.29546303,0.26438436,0.0,0.0,0.0,0.11807719,0.21583231,0.23043984,0.0,0.23408236,0.4364814,0.4064616,0.13112375,0.37596256,0.25653118
0.24635993,0.06393201,3.3802681e-16,0.0,0.2063474,0.08155642,0.021580925,0.21505107,0.2690356,0.0,0.2967323,2.6081116e-19,0.3065641,0.32564515,0.0011473366,0.2860034,0.18684253,0.30495483,0.0,0.16600472,0.03139707,0.028570842,0.0,0.16978644,0.0,0.0,0.16964212,9.8716e-41,1.1571905e-37,0.17113091,0.23034362,0.19918823,0.14286202,0.30421278,0.2540492,0.0,0.0,0.0,0.11307724,0.21726419,0.22229894,0.0,0.23531538,0.4413653,0.3976389,0.13160858,0.3721479,0.26406777
0.24226989,0.060874168,2.569979e-17,0.0,0.20347428,0.08120434,0.020907566,0.21188927,0.27113634,0.0,0.29327485,1.0794865e-20,0.3073142,0.3294484,0.0007580835,0.28981772,0.18487857,0.30671266,0.0,0.16524911,0.028069036,0.026200112,0.0,0.1454111,0.0,0.0,0.17497773,5.9e-44,1.14951e-40,0.16923246,0.21174045,0.18832968,0.13944876,0.28816056,0.25380838,0.0,0.0,0.0,0.11649566,0.2119211,0.21863094,0.0,0.2367169,0.4347155,0.40170646,0.13162084,0.37210634,0.26302359
0.24820727,0.0585397,1.5972182e-18,0.0,0.1973155,0.0791032,0.02060048,0.21047789,0.27141893,0.0,0.29202956,3.466758e-22,0.30240777,0.32393676,0.0004868147,0.28034437,0.1812438,0.30843726,0.0,0.16467518,0.02589278,0.024752412,0.0,0.13480599,0.0,0.0,0.17050488,0.0,6e-44,0.17334197,0.2144216,0.18762608,0.13730387,0.2865608,0.24856742,0.0,0.0,0.0,0.1191174,0.20819294,0.21296321,0.0,0.22832985,0.43277928,0.39346024,0.12283076,0.3640536,0.26297638
0.24460576,0.056650173,7.977116e-20,0.0,0.205917,0.07425359,0.020435497,0.2035497,0.26566175,0.0,0.283819,8.44755e-24,0.30967274,0.31622967,0.00030134767,0.2850771,0.18598102,0.2957703,0.0,0.15943949,0.024074616,0.022936853,0.0,0.14017728,0.0,0.0,0.16943634,0.0,0.0,0.17563917,0.20899388,0.18319564,0.13560295,0.27746832,0.24798064,0.0,0.0,0.0,0.11675351,0.21033612,0.21898676,0.0,0.22533868,0.427893,0.38743955,0.12975621,0.35956207,0.2563991
0.24243422,0.059199665,3.1421897e-21,0.0,0.20013858,0.074893974,0.019761443,0.2051495,0.25864094,0.0,0.29010585,1.5236241e-25,0.30302182,0.31683517,0.0001778764,0.28973675,0.18013696,0.30427256,0.0,0.16414979,0.0213746,0.021446066,0.0,0.13871677,0.0,0.0,0.1630179,0.0,0.0,0.16948715,0.2080671,0.18408006,0.1338846,0.2700537,0.25195542,0.0,0.0,0.0,0.11276027,0.20791599,0.2180848,0.0,0.21948306,0.42419165,0.38453156,0.11854585,0.37045053,0.2630931
0.24515308,0.056907486,9.56209e-23,0.0,0.1973694,0.06994453,0.019028934,0.19742227,0.25339943,0.0,0.27440163,1.978799e-27,0.30682293,0.31376952,0.00010149038,0.28145382,0.17961743,0.2879369,0.0,0.16314094,0.018996134,0.02012965,0.0,0.13924576,0.0,0.0,0.1617856,0.0,0.0,0.16635959,0.20598046,0.18822326,0.13234298,0.2800332,0.24902867,0.0,0.0,0.0,0.10945597,0.20553775,0.21894382,0.0,0.22145247,0.41988087,0.38422784,0.124430254,0.36034495,0.25853178
0.24023892,0.05341708,2.1973113e-24,0.0,0.19034009,0.06746578,0.019420398,0.19544734,0.25553635,0.0,0.26234794,1.7945033e-29,0.29549253,0.31793326,5.52794e-05,0.27434808,0.17536187,0.28373444,0.0,0.15760182,0.016674187,0.019030025,0.0,0.13405132,0.0,0.0,0.16035478,0.0,0.0,0.16638091,0.20438428,0.19556372,0.13384749,0.28082666,0.24624273,0.0,0.0,0.0,0.11066573,0.20468758,0.20871504,0.0,0.21753243,0.41438255,0.37953573,0.120183304,0.3469261,0.24823897
0.24225858,0.052547812,3.7175754e-26,0.0,0.19479035,0.06642684,0.018636866,0.18980215,0.2468041,0.0,0.2699303,1.0977858e-31,0.2977186,0.31182995,2.8911707e-05,0.28419572,0.17645636,0.28928486,0.0,0.16051026,0.014960753,0.016847258,0.0,0.1356662,0.0,0.0,0.15583041,0.0,0.0,0.16981874,0.20817667,0.1780498,0.12830234,0.2746147,0.24411032,0.0,0.0,0.0,0.11273561,0.2024686,0.20770383,0.0,0.21260594,0.4009607,0.37593538,0.13007812,0.34423566,0.25757128
0.24427986,0.051265895,4.5022344e-28,0.0,0.19095053,0.06381284,0.018467586,0.18808833,0.2473149,0.0,0.27312693,4.3572136e-34,0.3011566,0.3054982,1.4322751e-05,0.28419,0.17218693,0.28652862,0.0,0.1605025,0.013080665,0.015651401,0.0,0.12559877,0.0,0.0,0.1669119,0.0,0.0,0.16481903,0.19804968,0.17608309,0.12576532,0.26719183,0.23877995,0.0,0.0,0.0,0.11052053,0.20155323,0.19935367,0.0,0.21522032,0.40828398,0.37019408,0.12511148,0.34251848,0.24601738
0.2300007,0.049916353,3.7820754e-30,0.0,0.18896213,0.06029924,0.017743899,0.18401931,0.24566238,0.0,0.27214593,1.0735001e-36,0.2897111,0.30223855,6.7379774e-06,0.27186114,0.17513984,0.28361747,0.0,0.16002935,0.010885859,0.01433021,0.0,0.12432361,0.0,0.0,0.15590332,0.0,0.0,0.16626489,0.19800419,0.1743173,0.124722034,0.2624375,0.23679361,0.0,0.0,0.0,0.11303083,0.19932957,0.21070309,0.0,0.20685346,0.39222735,0.3695364,0.12692513,0.34927544,0.24874474
0.242965,0.048360553,2.1272347e-32,0.0,0.18490614,0.058972534,0.01731439,0.18089569,0.24603409,0.0,0.2670896,1.560571e-39,0.28607726,0.30119297,2.9932648e-06,0.2794241,0.17087707,0.28011373,0.0,0.15514685,0.0099500455,0.012884078,0.0,0.12800981,0.0,0.0,0.16129367,0.0,0.0,0.16918552,0.1980532,0.17615595,0.122169495,0.2612181,0.23735644,0.0,0.0,0.0,0.110752925,0.19760734,0.20842545,0.0,0.21133168,0.394263,0.36692873,0.11348635,0.3231258,0.2441787
0.23035033,0.043510567,7.697342e-35,0.0,0.18516813,0.054130375,0.016951596,0.17922102,0.23354058,0.0,0.2654339,1.263e-42,0.28290522,0.2989417,1.2517094e-06,0.27244213,0.16832413,0.27574992,0.0,0.15091652,0.007958286,0.011959695,0.0,0.12444052,0.0,0.0,0.1581849,0.0,0.0,0.16622981,0.19778606,0.17165224,0.119980164,0.25858322,0.23463923,0.0,0.0,0.0,0.112395726,0.19631588,0.20633379,0.0,0.2065804,0.3880237,0.36374268,0.11990877,0.33048806,0.24080415
0.23420265,0.042502247,1.7122608e-37,0.0,0.1894963,0.051209368,0.015977269,0.17429817,0.23461244,0.0,0.25276104,0.0,0.29001465,0.29054436,4.903081e-07,0.26168898,0.16502246,0.2641497,0.0,0.15500736,0.0067396993,0.010392472,0.0,0.12337361,0.0,0.0,0.16527373,0.0,0.0,0.1627417,0.1960964,0.17565078,0.12317061,0.26078287,0.23388104,0.0,0.0,0.0,0.10713704,0.19871898,0.20801826,0.0,0.20568655,0.39214653,0.36466473,0.112225756,0.3284414,0.23553538
0.23867302,0.042034514,2.22256e-40,0.0,0.18181229,0.05080342,0.015894124,0.17203228,0.24126658,0.0,0.2538187,0.0,0.2753135,0.2948273,1.7893308e-07,0.27132785,0.16924034,0.27282593,0.0,0.15386222,0.005620274,0.008846668,0.0,0.12587056,0.0,0.0,0.15903431,0.0,0.0,0.15617418,0.20021953,0.18119279,0.11937657,0.24661519,0.23420224,0.0,0.0,0.0,0.106325954,0.19648874,0.20237713,0.0,0.20091519,0.3803366,0.36031008,0.118369885,0.32601413,0.23632401
