center,target_label,plot_label,combo_name,method,protected_feature_count,l1_selected_count,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,output_dir,l1_run_dir
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,L1GateDNN,12,7,12,0.8613854050636292,0.9360318183898926,0.13531684633571564,0.06396815408245696,0.8581007719039917,0.9353891015052795,0.13852328093858754,0.06461088672993544,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,NMI,12,7,12,0.7590274810791016,0.8384540677070618,0.2556824723607329,0.16154594493924848,0.7590274810791016,0.8384540677070618,0.2556824723607329,0.16154594493924848,150,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/NMI,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,Pearson,12,7,12,0.8353278636932373,0.8936357498168945,0.174724448234115,0.10636425114035351,0.8295444250106812,0.8916445970535278,0.18086092549133792,0.10835541574700572,129,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/Pearson,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,Spearman,12,7,12,0.8163120746612549,0.8753172159194946,0.1949010101491458,0.1246828223385188,0.8091203570365906,0.8704368472099304,0.2025317270053576,0.12956316203283125,134,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/Spearman,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,Lasso,12,7,12,0.7833449840545654,0.8444089889526367,0.21150058426144647,0.1555910321459754,0.7682690620422363,0.8360898494720459,0.2262178500205642,0.16391013324272077,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/Lasso,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,ElasticNet,12,7,12,0.815561056137085,0.8893464803695679,0.18005101469050094,0.11065353060028964,0.7970075607299805,0.8755142092704773,0.19816310869575274,0.12448577049758759,148,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/ElasticNet,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,RandomForest,12,7,12,0.8546140789985657,0.917892336845398,0.15426087482368836,0.0821076776090475,0.8506109714508057,0.917892336845398,0.15850838476188106,0.0821076776090475,137,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/RandomForest,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,XGBoost,12,7,12,0.8021014928817749,0.9079562425613403,0.1931903658366603,0.09204377320223552,0.7988153696060181,0.9079562425613403,0.19639829832424477,0.09204377320223552,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/XGBoost,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,DNN_AllFeatures,12,10,67,0.9691498875617981,0.9930683970451355,0.029236967459593605,0.0069316306625102865,0.965566873550415,0.991460919380188,0.032632636153366326,0.008539077753384408,123,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/DNN_AllFeatures,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,L1GateDNN,12,10,12,0.9573473930358887,0.9682818651199341,0.04426192958971069,0.031718130390306694,0.9573473930358887,0.9682818651199341,0.04426192958971069,0.031718130390306694,150,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,NMI,12,10,12,0.7969028949737549,0.8633582592010498,0.21076016084261273,0.1366417359914378,0.7965967655181885,0.8633582592010498,0.2110778645327374,0.1366417359914378,143,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/NMI,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,Pearson,12,10,12,0.8236398100852966,0.8859212398529053,0.1830144669778473,0.11407875535553647,0.8172772526741028,0.878636360168457,0.18961706195349834,0.1213636273022297,140,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/Pearson,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,Spearman,12,10,12,0.8240293264389038,0.882201075553894,0.1826102878323216,0.1177989272965779,0.8185310959815979,0.8779212832450867,0.188315929855607,0.12207870922988011,133,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/Spearman,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,Lasso,12,10,12,0.9381153583526611,0.950343906879425,0.06421960959717053,0.049656084117125306,0.9343426823616028,0.9469407200813293,0.06813462588991374,0.05305927052700375,138,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/Lasso,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,ElasticNet,12,10,12,0.9440496563911438,0.9534640908241272,0.058061397776909204,0.0465358935594346,0.9402033090591431,0.9492173194885254,0.062052868763792866,0.05078269304145263,145,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/ElasticNet,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,RandomForest,12,10,12,0.8822248578071594,0.9298855066299438,0.12221894833816377,0.07011450034467175,0.8693820238113403,0.9165800213813782,0.13554632102381692,0.08341997547565742,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/RandomForest,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
net_sched_interchange_mw,net_sched_interchange_mw,"net_sched_interchange_mw
n=12/all=67",,XGBoost,12,10,12,0.8742449879646301,0.9314397573471069,0.13049988651894814,0.06856026739243692,0.8721849918365479,0.9286889433860779,0.1326375772292007,0.07131105522857148,124,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/XGBoost,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_sched_interchange_mw/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,DNN_AllFeatures,15,3,42,0.9252952337265015,0.9793938994407654,0.07486021332017499,0.02060608399317485,0.9199827313423157,0.9776977300643921,0.08018373571268228,0.02230225417488701,93,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/DNN_AllFeatures,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,L1GateDNN,15,3,15,0.9173318147659302,0.9605770111083984,0.0828401686232452,0.03942295731221789,0.9159141182899475,0.9590500593185425,0.08426082163589867,0.04094995397885147,136,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,NMI,15,3,15,0.8447401523590088,0.8976959586143494,0.15558292893650325,0.10230403113791285,0.8315902948379517,0.8889333605766296,0.1687601244919104,0.11106663735341026,92,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/NMI,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,Pearson,15,3,15,0.8717396259307861,0.9214004278182983,0.12852721120396707,0.07859955802687431,0.8615704774856567,0.9141614437103271,0.13871758598749223,0.08583855407193439,138,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/Pearson,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,Spearman,15,3,15,0.8417447209358215,0.9032805562019348,0.15858455707391375,0.09671941627833362,0.8305522203445435,0.8978472352027893,0.16980037383190846,0.10215273968658525,147,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/Spearman,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,Lasso,15,3,15,0.8922024965286255,0.9419235587120056,0.1080218141379694,0.05807644910855244,0.888214111328125,0.9396427273750305,0.11201847855375918,0.06035726753140047,109,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/Lasso,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,ElasticNet,15,3,15,0.8907139897346497,0.9367890954017639,0.10951340126222399,0.06321087017544805,0.8878300189971924,0.9349905848503113,0.1124033383327668,0.06500938849430106,92,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/ElasticNet,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,RandomForest,15,3,15,0.9068204164505005,0.9554418921470642,0.09337349064631141,0.0445581242552699,0.9028757214546204,0.9536504745483398,0.09732638367507011,0.04634954752219781,133,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/RandomForest,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
total_gen,total_gen,"total_gen
n=15/all=42",,XGBoost,15,3,15,0.8931435942649841,0.9347975254058838,0.10707876223169233,0.065202481879908,0.8916071653366089,0.9337296485900879,0.10861835254517864,0.06627034273032592,146,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/XGBoost,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_total_gen/L1GateDNN_source
metered_load_mw,metered_load_mw,"metered_load_mw
n=15/all=42",,DNN_AllFeatures,15,2,42,0.9157376885414124,0.976943850517273,0.0836812094466327,0.023056149723265557,0.9093779921531677,0.9767968654632568,0.08999706646980352,0.023203154284024363,120,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/DNN_AllFeatures,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN_source
metered_load_mw,metered_load_mw,"metered_load_mw
n=15/all=42",,L1GateDNN,15,2,15,0.9110333323478699,0.9673448801040649,0.08835312060705602,0.032655095977636404,0.9058108329772949,0.9666519165039062,0.09353958314803501,0.033348102498901626,104,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN_source
metered_load_mw,metered_load_mw,"metered_load_mw
n=15/all=42",,NMI,15,2,15,0.8417706489562988,0.9128573536872864,0.15713810930071084,0.08714264261293901,0.8302168846130371,0.89988112449646,0.16861218811952633,0.10011886171869015,126,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/NMI,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN_source
metered_load_mw,metered_load_mw,"metered_load_mw
n=15/all=42",,Pearson,15,2,15,0.861942708492279,0.9203981757164001,0.13710517661654514,0.0796018280237743,0.8509708642959595,0.9117031693458557,0.1480013941452928,0.08829682275066025,147,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/Pearson,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN_source
metered_load_mw,metered_load_mw,"metered_load_mw
n=15/all=42",,Spearman,15,2,15,0.8514848351478577,0.9171281456947327,0.14749092830676738,0.08287187789239364,0.8397939205169678,0.9120395183563232,0.15910124382403887,0.08796049474598203,75,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/Spearman,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_metered_load_mw/L1GateDNN_source
