center,target_label,plot_label,combo_name,method,protected_feature_count,l1_selected_count,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,output_dir,l1_run_dir
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,DNN_AllFeatures,13,10,67,0.967963695526123,0.9934613108634949,0.03034995329032493,0.006538710523891163,0.9655976295471191,0.9924269318580627,0.032591485341715555,0.007573068177812,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/DNN_AllFeatures,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,L1GateDNN,13,10,13,0.9622367024421692,0.9742732048034668,0.03918908944313061,0.025726813573036595,0.9597587585449219,0.9715892672538757,0.041760622709776915,0.028410716464598102,135,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,NMI,13,10,13,0.7950670719146729,0.8662573099136353,0.21267045460020503,0.13374270581182288,0.7910676002502441,0.8657524585723877,0.21682093653628032,0.13424752740392848,117,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/NMI,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,Pearson,13,10,13,0.8376451134681702,0.8945810198783875,0.1684847898743026,0.1054189893630447,0.8307926058769226,0.889144778251648,0.17559603167502166,0.11085523301197069,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/Pearson,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,Spearman,13,10,13,0.8281574845314026,0.8920679688453674,0.1783306459517784,0.10793202415342674,0.8247612118721008,0.8872540593147278,0.18185514672850706,0.11274594715733259,138,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/Spearman,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,Lasso,13,10,13,0.941131591796875,0.9486647248268127,0.06109107037810566,0.05133528664686866,0.928545355796814,0.937637448310852,0.07415250527191924,0.06236257405152583,146,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/Lasso,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,ElasticNet,13,10,13,0.9427754282951355,0.95305997133255,0.059385147323134484,0.04694000009226637,0.9392901062965393,0.9510093927383423,0.06300209924476603,0.04899061816099029,138,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/ElasticNet,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,RandomForest,13,10,13,0.8956519365310669,0.9473158121109009,0.10828786080949791,0.05268415662298494,0.8945111036300659,0.9451761841773987,0.10947174529362147,0.05482383541427792,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/RandomForest,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=13/all=67",,XGBoost,13,10,13,0.8963561058044434,0.944898784160614,0.10755713394158371,0.055101231373394496,0.8947640657424927,0.9440600872039795,0.10920922450517138,0.05593992992544242,148,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/XGBoost,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_net_actual_interchange_mw/L1GateDNN_source
gross_actual_interchange_mw,gross_actual_interchange_mw,"gross_actual_interchange_mw
n=12/all=69",,DNN_AllFeatures,12,7,69,0.8499119877815247,0.9752395749092102,0.14651726687145306,0.024760414473641405,0.8485507369041443,0.9752395749092102,0.14784614990533487,0.024760414473641405,136,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/DNN_AllFeatures,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/manual_exclude_n_v2_script6/CenterOn_gross_actual_interchange_mw/L1GateDNN_source
