area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.510711,0.5235098,0.41035742,0.5291802,0.43456513,0.4559887,0.49128956,0.4430747,0.4838888,0.58386403,0.55059046,0.58378106,0.51502275,0.53260607,0.39342445,0.53315234,0.5325664,0.46334544,0.51422447,0.5465757,0.4305387,0.4353544,0.5943554,0.60589546
0.52684677,0.5183364,0.39142057,0.5374411,0.43863592,0.434515,0.5042317,0.4163572,0.48222846,0.6423661,0.5742135,0.62013185,0.543815,0.5369,0.33974314,0.5463335,0.53354985,0.46592677,0.5294014,0.6077524,0.42217588,0.46958852,0.657378,0.676232
0.54217273,0.515179,0.35799363,0.5488266,0.44442046,0.42931578,0.5025287,0.4045097,0.47656107,0.70106745,0.6057672,0.6447618,0.56080616,0.5548292,0.32091942,0.5606736,0.53527087,0.45930547,0.5675038,0.67526335,0.4474538,0.51969755,0.7029572,0.75145334
0.55164266,0.50143737,0.34627357,0.54215634,0.4554457,0.4225446,0.50278264,0.38982266,0.46818602,0.75374836,0.6447735,0.6612477,0.5994296,0.5533333,0.32760543,0.5665023,0.5355493,0.44885802,0.597461,0.72457826,0.46276942,0.5417702,0.73957276,0.8157376
0.5592717,0.5031585,0.33831763,0.550377,0.4626699,0.41287312,0.49908134,0.36776268,0.45770937,0.80719435,0.67141604,0.68508077,0.6442092,0.5620375,0.3119977,0.5807328,0.5300633,0.4301455,0.6345791,0.76814234,0.4811584,0.59261715,0.7653799,0.87030053
0.5820221,0.48997176,0.30061898,0.53850955,0.4670941,0.38914064,0.48355848,0.35469836,0.44794133,0.8536225,0.6957476,0.6981307,0.7018393,0.5596331,0.30274475,0.59745806,0.5237931,0.41425976,0.6581953,0.7984425,0.48356888,0.6469388,0.7974593,0.91228586
0.62059283,0.4760291,0.2700952,0.53269935,0.47959954,0.3734908,0.47071332,0.32757175,0.44490966,0.89769125,0.71038204,0.70606077,0.72667366,0.5622225,0.27859765,0.62075794,0.513528,0.40455264,0.68570817,0.8397506,0.47301415,0.69488156,0.82938564,0.94384384
0.64078677,0.48316607,0.22288546,0.5233855,0.48452497,0.35153836,0.45411015,0.2931766,0.43656012,0.9382805,0.7296614,0.7157746,0.7796423,0.5651417,0.25519797,0.64161444,0.51645106,0.38971984,0.7082599,0.8639279,0.47892416,0.74438,0.87393975,0.9768608
0.66217023,0.46024472,0.18582904,0.50957257,0.49189618,0.32114157,0.44024697,0.26533997,0.41764534,0.971397,0.7587606,0.723553,0.8383394,0.5592724,0.22534496,0.65967023,0.5091171,0.3636719,0.73214126,0.8851614,0.47602123,0.78329057,0.8996234,1.0093714
0.6966494,0.44296426,0.14101535,0.49970478,0.49081492,0.2878989,0.4340809,0.23721084,0.39182755,1.0055823,0.7666775,0.72786313,0.87889147,0.5670157,0.20253219,0.67552596,0.5037278,0.34106743,0.77134424,0.92789555,0.4719355,0.8124368,0.939474,1.0456368
0.71487015,0.42894462,0.08857682,0.48881578,0.4993083,0.25372094,0.41058713,0.19864781,0.37458715,1.0357971,0.77812326,0.726014,0.93633443,0.57355607,0.17794739,0.68972003,0.48572567,0.3093622,0.8181419,0.964251,0.4757427,0.8570537,0.9598269,1.0838609
0.7216518,0.4027464,0.030764598,0.46797943,0.49302265,0.21285002,0.3933584,0.15167506,0.34312227,1.0648705,0.78654695,0.7337155,0.96938413,0.5673325,0.14139877,0.70557433,0.4728475,0.27974695,0.8457136,0.99627346,0.45935097,0.90045947,0.98486793,1.1227973
0.73399276,0.39387608,-0.028047713,0.46625146,0.50722617,0.16783716,0.38610816,0.12288655,0.31534052,1.1050549,0.78122026,0.73677206,1.0107099,0.57368463,0.10080001,0.7342632,0.45677504,0.2568065,0.89347196,1.0287929,0.4517379,0.936441,1.018311,1.1631572
0.75300753,0.36922073,-0.0863308,0.45863697,0.51038074,0.13030924,0.37027854,0.081230454,0.2821385,1.1465585,0.7865132,0.7418442,1.0524873,0.5938709,0.05680092,0.7577093,0.4467614,0.2313818,0.9296399,1.0587534,0.4498949,0.9743753,1.0430456,1.1962374
0.76977265,0.34404293,-0.15350842,0.44004518,0.5064731,0.08278346,0.33990413,0.044595305,0.25069934,1.1819316,0.7880617,0.7468018,1.0981,0.6012636,0.008424601,0.784791,0.4281851,0.20217472,0.98264337,1.0863367,0.434831,1.0248301,1.061789,1.2097874
0.7901031,0.3039618,-0.21956153,0.43358883,0.5071904,0.034485254,0.3048729,-0.009140406,0.2170226,1.2084633,0.7867733,0.7525899,1.1305007,0.6131536,-0.034410004,0.819723,0.41435644,0.17207207,1.0238204,1.1184124,0.4239186,1.059538,1.080053,1.2388507
0.8082138,0.28368142,-0.27807114,0.42423075,0.52190953,-0.010922757,0.27917635,-0.059377868,0.17444785,1.2486811,0.7820573,0.7547533,1.1710258,0.6222293,-0.089759566,0.83084625,0.389699,0.13006376,1.0688202,1.1582968,0.41464126,1.0849732,1.11037,1.2602233
0.8339513,0.23502727,-0.34269568,0.40235808,0.5234583,-0.06346994,0.24243003,-0.12012894,0.12875928,1.281603,0.7774118,0.75649977,1.2084575,0.6369404,-0.1533571,0.8511789,0.3578582,0.07591963,1.1114898,1.1928295,0.39303428,1.1220655,1.1314125,1.2885791
0.85754657,0.185846,-0.40129536,0.37437823,0.5155449,-0.13504107,0.20602202,-0.18007289,0.0739028,1.3095804,0.7665269,0.7596064,1.2601027,0.6411055,-0.20251828,0.8722988,0.3189598,0.022431886,1.16168,1.228795,0.3786102,1.1506013,1.1601964,1.31931
0.8772857,0.14254667,-0.45567548,0.3495852,0.5231024,-0.20066129,0.16661368,-0.23842956,0.018148297,1.3284173,0.75611657,0.76539576,1.279787,0.63334554,-0.26405466,0.9024655,0.28377628,-0.026186893,1.2060453,1.2449615,0.3605809,1.1855693,1.1798881,1.3361834
0.91280496,0.09590654,-0.5093308,0.32026836,0.52814776,-0.2504845,0.12957989,-0.29125655,-0.035613302,1.3534372,0.73494977,0.77076554,1.3156227,0.64591616,-0.31902188,0.94084394,0.2548574,-0.0756886,1.2607661,1.2677498,0.33642513,1.2209561,1.1988906,1.356014
0.9336428,0.03871713,-0.5625195,0.28108767,0.519066,-0.31003097,0.08357421,-0.3491609,-0.098403,1.3769847,0.71780837,0.778224,1.3487451,0.65534383,-0.3737002,0.9760055,0.212987,-0.13251767,1.2931927,1.2887025,0.31086972,1.2509372,1.2297432,1.3752004
0.9600744,-0.023714231,-0.6189942,0.2443909,0.5169518,-0.36828113,0.028349997,-0.41234016,-0.16143663,1.3964983,0.6985741,0.77683544,1.3779414,0.648252,-0.43121895,0.9994409,0.16870484,-0.20045866,1.3393532,1.3089045,0.2863135,1.286628,1.2527136,1.3928641
0.99368787,-0.07559456,-0.66626096,0.21137309,0.5203784,-0.418222,-0.02672728,-0.46400774,-0.21755837,1.4214334,0.68009627,0.78279424,1.4009492,0.65374684,-0.4797387,1.0178041,0.12341868,-0.25838488,1.3865288,1.3246989,0.2449352,1.3077341,1.2769319,1.4264477
