k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.39909865099685526,0.10608277463664839,0.2751101444956915,0.506252120328156,0.39909865099685526,0.506252120328156
2,0.5113449668710401,0.18533533573742644,0.3905178213231524,0.5265971836955848,0.5113449668710401,0.5512682977635409
3,0.6576006848297506,0.6097712413581138,0.663717250956836,0.6679975174615516,0.546931074777826,0.6076353589675625
4,0.8343601865194771,0.6953108949339322,0.7835962191830674,0.70772159676242,0.6778847586462847,0.614266304112481
5,0.8660700378607412,0.7877770805681464,0.8254457798564653,0.807588640952452,0.8690790263613651,0.6634261801902912
6,0.8877405582043439,0.8101762024132215,0.8390038745052529,0.8276867430327741,0.880428735185222,0.7487140818637343
7,0.8886473081710463,0.8675935272228084,0.8514008929773813,0.8360900904771099,0.8993558912132329,0.8024294984678884
8,0.9269763753082368,0.8759183123916353,0.8582646421260874,0.8818798196709045,0.9330543483699337,0.8113779789734501
