W_1,W_2,W_3,W_4,W_5,W_6,epoch
0.07313983,0.039866995,0.044981193,0.048725404,0.06502401,0.06607385,1
0.080578774,0.04125215,0.04706074,0.051825788,0.06931441,0.07238236,2
0.085248105,0.045143995,0.051505715,0.056490134,0.07200774,0.07734937,3
0.08917344,0.049564835,0.056414735,0.061401814,0.074573204,0.08164688,4
0.09251876,0.052873548,0.060110077,0.065179534,0.07663419,0.08475614,5
0.095367916,0.05590651,0.06344376,0.06857985,0.07831939,0.087175086,6
0.0985747,0.058479857,0.06633271,0.07165974,0.0801994,0.08968938,7
0.10134228,0.060450345,0.06861944,0.074168265,0.08153098,0.091737956,8
0.103679426,0.062589474,0.071012765,0.07671597,0.0827787,0.093623154,9
0.10650475,0.06475046,0.0734935,0.07935428,0.08434919,0.09583313,10
0.10923944,0.06701221,0.076024525,0.08207307,0.08578905,0.09780308,11
0.112434484,0.06854772,0.07783966,0.08453923,0.087192304,0.1018592,12
0.11499294,0.07079851,0.08046629,0.08726574,0.0888128,0.10438831,13
0.11781754,0.072384536,0.08255202,0.089554474,0.090310015,0.107938714,14
0.12128468,0.07435421,0.08507507,0.09236395,0.09222678,0.11248014,15
0.12353736,0.07630699,0.08713354,0.09470286,0.093342826,0.1148686,16
0.1257652,0.07812616,0.0893299,0.096893676,0.09462707,0.11667312,17
0.12770821,0.07993439,0.09134562,0.09898111,0.09555915,0.11823796,18
0.12897852,0.081025526,0.092432454,0.10030934,0.09602471,0.11916745,19
0.13218002,0.08224991,0.094466686,0.10247662,0.09791811,0.12430664,20
0.13719729,0.08465513,0.09700917,0.106162585,0.10079024,0.13284956,21
0.13899252,0.08636214,0.09892378,0.10810177,0.10187878,0.13507476,22
0.14118665,0.08744281,0.10061254,0.10975228,0.1029733,0.13889985,23
0.14227168,0.08863832,0.10187782,0.111042604,0.103602655,0.13958809,24
0.14356291,0.089872554,0.1031347,0.112401806,0.104373865,0.14031346,25
0.1446482,0.09114371,0.10443127,0.11371942,0.104968704,0.1409687,26
0.1457549,0.092508174,0.10579606,0.11510566,0.10556329,0.14157051,27
0.14724503,0.094058886,0.10733993,0.11676673,0.10657424,0.14262591,28
0.1484667,0.09511181,0.10834184,0.11796913,0.10717623,0.14370081,29
0.14997773,0.0963905,0.109716326,0.11945443,0.10816124,0.14539182,30
0.15294614,0.09853149,0.11181188,0.12214136,0.109806314,0.14938338,31
0.15418562,0.09966292,0.11310654,0.12338926,0.11083934,0.15089576,32
0.1586742,0.09999439,0.115211055,0.12545194,0.11376378,0.1611076,33
0.16030698,0.10096655,0.11653107,0.126738,0.11482938,0.1635096,34
0.16105792,0.10192646,0.11751287,0.1276919,0.115355,0.16419864,35
0.16185316,0.102771126,0.11831009,0.12859122,0.115895815,0.16479757,36
0.1627462,0.10362766,0.119176276,0.12951423,0.116491295,0.16564937,37
0.16367605,0.104628995,0.12019305,0.13055418,0.117102586,0.16623208,38
0.16450101,0.1053781,0.12094857,0.1313581,0.11760309,0.1665682,39
0.16524531,0.106014006,0.12155112,0.13208635,0.118078396,0.1671598,40
0.1660256,0.10645308,0.12207492,0.1326821,0.11847777,0.16799726,41
0.16730292,0.10750144,0.12317081,0.13383438,0.11940726,0.16884121,42
0.16838403,0.108449094,0.12409906,0.13488437,0.12026277,0.16984767,43
0.17039338,0.10968029,0.12547691,0.13651423,0.12153407,0.17291802,44
0.17184746,0.11090737,0.12671891,0.13792261,0.122705095,0.17448477,45
0.17330989,0.1119064,0.12782203,0.13914953,0.12373181,0.17628413,46
0.1762259,0.113093436,0.12970258,0.1411058,0.12612514,0.18175115,47
0.17713732,0.11381602,0.13044614,0.1419112,0.1268122,0.18252003,48
0.1779027,0.114454225,0.13104236,0.14262892,0.12743151,0.18314628,49
0.17865095,0.115230866,0.13178265,0.1434426,0.1280255,0.1836776,50
0.18012762,0.11610464,0.13283227,0.1445765,0.12913677,0.18601845,51
0.18118683,0.11704611,0.13375974,0.145569,0.13004789,0.18678828,52
0.18201199,0.11742196,0.13420333,0.14613888,0.1305923,0.18757468,53
0.18319952,0.11830287,0.13505645,0.14715002,0.13156429,0.18887132,54
0.18407314,0.11897709,0.13570334,0.14791685,0.13225529,0.18952422,55
0.18506637,0.11971969,0.13652284,0.14874579,0.13311699,0.19023502,56
0.19096379,0.122940004,0.1409721,0.15315354,0.13745026,0.19916557,57
0.1924456,0.1235727,0.14181754,0.15418962,0.13863559,0.20264912,58
0.19290708,0.123780824,0.14209585,0.15451652,0.13893807,0.203184,59
0.19334014,0.12397034,0.14225245,0.15479065,0.1392168,0.20322555,60
0.19390887,0.12434582,0.1426444,0.15522827,0.1396996,0.20363604,61
0.19495022,0.12500821,0.14334933,0.15603918,0.14052545,0.20461291,62
0.19539316,0.12510975,0.14341821,0.15628262,0.14075859,0.20494963,63
0.19684942,0.1257448,0.1443425,0.15725693,0.14191432,0.20739383,64
0.19798817,0.12641992,0.1451414,0.15810947,0.1426191,0.2086933,65
