group,count,r2_mean,r2_std,r2_min,r2_max,mse_mean
random_remove_9_like_B,20,0.9462926834821701,0.021554783998113617,0.8863356113433838,0.9650952816009521,0.05088021556581314
random_remove_4_like_I,20,0.961974486708641,0.006574040077661197,0.9450814127922058,0.9681437015533447,0.03602389616511261
random_remove_8_like_I12,20,0.9555655747652054,0.014556264114445407,0.9138420820236206,0.969622790813446,0.04209544366635893
