n,test_r2
1,0.040692074382316035
2,0.3003131197166644
3,0.40230684027268593
4,0.61095428432294
5,0.9195910317508494
6,0.925713660782552
7,0.9419982337989521
8,0.9572743987834043
9,0.957342904056854
10,0.9580113080693885
11,0.9592446694134812
