gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.48687658,0.5028709,0.45276442,0.52048457,0.61732763,0.5393934,0.5466984,0.47170055,0.4110952,0.5054793,0.5009656,0.5358614,0.50898415,0.568163,0.47683698,0.51020443,0.48423362,0.40422395,0.43520993,0.46259156,0.44384038,0.4737893,0.502581,0.5256634,0.5284281,0.52189577,0.49595422,0.5185774,0.5603424,0.49877033,0.47410107,0.5220374,0.4623596,0.49464887,0.45414597,0.4543005
0.4641174,0.50542325,0.44683072,0.541171,0.70818746,0.5325978,0.5655321,0.44585177,0.39874744,0.5245833,0.50472736,0.56023115,0.520462,0.57904214,0.45608148,0.51282346,0.46643445,0.38717413,0.3884744,0.43706942,0.40009278,0.46454546,0.5119221,0.5341107,0.5467684,0.536858,0.50600255,0.5250898,0.6016611,0.5237021,0.47335726,0.5771775,0.45187557,0.5018754,0.3775528,0.42580754
0.46550882,0.5357077,0.44058013,0.54719424,0.78102016,0.5405927,0.598682,0.40609965,0.4174442,0.58417374,0.5169845,0.59540385,0.53213334,0.59219223,0.44080576,0.5146663,0.45984575,0.34755573,0.3449147,0.41043007,0.37538242,0.4461436,0.52961224,0.54790145,0.56305003,0.5400448,0.5196526,0.5175765,0.6345195,0.5359544,0.47187877,0.60834265,0.43510884,0.49123654,0.3608728,0.3964665
0.489522,0.5450881,0.44027337,0.56922644,0.8369951,0.54072493,0.6257281,0.3777664,0.435973,0.63791853,0.5312204,0.6181657,0.53496367,0.5832178,0.4336506,0.5070875,0.41661733,0.30422863,0.29831752,0.37311876,0.369833,0.42879787,0.55841434,0.5524029,0.57937056,0.5509409,0.51743156,0.5221812,0.6690893,0.5588206,0.47103631,0.6449477,0.41653433,0.48689902,0.35274804,0.36604282
0.4953508,0.5636333,0.44166812,0.57959455,0.8891411,0.5372988,0.6579018,0.33139643,0.47747406,0.6908556,0.54350793,0.6513713,0.5258523,0.5830417,0.40955463,0.4912604,0.38260716,0.26291126,0.2518717,0.34484228,0.3717276,0.410629,0.5626537,0.5501346,0.58791924,0.56351054,0.5119234,0.5188313,0.70541567,0.57874584,0.46814454,0.67931455,0.3928592,0.4717455,0.3389184,0.34187642
0.50502115,0.57428384,0.44949183,0.6043898,0.9256587,0.54365957,0.68632483,0.29236007,0.49879047,0.7432048,0.5617652,0.6773965,0.5320799,0.5868106,0.38680744,0.49131995,0.35435656,0.20290439,0.17263688,0.32899287,0.37105718,0.38739684,0.57518756,0.544153,0.5937398,0.56628484,0.5104952,0.5087651,0.7498403,0.5910725,0.47227105,0.72510064,0.37400967,0.45714715,0.31636658,0.31449348
0.525428,0.60470235,0.47388136,0.6045935,0.97475946,0.5543885,0.7207979,0.24653012,0.5278673,0.81007993,0.56985676,0.70507306,0.53069395,0.58720887,0.36874008,0.48323113,0.3154221,0.14378923,0.096584424,0.294607,0.36199886,0.3605512,0.5968889,0.5390576,0.6112905,0.57327026,0.52334666,0.50661623,0.7960759,0.6076459,0.49706507,0.78207254,0.3521443,0.44826773,0.29639423,0.28385976
0.53644496,0.63392055,0.4778698,0.6120921,1.0300317,0.56789166,0.7510983,0.1754555,0.5688563,0.8549683,0.594961,0.72723484,0.5423269,0.59118223,0.35420454,0.48961037,0.27456805,0.10102585,0.008174833,0.25385597,0.37368116,0.33213192,0.60214317,0.5434171,0.6221461,0.5797311,0.52628815,0.4942847,0.8353541,0.6139362,0.49847257,0.8410201,0.3289439,0.4264193,0.26982832,0.2627266
0.5463744,0.67197156,0.5051251,0.62523603,1.0736068,0.56889117,0.7766482,0.11121263,0.6019945,0.90953004,0.622079,0.7509436,0.5671935,0.58972293,0.3336509,0.4847404,0.2408675,0.03211437,-0.07868546,0.21353936,0.38175297,0.30316672,0.5876804,0.54392505,0.64335555,0.57272744,0.52535564,0.4733594,0.87384576,0.63406616,0.5000416,0.8797965,0.3028594,0.40925765,0.24213597,0.22976059
0.54413754,0.7012286,0.5056334,0.63065386,1.1129138,0.56835294,0.79200715,0.048208833,0.63944465,0.94399655,0.6470385,0.7689753,0.57653874,0.58788383,0.31939784,0.4883818,0.20021106,-0.023996718,-0.15351796,0.16385005,0.39775804,0.2554985,0.5968023,0.5386689,0.6419926,0.5806125,0.52441305,0.46448576,0.90301937,0.64597225,0.4944037,0.9200918,0.26532793,0.38427514,0.20989512,0.19221148
0.5505481,0.7068592,0.5167278,0.6471616,1.155953,0.5688594,0.81828576,-0.005939016,0.676166,0.97415966,0.66079736,0.78744304,0.58441275,0.59107846,0.29808137,0.47801453,0.16837698,-0.091449045,-0.22989635,0.12364605,0.42665982,0.19933194,0.6040241,0.5350226,0.6536473,0.5755475,0.5143884,0.44686893,0.94384676,0.6697936,0.5045595,0.95804805,0.22463861,0.35333344,0.17839059,0.17275098
0.55654395,0.7329941,0.52896804,0.66064346,1.1963977,0.5621909,0.844298,-0.07704336,0.71375054,1.0105969,0.6790834,0.8094658,0.58735675,0.58081305,0.26933005,0.4779693,0.14494829,-0.167226,-0.29495186,0.07285636,0.4549228,0.14217049,0.6210275,0.52603096,0.65733373,0.5670609,0.5124236,0.43510395,0.9754475,0.6883218,0.4942957,1.0137407,0.18285865,0.31932247,0.14658278,0.12989521
0.56349117,0.75579756,0.5384068,0.6715151,1.2433913,0.55518776,0.87198436,-0.14218873,0.7552626,1.0586447,0.6959102,0.8370537,0.58134526,0.57852864,0.23260614,0.4769748,0.108855724,-0.23228814,-0.3615985,0.016652782,0.46505123,0.0992561,0.63760424,0.5276944,0.6633666,0.566369,0.5000925,0.41544175,1.0138049,0.71113724,0.4979492,1.0602326,0.14331436,0.2884405,0.098887414,0.116696514
0.5772178,0.77183306,0.5374274,0.6831125,1.2830902,0.55421746,0.907371,-0.2048859,0.7889769,1.0962449,0.7144529,0.8542229,0.5844983,0.5781303,0.20498492,0.47546476,0.07783789,-0.302315,-0.43377966,-0.036918554,0.49883568,0.04929977,0.6575126,0.5113029,0.6629664,0.5617897,0.4841827,0.38243398,1.0399133,0.73928463,0.4886813,1.1059158,0.09325541,0.24592905,0.056918662,0.08791811
0.569484,0.79494065,0.53838557,0.68753755,1.3218573,0.55196744,0.9458582,-0.26619917,0.8351603,1.1242992,0.7365472,0.87286574,0.58739346,0.5769364,0.16100794,0.46248326,0.031630613,-0.37546754,-0.5026852,-0.09610507,0.51880777,-0.0068151006,0.66754,0.49441478,0.67027456,0.5608261,0.48456645,0.3513182,1.0766609,0.7672595,0.48253593,1.1529504,0.053109415,0.20522574,0.0060081026,0.06296994
0.57549286,0.81431663,0.5618925,0.7042233,1.3485407,0.53792274,0.9786417,-0.3355331,0.8577674,1.1527987,0.7738023,0.8886824,0.5890964,0.5674723,0.113482386,0.44709307,-0.020677399,-0.4383796,-0.5618532,-0.1610994,0.55621994,-0.06362728,0.6828976,0.49198532,0.67253476,0.54864746,0.4694115,0.32234988,1.1054168,0.7702142,0.45797768,1.1967583,-0.005974411,0.16428517,-0.044587538,0.054873936
0.58407295,0.8324996,0.5747744,0.71059406,1.3613795,0.53430927,1.0076789,-0.3968851,0.8860628,1.19482,0.7829228,0.8952119,0.5957146,0.5531779,0.08426166,0.44295022,-0.07155859,-0.5114146,-0.61881196,-0.22139055,0.6065726,-0.12198298,0.7006073,0.47875673,0.6656413,0.55660105,0.44935745,0.28612635,1.1463451,0.77849835,0.45794767,1.2575455,-0.07019975,0.11675083,-0.081948474,0.022961583
0.5937382,0.8583841,0.5745185,0.7321792,1.3759729,0.53653723,1.048642,-0.46107152,0.9002633,1.2196517,0.80029064,0.9155571,0.6105593,0.55565614,0.0411062,0.4326463,-0.10516131,-0.56672883,-0.67070144,-0.27269655,0.6426514,-0.18821207,0.71894914,0.45842367,0.6738208,0.55478054,0.44623026,0.25887913,1.1913025,0.8020967,0.45028156,1.2841271,-0.11732238,0.065189876,-0.13223474,-0.0042197835
0.5971265,0.8817761,0.5753199,0.73006845,1.4115123,0.53262794,1.1015253,-0.5038536,0.9359738,1.2498074,0.8262454,0.93524456,0.6160701,0.55298173,0.023184355,0.4196096,-0.14478007,-0.62037003,-0.7095059,-0.32958278,0.68210745,-0.24298923,0.73557365,0.43452793,0.6735833,0.5393759,0.4223109,0.21648508,1.2154573,0.8154071,0.43909857,1.3299533,-0.17869656,0.013964731,-0.18264723,-0.03202051
0.60448384,0.9109572,0.58203936,0.73233116,1.4371877,0.52653986,1.1405829,-0.5639276,0.9741205,1.2836835,0.8473557,0.96171695,0.61940014,0.55277544,-0.013282051,0.40598962,-0.1901776,-0.66789895,-0.74818057,-0.38820994,0.7261406,-0.30532894,0.7587628,0.4153057,0.6701365,0.53212386,0.42030197,0.17109971,1.2454016,0.8336186,0.41934574,1.3650917,-0.24501391,-0.04427333,-0.23295802,-0.056170665
0.6068092,0.929374,0.57258815,0.7501322,1.4725689,0.5273263,1.1771164,-0.61269873,1.0199033,1.3095622,0.86938316,0.98684996,0.626598,0.5445294,-0.05936364,0.3942952,-0.235542,-0.70843583,-0.7886682,-0.43556136,0.74298173,-0.36007857,0.7726468,0.39263666,0.66021013,0.52226233,0.4100009,0.11926908,1.2809837,0.8697274,0.39988586,1.4047871,-0.2946977,-0.1120018,-0.2855497,-0.086386345
0.61024415,0.9454776,0.57195103,0.7701302,1.5006596,0.527348,1.2192507,-0.6682654,1.0566525,1.3304653,0.8991159,0.9988247,0.6361061,0.5372396,-0.10263603,0.37181443,-0.28399768,-0.7491927,-0.8280505,-0.4781735,0.7683562,-0.4276058,0.8098363,0.36803246,0.66096216,0.5177734,0.3960513,0.065913066,1.3128756,0.897377,0.3668749,1.4410028,-0.3421897,-0.16872284,-0.33490196,-0.109953456
0.6003783,0.973356,0.55868673,0.77074116,1.5358269,0.5216637,1.2513667,-0.70991915,1.077594,1.350365,0.9187872,1.0112556,0.6594048,0.5372044,-0.16171998,0.35512093,-0.33173332,-0.78947824,-0.8609915,-0.53797185,0.811975,-0.4788027,0.8390397,0.34661192,0.65699375,0.5100166,0.37491024,0.008957267,1.3452653,0.9152735,0.34205252,1.4741266,-0.39006957,-0.22992817,-0.3867214,-0.15082946
0.6066957,1.0073276,0.5465569,0.7947877,1.5507313,0.5159653,1.2884787,-0.7523275,1.1115127,1.388795,0.93544596,1.0471525,0.6841191,0.5317727,-0.22561762,0.3355676,-0.37701958,-0.82339674,-0.9009104,-0.57760096,0.8461213,-0.54146343,0.85816354,0.3109843,0.65326416,0.5024323,0.3601256,-0.063960455,1.3765804,0.9666298,0.31790063,1.4983761,-0.43047386,-0.2867201,-0.4268924,-0.19030845
0.6180066,1.031784,0.55798954,0.8083443,1.5598892,0.50285125,1.3242389,-0.78491235,1.1176323,1.4069475,0.97540087,1.0689683,0.7002577,0.5187435,-0.27440438,0.31106883,-0.4214339,-0.8597667,-0.93777364,-0.6292307,0.8632139,-0.58046955,0.8869888,0.2778766,0.65124875,0.5069099,0.33497864,-0.12640437,1.3980329,0.99180555,0.28200638,1.5189228,-0.48027402,-0.35361618,-0.47676033,-0.22224405
0.6238237,1.0601736,0.5417862,0.82269204,1.5956275,0.48680606,1.3477114,-0.81827873,1.1417495,1.4169952,0.9924126,1.0975304,0.7176892,0.5030837,-0.3164526,0.27457142,-0.46469927,-0.8903133,-0.96902204,-0.6731014,0.8942395,-0.61126995,0.9226536,0.24031869,0.6444457,0.5044023,0.30802238,-0.19347757,1.4298177,1.0206064,0.23222043,1.5341623,-0.5235809,-0.41347152,-0.5274141,-0.2613873
0.61535984,1.1004086,0.5317668,0.830547,1.619567,0.47134358,1.366223,-0.8525718,1.1656052,1.4452115,1.0374234,1.1058204,0.73567665,0.4903984,-0.36498687,0.23316477,-0.51166636,-0.9210346,-0.99135315,-0.71140915,0.9319861,-0.63163304,0.95562303,0.19053549,0.6299173,0.4837032,0.28875202,-0.25304174,1.4625525,1.0498542,0.18633991,1.5696355,-0.56579244,-0.4457732,-0.5718579,-0.29873466
0.61138815,1.1365921,0.5158357,0.84642947,1.644252,0.4506297,1.3838247,-0.8873738,1.2103705,1.4634767,1.0667427,1.1340222,0.75494486,0.4921201,-0.40979332,0.20256494,-0.5464185,-0.94999045,-1.0177689,-0.75177085,0.9689018,-0.6666558,0.988625,0.14026904,0.61641604,0.4689196,0.25201258,-0.3080205,1.476767,1.0827224,0.14402136,1.5942656,-0.6106611,-0.4927255,-0.6121963,-0.32330492
0.6090315,1.1753998,0.50283384,0.8506458,1.649997,0.42826584,1.4083761,-0.9203674,1.2355468,1.4799801,1.0845498,1.1603236,0.7791356,0.4735079,-0.44907746,0.16140154,-0.58364326,-0.97571987,-1.035761,-0.7914321,1.0042349,-0.70452935,1.0144709,0.09235921,0.6191146,0.4608246,0.21772625,-0.36437145,1.4995397,1.1114204,0.083474,1.6212652,-0.65595555,-0.53998756,-0.6529785,-0.35374972
0.5930625,1.2060786,0.48180896,0.8613705,1.6706665,0.41919842,1.4442576,-0.9471838,1.2486229,1.5033286,1.1049638,1.1740026,0.7978845,0.46594983,-0.49296468,0.11604609,-0.63478976,-1.0015904,-1.0598451,-0.82753706,1.0393608,-0.7366054,1.0349876,0.04711671,0.6066745,0.44732928,0.1748501,-0.41490996,1.5257735,1.1473255,0.027494548,1.6494482,-0.70380163,-0.588076,-0.69191307,-0.38194948
0.5861246,1.2405796,0.4605846,0.87900305,1.7098837,0.3917099,1.4750692,-0.9730596,1.2759855,1.5167928,1.1201888,1.197505,0.81756437,0.4507344,-0.5300223,0.0658111,-0.66835773,-1.0239501,-1.0830063,-0.8582688,1.0646508,-0.7670844,1.0587901,-0.010406895,0.58851796,0.4419737,0.14026472,-0.46464908,1.5475967,1.1857415,-0.021245848,1.6579847,-0.7429216,-0.6305525,-0.7280536,-0.43453476
0.58266056,1.2890415,0.43224585,0.89355856,1.7162931,0.37778905,1.5152831,-1.0032223,1.3006651,1.5387297,1.1534933,1.2125303,0.85444874,0.44622383,-0.561548,0.023029126,-0.70148206,-1.0535115,-1.099179,-0.8901675,1.0983329,-0.7974813,1.0857615,-0.06847006,0.59224784,0.43965286,0.106594905,-0.5186806,1.5705829,1.2107949,-0.0834863,1.6772034,-0.77585477,-0.6626716,-0.7573075,-0.46029294
0.5663375,1.3139329,0.41930887,0.8917374,1.7363322,0.3759636,1.543685,-1.0310224,1.3295485,1.5420214,1.1874193,1.227237,0.8654537,0.45533326,-0.60304934,-0.022417905,-0.73410594,-1.0764296,-1.1214336,-0.9149574,1.121175,-0.82791257,1.1104099,-0.13504384,0.57921255,0.42679477,0.046372186,-0.56206983,1.5909044,1.2335926,-0.14327782,1.7095743,-0.81278646,-0.696253,-0.788532,-0.48976633
0.55278784,1.3285116,0.40342462,0.9110491,1.7659712,0.3463045,1.5635853,-1.0583837,1.3811342,1.5597123,1.2153478,1.2508633,0.8864661,0.44632843,-0.64353484,-0.0779647,-0.7678946,-1.0942047,-1.1440943,-0.94602644,1.1512051,-0.8611755,1.1449139,-0.19512148,0.5628434,0.41519046,-0.012593747,-0.6005717,1.6049135,1.2515891,-0.20511776,1.7231845,-0.84606594,-0.74527764,-0.82312757,-0.514013
0.5320741,1.3564335,0.38474467,0.9251448,1.7851844,0.31751916,1.5723561,-1.081478,1.4081395,1.5872847,1.2486622,1.2797022,0.91011953,0.42178464,-0.6728654,-0.14389439,-0.7987143,-1.1107532,-1.1697704,-0.9670463,1.1700177,-0.88892883,1.152923,-0.25543946,0.5393342,0.39220792,-0.059901033,-0.6417479,1.6353123,1.2751894,-0.26814264,1.757941,-0.87696743,-0.78178245,-0.8557423,-0.54359925
0.51763576,1.3749778,0.367158,0.93470496,1.7986611,0.3044403,1.5971918,-1.0974934,1.432164,1.6216736,1.285506,1.2912624,0.9349582,0.41403356,-0.7040499,-0.20725901,-0.8240391,-1.1330678,-1.191093,-0.98509955,1.1965415,-0.91363704,1.173917,-0.31958854,0.52761173,0.3773509,-0.10979,-0.6766842,1.6587821,1.3004097,-0.31905234,1.7761505,-0.9025076,-0.81629634,-0.88544923,-0.5718395
0.4956044,1.3861951,0.3264884,0.96285474,1.8111522,0.2610934,1.6123933,-1.1157514,1.4539032,1.6386137,1.3246913,1.3022319,0.968691,0.3875975,-0.7370286,-0.27072167,-0.8535924,-1.154041,-1.210229,-1.0099622,1.2145528,-0.9406235,1.1938677,-0.38126466,0.5097775,0.3645811,-0.1716173,-0.7081697,1.6801466,1.3388016,-0.37430933,1.7928935,-0.93022394,-0.8444148,-0.9144324,-0.5877244
0.47537434,1.4238816,0.28513372,0.9765413,1.8255002,0.23249401,1.6310757,-1.1360614,1.4928292,1.6490284,1.3492298,1.3160939,1.010962,0.3647834,-0.7666008,-0.3365904,-0.87972796,-1.172964,-1.2297617,-1.036582,1.2311552,-0.97116506,1.209154,-0.44366956,0.49556208,0.3422102,-0.22370414,-0.7345318,1.6931365,1.352571,-0.43218493,1.801181,-0.958993,-0.8674148,-0.94845784,-0.610247
0.44539365,1.4426022,0.2447303,0.9874913,1.8514442,0.19337863,1.6475084,-1.1548885,1.5242426,1.6740476,1.3704042,1.3329982,1.032295,0.35851604,-0.78647596,-0.38626078,-0.9059184,-1.1990803,-1.2480886,-1.0543782,1.2526221,-1.008113,1.2284944,-0.49667165,0.47283986,0.31413668,-0.2732033,-0.75175637,1.7095243,1.3750255,-0.4795573,1.8144172,-0.9836891,-0.8923698,-0.97584045,-0.6350156
0.4173196,1.4631386,0.18914896,1.0072092,1.8597221,0.15502423,1.6542743,-1.1739753,1.5292335,1.6759496,1.4080026,1.350957,1.0684758,0.3388651,-0.82270825,-0.44521368,-0.93437463,-1.2183217,-1.2641548,-1.0824786,1.2757287,-1.0302415,1.2652452,-0.5498716,0.4386293,0.27406868,-0.32785967,-0.77745235,1.7361256,1.3992281,-0.533855,1.8313664,-1.0023386,-0.9210614,-0.9983534,-0.65153456
0.37757695,1.4912033,0.13211766,1.0488404,1.8822147,0.12021561,1.6645578,-1.1926942,1.5607725,1.6961858,1.427644,1.3788112,1.0804414,0.31442997,-0.84034914,-0.49621785,-0.9612352,-1.2355027,-1.2818196,-1.1010331,1.3192873,-1.0546627,1.2960664,-0.5962707,0.40528172,0.24772866,-0.38381264,-0.81240267,1.7417351,1.4264145,-0.5817523,1.8461864,-1.0339571,-0.947389,-1.0195324,-0.6793564
0.3319426,1.5327786,0.07308092,1.0628144,1.8910899,0.07223467,1.6901494,-1.2108182,1.5788074,1.7146763,1.4554205,1.3933146,1.1189593,0.29208395,-0.8806076,-0.53487724,-0.9944805,-1.2453159,-1.2991339,-1.1202158,1.3297681,-1.0754987,1.3149097,-0.6396205,0.3722381,0.20501696,-0.43376896,-0.8470872,1.7540771,1.4434988,-0.626611,1.8678639,-1.0512396,-0.97547984,-1.0435511,-0.6744014
0.28214195,1.5495902,0.019223435,1.0795395,1.9027641,0.02545919,1.7315284,-1.2360468,1.6183124,1.7244045,1.479731,1.4175504,1.141253,0.29500043,-0.9068185,-0.5854051,-1.0140047,-1.2449164,-1.3161151,-1.1402842,1.3490397,-1.1106373,1.3204404,-0.6823643,0.3268056,0.14618923,-0.48384884,-0.8803482,1.784738,1.4703678,-0.66101825,1.8796047,-1.0756828,-1.0013988,-1.0633215,-0.7027229
0.2260319,1.5677992,-0.039081264,1.0979372,1.9211574,-0.0213264,1.7420287,-1.2450132,1.6314911,1.7406005,1.5054964,1.4255177,1.1620274,0.27423802,-0.9409305,-0.6299936,-1.0311816,-1.2558807,-1.3327786,-1.1549783,1.386803,-1.1290618,1.3331794,-0.7210027,0.2776509,0.10674422,-0.5200094,-0.90237004,1.7882352,1.4908663,-0.7115943,1.9002963,-1.1038162,-1.0311997,-1.0910497,-0.7240859
0.16473077,1.5944213,-0.10359545,1.128795,1.9251889,-0.07647486,1.755524,-1.2606432,1.6472068,1.7645434,1.5457345,1.4313655,1.1847268,0.26047453,-0.9597174,-0.6769605,-1.0533439,-1.2697303,-1.3491392,-1.1705315,1.4005045,-1.1468414,1.3485421,-0.7681135,0.23245715,0.05062008,-0.5533704,-0.9258994,1.7915182,1.5212654,-0.7502116,1.9126654,-1.1312156,-1.051735,-1.115964,-0.7546058
0.10967691,1.6180422,-0.17635204,1.1427696,1.9266857,-0.11971037,1.7772937,-1.2762263,1.6671084,1.7836763,1.5556252,1.4474393,1.2111832,0.23278873,-0.9769615,-0.7174018,-1.0808294,-1.2864999,-1.3616961,-1.1978494,1.4097328,-1.1655341,1.3592745,-0.8040896,0.17442851,-0.00989526,-0.5970734,-0.9508488,1.8063629,1.5383067,-0.78540885,1.9276702,-1.1491084,-1.067751,-1.1372311,-0.7725907
0.0526749,1.6415917,-0.23760842,1.1523799,1.9340068,-0.17368306,1.7940596,-1.2891576,1.6930239,1.8074732,1.5763344,1.4711121,1.2286332,0.20386866,-1.0090518,-0.7519843,-1.098901,-1.3249912,-1.3739891,-1.2053224,1.4332834,-1.1811527,1.3664525,-0.84488237,0.102055125,-0.07185277,-0.6395801,-0.9816186,1.7991096,1.540332,-0.8206643,1.940438,-1.1675532,-1.0836565,-1.1698127,-0.8112926
0.0075777844,1.6612602,-0.29686326,1.1769156,1.9381132,-0.20975316,1.8060279,-1.3100024,1.720166,1.8102721,1.6071368,1.4976469,1.2734846,0.18506305,-1.0297779,-0.7871936,-1.1179289,-1.335406,-1.396501,-1.2201663,1.4694071,-1.1969653,1.3862144,-0.88115156,0.031244986,-0.13388576,-0.68336016,-0.9923048,1.8036679,1.555611,-0.8488846,1.9419959,-1.1870317,-1.0998664,-1.1856855,-0.83102703
-0.065447405,1.6833403,-0.35571504,1.1828967,1.9667423,-0.26390523,1.8200533,-1.3288425,1.7343692,1.8209244,1.6256119,1.5083346,1.2910688,0.15464543,-1.0505421,-0.8277428,-1.140836,-1.3454173,-1.4112552,-1.2307637,1.4857284,-1.2171106,1.4212371,-0.9141544,-0.038713813,-0.19901596,-0.72878003,-1.0090048,1.8116513,1.5696317,-0.882043,1.951291,-1.2068399,-1.1194901,-1.2016289,-0.84836996
-0.14342006,1.6872712,-0.41083062,1.2166163,1.9845338,-0.32059842,1.8357798,-1.3428957,1.7478927,1.8450166,1.6220229,1.5380309,1.3132955,0.11996881,-1.0674719,-0.857711,-1.1623541,-1.3545138,-1.4257997,-1.2391787,1.5345073,-1.2319801,1.440722,-0.94273657,-0.11036889,-0.26285294,-0.76344657,-1.0306591,1.82496,1.5804222,-0.90024686,1.9641767,-1.2229776,-1.1368752,-1.2160319,-0.8675703
-0.1999759,1.7201911,-0.46574593,1.2325735,1.9921149,-0.36924306,1.8551878,-1.3490947,1.7482744,1.8522666,1.6419533,1.5612031,1.3383999,0.08031406,-1.0886211,-0.8869159,-1.1754464,-1.3648884,-1.4401625,-1.2473183,1.5379993,-1.2466971,1.4563692,-0.9711878,-0.18736531,-0.31434143,-0.7932961,-1.0543747,1.8306684,1.59737,-0.9188679,1.9931902,-1.2389088,-1.1561612,-1.2314717,-0.88228804
-0.26738167,1.7347804,-0.5226929,1.2340899,1.9939026,-0.40825066,1.8723682,-1.3623872,1.7660898,1.870972,1.6563463,1.5753332,1.3576609,0.024166152,-1.107069,-0.9100452,-1.1908933,-1.3822824,-1.4499775,-1.265212,1.5572584,-1.261364,1.4797165,-0.9986695,-0.25363305,-0.37525415,-0.8349338,-1.0739671,1.8693261,1.6161488,-0.94774014,2.0072176,-1.2551577,-1.1750907,-1.2481287,-0.9072759
