epoch,train_loss,train_total_loss,train_r2,test_loss,test_r2
1,0.15788296510935426,0.4110762244908087,0.8421170711517334,0.15015212129206146,0.8383280038833618
2,0.13501221248926562,0.14645415152304092,0.8649877905845642,0.12961349627226337,0.8604423999786377
3,0.12288854865199068,0.12751656356430496,0.8771114349365234,0.12261120681374517,0.8679819107055664
4,0.122809717791962,0.12416281228317354,0.8771902918815613,0.11885088158146262,0.8720307350158691
5,0.13120988364478336,0.12450793302278278,0.8687901496887207,0.1279041899770039,0.8622828722000122
6,0.12273121192827981,0.11815019243321702,0.8772687911987305,0.11318571123477394,0.8781305551528931
7,0.11439407154183827,0.12669773919768446,0.8856059312820435,0.11115286228051367,0.880319356918335
8,0.12657189122976192,0.11545031907024934,0.8734281063079834,0.1226493165824035,0.8679408431053162
9,0.12127235759153356,0.1247982710684988,0.8787276744842529,0.11418353177322134,0.8770561814308167
10,0.11133085823299457,0.11421307087008396,0.8886691331863403,0.10938474303005119,0.8822231292724609
11,0.11697000748531722,0.11248539371959743,0.8830299973487854,0.11440139891873177,0.8768215775489807
12,0.10872262233680781,0.12526917945311739,0.8912773728370667,0.1081323367054468,0.8835716247558594
13,0.10788303740232183,0.11158037238417301,0.8921169638633728,0.10743840641690817,0.8843187689781189
14,0.10770096616297004,0.11197699588337258,0.8922990560531616,0.10912216594602198,0.8825058341026306
15,0.10809001934546432,0.11027483358117703,0.8919099569320679,0.10598595210959173,0.8858826756477356
16,0.11381448578451103,0.1115027747989807,0.8861855268478394,0.1168087159759752,0.8742295503616333
17,0.10619834277627299,0.11269252893543516,0.8938016891479492,0.10838907508638827,0.8832951784133911
18,0.1056234162516206,0.10888008579816523,0.8943765759468079,0.10631364303296559,0.8855298161506653
19,0.11162469807818139,0.10844416380045586,0.8883752822875977,0.11199327397689683,0.879414439201355
20,0.1047717638281862,0.10712415394210373,0.8952282667160034,0.1051614521896322,0.8867704272270203
21,0.10419730910184467,0.10660818133564356,0.8958026766777039,0.10536127380992724,0.8865552544593811
22,0.10480255050734909,0.10801641183701223,0.8951974511146545,0.10786132497466318,0.8838633894920349
23,0.10219125078989726,0.10554357332414778,0.8978087306022644,0.10595871809100281,0.8859120011329651
24,0.10415812065661337,0.10689838080375132,0.8958418965339661,0.10449959683555209,0.8874830603599548
25,0.10487189639803769,0.10678292234773235,0.895128071308136,0.10708873387698305,0.884695291519165
26,0.10942554742704112,0.10915598700848075,0.8905744552612305,0.11106337420376587,0.880415678024292
27,0.10403986499085756,0.10734027586903937,0.8959601521492004,0.10688722136453832,0.8849122524261475
28,0.11100473554856773,0.10435367128854986,0.8889952898025513,0.11412604754263339,0.8771180510520935
29,0.10623466482467094,0.10303752594025836,0.8937653303146362,0.1094212263666272,0.882183849811554
30,0.10387208100028075,0.10481830131924637,0.8961279392242432,0.11041918970308517,0.8811092972755432
31,0.09760457816813606,0.10256422857563148,0.9023954272270203,0.10191591392955891,0.8902649879455566
32,0.09923862767998105,0.10063049673959666,0.9007613658905029,0.10264349987700616,0.8894815444946289
33,0.10841927048800079,0.10319246742196334,0.8915807008743286,0.10732065377008493,0.8844455480575562
34,0.0988278061677991,0.10063034127254324,0.9011722207069397,0.10230673709990601,0.8898441791534424
35,0.09667999521004227,0.10376846272867973,0.9033200144767761,0.10297959588986894,0.8891196846961975
36,0.10661331514065432,0.10090052557219721,0.8933866620063782,0.11401960498985056,0.8772326707839966
37,0.09620537213465301,0.0999891374720198,0.9037946462631226,0.1025969155045592,0.8895317316055298
38,0.09962070842727562,0.10092968836979811,0.9003793001174927,0.1020433166868066,0.8901277780532837
39,0.10749145224158632,0.10453375573964692,0.8925085663795471,0.10628539454149397,0.8855602741241455
40,0.09737173949157571,0.109412147521276,0.9026282429695129,0.10407896307413998,0.8879359364509583
41,0.09998461977976889,0.09964509037383788,0.9000154137611389,0.1060038362826395,0.8858634233474731
42,0.09441608169530223,0.09820640061069266,0.905583918094635,0.10365021514140715,0.8883975744247437
43,0.09666137129991055,0.10020000339192547,0.903338611125946,0.10435859387906345,0.8876348733901978
44,0.09604949545617787,0.09615473153546909,0.9039505124092102,0.10251209281223346,0.8896230459213257
45,0.09403755438436277,0.09668806324221678,0.9059624671936035,0.10015509356255536,0.8921608924865723
46,0.0926644612850886,0.09446830657256938,0.9073355197906494,0.1022760010777322,0.8898772597312927
47,0.0923753076343984,0.09471567652103817,0.9076247215270996,0.1031672941014749,0.8889175653457642
48,0.09258046196434623,0.09455935559970068,0.9074195623397827,0.10249949063410446,0.8896366357803345
49,0.10092350500014256,0.09422537574091186,0.899076521396637,0.10191722407503283,0.890263557434082
50,0.09322228100015213,0.09733860331356824,0.9067777395248413,0.1024869520761515,0.8896501064300537
51,0.09352136232480035,0.09428550655236315,0.9064786434173584,0.10532695922434976,0.8865922093391418
52,0.09562796953105654,0.10100858345585241,0.9043720364570618,0.10323331655496434,0.8888465166091919
53,0.09413113070653219,0.09521447845484043,0.9058688879013062,0.10119083052029042,0.8910456895828247
54,0.09082133558277655,0.09271748983523916,0.9091786742210388,0.10162779893917478,0.8905751705169678
55,0.09975960427133379,0.09294426154550019,0.900240421295166,0.10793641362483847,0.8837825655937195
56,0.10026581115823911,0.09396611435935805,0.8997341990470886,0.10736520186738541,0.8843976259231567
57,0.08833153491878322,0.09582885518337039,0.9116684794425964,0.09899402007175669,0.8934110403060913
58,0.09256798460904102,0.09115844046022958,0.9074320197105408,0.10214869425415177,0.8900142908096313
59,0.08972054970836922,0.09239691479542399,0.9102794528007507,0.09940094510242173,0.8929728865623474
60,0.09055384948615684,0.0912837833937239,0.909446120262146,0.09943357119591881,0.8929377794265747
61,0.08983409897737381,0.09547447567429396,0.9101659059524536,0.10096905930882073,0.8912844657897949
