total_gen,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.3673437,0.2784685,8.1174403e-07,0.39149687,0.0015904575,0.0035866296,0.18154733,0.33882257,0.050048765,0.20551345,5.658238e-06,0.06780649,0.23630774,0.09865511,0.0014487155,0.000601834,3.1631882e-07,0.102659516,0.18124856,1.6109772e-05,1.1895076e-05,3.5009103e-05,0.0032306716,5.2718085e-05,0.04718117,1.1278907e-05,2.2903362e-06,0.20066318,6.1377477e-06,1.9525501e-08,4.1639574e-05,0.17319514,0.007228633,0.011897109,0.0013915376,0.045641806,0.22536245,0.06615476,0.37788218,0.115149125,0.5503902,0.30343902,0.0033610885,0.1598916,0.115620844,0.11643849
0.3548761,0.27222186,1.8089621e-07,0.3770985,0.0008488102,0.002052893,0.18555278,0.3311836,0.04347023,0.19946334,1.558057e-06,0.06080717,0.22123688,0.09833126,0.00080517144,0.00026908712,6.418235e-08,0.09678288,0.17634098,5.300575e-06,3.8291246e-06,1.2279276e-05,0.0019572538,1.8423329e-05,0.045010835,3.298781e-06,5.989392e-07,0.18978469,1.796722e-06,3.104431e-09,1.3739936e-05,0.16639021,0.005148014,0.00803333,0.0007671222,0.042579234,0.21607348,0.05787073,0.36994374,0.10698921,0.539159,0.29169616,0.0020095487,0.15602694,0.11098659,0.11138274
0.34172645,0.26380053,3.5762255e-08,0.36455768,0.00043156758,0.0011409044,0.1788921,0.3165115,0.03774691,0.19065367,3.8741427e-07,0.05258692,0.21143575,0.09385779,0.00042816572,0.00011316275,1.1466148e-08,0.09223777,0.17084976,1.5993023e-06,1.1282197e-06,3.971475e-06,0.0011546512,5.9066124e-06,0.042219084,8.7491844e-07,1.4087377e-07,0.18540448,4.7723734e-07,4.2578024e-10,4.1446533e-06,0.15760474,0.003085438,0.005130309,0.00040264812,0.042647485,0.20937794,0.051131804,0.36863816,0.103836216,0.5202314,0.280556,0.0011597803,0.14511307,0.109052636,0.1067176
0.3338451,0.26012588,6.2160677e-09,0.35549095,0.00020701691,0.0005974293,0.16893688,0.3103442,0.032800015,0.1949979,8.6306855e-08,0.04661588,0.20236923,0.08833178,0.00021652883,4.4088752e-05,1.7859437e-09,0.09093345,0.16562481,4.3916995e-07,3.0190972e-07,1.1759852e-06,0.0006521901,1.7274072e-06,0.040078163,2.0901639e-07,2.954897e-08,0.17309988,1.1419481e-07,4.9797656e-11,1.1364416e-06,0.14936115,0.0017927708,0.0032074498,0.00020175487,0.039793156,0.20460922,0.04424654,0.35970026,0.0998589,0.49355224,0.268,0.0006408123,0.1529921,0.10741592,0.09822215
0.32419524,0.2492235,9.406058e-10,0.34866503,9.363697e-05,0.00029617455,0.16278318,0.3055623,0.028055621,0.17930737,1.7082746e-08,0.039161667,0.19573396,0.08370681,0.00010393346,1.5883063e-05,2.399753e-10,0.09348693,0.16018784,1.0898274e-07,7.286057e-08,3.166363e-07,0.0003495314,4.594641e-07,0.03812073,4.4609003e-08,5.4797287e-09,0.1773728,2.4421885e-08,4.904417e-12,2.8116824e-07,0.1471835,0.0009405461,0.0019027608,9.557017e-05,0.042827144,0.19133572,0.037934758,0.35292104,0.095990844,0.4879291,0.2589979,0.0003374032,0.14093845,0.10629777,0.093881875
0.31495172,0.24121904,1.2257383e-10,0.3381529,3.9736104e-05,0.00013917172,0.15594962,0.2978745,0.0236778,0.17884238,2.9771563e-09,0.032841258,0.18792447,0.08398413,4.7131925e-05,5.279505e-06,2.7494647e-11,0.08576149,0.157055,2.4258798e-08,1.573631e-08,7.696902e-08,0.00017930081,1.1021952e-07,0.036664743,8.4347205e-09,8.9000096e-10,0.17106748,4.627948e-09,4.0117635e-13,6.233751e-08,0.14215155,0.0004359066,0.0010883034,4.277223e-05,0.043482736,0.18370068,0.032527287,0.34922633,0.09177145,0.47803795,0.24426605,0.00016897301,0.13646005,0.10307688,0.09183866
0.30193344,0.23700339,1.359391e-11,0.32643765,1.5728103e-05,6.127903e-05,0.15765655,0.29331234,0.01945298,0.16877234,4.5235637e-10,0.028161632,0.17455633,0.08179627,2.008798e-05,1.6093446e-06,2.6521441e-12,0.0813599,0.15428187,4.802472e-09,3.0154315e-09,1.6759506e-08,8.6805034e-05,2.3652102e-08,0.036118016,1.3997273e-09,1.252906e-10,0.16678748,7.698639e-10,2.6846531e-14,1.2286149e-08,0.13712157,0.00018366726,0.00059716165,1.7994234e-05,0.03816919,0.17896189,0.027881328,0.34574828,0.08694166,0.4682516,0.23796774,8.043115e-05,0.12913926,0.10326484,0.08802905
0.29354864,0.23044771,1.266588e-12,0.32186604,5.800274e-06,2.5240874e-05,0.15579416,0.2846991,0.016153032,0.16909136,5.927916e-11,0.021650156,0.17035356,0.079838105,8.029296e-06,4.4756888e-07,2.1240774e-13,0.08130623,0.14690487,8.37987e-10,5.079356e-10,3.2413312e-09,3.9662504e-05,4.502975e-09,0.035424847,2.0179573e-10,1.5116198e-11,0.15947473,1.11282275e-10,1.4455735e-15,2.1333157e-09,0.12994462,6.8850524e-05,0.00030997454,7.0831557e-06,0.038969032,0.17417867,0.023420068,0.33706057,0.083738364,0.46253717,0.22955443,3.616037e-05,0.13070445,0.0986754,0.084686756
0.2835791,0.22448637,9.775214e-14,0.31385365,1.9819383e-06,9.721399e-06,0.14622255,0.2739044,0.013132221,0.16273797,6.6214486e-12,0.017996354,0.16268148,0.08013492,2.9925238e-06,1.12784214e-07,1.3910642e-14,0.07466495,0.14417861,1.2761157e-10,7.445555e-11,5.516916e-10,1.7152242e-05,7.534877e-10,0.0337406,2.4994213e-11,1.5438475e-12,0.15794578,1.3822722e-11,6.1498e-17,3.2312156e-10,0.12582201,2.3507908e-05,0.0001533061,2.596507e-06,0.03582009,0.16666305,0.019622207,0.33312804,0.078762054,0.45330143,0.22209062,1.5297752e-05,0.12537579,0.098206356,0.08355843
0.27568203,0.21748121,6.1529282e-15,0.3053018,6.236302e-07,3.4828533e-06,0.14354421,0.26846534,0.010030665,0.16195732,6.223664e-13,0.013958566,0.15734933,0.07736146,1.0345236e-06,2.5552694e-08,7.325856e-16,0.075928584,0.13901137,1.6777852e-11,9.393283e-12,8.181246e-11,6.942328e-06,1.0969878e-10,0.032561667,2.6275425e-12,1.3168823e-13,0.15137514,1.4576285e-12,2.0258323e-18,4.223496e-11,0.12109058,7.31245e-06,7.160144e-05,8.817916e-07,0.038357705,0.15833823,0.016300894,0.33028936,0.07660829,0.4413165,0.21433342,6.0633984e-06,0.12230333,0.09639349,0.07981928
0.26826194,0.21447048,3.1053162e-16,0.29547176,1.7965921e-07,1.153827e-06,0.13835636,0.2633456,0.0076489314,0.15612781,4.8536618e-14,0.010833485,0.15067492,0.07459813,3.2986122e-07,5.1636304e-09,3.0458474e-17,0.07591209,0.13681056,1.882252e-12,1.0077377e-12,1.0455398e-11,2.6254288e-06,1.3742356e-11,0.031949487,2.313528e-13,9.243922e-15,0.14875364,1.2877386e-13,5.05361e-20,4.7082724e-12,0.12049708,2.0619134e-06,3.1525607e-05,2.7579568e-07,0.03691365,0.15564029,0.013158217,0.32375747,0.07384734,0.43390748,0.21108636,2.2392965e-06,0.11704678,0.096524864,0.08026701
0.2611153,0.2115027,1.2332775e-17,0.28913635,4.7051135e-08,3.5143293e-07,0.13432738,0.26199582,0.00546567,0.15181154,3.092615e-15,0.008349182,0.14209609,0.07423666,9.6403625e-08,9.2234526e-10,9.796713e-19,0.06930876,0.1331515,1.7788594e-13,9.073698e-14,1.1378264e-12,9.21548e-07,1.4635927e-12,0.030761333,1.6815168e-14,5.2540945e-16,0.14227763,9.393645e-15,9.313931e-22,4.419219e-13,0.11358362,5.252166e-07,1.3040241e-05,7.894665e-08,0.034458883,0.15155408,0.010579058,0.31840754,0.07014191,0.43009096,0.20118168,7.668949e-07,0.11456553,0.09824181,0.07495431
0.25612777,0.20855854,3.7754788e-19,0.28298816,1.1122253e-08,9.772216e-08,0.1344812,0.25365722,0.0037698834,0.14719465,1.5829575e-16,0.006008169,0.13489693,0.07158399,2.5652415e-08,1.442233e-10,2.3835828e-20,0.066161856,0.13038814,1.39649644e-14,6.7590735e-15,1.04080197e-13,2.986444e-07,1.3078384e-13,0.029360263,9.929123e-16,2.375427e-17,0.14029306,5.568765e-16,1.2338705e-23,3.4436036e-14,0.11326285,1.2038034e-07,5.038575e-06,2.0541428e-08,0.032254577,0.1522246,0.008301214,0.312126,0.07004629,0.42085773,0.19523355,2.4211656e-07,0.109994024,0.09068358,0.07446269
0.25004166,0.20265575,8.707943e-21,0.27695245,2.3542583e-09,2.4655673e-08,0.13335495,0.24393225,0.0024769735,0.1442083,6.3887547e-18,0.0043008015,0.13395841,0.07044239,6.170053e-09,1.953397e-11,4.279104e-22,0.067609705,0.1268029,8.968133e-16,4.100329e-16,7.88908e-15,8.885624e-08,9.664971e-15,0.02874059,4.6806425e-17,8.376772e-19,0.13438419,2.6364273e-17,1.1394159e-25,2.1936705e-15,0.11062621,2.462734e-08,1.8093749e-06,4.8225677e-09,0.035099793,0.1460126,0.006376655,0.3048659,0.0703623,0.4033625,0.19291253,7.003062e-08,0.10736779,0.09115408,0.07424148
0.24222982,0.19677311,1.475296e-22,0.27050364,4.423767e-10,5.598629e-09,0.13458069,0.23864543,0.0015576887,0.1406867,1.9918527e-19,0.002917439,0.12708098,0.07095416,1.330937e-09,2.2654207e-12,5.5134325e-24,0.06487537,0.12478883,4.6324616e-17,1.9910065e-17,4.878343e-16,2.4102794e-08,5.8143195e-16,0.027111562,1.7279138e-18,2.254787e-20,0.1301812,9.778204e-19,7.0861155e-28,1.123247e-16,0.10699286,4.459182e-09,6.0165354e-07,1.01346e-09,0.032983378,0.14320025,0.0048256335,0.2971924,0.06897317,0.40042794,0.18765396,1.843265e-08,0.10630238,0.09368475,0.07263966
0.23553593,0.19475952,1.784857e-24,0.26279947,7.3103475e-11,1.1350726e-09,0.12828383,0.23808168,0.0009315976,0.13705707,4.6896973e-21,0.0019161201,0.12425585,0.065421484,2.5528896e-10,2.2215073e-13,4.9431288e-26,0.065228045,0.12191974,1.8894007e-18,7.5926495e-19,2.4191633e-17,5.9193677e-09,2.7984552e-17,0.027070554,4.8902853e-20,4.522968e-22,0.1302452,2.781484e-20,2.8546455e-30,4.537862e-18,0.10800499,7.0783945e-10,1.8401218e-07,1.8898871e-10,0.032718994,0.13806218,0.0036283764,0.29603198,0.062809795,0.3917597,0.18518263,4.382762e-09,0.1051354,0.091064475,0.06934701
0.23137304,0.18528219,1.494095e-26,0.25679696,1.0516107e-11,2.0364209e-10,0.12618124,0.23327377,0.00052758364,0.13953005,8.13125e-23,0.0012348894,0.11693544,0.065156646,4.3140935e-11,1.8168425e-14,2.9785484e-28,0.06668689,0.11898315,5.9617324e-20,2.2267571e-20,9.441124e-19,1.3062331e-09,1.0572395e-18,0.02631399,1.0364124e-21,6.5836907e-24,0.1295352,5.9275983e-22,7.1270965e-33,1.4170907e-19,0.10383888,9.7488136e-11,5.143931e-08,3.0978803e-11,0.032852445,0.13486406,0.0026460355,0.29045048,0.061498497,0.3878317,0.18181054,9.339444e-10,0.10243533,0.08829704,0.069973096
0.22484526,0.18628363,8.352059e-29,0.24952295,1.302298e-12,3.201876e-11,0.1222833,0.2293886,0.00028176644,0.12919006,1.0095804e-24,0.0007555226,0.117400795,0.06435224,6.3584914e-12,1.2207439e-15,1.1598228e-30,0.061625052,0.116117425,1.4228534e-21,4.9072707e-22,2.8400535e-20,2.5682206e-10,3.0699148e-20,0.025872486,1.602442e-23,6.750732e-26,0.1222456,9.2204445e-24,1.0482861e-35,3.3441052e-21,0.0981173,1.1517482e-11,1.3051748e-08,4.418077e-12,0.03057185,0.12996098,0.0019007332,0.28959897,0.05912997,0.3769951,0.1752569,1.7683639e-10,0.09886958,0.088700175,0.066531
0.22204863,0.18139046,2.995234e-31,0.24622953,1.3716327e-13,4.365776e-12,0.11958315,0.21875836,0.00014319867,0.13113253,8.699806e-27,0.00044914748,0.11039123,0.064084195,8.084719e-13,6.62837e-17,2.7911592e-33,0.0622642,0.112945825,2.5051009e-23,7.919876e-24,6.435745e-22,4.458274e-11,6.693749e-22,0.02378902,1.755698e-25,4.7164585e-28,0.12268636,1.01693064e-25,8.566035e-39,5.8155684e-23,0.09777483,1.1527993e-12,2.9836509e-09,5.4210683e-13,0.03096039,0.1303565,0.0013279797,0.28442797,0.057835087,0.37308067,0.16905777,2.9474166e-11,0.1018053,0.08988281,0.064436845
0.21517158,0.17917465,6.583433e-34,0.24037911,1.2125156e-14,5.1033364e-13,0.12023479,0.21920355,6.836214e-05,0.12386692,5.0234747e-29,0.00025694887,0.110427134,0.063986644,8.762552e-14,2.856244e-18,3.9442822e-36,0.061672043,0.110787265,3.1643356e-25,9.09619e-26,1.07097555e-23,6.7659255e-12,1.06803925e-23,0.024191748,1.3194478e-27,2.1626386e-30,0.11608338,7.6980754e-28,3.631e-42,7.2476763e-25,0.094804876,9.643546e-14,6.0953304e-10,5.653612e-14,0.03055769,0.12825663,0.00090447644,0.28107733,0.05504804,0.36834612,0.17081566,4.2807485e-12,0.09708623,0.085335344,0.064251475
0.20987941,0.17450161,8.41548e-37,0.23489864,8.8669336e-16,5.0506396e-14,0.12317201,0.21607174,3.092352e-05,0.12479962,1.868025e-31,0.00014089719,0.10469544,0.06238279,7.990799e-15,9.5747545e-20,3.084661e-39,0.057650443,0.1100042,2.7799092e-27,7.200104e-28,1.2721864e-25,8.880571e-13,1.2116796e-25,0.022735754,6.5568405e-30,6.237246e-33,0.116358966,3.8560612e-30,1e-45,6.2739005e-27,0.09236371,6.642735e-15,1.1029803e-10,4.9451253e-15,0.028745733,0.12633303,0.0005993683,0.27689424,0.05566813,0.36089957,0.16498543,5.3579976e-13,0.09777649,0.08420269,0.063872196
