wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.16391543,0.010348523,0.17660868,0.104053676,0.089587614,0.06692487,0.21084249,0.07058326,0.027752481,0.15092134,0.009053158,0.15667632,0.35136956,0.15866403,0.023824038,0.09231549,0.010050674,0.034349043,0.023402713,0.00814696,0.109087124,0.5399567,0.038909387,0.10420991,0.017346105,0.030106282,0.010960778,0.017228141,0.019580133,0.05642115,0.020072596,0.004765271,0.004301143,0.16008787,0.015102122,0.047204066,0.09548498,0.19505063,0.3532172,0.4834076,0.19425918,0.0772174
0.13727899,0.0055664107,0.14229655,0.09302515,0.07742761,0.05842947,0.19198571,0.059766594,0.020330044,0.13820028,0.004481272,0.13384806,0.3190069,0.14734964,0.014965178,0.079139665,0.0051368554,0.02539232,0.014395173,0.0039412966,0.08087426,0.51685303,0.024861693,0.07961765,0.010957955,0.024119856,0.0056116637,0.009705633,0.012153428,0.056628514,0.0125878025,0.0020682036,0.0018344587,0.14927933,0.008540755,0.03395698,0.078222014,0.18246447,0.33838338,0.46367866,0.17434654,0.06664086
0.11720135,0.0028429963,0.1158385,0.08429408,0.07078439,0.05332795,0.17449073,0.049773473,0.01686778,0.12914868,0.002063202,0.11394677,0.28444144,0.13531049,0.009304714,0.06990788,0.002356179,0.020255802,0.008508517,0.0017691496,0.06152263,0.49430475,0.015482274,0.060244624,0.0066604586,0.02053451,0.0026364434,0.005570662,0.006802899,0.061663963,0.0071399035,0.00081987126,0.0007158321,0.1356563,0.004415578,0.023964617,0.06453678,0.17280601,0.3226134,0.44691443,0.15805636,0.057641666
0.10223749,0.0013541988,0.09290016,0.075332,0.062329903,0.04498969,0.1570042,0.042859603,0.012293324,0.121861495,0.0008704731,0.09928648,0.25403216,0.12362816,0.005409057,0.06052752,0.0009813167,0.015364446,0.004807274,0.00073709636,0.045037456,0.4774377,0.008974725,0.04497645,0.0038453182,0.01601797,0.0011311854,0.0027996225,0.0032498823,0.061145302,0.0034120018,0.0002958158,0.00025037734,0.12324569,0.001980741,0.016770542,0.053651445,0.16482697,0.3085706,0.43289667,0.14796144,0.049881157
0.0887151,0.00059864746,0.0755684,0.06982877,0.05949121,0.04049374,0.14903384,0.036963347,0.009642076,0.11524593,0.00033764524,0.08391908,0.23475496,0.117521584,0.0030643847,0.05455365,0.00036928352,0.0120592015,0.0025633567,0.00028279974,0.033763487,0.4604149,0.005114005,0.03293986,0.0020488866,0.013804408,0.00044800184,0.001341866,0.0013879265,0.06357296,0.0014279564,9.659538e-05,7.926799e-05,0.113954,0.0007828234,0.011944946,0.04377667,0.15254888,0.2904081,0.40780154,0.13587315,0.04568816
0.08545653,0.00024641232,0.06264799,0.06456158,0.053682294,0.039452385,0.14100915,0.032393306,0.0075915307,0.10882139,0.00012086061,0.07577408,0.21883497,0.11377423,0.0016021827,0.048849672,0.00012528014,0.009812422,0.0012983877,9.966343e-05,0.024791094,0.43978333,0.0027151098,0.023695003,0.0010016395,0.011387257,0.00016148236,0.00058344344,0.00052992086,0.06443456,0.0005275885,2.8472805e-05,2.260597e-05,0.10689888,0.00026928677,0.00799741,0.036105473,0.14630984,0.2806014,0.39729986,0.12488591,0.04305255
0.07795803,9.369858e-05,0.05034422,0.058601737,0.05048009,0.036275625,0.13693261,0.030263426,0.0065780235,0.10326474,3.928114e-05,0.0657828,0.19860539,0.105964094,0.0007953568,0.04347818,3.8387825e-05,0.008157347,0.0006189947,3.2043667e-05,0.01796139,0.42343473,0.0013737007,0.016653143,0.00042782578,0.0098292595,5.3094547e-05,0.00023843034,0.00018115484,0.059543904,0.00017251536,7.5377666e-06,5.774081e-06,0.100118436,8.1774575e-05,0.005046775,0.030166578,0.1395283,0.26896736,0.39040464,0.1121081,0.038707476
0.0723582,3.2799817e-05,0.0410822,0.055487603,0.045684557,0.03306591,0.12756269,0.026151875,0.005395339,0.09643196,1.1579785e-05,0.059006292,0.1839255,0.10317601,0.000366631,0.039255474,1.0552233e-05,0.0065362966,0.0002769126,9.3532835e-06,0.012982013,0.40660977,0.00064200995,0.011502784,0.00016810157,0.007797257,1.5843028e-05,9.058837e-05,5.6039047e-05,0.059957556,5.0842482e-05,1.7819466e-06,1.3132768e-06,0.09426542,2.1978043e-05,0.0029481633,0.024412803,0.13384406,0.25962532,0.37765902,0.10616238,0.03731717
0.06796422,1.0531686e-05,0.033022817,0.050735787,0.042376865,0.030322496,0.12303102,0.02325966,0.0053854533,0.09345767,3.070032e-06,0.051872667,0.16945522,0.09576958,0.0001592876,0.034865655,2.6006103e-06,0.00533537,0.000116309166,2.4640763e-06,0.009120889,0.39220303,0.00028017972,0.007699631,5.857045e-05,0.0060191387,4.2670363e-06,3.1549247e-05,1.5659884e-05,0.06069545,1.3428176e-05,3.7289735e-07,2.6384265e-07,0.09092365,5.252727e-06,0.0014566777,0.020468367,0.12423851,0.24656554,0.35774672,0.10079224,0.03571398
0.06423816,3.0786566e-06,0.026701821,0.047324978,0.039626945,0.028335774,0.12205726,0.021310588,0.0050948546,0.089345746,7.290728e-07,0.045239586,0.1627077,0.092958435,6.444512e-05,0.031758465,5.7030064e-07,0.0043192576,4.5484627e-05,5.8144684e-07,0.0063110753,0.3786713,0.000114813614,0.0050327624,1.8692035e-05,0.0045211804,1.0311117e-06,1.0078521e-05,3.9353968e-06,0.05804905,3.171529e-06,6.8532124e-08,4.6401347e-08,0.08551536,1.1112729e-06,0.0006577874,0.016279327,0.11914229,0.24031316,0.34996557,0.09431826,0.036039066
0.061806418,8.139765e-07,0.020868698,0.044186547,0.03666397,0.027337644,0.11591734,0.019082107,0.005505155,0.08526273,1.5388753e-07,0.039610673,0.15043166,0.09077849,2.4173212e-05,0.028173674,1.1043476e-07,0.0034586692,1.6470758e-05,1.2193361e-07,0.004200614,0.3660984,4.3718464e-05,0.0031524054,5.4204647e-06,0.0032730962,2.2184722e-07,2.928896e-06,8.826288e-07,0.055778738,6.650185e-07,1.0958564e-08,7.0730635e-09,0.08176628,2.06749e-07,0.00025681188,0.013293354,0.11417915,0.23452117,0.34176338,0.0912901,0.03455452
0.056699634,1.9331577e-07,0.01588873,0.041067105,0.036177024,0.025982419,0.113494046,0.017088689,0.0061706468,0.08152328,2.862407e-08,0.033426672,0.1418124,0.087143205,8.390327e-06,0.025446033,1.8710745e-08,0.0023424109,5.499292e-06,2.2529598e-08,0.0027332553,0.3525644,1.5385489e-05,0.0019069274,1.4169648e-06,0.0023329887,4.214473e-08,7.7092403e-07,1.7535818e-07,0.054158103,1.2283273e-07,1.5087256e-09,9.2445296e-10,0.080304824,3.3530704e-08,9.144825e-05,0.010579538,0.1092712,0.22719678,0.33457962,0.085202,0.033048756
0.055454876,4.0917847e-08,0.012336096,0.038501196,0.03348793,0.024184242,0.10846218,0.015296912,0.0075275367,0.079570085,4.648798e-09,0.028980074,0.13405998,0.08295785,2.673347e-06,0.022630982,2.7462543e-09,0.0015223278,1.6831821e-06,3.6327836e-09,0.0017201278,0.34052408,4.9813466e-06,0.0011120455,3.316789e-07,0.0014468068,7.0038286e-09,1.8232674e-07,3.0590286e-08,0.05234032,1.9793553e-08,1.7678486e-10,1.02380486e-10,0.0752172,4.692478e-09,2.9072937e-05,0.008169218,0.10392349,0.22180872,0.32653555,0.08482467,0.034622468
0.053406984,7.651787e-09,0.0093952855,0.036806334,0.032217942,0.023496287,0.1069907,0.0140960775,0.008238597,0.076115265,6.524046e-10,0.024031429,0.12618722,0.08092106,7.783688e-07,0.020394545,3.4534997e-10,0.0008403852,4.6911845e-07,5.058952e-10,0.001030261,0.3282849,1.4758398e-06,0.00061945437,6.9091065e-08,0.0007981359,1.0077826e-09,3.8441698e-08,4.6387694e-09,0.053406652,2.7547609e-09,1.7410316e-11,9.4834305e-12,0.07356003,5.603349e-10,8.304304e-06,0.006382449,0.09791222,0.21382786,0.32196537,0.08347779,0.03210729
0.05293199,1.2523218e-09,0.0069004237,0.03423871,0.03014721,0.022192394,0.10154266,0.01349377,0.009659485,0.07333445,7.822476e-11,0.020472068,0.11968789,0.07868917,2.0566854e-07,0.017991656,3.6761857e-11,0.00041884035,1.1823534e-07,6.0153285e-11,0.00059024204,0.31507093,3.974767e-07,0.0003300746,1.26972886e-08,0.00039187574,1.2416018e-10,7.1643838e-09,6.0494976e-10,0.051736057,3.2733122e-10,1.4213288e-12,7.2433774e-13,0.069674425,5.6388415e-11,2.1237317e-06,0.004620171,0.093497254,0.20953688,0.31298938,0.08085547,0.031534303
0.05260728,1.7754048e-10,0.004973079,0.03218003,0.02820883,0.021974528,0.1011435,0.01211127,0.010027818,0.07008166,7.914798e-12,0.016505199,0.11261914,0.08034118,4.8961937e-08,0.01537777,3.2689418e-12,0.0001859215,2.6748294e-08,6.0314496e-12,0.00032051074,0.30365214,9.658425e-08,0.00016725934,2.039853e-09,0.00016393115,1.2938064e-11,1.1692116e-09,6.7048284e-11,0.05206416,3.2797928e-11,9.4739016e-14,4.4910693e-14,0.06803613,4.7175245e-12,4.854779e-07,0.0032053401,0.08934937,0.2073027,0.30351764,0.07963739,0.03330302
0.052198198,2.155826e-11,0.0034860873,0.029237274,0.027317554,0.019902995,0.10174552,0.0115334885,0.011145165,0.069360845,6.6665976e-13,0.013256518,0.10871743,0.07470789,1.0419086e-08,0.013385316,2.3932343e-13,7.596246e-05,5.38669e-09,5.030575e-13,0.0001663227,0.295803,2.101103e-08,8.0070335e-05,2.8360078e-10,6.21415e-05,1.1251627e-12,1.6536053e-10,6.234325e-12,0.05177409,2.7334255e-12,5.0708182e-15,2.221851e-15,0.06655675,3.232396e-13,9.874197e-08,0.0021230236,0.08447178,0.20223835,0.28914008,0.078502946,0.030424017
0.052211385,2.214721e-12,0.0023516172,0.027469728,0.025159525,0.019396985,0.10290392,0.010196957,0.010976034,0.066920124,4.6053842e-14,0.010137964,0.10745324,0.07444251,1.9648232e-09,0.011535871,1.4197479e-14,2.85873e-05,9.570152e-10,3.4383134e-14,8.162843e-05,0.28723636,4.0575054e-09,3.6288933e-05,3.3737128e-11,2.1386451e-05,8.047317e-14,2.0040912e-11,4.79474e-13,0.050084196,1.8666939e-13,2.139815e-16,8.606042e-17,0.06396484,1.7843694e-14,1.771769e-08,0.0013357647,0.077058524,0.1919844,0.2841671,0.07418249,0.03296938
0.051661998,1.8991762e-13,0.0015453151,0.025755404,0.024500517,0.01834821,0.09830032,0.009392157,0.010318996,0.06630553,2.5669744e-15,0.0074437493,0.10204785,0.07461976,3.2528383e-10,0.009871019,6.7061907e-16,9.938585e-06,1.4854018e-10,1.8943748e-15,3.791008e-05,0.2795516,6.8927436e-10,1.5477443e-05,3.391549e-12,6.6936373e-06,4.6578524e-15,2.0557811e-12,3.0030266e-14,0.050746426,1.02754575e-14,6.9764355e-18,2.5557304e-18,0.062636584,7.793693e-16,2.7777578e-09,0.00077902107,0.073094025,0.18761666,0.2796319,0.073273204,0.031108303
0.050708383,1.3395134e-14,0.0009884682,0.024412118,0.02325245,0.017625555,0.10074236,0.008293986,0.010543868,0.063768245,1.1338605e-16,0.0052786213,0.09939726,0.07328036,4.6795425e-11,0.008451437,2.4739766e-17,3.1824254e-06,1.9928382e-11,8.262785e-17,1.6557455e-05,0.2724849,1.0196195e-10,6.1856035e-06,2.842331e-13,1.9076442e-06,2.1435505e-16,1.7610116e-13,1.5057429e-15,0.048477083,4.4774993e-16,1.718415e-19,5.685617e-20,0.05794124,2.6402388e-17,3.7666484e-10,0.0004282213,0.06987252,0.18423253,0.27478522,0.06947417,0.031221585
0.052818105,7.6460775e-16,0.00060918846,0.022548428,0.024110153,0.017594052,0.09880022,0.0075529222,0.0114103155,0.062816195,3.8910448e-18,0.0036275412,0.09465379,0.07069627,5.7850482e-12,0.006987216,6.977714e-19,9.323565e-07,2.2843437e-12,2.7968633e-18,6.789567e-06,0.26119986,1.2991271e-11,2.3041366e-06,1.9564362e-14,4.9320823e-07,7.691779e-18,1.24128875e-14,5.931548e-17,0.051145602,1.5139625e-17,3.1194162e-21,9.234177e-22,0.060072914,6.7859493e-19,4.3673305e-11,0.00021672987,0.06333686,0.17906089,0.26664895,0.06719993,0.031579357
0.052568275,3.4699026e-17,0.0003571391,0.02095987,0.022333998,0.017082384,0.10152359,0.0061929994,0.010939023,0.06115088,1.0149051e-19,0.0023244796,0.09586105,0.07069794,6.071408e-13,0.0056870608,1.4695138e-20,2.4855973e-07,2.2090363e-13,7.186747e-20,2.5924546e-06,0.2559199,1.4087385e-12,7.957779e-07,1.0881066e-15,1.148387e-07,2.1062588e-19,7.0840907e-16,1.7980342e-18,0.050538704,3.8856915e-19,4.0593735e-23,1.0639018e-23,0.058961414,1.2913203e-20,4.2759277e-12,0.00010431376,0.06137883,0.17647973,0.25327364,0.064956434,0.029766524
0.05100534,1.227657e-18,0.00020267292,0.01925972,0.022610143,0.01696683,0.10295347,0.0056094793,0.011081247,0.059559267,1.9637658e-21,0.0014080929,0.09240657,0.06969882,5.338021e-14,0.004545412,2.251051e-22,5.9877074e-08,1.777352e-14,1.3680528e-21,9.207661e-07,0.24729644,1.2832339e-13,2.5353788e-07,4.8026917e-17,2.3904116e-08,4.2976274e-21,3.2157143e-17,4.0989103e-20,0.05071539,7.387292e-21,3.671632e-25,8.4200825e-26,0.056680776,1.7705457e-22,3.4867793e-13,4.650302e-05,0.058890913,0.17526259,0.24803023,0.064698026,0.027773699
0.04897869,3.3137812e-20,0.00010937477,0.01773246,0.021900646,0.017095178,0.0996621,0.0049577467,0.010235524,0.05660842,2.743645e-23,0.00081277115,0.09227296,0.06787866,3.8749348e-15,0.003570827,2.4357899e-24,1.293271e-08,1.1718771e-15,1.8775328e-23,3.0213698e-07,0.23931971,9.6799e-15,7.4038496e-08,1.6493268e-18,4.409622e-09,6.3630404e-23,1.1385454e-18,6.8502975e-22,0.049877454,1.01242775e-22,2.2294157e-27,4.4148675e-28,0.055382784,1.6968562e-24,2.3326388e-14,1.9419818e-05,0.0552698,0.17084229,0.24512547,0.06585034,0.028450191
0.047651406,6.6627465e-22,5.6351866e-05,0.01631935,0.020534676,0.016017076,0.09558958,0.004293561,0.01088927,0.056468923,2.68562e-25,0.00044501087,0.08508098,0.066825435,2.2857147e-16,0.002743336,1.8017817e-26,2.483345e-09,6.227207e-17,1.8022338e-25,9.1062056e-08,0.23132414,5.9528936e-16,1.9686357e-08,4.3115995e-20,7.140915e-10,6.6370314e-25,3.0769212e-20,8.158106e-24,0.051817235,9.70341e-25,8.738074e-30,1.4719766e-30,0.056151446,1.0986203e-26,1.2592562e-15,7.5577464e-06,0.0523086,0.16900729,0.24052608,0.06544512,0.027620563
0.046009764,9.716424e-24,2.7515178e-05,0.015017805,0.020226553,0.016040932,0.0959115,0.0037784355,0.0109342355,0.054931134,1.7805272e-27,0.00023079311,0.08459119,0.06649627,1.07659674e-17,0.0020572017,8.780877e-29,4.200338e-10,2.6185252e-18,1.1694786e-27,2.5053795e-08,0.22650109,2.933711e-17,4.7317217e-09,8.37446e-22,1.004698e-10,4.7180276e-27,6.197004e-22,6.7068326e-26,0.0469159,6.286063e-27,2.1142316e-32,2.9782174e-33,0.053106155,4.623975e-29,5.3867653e-17,2.7285073e-06,0.049888846,0.16800365,0.23362668,0.062814906,0.029619526
0.04663645,9.976649e-26,1.2736797e-05,0.013671484,0.020638473,0.016346762,0.09237619,0.0031373764,0.011765055,0.05243453,7.6960966e-30,0.0001138512,0.082666464,0.065476164,3.9718657e-19,0.0014947912,2.7037962e-31,6.195253e-11,8.539098e-20,4.9368694e-30,6.2473284e-09,0.22010273,1.1369254e-18,1.0200158e-09,1.17643245e-23,1.21436585e-11,2.2019216e-29,9.0572576e-24,3.6726678e-28,0.047418114,2.6487312e-29,3.00035e-35,3.465094e-36,0.052020315,1.211095e-31,1.789732e-18,9.106173e-07,0.045706447,0.16180113,0.23106821,0.06267502,0.027900977
0.045001533,6.976441e-28,5.5633086e-06,0.012310655,0.020147532,0.016077133,0.092011794,0.0025520562,0.0110418275,0.05160954,2.0768093e-32,5.2899446e-05,0.08151521,0.06254785,1.1236225e-20,0.0010581585,5.0148885e-34,7.881344e-12,2.111933e-21,1.2979109e-32,1.4012959e-09,0.21256396,3.393301e-20,1.9553636e-10,1.1598851e-25,1.2455344e-12,6.4670057e-32,9.3256375e-26,1.2865823e-30,0.04785455,6.9494015e-32,2.3535298e-38,2.177658e-39,0.052864786,1.8776287e-34,4.5173677e-20,2.7965132e-07,0.04288228,0.15890703,0.2256292,0.06272541,0.02801839
0.045665342,3.200124e-30,2.2788088e-06,0.011273614,0.019602677,0.016095791,0.09306658,0.0019130345,0.011011117,0.050243147,3.329607e-35,2.3109582e-05,0.07704291,0.0634345,2.3807913e-22,0.0007258083,5.3025847e-37,8.5451513e-13,3.8648804e-23,2.021538e-35,2.8040675e-10,0.20603131,7.6222437e-22,3.3025877e-11,7.7600373e-28,1.0696006e-13,1.1387887e-34,6.5432526e-28,2.7535937e-33,0.046925016,1.0799534e-34,9.519e-42,6.87e-43,0.050830234,1.6262472e-37,8.4522874e-22,7.851441e-08,0.039987143,0.15714957,0.21955313,0.061671633,0.026756234
0.046144146,9.228014e-33,8.7296445e-07,0.010111364,0.02025619,0.014895799,0.092763126,0.0012763683,0.010971229,0.050484575,2.994878e-38,9.471059e-06,0.078000434,0.06410527,3.6809887e-24,0.00047869122,2.99767e-40,7.7939e-14,5.091567e-25,1.7606899e-38,4.9611218e-11,0.20205586,1.2560652e-23,4.8653343e-12,3.391646e-30,7.578247e-15,1.1370423e-37,3.0135167e-30,3.415069e-36,0.04652681,9.3824454e-38,1e-45,0.0,0.04842656,7.3536e-41,1.1408189e-23,2.0013767e-08,0.03686816,0.1537742,0.22000743,0.06172686,0.026510553
0.043786008,1.5934812e-35,3.1108743e-07,0.008945918,0.019899052,0.015203476,0.089875996,0.0008484688,0.011252177,0.048528522,1.4133e-41,3.619427e-06,0.07732186,0.0636047,4.033854e-26,0.00030479042,8.4e-44,5.895423e-15,4.682799e-27,8.015e-42,7.685306e-12,0.19649315,1.4758817e-25,6.1836056e-13,9.2752646e-33,4.3592072e-16,6.0313e-41,8.731212e-33,2.308124e-39,0.04667034,4.259e-41,0.0,0.0,0.048199028,1.5e-44,1.0774536e-25,4.597888e-09,0.034697548,0.15373597,0.21375778,0.059665132,0.027190188
0.04253307,1.5578458e-38,1.0256115e-07,0.007892423,0.018870123,0.015765756,0.08886261,0.0005120963,0.011304576,0.048290465,3e-45,1.2868699e-06,0.07640564,0.061647557,3.0328461e-28,0.00018741773,0.0,3.641011e-16,2.9050276e-29,1e-45,1.0313719e-12,0.19122642,1.1977743e-27,6.699619e-14,1.5107262e-35,2.000162e-17,1.5e-44,1.5160715e-35,7.9e-43,0.045867216,1e-44,0.0,0.0,0.0473844,0.0,6.881671e-28,9.443692e-10,0.031489708,0.15028541,0.2099735,0.05967031,0.02705923
0.043962825,8.076e-42,3.1093332e-08,0.0069196722,0.01839578,0.015543071,0.08776882,0.00028535767,0.011466866,0.04798039,0.0,4.2332678e-07,0.075126894,0.0628053,1.5081421e-30,0.000110595174,0.0,1.804839e-17,1.1692738e-31,0.0,1.1852566e-13,0.18791193,6.478016e-30,6.1076543e-15,1.3843442e-38,7.179562e-19,0.0,1.49175e-38,0.0,0.045114245,0.0,0.0,0.0,0.04639914,0.0,2.8601015e-30,1.7188997e-10,0.029082868,0.14687876,0.2073981,0.060420793,0.026622355
0.043637406,1e-45,8.613757e-09,0.0058971285,0.018379698,0.015816841,0.08764754,0.00014527823,0.011945552,0.04746461,0.0,1.2797757e-07,0.07544399,0.061495405,4.7585925e-33,6.25724e-05,0.0,7.0467816e-19,2.921682e-34,0.0,1.1517702e-14,0.1840977,2.2422274e-32,4.618769e-16,6.677e-42,1.9732933e-20,0.0,7.791e-42,0.0,0.045326296,0.0,0.0,0.0,0.045545515,0.0,7.40405e-33,2.746139e-11,0.026798973,0.14655843,0.20157467,0.05961016,0.025698593
0.04276862,0.0,2.1653226e-09,0.0049757417,0.01716687,0.014617058,0.08903198,6.918646e-05,0.011547945,0.046689812,0.0,3.533928e-08,0.07425318,0.0600259,9.086657e-36,3.3897606e-05,0.0,2.1225984e-20,4.308649e-37,0.0,9.334339e-16,0.17860098,4.7431625e-35,2.8525145e-17,1e-45,4.0554506e-22,0.0,1e-45,0.0,0.044872582,0.0,0.0,0.0,0.043131225,0.0,1.1355749e-35,3.8109104e-12,0.024338368,0.14390609,0.19913942,0.06057455,0.0255997
