wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.06003029,0.17851718,0.27230254,0.08295627,6.36044e-40,0.26464418,0.023140542,2.629447e-35,0.10337012,3.212e-42,3.2921728e-35,8.920104e-24,1.5018791e-15,0.008151351,0.40619448,0.0,2.726647e-24,0.0,0.01433642,0.45912653,1.40459745e-30,3.531e-42,0.28102553,0.01226593,3.8852598e-27,3.1614524e-36,3e-44,1.8566589e-24,1.0555531e-12,1.6875109e-19,1.746718e-27,6.0558053e-30,3.124451e-35,2.6233874e-30,2.6962229e-16,1.1325e-41,0.04495817,1.4645575e-07,2.9672739e-24,2.5089727e-14,8.5618205e-12,0.08176058,6.55812e-20
0.05890838,0.17408311,0.26708722,0.08167507,2.54e-43,0.26049358,0.022318069,2.887107e-38,0.102784924,1e-45,3.8390763e-38,1.1241479e-25,9.7241546e-17,0.007022043,0.40177032,0.0,3.0449162e-26,0.0,0.011721519,0.4561817,4.587195e-33,1e-45,0.2736006,0.011712422,2.3459e-29,3.03592e-39,0.0,2.1570483e-26,1.182954e-13,4.8154614e-21,1.0405877e-29,2.0512563e-32,3.470331e-38,8.154861e-33,1.34239006e-17,3e-45,0.04398267,3.868961e-08,3.7713736e-26,2.1693238e-15,1.201156e-12,0.08173693,1.4936565e-21
0.056355663,0.17121637,0.26206723,0.07977541,0.0,0.25832283,0.022477683,1.7054e-41,0.099270254,0.0,2.4255e-41,9.8565e-28,5.074978e-18,0.0072085825,0.39718357,0.0,2.3385426e-28,0.0,0.009459137,0.4534217,9.101032e-36,0.0,0.26678544,0.012570565,9.169469e-32,1.544e-42,0.0,1.7300572e-28,1.11883015e-14,1.0310702e-22,4.0076814e-32,4.2373658e-35,2.0764e-41,1.5319303e-35,5.2671186e-19,0.0,0.04241499,9.2334265e-09,3.3376262e-28,1.5492274e-16,1.4484988e-13,0.07901577,2.5010273e-23
0.05570853,0.16874307,0.25758767,0.078206755,0.0,0.2550224,0.021763774,6e-45,0.09638093,0.0,8e-45,5.806407e-30,2.0959696e-19,0.0070435335,0.39365587,0.0,1.1910837e-30,0.0,0.007515779,0.44999677,1.039369e-38,0.0,0.25988045,0.011982343,2.219233e-34,0.0,0.0,9.241593e-31,8.806301e-16,1.6140579e-24,9.542455e-35,5.061158e-38,6e-45,1.6464935e-38,1.5953159e-20,0.0,0.041658513,1.9760635e-09,1.9863528e-30,8.993094e-18,1.483135e-14,0.07876855,2.9929548e-25
0.053807817,0.16491182,0.2521849,0.07708147,0.0,0.25098002,0.021827482,0.0,0.09485375,0.0,0.0,2.2093078e-32,6.7126805e-21,0.006722311,0.390421,0.0,3.8608914e-33,0.0,0.0058781127,0.44695526,6.418e-42,0.0,0.2527554,0.011955226,3.160383e-37,0.0,0.0,3.1571108e-33,5.680795e-17,1.7946052e-26,1.3345427e-37,3.2853e-41,0.0,9.5e-42,3.6455476e-22,0.0,0.04086499,3.7600248e-10,7.6434e-33,4.1693426e-19,1.2721968e-15,0.077122256,2.480084e-27
0.052510694,0.16224591,0.2471207,0.07386721,0.0,0.24828935,0.02062089,0.0,0.09285487,0.0,0.0,5.191591e-35,1.6301872e-22,0.0064834645,0.3852952,0.0,7.5996614e-36,0.0,0.0045120674,0.44534177,1e-45,0.0,0.24657798,0.011856066,2.4964e-40,0.0,0.0,6.5857946e-36,2.953393e-18,1.3720827e-28,1.03311e-40,1.1e-44,0.0,3e-45,6.127796e-24,0.0,0.04109497,6.3028215e-11,1.8185489e-35,1.5142189e-20,9.008698e-17,0.0732877,1.3733803e-29
0.05235938,0.15804805,0.242466,0.07286264,0.0,0.24418737,0.020401573,0.0,0.091221906,0.0,0.0,7.15678e-38,2.9283992e-24,0.0060479403,0.3816976,0.0,8.606198e-39,0.0,0.0033989584,0.4421617,0.0,0.0,0.2396795,0.011694012,1.02e-43,0.0,0.0,7.954713e-39,1.2148458e-19,6.9556497e-31,4e-44,0.0,0.0,0.0,7.365599e-26,0.0,0.038821526,9.214027e-12,2.5416945e-38,4.2170025e-22,5.1822485e-18,0.07173101,4.8824537e-32
0.049964778,0.15572795,0.23824622,0.072193764,0.0,0.24055141,0.020050906,0.0,0.08870244,0.0,0.0,5.4532e-41,3.7852076e-26,0.0059617464,0.37750456,0.0,5.266e-42,0.0,0.0024948982,0.43985352,0.0,0.0,0.23256566,0.011144901,0.0,0.0,0.0,5.23e-42,3.8742506e-21,2.2435974e-33,0.0,0.0,0.0,0.0,6.1343445e-28,0.0,0.039212614,1.1618753e-12,1.9666e-41,8.7955175e-24,2.3793372e-19,0.072083525,1.0645288e-34
0.049432687,0.1529118,0.23427467,0.071415566,0.0,0.23725823,0.019948049,0.0,0.087270714,0.0,0.0,2.1e-44,3.4137335e-28,0.005770968,0.37481672,0.0,1e-45,0.0,0.0017926195,0.43630445,0.0,0.0,0.22532874,0.011686207,0.0,0.0,0.0,1e-45,9.366547e-23,4.3932846e-36,0.0,0.0,0.0,0.0,3.4165275e-30,0.0,0.039436713,1.248708e-13,8e-45,1.3383887e-25,8.551466e-21,0.06978022,1.3506987e-37
0.04863642,0.150562,0.23056285,0.06900604,0.0,0.23528817,0.019106679,0.0,0.08546244,0.0,0.0,0.0,2.0750665e-30,0.005196187,0.37092233,0.0,0.0,0.0,0.0012510216,0.43437082,0.0,0.0,0.21839377,0.010553033,0.0,0.0,0.0,0.0,1.6745616e-24,4.94757e-39,0.0,0.0,0.0,0.0,1.2225221e-32,0.0,0.037485152,1.1289404e-14,0.0,1.443073e-27,2.3548662e-22,0.06794118,9.3841e-41
0.045697894,0.14850399,0.22624606,0.067570634,0.0,0.23244314,0.01853291,0.0,0.08481355,0.0,0.0,0.0,8.176049e-33,0.005395673,0.36759818,0.0,0.0,0.0,0.0008538084,0.431144,0.0,0.0,0.21201137,0.011636106,0.0,0.0,0.0,0.0,2.1535117e-26,3.009e-42,0.0,0.0,0.0,0.0,2.6851804e-35,0.0,0.03651696,8.4640397e-16,0.0,1.0670527e-29,4.852224e-24,0.06766987,3.4e-44
0.045696948,0.14448763,0.22291856,0.06668564,0.0,0.22849415,0.017921727,0.0,0.08194772,0.0,0.0,0.0,1.9975605e-35,0.004860348,0.36528394,0.0,0.0,0.0,0.00056388526,0.42907885,0.0,0.0,0.20575884,0.011319935,0.0,0.0,0.0,0.0,1.9315863e-28,1e-45,0.0,0.0,0.0,0.0,3.4355438e-38,0.0,0.03564667,5.1805918e-17,0.0,5.215586e-32,7.2868203e-26,0.06482834,0.0
0.044960078,0.14218156,0.2184262,0.06428225,0.0,0.22556573,0.01748464,0.0,0.079889625,0.0,0.0,0.0,2.8762587e-38,0.0047620134,0.36142504,0.0,0.0,0.0,0.00036120115,0.42675707,0.0,0.0,0.19929998,0.01111459,0.0,0.0,0.0,0.0,1.1672331e-30,0.0,0.0,0.0,0.0,0.0,2.4095e-41,0.0,0.03676116,2.5445823e-18,0.0,1.6164145e-34,7.7450406e-28,0.06555143,0.0
0.04407819,0.13939756,0.21457519,0.06341666,0.0,0.22340617,0.017111411,0.0,0.07869633,0.0,0.0,0.0,2.3014e-41,0.004715893,0.35840166,0.0,0.0,0.0,0.00022373152,0.42359883,0.0,0.0,0.19190629,0.01111548,0.0,0.0,0.0,0.0,4.56981e-33,0.0,0.0,0.0,0.0,0.0,8e-45,0.0,0.036128685,9.842096e-20,0.0,3.0289887e-37,5.6382035e-30,0.06525677,0.0
0.043104913,0.13673145,0.21086878,0.062874995,0.0,0.22072467,0.016671754,0.0,0.07778792,0.0,0.0,0.0,1e-44,0.00489288,0.3562438,0.0,0.0,0.0,0.0001335571,0.41990525,0.0,0.0,0.18541251,0.010813364,0.0,0.0,0.0,0.0,1.1087585e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035496492,2.9359916e-21,0.0,3.24919e-40,2.7092147e-32,0.064564355,0.0
0.042320434,0.13421221,0.20634155,0.061308302,0.0,0.21737918,0.016608335,0.0,0.07570858,0.0,0.0,0.0,0.0,0.0042721806,0.35243624,0.0,0.0,0.0,7.665054e-05,0.4192588,0.0,0.0,0.17939153,0.009928854,0.0,0.0,0.0,0.0,1.5843909e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034279358,6.60127e-23,0.0,1.88e-43,8.240511e-35,0.063540116,0.0
0.0415292,0.13191639,0.2029979,0.06080764,0.0,0.21618876,0.01611191,0.0,0.07537864,0.0,0.0,0.0,0.0,0.0037010573,0.35036296,0.0,0.0,0.0,4.2127846e-05,0.41473335,0.0,0.0,0.17222731,0.010614799,0.0,0.0,0.0,0.0,1.2571e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033512022,1.0905055e-24,0.0,0.0,1.5126118e-37,0.06247915,0.0
0.041553114,0.12898591,0.19926831,0.05983326,0.0,0.21170913,0.015210019,0.0,0.07357041,0.0,0.0,0.0,0.0,0.0028955918,0.34716424,0.0,0.0,0.0,2.2139278e-05,0.41449752,0.0,0.0,0.16615722,0.0110943215,0.0,0.0,0.0,0.0,6e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034851898,1.2865521e-26,0.0,0.0,1.58588e-40,0.062301867,0.0
0.040658284,0.12735857,0.19594382,0.058377203,0.0,0.21011043,0.015498714,0.0,0.07255109,0.0,0.0,0.0,0.0,0.0024844888,0.3448708,0.0,0.0,0.0,1.1090025e-05,0.41142207,0.0,0.0,0.15929453,0.0113213975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03368775,1.0501227e-28,0.0,0.0,9e-44,0.062922604,0.0
0.03821655,0.12520947,0.19239095,0.058442958,0.0,0.20791759,0.015059321,0.0,0.07053189,0.0,0.0,0.0,0.0,0.001910432,0.34169847,0.0,0.0,0.0,5.276622e-06,0.4093234,0.0,0.0,0.15350857,0.010559112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033199113,5.7223893e-31,0.0,0.0,0.0,0.05961074,0.0
0.038099106,0.122606926,0.18880956,0.056306012,0.0,0.2065451,0.015289751,0.0,0.06947456,0.0,0.0,0.0,0.0,0.0016308866,0.33927408,0.0,0.0,0.0,2.374231e-06,0.40665263,0.0,0.0,0.14768283,0.011160404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260032,1.9995284e-33,0.0,0.0,0.0,0.059340697,0.0
0.037215114,0.11984707,0.18486193,0.055691216,0.0,0.20351745,0.014623311,0.0,0.070089154,0.0,0.0,0.0,0.0,0.0011103145,0.33739543,0.0,0.0,0.0,1.0064617e-06,0.40418568,0.0,0.0,0.14100808,0.01085361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032583993,4.2791162e-36,0.0,0.0,0.0,0.058697224,0.0
0.036434714,0.1183415,0.18170841,0.054159775,0.0,0.20136434,0.014002706,0.0,0.06722875,0.0,0.0,0.0,0.0,0.00066009164,0.33403057,0.0,0.0,0.0,4.0013168e-07,0.40273872,0.0,0.0,0.13539383,0.010710739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03237384,5.320554e-39,0.0,0.0,0.0,0.05591944,0.0
0.035685383,0.11605998,0.17823267,0.053929504,0.0,0.19974892,0.013969088,0.0,0.06589874,0.0,0.0,0.0,0.0,0.00033144798,0.3318313,0.0,0.0,0.0,1.4845398e-07,0.4003916,0.0,0.0,0.12921594,0.010362275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032346006,3.615e-42,0.0,0.0,0.0,0.056270942,0.0
0.034275897,0.1133614,0.17508359,0.05342021,0.0,0.19749677,0.0137489755,0.0,0.06489033,0.0,0.0,0.0,0.0,0.00014498043,0.32943603,0.0,0.0,0.0,5.1134904e-08,0.39838836,0.0,0.0,0.12354069,0.010097179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030267846,1e-45,0.0,0.0,0.0,0.055075873,0.0
0.03483821,0.11134957,0.17184629,0.052290622,0.0,0.19456911,0.013270773,0.0,0.06312123,0.0,0.0,0.0,0.0,5.567112e-05,0.32819793,0.0,0.0,0.0,1.6258443e-08,0.39637724,0.0,0.0,0.11776915,0.010730467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030487126,0.0,0.0,0.0,0.0,0.05639118,0.0
0.03369388,0.10854797,0.16981815,0.052014623,0.0,0.1942912,0.013254433,0.0,0.061755247,0.0,0.0,0.0,0.0,1.9324563e-05,0.32594255,0.0,0.0,0.0,4.7424824e-09,0.3936066,0.0,0.0,0.11133351,0.010439776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029678527,0.0,0.0,0.0,0.0,0.05523826,0.0
0.033375476,0.10669379,0.16559285,0.05072849,0.0,0.1918747,0.0128651,0.0,0.060771637,0.0,0.0,0.0,0.0,6.1344945e-06,0.32320842,0.0,0.0,0.0,1.26064e-09,0.3916647,0.0,0.0,0.105670586,0.0107303625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030794526,0.0,0.0,0.0,0.0,0.055506703,0.0
0.031877786,0.10600674,0.16284257,0.050561126,0.0,0.19002885,0.011982305,0.0,0.05979386,0.0,0.0,0.0,0.0,1.7806278e-06,0.32141125,0.0,0.0,0.0,3.0317637e-10,0.38898832,0.0,0.0,0.099617586,0.010720484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030263085,0.0,0.0,0.0,0.0,0.05438499,0.0
0.032286376,0.10339982,0.15952569,0.0493859,0.0,0.18695767,0.0117919715,0.0,0.0586476,0.0,0.0,0.0,0.0,4.703679e-07,0.31935132,0.0,0.0,0.0,6.544943e-11,0.38821304,0.0,0.0,0.094030894,0.00993462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030055908,0.0,0.0,0.0,0.0,0.054744426,0.0
0.032444585,0.10111548,0.15658247,0.047942974,0.0,0.18657155,0.012096314,0.0,0.05796495,0.0,0.0,0.0,0.0,1.1232399e-07,0.31649277,0.0,0.0,0.0,1.2575506e-11,0.38622716,0.0,0.0,0.08839888,0.009302982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03038712,0.0,0.0,0.0,0.0,0.053432282,0.0
0.031019863,0.099501766,0.15423307,0.047512993,0.0,0.18446623,0.011817999,0.0,0.056685764,0.0,0.0,0.0,0.0,2.4063867e-08,0.3154198,0.0,0.0,0.0,2.1307908e-12,0.3833533,0.0,0.0,0.082579724,0.009669456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02894156,0.0,0.0,0.0,0.0,0.053965997,0.0
0.029961135,0.09774706,0.1504475,0.04785951,0.0,0.1838682,0.011482579,0.0,0.056798127,0.0,0.0,0.0,0.0,4.5857074e-09,0.31345555,0.0,0.0,0.0,3.1520186e-13,0.38189656,0.0,0.0,0.07753897,0.00987951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029518038,0.0,0.0,0.0,0.0,0.052024655,0.0
0.030021688,0.09597551,0.14850037,0.046388667,0.0,0.18163025,0.01118962,0.0,0.0553825,0.0,0.0,0.0,0.0,7.701215e-10,0.31118593,0.0,0.0,0.0,4.0264457e-14,0.37956724,0.0,0.0,0.07198576,0.0099647865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028827008,0.0,0.0,0.0,0.0,0.05351121,0.0
0.029210148,0.093814254,0.14538497,0.047085952,0.0,0.17947835,0.010965789,0.0,0.054159235,0.0,0.0,0.0,0.0,1.12832695e-10,0.30927977,0.0,0.0,0.0,4.3890274e-15,0.3780657,0.0,0.0,0.06682703,0.009688575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02856044,0.0,0.0,0.0,0.0,0.053135216,0.0
0.028122962,0.09243466,0.14336242,0.046274833,0.0,0.17838897,0.010792276,0.0,0.05293592,0.0,0.0,0.0,0.0,1.4264564e-11,0.30712694,0.0,0.0,0.0,4.02983e-16,0.37567827,0.0,0.0,0.06158298,0.0087925345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027920365,0.0,0.0,0.0,0.0,0.052153282,0.0
0.027850654,0.09139637,0.14108764,0.045335006,0.0,0.17744325,0.010412441,0.0,0.052546244,0.0,0.0,0.0,0.0,1.5375466e-12,0.30558774,0.0,0.0,0.0,3.072651e-17,0.37325528,0.0,0.0,0.056992546,0.009378535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027551653,0.0,0.0,0.0,0.0,0.051003955,0.0
0.027445674,0.09013369,0.13835214,0.045238484,0.0,0.17598248,0.010187465,0.0,0.05209614,0.0,0.0,0.0,0.0,1.3946601e-13,0.30313274,0.0,0.0,0.0,1.915588e-18,0.37169075,0.0,0.0,0.05231218,0.0090357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02847344,0.0,0.0,0.0,0.0,0.05066709,0.0
0.027042327,0.08877306,0.13603024,0.04453189,0.0,0.17419864,0.010143486,0.0,0.051144246,0.0,0.0,0.0,0.0,1.04949025e-14,0.30151924,0.0,0.0,0.0,9.5996094e-20,0.36922938,0.0,0.0,0.047440536,0.009104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027888607,0.0,0.0,0.0,0.0,0.05053277,0.0
0.0266611,0.086692736,0.13351254,0.044106588,0.0,0.17306033,0.010026124,0.0,0.050656296,0.0,0.0,0.0,0.0,6.450138e-16,0.2998367,0.0,0.0,0.0,3.7952282e-21,0.36765084,0.0,0.0,0.043082386,0.008932976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027509972,0.0,0.0,0.0,0.0,0.04813239,0.0
0.025707673,0.08481031,0.13057218,0.04362288,0.0,0.17194623,0.009596303,0.0,0.050457943,0.0,0.0,0.0,0.0,3.1827025e-17,0.29810843,0.0,0.0,0.0,1.1595653e-22,0.36605984,0.0,0.0,0.03886481,0.008998683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02741131,0.0,0.0,0.0,0.0,0.049105782,0.0
0.025720315,0.083558284,0.12847427,0.04341141,0.0,0.1705552,0.009400944,0.0,0.049137443,0.0,0.0,0.0,0.0,1.2373005e-18,0.2961359,0.0,0.0,0.0,2.676251e-24,0.3644138,0.0,0.0,0.034806997,0.008521618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026154378,0.0,0.0,0.0,0.0,0.04796031,0.0
0.02466743,0.08171036,0.12673937,0.043013606,0.0,0.16967167,0.009266772,0.0,0.04779852,0.0,0.0,0.0,0.0,3.711807e-20,0.29414198,0.0,0.0,0.0,4.5494474e-26,0.36254025,0.0,0.0,0.031243766,0.008213533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263681,0.0,0.0,0.0,0.0,0.04850513,0.0
0.025464222,0.08052927,0.123766534,0.042959288,0.0,0.16919275,0.009135277,0.0,0.047312938,0.0,0.0,0.0,0.0,8.3977063e-22,0.29248103,0.0,0.0,0.0,5.538363e-28,0.36045912,0.0,0.0,0.027392553,0.008138256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025719645,0.0,0.0,0.0,0.0,0.047446813,0.0
0.024210667,0.079118356,0.12184001,0.042006094,0.0,0.16663754,0.009011253,0.0,0.04646799,0.0,0.0,0.0,0.0,1.3968486e-23,0.2912176,0.0,0.0,0.0,4.6789716e-30,0.35933122,0.0,0.0,0.02400267,0.00871539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025617907,0.0,0.0,0.0,0.0,0.04852388,0.0
0.024583023,0.07800309,0.11996718,0.042253576,0.0,0.16598007,0.008728756,0.0,0.045615457,0.0,0.0,0.0,0.0,1.6605437e-25,0.2899899,0.0,0.0,0.0,2.64815e-32,0.35690928,0.0,0.0,0.020906854,0.008036483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024772724,0.0,0.0,0.0,0.0,0.04738988,0.0
0.023745444,0.07668345,0.11808179,0.04200402,0.0,0.16374826,0.008806255,0.0,0.04515557,0.0,0.0,0.0,0.0,1.3668301e-27,0.28846842,0.0,0.0,0.0,9.648186e-35,0.3542839,0.0,0.0,0.018090876,0.008957599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02496269,0.0,0.0,0.0,0.0,0.047728337,0.0
0.023016036,0.07526295,0.11581503,0.04110282,0.0,0.1626209,0.00867491,0.0,0.0450839,0.0,0.0,0.0,0.0,7.517861e-30,0.28653282,0.0,0.0,0.0,2.1625264e-37,0.3531077,0.0,0.0,0.01542627,0.008773613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025072083,0.0,0.0,0.0,0.0,0.047594413,0.0
0.02346867,0.07493292,0.114838906,0.040715564,0.0,0.16162723,0.008790467,0.0,0.044488624,0.0,0.0,0.0,0.0,2.6541678e-32,0.28562292,0.0,0.0,0.0,2.83065e-40,0.35113883,0.0,0.0,0.0129638575,0.008205075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025588783,0.0,0.0,0.0,0.0,0.04776238,0.0
0.023092056,0.073382646,0.11187138,0.040789563,0.0,0.16125415,0.008191249,0.0,0.044423237,0.0,0.0,0.0,0.0,5.7456763e-35,0.28300104,0.0,0.0,0.0,2.03e-43,0.34933966,0.0,0.0,0.01086006,0.008530838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02588763,0.0,0.0,0.0,0.0,0.04671064,0.0
0.022738975,0.07268207,0.110489115,0.040833484,0.0,0.1601322,0.007927499,0.0,0.04324483,0.0,0.0,0.0,0.0,7.2361265e-38,0.2822088,0.0,0.0,0.0,0.0,0.34723988,0.0,0.0,0.008989897,0.008456427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024573652,0.0,0.0,0.0,0.0,0.047379762,0.0
0.023241855,0.07206642,0.10817802,0.040383346,0.0,0.15883845,0.007837941,0.0,0.042719334,0.0,0.0,0.0,0.0,4.988e-41,0.28028026,0.0,0.0,0.0,0.0,0.3463661,0.0,0.0,0.007331254,0.008387742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024663901,0.0,0.0,0.0,0.0,0.045603782,0.0
0.022599552,0.070993684,0.10679235,0.040072203,0.0,0.15698802,0.007797269,0.0,0.042577077,0.0,0.0,0.0,0.0,1.8e-44,0.2790213,0.0,0.0,0.0,0.0,0.3448219,0.0,0.0,0.005920216,0.008356778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02483606,0.0,0.0,0.0,0.0,0.04558984,0.0
0.022476088,0.06985115,0.10521419,0.040197793,0.0,0.15665288,0.007660655,0.0,0.041792497,0.0,0.0,0.0,0.0,0.0,0.27742696,0.0,0.0,0.0,0.0,0.3422183,0.0,0.0,0.0046741464,0.007584684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024854245,0.0,0.0,0.0,0.0,0.046303235,0.0
0.022110198,0.0694998,0.10308268,0.040164378,0.0,0.15583523,0.0077517466,0.0,0.0416141,0.0,0.0,0.0,0.0,0.0,0.27645054,0.0,0.0,0.0,0.0,0.34098485,0.0,0.0,0.0036489973,0.0079545425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02508433,0.0,0.0,0.0,0.0,0.04660469,0.0
0.021863477,0.067796275,0.1019361,0.039709587,0.0,0.15448324,0.007381502,0.0,0.041366655,0.0,0.0,0.0,0.0,0.0,0.27480942,0.0,0.0,0.0,0.0,0.3396169,0.0,0.0,0.002797719,0.007583873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500524,0.0,0.0,0.0,0.0,0.04535333,0.0
0.021088231,0.067625366,0.100222744,0.03964628,0.0,0.1538901,0.0075259674,0.0,0.04098818,0.0,0.0,0.0,0.0,0.0,0.27451098,0.0,0.0,0.0,0.0,0.33685672,0.0,0.0,0.002093983,0.007805024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024154825,0.0,0.0,0.0,0.0,0.044163555,0.0
0.02163418,0.0660279,0.09818832,0.038994957,0.0,0.15240748,0.00740152,0.0,0.041029282,0.0,0.0,0.0,0.0,0.0,0.27247083,0.0,0.0,0.0,0.0,0.3364003,0.0,0.0,0.0015435755,0.007883924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024579326,0.0,0.0,0.0,0.0,0.044061612,0.0
0.020711495,0.06581169,0.096687414,0.03855326,0.0,0.15209901,0.0072437483,0.0,0.039953366,0.0,0.0,0.0,0.0,0.0,0.27130193,0.0,0.0,0.0,0.0,0.33463567,0.0,0.0,0.0011110783,0.008091983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02455249,0.0,0.0,0.0,0.0,0.044882845,0.0
0.021125553,0.06451081,0.09550681,0.03895468,0.0,0.1514395,0.006953167,0.0,0.040116142,0.0,0.0,0.0,0.0,0.0,0.2699469,0.0,0.0,0.0,0.0,0.33271685,0.0,0.0,0.0007823839,0.008166114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024735475,0.0,0.0,0.0,0.0,0.044483032,0.0
