epoch,train_r2,test_r2,n_active
1,0.8677721359427779,0.8664253747516,48
2,0.9140070616080516,0.9102739318650896,48
3,0.9287214220470731,0.9215943107755903,48
4,0.9237399120552128,0.9129775470374093,48
5,0.9369089979026706,0.9270378554005407,48
6,0.9449007549256213,0.9321315783076097,48
7,0.9482351610925437,0.937077977586015,48
8,0.9495794749484756,0.9371832237109561,48
9,0.9473798927063998,0.9315008166916533,48
10,0.9522165110885409,0.9408914135039355,48
11,0.9527175581830849,0.936352175507183,48
12,0.9564223333529515,0.9456709380196366,48
13,0.9579687753774119,0.9448890742149901,48
14,0.9461717230757347,0.9312678162018142,48
15,0.9626884063991452,0.9470125523559125,48
16,0.9631171794392548,0.9495681189625325,48
17,0.9647355194223808,0.951447102243988,48
18,0.9644149835131164,0.9492205509901924,48
19,0.9646595831346051,0.9490939591819259,48
20,0.9638769571225476,0.9438039312413717,48
21,0.9686569034765197,0.9482965007053921,48
22,0.9681638159060686,0.9499086742616887,48
23,0.9247993120039412,0.9075706902133948,48
24,0.9703093946510521,0.9546359513184866,48
25,0.9724712834208306,0.9537158570868575,48
26,0.9716384617018949,0.9540028089916244,48
27,0.9722393895340172,0.9507339692473626,48
28,0.9724051159129237,0.9522052954081334,48
29,0.9726849889893449,0.9491150226311805,48
30,0.9752898509975308,0.9560216129200677,48
31,0.9717629675416012,0.9523587412850212,48
32,0.9770033937007663,0.9554115551162361,48
33,0.9750883507254225,0.9536228858798853,48
34,0.9775012812338965,0.9562813213538013,48
35,0.9741332806779494,0.952395923413308,48
36,0.9766457226227869,0.9532761720737505,48
37,0.9777191444194663,0.9560569434491021,48
38,0.9763072607541573,0.9556683344577585,48
39,0.9694326565386429,0.9534298276835842,48
40,0.9703959589161483,0.9478623546604308,48
41,0.9759290310714922,0.9543921618003565,48
42,0.9770797346118119,0.9556305605664877,48
43,0.9816026155048336,0.9568800417604193,48
44,0.9823362456779783,0.9572551509626839,48
45,0.9815897238216814,0.9575405118779496,48
46,0.9806073703646182,0.955477647430403,48
47,0.9795147279440903,0.955397325433775,48
48,0.9782059628934943,0.9553287652295402,48
49,0.9806711659568398,0.9558022306759426,48
50,0.981164655414119,0.9567784723387516,48
51,0.9796117894624488,0.956092568175272,48
52,0.9727400440931483,0.9527458341701789,48
53,0.9823625032123516,0.9557443131966289,48
54,0.9814880196218779,0.958147925454034,48
55,0.974877792348027,0.9485019364435507,48
56,0.9812683283394957,0.957299714330804,48
57,0.981014427991244,0.9549966452469003,48
58,0.9815179621121253,0.9560307320135015,48
59,0.9819171956018186,0.9566153858529431,48
60,0.9802481657924865,0.9530898859832835,48
61,0.9822593377953415,0.9578500686310087,48
62,0.9827073869835393,0.9571201075483017,48
63,0.9823759219631762,0.9577794927645001,48
64,0.9848868394201827,0.9567298540109136,48
65,0.9857516447000623,0.9583587038095207,48
66,0.9854535897522226,0.9585540143449724,48
67,0.9789503138933323,0.9510873630833768,48
68,0.9863134190074316,0.9609024015116058,48
69,0.9841269058854769,0.9580021608121709,48
70,0.9841980480131989,0.958751930161827,48
71,0.9790487432885685,0.9525690083018841,48
72,0.9827636668310882,0.9567905989632509,48
73,0.9848242058690414,0.9596899592675273,48
74,0.9834875620144651,0.9589462384163954,48
75,0.9864515856106194,0.9590914735355184,48
76,0.9863479213323184,0.9563290171732491,48
77,0.9875813575448309,0.9593938523701808,48
78,0.9865928888843942,0.9589479333405136,48
79,0.9858829582163181,0.9552590149807371,48
80,0.9876878159216004,0.9590922940817121,48
81,0.9866696159234475,0.9586029932224979,48
82,0.9865896873662152,0.9570154359520072,48
83,0.9885265207971197,0.9587340985698111,48
84,0.9852256580381383,0.9553314660592688,48
85,0.9865326104466903,0.955866993759714,48
86,0.9880195480823896,0.9590945975588259,48
87,0.9868864572901105,0.955929463951075,48
88,0.9766588062988855,0.9447823691727623,48
89,0.9840941683320962,0.956045303475578,48
90,0.9608743726497437,0.945239671646649,48
91,0.9876811191857428,0.9575570272647613,48
92,0.9846522417889879,0.9565389620283669,48
93,0.9893146725855494,0.9588197691361114,48
94,0.9811668761667458,0.9537553738523511,48
95,0.9663473379528134,0.9439502578821641,48
96,0.9795212092206741,0.9511135663227535,48
97,0.9876023859094091,0.9577659493662934,48
98,0.9888040812987973,0.957677428906156,48
99,0.9893628141693644,0.9577339073896713,48
100,0.9895563909494146,0.9569470939047914,48
101,0.9888470382171768,0.9571197628929636,48
102,0.9897697722933211,0.958526911451323,48
103,0.9897412749295974,0.9571262429761703,48
104,0.9892178640333295,0.9567641122819928,48
105,0.9889743051957531,0.9584700414432538,48
106,0.9878092045690449,0.9549824788929798,48
107,0.9772077902979585,0.9467954486728861,48
108,0.9876254525432117,0.9581224698906821,48
109,0.9843986323443082,0.9582866795111431,48
110,0.9895715070716908,0.957465979263743,48
111,0.9858455239508442,0.9575359487540881,48
