trial,trial_dir,lambda_dgate,best_epoch,train_residual_mse_mean,train_y_r2_mean,val_residual_mse_mean,val_y_r2_mean,min_group_size,median_group_size,max_group_size,head_groups_csv
trial_01_lam3e-05,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_01_lam3e-05,3e-05,33,0.24670982360839844,0.9383602142333984,0.5539063215255737,0.8654650449752808,2,5.0,20,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_01_lam3e-05/head_candidate_groups.csv
trial_02_lam0p0001,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_02_lam0p0001,0.0001,64,0.15958018600940704,0.9601293802261353,0.5052304863929749,0.877287745475769,2,3.0,12,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_02_lam0p0001/head_candidate_groups.csv
trial_03_lam0p0003,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_03_lam0p0003,0.0003,72,0.20545287430286407,0.9486681818962097,0.487446129322052,0.8816072344779968,2,3.0,7,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_03_lam0p0003/head_candidate_groups.csv
trial_04_lam0p001,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_04_lam0p001,0.001,67,0.284179151058197,0.928998589515686,0.5105016231536865,0.8760073781013489,3,3.0,5,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups_fullR/run_20260706_182009/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_04_lam0p001/head_candidate_groups.csv
