area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,month_of_year
2.7133467e-06,5.093937e-05,2.7725247e-07,0.00029505373,0.0022419377,0.00025447886,1.3387348e-07,8.0670867e-07,0.022995763,0.11815467,0.02294498,0.01064885,0.09515189,0.11630144,3.2343294e-05,2.2622045e-10,0.033864822,0.17234474,0.20684946,0.7959481,0.28762862,1.05335275e-10,3.6699732e-06,0.00018313933,0.102349766,0.023439841,0.461895,0.23807773,5.8633716e-09,0.00068982266,5.034294e-07,0.0022529005,0.25105706,6.911525e-08,2.2611838e-08,2.4578511e-10
7.611277e-07,1.9885432e-05,5.8984902e-08,0.00013911231,0.0013122403,0.0001140701,2.6869516e-08,1.9641593e-07,0.01750735,0.11419494,0.017052691,0.0074456567,0.09580191,0.10204024,1.1223124e-05,2.1915558e-11,0.02685482,0.16766201,0.19636971,0.77986854,0.28301284,9.603206e-12,1.0107402e-06,7.9986676e-05,0.090435535,0.021916512,0.44544715,0.2311237,8.0181173e-10,0.0003636448,1.0728888e-07,0.0012263191,0.24594212,1.2359923e-08,3.4935081e-09,2.4360488e-11
1.9298392e-07,7.2067023e-06,1.1091887e-08,6.188723e-05,0.00074029807,4.7999765e-05,4.7439457e-09,4.2746784e-08,0.012979384,0.11144184,0.012319828,0.005061587,0.095713064,0.08930049,3.5795492e-06,1.7553169e-12,0.020974066,0.1589364,0.18564692,0.76644886,0.27338082,7.200192e-13,2.513028e-07,3.2738673e-05,0.07982942,0.02048986,0.43473125,0.22820367,9.338182e-11,0.00018271426,2.0211331e-08,0.00062969566,0.23777828,1.9253665e-09,4.6446258e-10,2.0001377e-12
4.3914493e-08,2.4132225e-06,1.8262756e-09,2.5887382e-05,0.00039847437,1.8880639e-05,7.2957607e-10,8.245273e-09,0.009403597,0.10903453,0.008756764,0.0033362072,0.09240211,0.0778925,1.0437428e-06,1.1446996e-13,0.016035428,0.15422012,0.17410685,0.75541687,0.26556644,4.3701252e-14,5.5980337e-08,1.2500794e-05,0.069927454,0.019239584,0.4234112,0.21958086,9.146074e-12,8.707086e-05,3.3342578e-09,0.00030721442,0.23007025,2.5849914e-10,5.251881e-11,1.340008e-13
8.893983e-09,7.4203314e-07,2.6059913e-10,1.0120166e-05,0.00020487103,6.905979e-06,9.6689615e-11,1.3965117e-09,0.006643957,0.10590783,0.006031494,0.0021319953,0.09395626,0.06713861,2.763314e-07,5.976518e-15,0.012017175,0.1495626,0.16473225,0.7443662,0.25808957,2.1101458e-15,1.1080156e-08,4.429117e-06,0.061459374,0.018343825,0.40952086,0.2157778,7.4298705e-13,3.920889e-05,4.767746e-10,0.00014057447,0.22562802,2.9567935e-11,4.986404e-12,7.204534e-15
1.5890207e-09,2.0821867e-07,3.186736e-11,3.681566e-06,0.00010002499,2.3377045e-06,1.091377e-11,2.056113e-10,0.004556581,0.10338785,0.0040472355,0.0013153973,0.09425753,0.05741559,6.5955064e-08,2.4522562e-16,0.008754403,0.14669214,0.15647113,0.72903466,0.24922803,7.951855e-17,1.9310327e-09,1.4482898e-06,0.05280843,0.018426986,0.39970353,0.20983708,4.93074e-14,1.6609685e-05,5.843492e-11,6.0466187e-05,0.22152886,2.8449294e-12,3.91984e-13,3.0520794e-16
2.4800753e-10,5.294116e-08,3.298867e-12,1.2394788e-06,4.626363e-05,7.278316e-07,1.035832e-12,2.6027503e-11,0.0030397044,0.099792294,0.0026364229,0.00078154955,0.09435013,0.048298303,1.4080734e-08,7.747223e-18,0.006267185,0.14609548,0.14962971,0.71969277,0.23815456,2.2895795e-18,2.9340214e-10,4.3443345e-07,0.044900227,0.01760661,0.39366907,0.20489754,2.6289677e-15,6.5913237e-06,6.064024e-12,2.4361709e-05,0.21835259,2.2707075e-13,2.5122772e-14,9.983775e-18
3.345845e-11,1.2106496e-08,2.8523568e-13,3.8378275e-07,2.0205567e-05,2.0715694e-07,8.151379e-14,2.798822e-12,0.0019660287,0.09773046,0.0016640628,0.00044685663,0.095311075,0.040996682,2.6657434e-09,1.8422112e-19,0.0043471623,0.14452718,0.13917707,0.7119207,0.23252,4.9200784e-20,3.8448515e-11,1.18763744e-07,0.038551904,0.01774905,0.38459355,0.20163493,1.1056785e-16,2.4373417e-06,5.2572557e-13,9.140581e-06,0.21174388,1.4806548e-14,1.290724e-15,2.4659353e-19
3.856739e-12,2.4695976e-09,2.0299448e-14,1.0861988e-07,8.286327e-06,5.3522754e-08,5.2374753e-15,2.5233233e-13,0.0012259857,0.095102645,0.001015641,0.00024481746,0.093858175,0.034090336,4.43372e-10,3.2152088e-21,0.0029107772,0.1402779,0.1310288,0.6977193,0.2291127,7.687347e-22,4.2946146e-12,2.9379953e-08,0.033263743,0.018103356,0.3746497,0.19688345,3.5946048e-18,8.354193e-07,3.752305e-14,3.1805303e-06,0.20729251,7.7564236e-16,5.217674e-17,4.4861296e-21
3.7507419e-13,4.4540632e-10,1.1700667e-15,2.7905742e-08,3.1727138e-06,1.2459788e-08,2.701652e-16,1.8800931e-14,0.0007399219,0.094120294,0.000595236,0.0001281223,0.0920366,0.027979098,6.412811e-11,4.0047054e-23,0.0018894993,0.1381285,0.123625964,0.69177735,0.21778393,8.482343e-24,4.0365416e-13,6.5265664e-09,0.027896862,0.019811962,0.36146554,0.19230662,8.8333545e-20,2.6389273e-07,2.1696529e-15,1.0208903e-06,0.20380627,3.204533e-17,1.6258053e-18,5.847261e-23
3.0352114e-14,7.0342406e-11,5.3664973e-17,6.4589187e-09,1.1298721e-06,2.5926903e-09,1.0982152e-17,1.1395928e-15,0.00042929006,0.09106037,0.00033518614,6.383245e-05,0.09180873,0.022608971,7.9769195e-12,3.4497869e-25,0.0011888915,0.13705483,0.116139345,0.6818152,0.20695712,6.3974697e-26,3.1479132e-14,1.2910796e-09,0.02305525,0.021259556,0.3573729,0.18783227,1.6005434e-21,7.634027e-08,9.985194e-17,3.0034178e-07,0.19952776,1.0231044e-18,3.817087e-20,5.2941264e-25
2.013072e-15,9.625861e-12,1.9206884e-18,1.3359123e-09,3.720516e-07,4.780256e-10,3.4466626e-19,5.5228934e-17,0.0002392452,0.08929594,0.0001810809,3.018766e-05,0.09128254,0.017999234,8.43076e-13,1.984015e-27,0.0007177871,0.1355602,0.10951965,0.6710046,0.20832306,3.1789337e-28,2.0057116e-15,2.2537912e-10,0.018886084,0.023244118,0.3459314,0.18236022,2.0800148e-23,2.0088088e-08,3.5870596e-18,8.047578e-08,0.1976651,2.4680194e-20,6.5842895e-22,3.2159265e-27
1.0762389e-16,1.128344e-12,5.249986e-20,2.4476376e-10,1.1257605e-07,7.735148e-11,8.164459e-21,2.0997012e-18,0.00012773013,0.08778849,9.327691e-05,1.3491588e-05,0.09037201,0.014031622,7.4712846e-14,7.319749e-30,0.00041707433,0.13584025,0.10255793,0.6601258,0.20256124,9.982269e-31,1.0265932e-16,3.437782e-11,0.015249295,0.026062405,0.34121785,0.17431808,1.8797535e-25,4.7731707e-09,9.844632e-20,1.9498872e-08,0.19376358,4.387378e-22,8.113218e-24,1.2601971e-29
4.5541405e-18,1.1188954e-13,1.070133e-21,3.934686e-11,3.110612e-08,1.0871969e-11,1.4235131e-22,6.1318634e-20,6.496164e-05,0.08697872,4.5711127e-05,5.6743906e-06,0.090309836,0.010638354,5.471817e-15,1.6554161e-32,0.00023276081,0.13304597,0.09757829,0.65216726,0.19572505,1.8887443e-33,4.143145e-18,4.532938e-12,0.011878928,0.028773151,0.3332009,0.17135611,1.1410274e-27,1.0160227e-09,2.0155768e-21,4.2388604e-09,0.19257832,5.590073e-24,6.920472e-26,3.0464555e-32
1.4948966e-19,9.258577e-15,1.5841299e-23,5.492187e-12,7.793159e-09,1.3124066e-12,1.7764584e-24,1.343927e-21,3.1428965e-05,0.08352104,2.1232248e-05,2.235855e-06,0.08861311,0.007989714,3.2597804e-16,2.1782448e-35,0.00012421554,0.13511275,0.09131372,0.64535457,0.1924573,2.038392e-36,1.2916766e-19,5.1065765e-13,0.009132048,0.032217238,0.32268682,0.16644983,4.473241e-30,1.9208266e-10,2.9981208e-23,8.197886e-10,0.18948762,4.9487087e-26,3.944529e-28,4.316432e-35
3.7227534e-21,6.298041e-16,1.6534241e-25,6.581614e-13,1.7569065e-09,1.3440101e-13,1.5378979e-26,2.1542504e-23,1.4402218e-05,0.083121195,9.306071e-06,8.212887e-07,0.08713551,0.0058102454,1.5523867e-17,1.5695829e-38,6.321278e-05,0.13359803,0.086273916,0.6368522,0.18568411,1.17708e-39,3.0410285e-21,4.852638e-14,0.0067647616,0.032206375,0.31314012,0.16264498,1.0832069e-32,3.1951854e-11,3.1458553e-25,1.397543e-10,0.18729043,2.9394973e-28,1.4435344e-30,3.3778846e-38
6.862209e-23,3.464566e-17,1.177169e-27,6.6881254e-14,3.5347822e-10,1.1520624e-14,8.917128e-29,2.453951e-25,6.2278173e-06,0.079661705,3.8339394e-06,2.7975128e-07,0.08809628,0.0041206963,5.7975476e-19,5.768e-42,3.058499e-05,0.13511053,0.080340214,0.6268402,0.18171307,3.38e-43,5.2724087e-23,3.8358052e-15,0.0048898235,0.03385913,0.30931944,0.16132373,1.5394086e-35,4.6292093e-12,2.252743e-27,2.0791747e-11,0.18395263,1.1262622e-30,3.241047e-33,1.3618e-41
9.109792e-25,1.5137263e-18,5.5075074e-30,5.6859247e-15,6.290245e-11,8.145183e-16,3.328195e-31,1.9235715e-27,2.5276809e-06,0.0782811,1.4780375e-06,8.784734e-08,0.08555303,0.0028431362,1.6624227e-20,1e-45,1.40111015e-05,0.13280123,0.07590564,0.6185478,0.17584686,0.0,6.5458085e-25,2.4838537e-16,0.003396245,0.034038335,0.30544692,0.15559864,1.2100965e-38,5.777088e-13,1.0607152e-29,2.6701963e-12,0.1844069,2.6614228e-33,4.2373594e-36,3e-45
8.4470794e-27,5.1497005e-20,1.6231828e-32,3.9848623e-16,9.8046285e-12,4.6739195e-17,7.6430004e-34,1.0006984e-29,9.588815e-07,0.076084934,5.3033733e-07,2.5273124e-08,0.08584266,0.0019152875,3.575501e-22,0.0,6.053094e-06,0.13235964,0.07045107,0.6105338,0.1723627,0.0,5.6402295e-27,1.2956903e-17,0.002280163,0.034297768,0.29622757,0.15120511,4.909e-42,6.1356085e-14,3.1482454e-32,2.9252493e-13,0.18144651,3.6843128e-36,3.036325e-39,0.0
5.286216e-29,1.3345606e-21,2.8714032e-35,2.2652419e-17,1.3244975e-12,2.1386194e-18,1.0253645e-36,3.3163302e-32,3.3819424e-07,0.07524075,1.7614695e-07,6.616348e-09,0.082662575,0.0012496077,5.620316e-24,0.0,2.4557887e-06,0.13105163,0.065740675,0.6026529,0.16851003,0.0,3.256487e-29,5.345398e-19,0.0014651647,0.033471994,0.29213986,0.14646421,1e-45,5.4730344e-15,5.612798e-35,2.6984728e-14,0.18053661,2.81498e-39,1.11e-42,0.0
2.1478e-31,2.5714505e-23,2.8836236e-38,1.0261088e-18,1.532909e-13,7.6525264e-20,7.5674e-40,6.681692e-35,1.1028784e-07,0.07330928,5.384038e-08,1.5646566e-09,0.08552093,0.0007894338,6.272716e-26,0.0,9.311433e-07,0.13092466,0.059255086,0.59726954,0.16316967,0.0,1.2108185e-31,1.7090028e-20,0.0009087328,0.034483563,0.2868645,0.14241815,0.0,4.0416823e-16,5.685733e-38,2.0665882e-15,0.1748745,1.107e-42,0.0,0.0
5.421656e-34,3.5858533e-25,1.5406e-41,3.632127e-20,1.5009265e-14,2.0958836e-21,2.86e-43,7.7563417e-38,3.3052157e-08,0.07165228,1.5047593e-08,3.3159164e-10,0.084699966,0.00048212847,4.812467e-28,0.0,3.2824508e-07,0.13252471,0.055091564,0.590017,0.1615667,0.0,2.7711795e-34,4.1404615e-22,0.00053905556,0.034216817,0.28012183,0.13937387,0.0,2.4322281e-17,3.0672e-41,1.2937011e-16,0.1736372,0.0,0.0,0.0
8.084557e-37,3.51169e-27,4e-45,9.832241e-22,1.2263376e-15,4.2903986e-23,0.0,4.8734e-41,9.043845e-09,0.07097022,3.818721e-09,6.2434266e-11,0.08337907,0.00028323274,2.4473002e-30,0.0,1.06987926e-07,0.13356565,0.051589306,0.58200866,0.15621088,0.0,3.7067651e-37,7.414859e-24,0.000306341,0.03429897,0.2706846,0.13620235,0.0,1.1722892e-18,8e-45,6.5082583e-18,0.17399977,0.0,0.0,0.0
6.71784e-40,2.3350972e-29,0.0,1.9874805e-23,8.236387e-17,6.3934834e-25,0.0,1.5e-44,2.2434228e-09,0.06864391,8.7338453e-10,1.0346761e-11,0.08360158,0.00015995861,7.916303e-33,0.0,3.2047257e-08,0.13285053,0.047108434,0.5740431,0.153947,0.0,2.72879e-40,9.5477296e-26,0.00016579323,0.033798806,0.26843268,0.13368006,0.0,4.4399944e-20,0.0,2.5824072e-19,0.17178051,0.0,0.0,0.0
2.9e-43,1.0149537e-31,0.0,2.9214702e-25,4.472835e-18,6.734562e-27,0.0,0.0,5.0065974e-10,0.06716643,1.7855971e-10,1.4939014e-12,0.08354147,8.661357e-05,1.5540451e-35,0.0,8.764485e-09,0.13198309,0.043111574,0.56510395,0.15201777,0.0,1.04e-43,8.570987e-28,8.5615146e-05,0.034160227,0.2622215,0.13330342,0.0,1.2939837e-21,0.0,7.9170175e-21,0.17037325,0.0,0.0,0.0
0.0,2.7618883e-34,0.0,3.0319052e-27,1.928787e-19,4.8518593e-29,0.0,0.0,9.968614e-11,0.06541507,3.2344943e-11,1.858473e-13,0.07978113,4.480497e-05,1.7540026e-38,0.0,2.1730482e-09,0.1315261,0.038953796,0.55756885,0.15185893,0.0,0.0,5.1814053e-30,4.198981e-05,0.032924492,0.26326185,0.13020591,0.0,2.835246e-23,0.0,1.8330821e-22,0.16790663,0.0,0.0,0.0
0.0,4.478748e-37,0.0,2.1491803e-29,6.474187e-21,2.3036988e-31,0.0,0.0,1.7549788e-11,0.0640273,5.1415556e-12,1.968144e-14,0.08266706,2.2070912e-05,1.0688e-41,0.0,4.84722e-10,0.13368778,0.035747916,0.5553805,0.14533083,0.0,0.0,2.0284378e-32,1.9503645e-05,0.033638705,0.25016823,0.12640643,0.0,4.5518e-25,0.0,3.125494e-24,0.16825752,0.0,0.0,0.0
0.0,4.08841e-40,0.0,1.0025051e-31,1.6547405e-22,6.91211e-34,0.0,0.0,2.705178e-12,0.063733056,7.0974986e-13,1.7510338e-15,0.08115327,1.030629e-05,3e-45,0.0,9.646798e-11,0.13178307,0.031715367,0.5491426,0.14225863,0.0,0.0,4.918882e-35,8.543568e-06,0.032786112,0.2508179,0.12238036,0.0,5.202963e-27,0.0,3.815654e-26,0.16509263,0.0,0.0,0.0
0.0,1.96e-43,0.0,2.9499407e-34,3.1429465e-24,1.2491833e-36,0.0,0.0,3.6122242e-13,0.062534556,8.411855e-14,1.290048e-16,0.07979435,4.5500237e-06,0.0,0.0,1.6975466e-11,0.13221483,0.028123183,0.5417408,0.13899226,0.0,0.0,7.021515e-38,3.5173036e-06,0.03225879,0.24611364,0.120387204,0.0,4.100728e-29,0.0,3.2321623e-28,0.16381477,0.0,0.0,0.0
0.0,0.0,0.0,5.217959e-37,4.3176718e-26,1.286646e-39,0.0,0.0,4.1301577e-14,0.059791617,8.453977e-15,7.746967e-18,0.08076905,1.8891996e-06,0.0,0.0,2.6154762e-12,0.13093522,0.025385408,0.53689194,0.13565974,0.0,0.0,5.562e-41,1.3549799e-06,0.031690482,0.24195129,0.119904466,0.0,2.149556e-31,0.0,1.8338936e-30,0.1639398,0.0,0.0,0.0
0.0,0.0,0.0,5.24803e-40,4.1624445e-28,7.08e-43,0.0,0.0,3.9927325e-15,0.06034209,7.1075996e-16,3.7269212e-19,0.07937392,7.344836e-07,0.0,0.0,3.4909052e-13,0.13264638,0.022382205,0.5310115,0.13325886,0.0,0.0,2.2e-44,4.858229e-07,0.031624045,0.23549077,0.11616729,0.0,7.1943905e-34,0.0,6.6973556e-33,0.16407609,0.0,0.0,0.0
0.0,0.0,0.0,2.82e-43,2.7222343e-30,0.0,0.0,0.0,3.218699e-16,0.058308292,4.9253798e-17,1.4092473e-20,0.081036985,2.6607094e-07,0.0,0.0,3.989688e-14,0.13228373,0.019305373,0.52399737,0.13209315,0.0,0.0,0.0,1.6125836e-07,0.031545047,0.23246416,0.11450744,0.0,1.4675863e-36,0.0,1.5044844e-35,0.16132827,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.1625167e-32,0.0,0.0,0.0,2.1312072e-17,0.057453666,2.7679411e-18,4.1013022e-22,0.0795878,8.931359e-08,0.0,0.0,3.8552493e-15,0.13203081,0.016841648,0.517312,0.12985775,0.0,0.0,0.0,4.9261654e-08,0.031515505,0.22804606,0.11199524,0.0,1.729672e-39,0.0,1.9734511e-38,0.16127652,0.0,0.0,0.0
