total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9658956,1.1439939,0.78068966,0.70519716,0.7794388,0.9111521,0.7941232,0.7832367,0.7302592,1.1064422,0.67691904,0.7128525,0.74580956,0.6986137,0.99758655,0.72216314,0.75905955,0.76499236,0.7165968,1.0699323,0.70618594,0.66457593,0.69130886,0.9591745,0.9474877,0.8482699,0.84430534,0.8452996,0.7942844,0.88348395,0.85569257,0.6782143,0.71561056,0.96195704,0.69805574,0.9540021,0.98319477,0.74261355,0.69650894,0.7525776,0.6954483,0.722947,0.8885759,0.70327973,0.6853268,1.1025295,1.0744276,0.8542807,1.0210348,0.95531607,0.97525513,0.8950157,0.78804594,0.6783426,0.829114,0.7794331,0.69714975
0.83562046,1.1539489,0.60050845,0.53056943,0.632449,0.8293341,0.63696414,0.61850137,0.5073028,1.0676546,0.5094054,0.53371954,0.5615768,0.49332413,0.8858946,0.5802415,0.6439611,0.63336974,0.580848,0.98887473,0.49014083,0.45491144,0.50807756,0.8490378,0.85709053,0.68866104,0.77039546,0.69831836,0.6809632,0.73621356,0.7314207,0.4559678,0.5443337,0.8812837,0.5181354,0.85224557,0.9227201,0.61593205,0.52347744,0.617564,0.5310356,0.61334854,0.7749414,0.5157063,0.49950832,1.1641779,1.0817926,0.7562881,0.96685654,0.86735165,0.92403734,0.77616817,0.6665034,0.47847804,0.71305907,0.67053866,0.5460444
0.7461428,1.138499,0.4833158,0.39522088,0.5064114,0.80057156,0.5192339,0.5142359,0.35535195,1.0361978,0.4234542,0.38914686,0.4319753,0.36282519,0.7764635,0.5055736,0.53101945,0.5628782,0.49709868,0.925841,0.3389772,0.2996588,0.3754821,0.76621366,0.7771651,0.55278206,0.69015026,0.5746862,0.59495354,0.64852375,0.6104104,0.30810392,0.42422432,0.77624166,0.38611782,0.819695,0.8930243,0.50242317,0.40936738,0.5201992,0.4126069,0.53904384,0.7082509,0.37608293,0.38273948,1.1867025,1.0638313,0.6572462,0.93710595,0.7657634,0.8627334,0.66145265,0.5715974,0.34540093,0.61872935,0.59893376,0.4377225
0.67090017,1.1101432,0.39729497,0.29057008,0.39262468,0.76677644,0.42162934,0.4173089,0.25064355,1.0100466,0.37826237,0.28273806,0.33032098,0.26357362,0.66711473,0.42614946,0.44653556,0.5209659,0.42610216,0.88107777,0.22841148,0.18966353,0.28034467,0.6903629,0.71124125,0.44598946,0.6199672,0.46632814,0.53909564,0.5613497,0.53098196,0.21017793,0.3429672,0.70683044,0.30372912,0.7874008,0.8612275,0.41236356,0.31605855,0.46497536,0.31803024,0.47280064,0.6221006,0.26608673,0.290657,1.1932039,1.0539672,0.59198636,0.9055613,0.6802117,0.80972075,0.572439,0.50341207,0.24958423,0.5256603,0.5524276,0.37109488
0.5851844,1.0941769,0.32204258,0.21114331,0.3167187,0.72266054,0.33795416,0.33882204,0.1761473,1.0019149,0.34780908,0.19789875,0.25486735,0.18905626,0.5761442,0.36033905,0.3667568,0.48773864,0.36033052,0.8206423,0.15263239,0.11542054,0.20758583,0.61493236,0.6561713,0.3543368,0.51626825,0.37773812,0.47613367,0.48746166,0.4656867,0.13506322,0.2696199,0.66380113,0.231024,0.76436704,0.8303859,0.3288557,0.23926273,0.39745587,0.23763978,0.41952977,0.56749785,0.18018293,0.21715926,1.1857255,1.0321444,0.52158403,0.8672042,0.6186561,0.7718468,0.4916971,0.4342077,0.18273246,0.44163257,0.48568478,0.30586854
0.53772557,1.0496607,0.26657245,0.15007305,0.24262476,0.71679574,0.27969763,0.27194893,0.116654865,0.97674334,0.32991067,0.13788797,0.19243559,0.13323255,0.48941866,0.31195316,0.33298796,0.44159505,0.32315478,0.77448136,0.09692926,0.06848642,0.15096726,0.57369083,0.5894616,0.291844,0.44985914,0.3006591,0.41888592,0.40693137,0.39564854,0.08411198,0.20990928,0.56685436,0.1829969,0.7588114,0.8091196,0.25539303,0.18063825,0.3517563,0.17789587,0.37431377,0.5068859,0.12102528,0.15760766,1.1776048,1.0157088,0.4540207,0.82390577,0.55330485,0.6985166,0.4295253,0.3893611,0.1296134,0.38136613,0.45466462,0.26902488
0.4874062,1.0235753,0.21886608,0.10823111,0.17742193,0.68751335,0.22186542,0.21184827,0.07523328,0.94954175,0.3109413,0.09354872,0.15041998,0.0905239,0.4125527,0.2664561,0.28508878,0.4229986,0.2757063,0.7333625,0.05889315,0.038813848,0.10893843,0.509767,0.52345806,0.2280199,0.37372312,0.2361637,0.37222368,0.36877856,0.35055888,0.04974527,0.16701584,0.503628,0.14165865,0.71264017,0.78548527,0.19818744,0.1345122,0.3277358,0.12984161,0.34042913,0.4597386,0.080318384,0.1105991,1.1591052,1.0153587,0.415781,0.786773,0.5020349,0.68678665,0.36622196,0.3412182,0.091360256,0.31914943,0.42223608,0.23487714
0.44138646,0.9891338,0.19036227,0.079331435,0.13326152,0.68778473,0.17920636,0.17064007,0.047008686,0.9236986,0.2965756,0.06477612,0.112774044,0.061503775,0.36406326,0.23129988,0.26320353,0.3903003,0.2453145,0.7195252,0.034643468,0.021252323,0.08035084,0.46996087,0.4790915,0.18806374,0.3203167,0.188131,0.32619455,0.34341547,0.3025711,0.028343387,0.13028656,0.44966274,0.112241,0.7043936,0.7531645,0.15012027,0.10033593,0.3059467,0.09731996,0.3159313,0.44693813,0.051633697,0.0770897,1.1276407,0.9918525,0.376812,0.75615543,0.45474696,0.6470719,0.31747055,0.3063097,0.0627108,0.26885054,0.38300684,0.20851547
0.40885347,0.96085966,0.16889066,0.05852591,0.092760816,0.67058843,0.14044742,0.13048084,0.026997099,0.90622133,0.28783485,0.04362118,0.085900605,0.040083576,0.3300903,0.19587523,0.22958057,0.36997443,0.21401496,0.6735778,0.019096073,0.010917749,0.058864925,0.43226075,0.4120787,0.14735313,0.26395428,0.15518874,0.27572453,0.2900915,0.27579546,0.015049739,0.100133546,0.38070816,0.093382105,0.66456914,0.7562169,0.115686715,0.07248757,0.30640703,0.07008456,0.29213104,0.41559973,0.03189397,0.052872483,1.1284453,0.97372156,0.32877675,0.70747113,0.41933054,0.5724008,0.2800108,0.2724286,0.043358434,0.23869166,0.36593595,0.18934324
