total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.37460324,0.9289733,0.14667276,0.041370932,0.06559836,0.6605544,0.11379918,0.10044618,0.014313814,0.8933164,0.28654394,0.027679678,0.06285375,0.024196984,0.3048311,0.16611804,0.21521603,0.3534333,0.19076316,0.6474376,0.009757556,0.0051555345,0.04059094,0.39805785,0.3698552,0.11678677,0.22765684,0.12278795,0.23456857,0.27483776,0.24769828,0.007551865,0.077024,0.35724643,0.07177171,0.65269464,0.7375274,0.0836061,0.0502923,0.28350008,0.05202302,0.26762667,0.392419,0.018847978,0.03399233,1.1054027,0.9690901,0.30646548,0.70047927,0.40477738,0.5588044,0.25374293,0.24489577,0.0282246,0.18955258,0.34682226,0.16747445
0.3413939,0.9041191,0.13435036,0.027422106,0.04499545,0.6473822,0.090899155,0.07477774,0.0071200044,0.8876603,0.28749704,0.016072024,0.044726666,0.014014416,0.26939362,0.14068715,0.20252022,0.35188046,0.16676971,0.62833464,0.004771316,0.0022235685,0.0270545,0.35629216,0.32524022,0.08978625,0.18865289,0.09849528,0.19761123,0.24902031,0.22479403,0.0034971617,0.057286173,0.3294172,0.053566027,0.64029175,0.7184081,0.060307696,0.034009576,0.28578675,0.036810152,0.24861279,0.3708584,0.010316389,0.021227872,1.0940015,0.9295606,0.2807607,0.6788096,0.39185917,0.55383575,0.2342442,0.2250432,0.018095776,0.15066561,0.3298289,0.15595181
0.31134582,0.885732,0.12768598,0.018573029,0.030197918,0.6441539,0.07344318,0.05426706,0.0033242593,0.8676752,0.29073822,0.009119747,0.030838747,0.0076754675,0.25063467,0.119577095,0.1909635,0.34058896,0.150387,0.5962415,0.0021572167,0.000889196,0.01744431,0.33576757,0.29114634,0.06905413,0.16048929,0.08081448,0.17223662,0.22984172,0.20299184,0.0014965049,0.042007998,0.29068148,0.04133085,0.62607586,0.695403,0.041426484,0.021753594,0.28402686,0.024782686,0.23244523,0.3527962,0.005350738,0.0126119135,1.0744542,0.91006505,0.2593816,0.66619253,0.36017013,0.54307824,0.2100747,0.20216757,0.010617725,0.12326973,0.30503798,0.13999598
0.281937,0.86106503,0.12538664,0.011901546,0.019077452,0.62386584,0.058404215,0.038447242,0.0014388585,0.8607881,0.29035693,0.0047823703,0.019808304,0.00392883,0.23903324,0.0962676,0.18736465,0.3394453,0.13138187,0.5650993,0.000912673,0.00032427098,0.0106905615,0.30467123,0.2521826,0.051317733,0.13268617,0.06834311,0.14264072,0.21619418,0.19171812,0.000594291,0.030112814,0.27043408,0.03200328,0.6116974,0.6789695,0.02675906,0.013185463,0.27805716,0.016337913,0.21627083,0.33113876,0.0025741763,0.007143971,1.0655135,0.8889072,0.24042341,0.6482351,0.34447756,0.53030205,0.19092949,0.1825404,0.0061281547,0.097166024,0.2888981,0.12289484
0.266169,0.8323588,0.12330164,0.0068481914,0.011788637,0.63411146,0.044288676,0.026101558,0.0005744349,0.83840764,0.28747728,0.0022730408,0.012770457,0.0018414161,0.22308299,0.08026914,0.17083791,0.32476157,0.117817834,0.5541638,0.00035678648,0.00010748909,0.0060118786,0.28523117,0.21366256,0.038400777,0.11027558,0.060006894,0.11611362,0.20238157,0.18376137,0.00021735973,0.020810936,0.24306159,0.024810063,0.58968955,0.66285616,0.01673509,0.007618951,0.2852114,0.010189588,0.20971791,0.329311,0.0011443533,0.0038113815,1.0497117,0.8518946,0.22196445,0.63039696,0.34664133,0.48583364,0.17764443,0.16823032,0.003327554,0.07559822,0.28597632,0.116298266
0.24632029,0.8171526,0.11478344,0.0035949482,0.006972125,0.62723815,0.0341287,0.017249208,0.00021178793,0.82666266,0.29241776,0.0009862871,0.00784946,0.00079684897,0.21575609,0.06316,0.16887951,0.31838202,0.104950316,0.5347047,0.00012861975,3.225329e-05,0.003130251,0.2740005,0.18734662,0.028055143,0.08813031,0.05224849,0.0964253,0.17880934,0.16924796,7.2709954e-05,0.013546018,0.20982838,0.017878626,0.58476776,0.6418663,0.009674217,0.0041224156,0.27330875,0.0060199215,0.19734545,0.30805424,0.0004675918,0.0019132991,1.0332383,0.8399143,0.19868433,0.60091096,0.32124352,0.48996615,0.16744573,0.15640727,0.0016663963,0.057092566,0.27209556,0.109949514
0.22732331,0.79493177,0.11693523,0.0017147796,0.0039501474,0.6253474,0.02551261,0.011064118,7.154062e-05,0.813049,0.29367173,0.00039119736,0.0045819804,0.0003200924,0.21242216,0.049034923,0.1592507,0.32198858,0.09271026,0.51317793,4.2521242e-05,8.72089e-06,0.001539995,0.2592361,0.1584965,0.019955548,0.070912525,0.04605195,0.076967135,0.17151403,0.16046315,2.2157474e-05,0.00852703,0.1939489,0.013117329,0.55675155,0.6202225,0.0053338595,0.0021019145,0.27460864,0.0032817305,0.18330936,0.29742578,0.00017542885,0.0008992648,1.0177617,0.81570274,0.18621778,0.5884712,0.29839104,0.47804528,0.15354997,0.14170404,0.00077764783,0.04325989,0.2587276,0.10141661
0.20807958,0.76976043,0.112191066,0.00075464573,0.0021392417,0.62053907,0.018132338,0.006721996,2.2051785e-05,0.8039595,0.2828755,0.00014267315,0.002552537,0.00011809517,0.20568638,0.036835052,0.14923474,0.31366757,0.08191982,0.49242976,1.2806616e-05,2.110808e-06,0.0006980786,0.25053516,0.1341288,0.0137789,0.05658569,0.043705042,0.061897,0.15837015,0.15230893,6.106806e-06,0.00508559,0.175519,0.009224336,0.5421462,0.5955896,0.0027631603,0.0010088377,0.2672298,0.0016881836,0.18070689,0.28200138,6.045949e-05,0.00039480164,1.0082355,0.80155987,0.16896453,0.5744897,0.29368567,0.45147577,0.14546648,0.13159516,0.00034204993,0.03248799,0.25299615,0.095540926
0.1892596,0.7521571,0.111688435,0.00030346602,0.0010941343,0.617093,0.012724761,0.003940796,6.164621e-06,0.7785361,0.27939567,4.7557864e-05,0.0013107242,4.00533e-05,0.20141582,0.026604934,0.14567451,0.3078425,0.071745075,0.47101846,3.4928262e-06,4.537055e-07,0.0002951317,0.23531933,0.11377285,0.009271435,0.0421763,0.038855616,0.04771488,0.14390944,0.14524522,1.5118821e-06,0.0028848804,0.155143,0.006088652,0.5351734,0.57947624,0.0013565024,0.0004549767,0.27037218,0.0008163684,0.17094651,0.28412917,1.9029916e-05,0.00016189803,0.9947189,0.77101547,0.15185004,0.5446376,0.285754,0.42633185,0.13158964,0.11748055,0.00013982003,0.02372714,0.2402563,0.08900978
0.17827384,0.72757655,0.10638412,0.00011192622,0.0005317053,0.621076,0.0087344255,0.002189259,1.5521874e-06,0.76187676,0.28676027,1.4460587e-05,0.00063819584,1.2411743e-05,0.2056569,0.018454198,0.1471468,0.29311687,0.063816376,0.4571405,8.558901e-07,8.587009e-08,0.000115686926,0.22732072,0.09419666,0.006112558,0.031212991,0.035851244,0.03709108,0.13701813,0.13336653,3.3355573e-07,0.0015421429,0.1387295,0.0038239476,0.51610875,0.5496323,0.00062047644,0.00019170163,0.25823596,0.00036778543,0.15822077,0.2691111,5.4429097e-06,6.1522376e-05,0.9765927,0.7735812,0.13787042,0.52168643,0.27264875,0.42187753,0.1315296,0.11349555,5.2861575e-05,0.016672064,0.23900355,0.08730354
0.16341181,0.72061235,0.10653946,3.7896738e-05,0.0002437004,0.6076329,0.005577635,0.0011664231,3.4918952e-07,0.753504,0.287246,3.9878682e-06,0.00029536302,3.4960585e-06,0.19004765,0.012168399,0.13555425,0.29030064,0.053726457,0.4423995,1.8706372e-07,1.4176473e-08,4.1985833e-05,0.21782237,0.075954154,0.0038125378,0.023331588,0.033211745,0.027806375,0.11943231,0.1300524,6.504446e-08,0.0007851253,0.124149464,0.0022914084,0.49566206,0.5350353,0.00026788516,7.543056e-05,0.26250854,0.00015462197,0.15387146,0.26693678,1.4058004e-06,2.16077e-05,0.9665511,0.7397219,0.1218141,0.5003077,0.25584644,0.4095651,0.11838548,0.10027015,1.8452736e-05,0.011046208,0.2345534,0.08330381
0.14956732,0.69811743,0.10542775,1.171797e-05,0.000105013765,0.6032585,0.0035093152,0.00059190125,6.963041e-08,0.7416709,0.28928438,9.909612e-07,0.0001280104,8.8897684e-07,0.1883284,0.007801177,0.13545807,0.28901175,0.04591615,0.41645414,3.6147824e-08,2.0205841e-09,1.4040331e-05,0.2102543,0.061075583,0.0023345673,0.01725615,0.028422317,0.019825878,0.12274308,0.12304595,1.1107173e-08,0.0003790905,0.111754596,0.0012765442,0.4912762,0.5180919,0.00010777509,2.7535176e-05,0.259721,6.0472506e-05,0.14421828,0.26697883,3.2542812e-07,6.9737753e-06,0.95379,0.7329488,0.1121566,0.4946574,0.24828157,0.3794196,0.11783384,0.09648702,5.9106296e-06,0.007226483,0.23122887,0.07880495
0.13426271,0.67726886,0.10615262,3.297126e-06,4.2492156e-05,0.6030408,0.0020506864,0.000284725,1.2194231e-08,0.73186296,0.28248724,2.2028098e-07,5.154199e-05,2.0257689e-07,0.19172448,0.004794755,0.12470097,0.2947896,0.03866116,0.40739268,6.1188543e-09,2.4585237e-10,4.3017203e-06,0.20287853,0.049086366,0.0013704475,0.012034053,0.028300205,0.0143079115,0.10578897,0.12298361,1.6442715e-09,0.00017156651,0.10121213,0.00068340916,0.4731329,0.48729378,4.0296833e-05,9.27619e-06,0.25877947,2.1918111e-05,0.13656577,0.2595628,6.699189e-08,2.0568327e-06,0.9350121,0.7091264,0.09884839,0.46874326,0.24337442,0.36650354,0.108947456,0.086885914,1.729105e-06,0.0044080005,0.23182648,0.07578082
0.12356642,0.6578711,0.106249385,8.382763e-07,1.5948568e-05,0.5979797,0.0011656879,0.00012922015,1.8572619e-09,0.7222112,0.28702885,4.3435527e-08,1.9320207e-05,4.103316e-08,0.18174359,0.0028062598,0.12162938,0.28879175,0.031947166,0.3965438,8.9820346e-10,2.5223348e-11,1.2000393e-06,0.19484016,0.03874188,0.00077520177,0.008604443,0.026543101,0.00984611,0.09966118,0.11651212,2.0870762e-10,7.285601e-05,0.09328484,0.000339875,0.4594807,0.4824848,1.3938044e-05,2.8685668e-06,0.2473061,7.3331325e-06,0.13281073,0.26600656,1.2155993e-08,5.5084325e-07,0.92913777,0.7012498,0.08988776,0.46033597,0.24005572,0.35450837,0.105918705,0.08172792,4.5878565e-07,0.0024987592,0.22461532,0.071070425
0.113610424,0.6481483,0.105106294,1.912897e-07,5.5560818e-06,0.5904005,0.00062883587,5.5035925e-05,2.433596e-10,0.7014472,0.27790016,7.529115e-09,6.6965536e-06,7.3226283e-09,0.1821644,0.0015659817,0.11668279,0.28462505,0.027136922,0.38026583,1.13081114e-10,2.1527385e-12,3.02755e-07,0.19658992,0.030101046,0.00041614097,0.005690691,0.024743538,0.006795935,0.08876295,0.1099673,2.2442454e-11,2.8924374e-05,0.079313345,0.00015846961,0.44968003,0.471883,4.4363137e-06,8.0896774e-07,0.24749085,2.251051e-06,0.12626812,0.2543902,1.925617e-09,1.3298119e-07,0.91935724,0.69016796,0.079305954,0.437514,0.23486026,0.3397674,0.1036763,0.07669639,1.09635906e-07,0.001332126,0.22559986,0.06713685
0.10449875,0.6349692,0.10845714,3.885489e-08,1.7826632e-06,0.5912336,0.00031950654,2.1962456e-05,2.7111664e-11,0.6958103,0.2857662,1.1359398e-09,2.1361286e-06,1.1401262e-09,0.1836755,0.0008351462,0.10943372,0.27413344,0.021757983,0.3779997,1.2063514e-11,1.5059179e-13,6.856411e-08,0.19109215,0.022751441,0.00021471732,0.0037959537,0.023759829,0.00447631,0.08538645,0.10613658,2.0176757e-12,1.0704799e-05,0.06966145,6.939933e-05,0.43852583,0.45151377,1.2913432e-06,2.0663494e-07,0.23827845,6.2992456e-07,0.12947802,0.25419283,2.6350724e-10,2.8712202e-08,0.90179926,0.6745278,0.074309416,0.41892695,0.21900423,0.3321649,0.104038164,0.07352329,2.3413568e-08,0.00067662826,0.22483356,0.06768562
0.09462642,0.619314,0.108635604,6.963554e-09,5.2343273e-07,0.5877536,0.00015469555,8.161336e-06,2.535062e-12,0.68124604,0.29052442,1.4755543e-10,6.238893e-07,1.5323766e-10,0.1759361,0.00042096069,0.10645196,0.27574024,0.017056014,0.3646079,1.0761765e-12,8.4949205e-15,1.3823121e-08,0.1866756,0.016630106,0.00010523396,0.0024677566,0.021726245,0.0028150838,0.08769053,0.0994615,1.494893e-13,3.6641325e-06,0.061354868,2.84354e-05,0.41909266,0.4266613,3.4149315e-07,4.7448367e-08,0.24017979,1.5963299e-07,0.12545311,0.24484225,3.079401e-11,5.4974665e-09,0.8897785,0.65850204,0.06684759,0.4097135,0.22116664,0.3226287,0.100419044,0.0676578,4.4298227e-09,0.0003229233,0.21285388,0.06367794
0.084085435,0.6021096,0.1049875,1.0905314e-09,1.3983963e-07,0.5777437,7.058821e-05,2.8102895e-06,1.9615609e-13,0.66874534,0.28505522,1.6307955e-11,1.6565282e-07,1.7573533e-11,0.17201236,0.00020078088,0.09961326,0.27945977,0.013132282,0.35629302,7.912822e-14,3.795581e-16,2.4588402e-09,0.18523517,0.012209415,4.8747257e-05,0.001530152,0.021712394,0.0017368117,0.07876392,0.099024214,8.983906e-15,1.1546211e-06,0.05413166,1.0869645e-05,0.41216674,0.4177863,8.143785e-08,9.714977e-09,0.23150967,3.6360326e-08,0.12049505,0.2449412,3.034789e-12,9.247898e-10,0.88380134,0.64409196,0.057739664,0.39870307,0.21516824,0.30373526,0.09611605,0.06129204,7.356259e-10,0.00014423799,0.21354935,0.060436226
0.077239595,0.5856508,0.10489735,1.4766224e-10,3.3729048e-08,0.5785632,3.0290328e-05,8.914835e-07,1.23669385e-14,0.6576734,0.29184794,1.5137802e-12,3.9683258e-08,1.6979326e-12,0.16657302,9.051195e-05,0.09578541,0.26543593,0.009795317,0.34424666,4.7197265e-15,1.3169614e-17,3.8214484e-10,0.18225227,0.008621692,2.1357379e-05,0.0009263547,0.019877682,0.0010222041,0.07921248,0.094357856,4.3037964e-16,3.3285372e-07,0.04825534,3.854848e-06,0.40240678,0.39411968,1.7377994e-08,1.7580123e-09,0.228297,7.383004e-09,0.12243101,0.24386705,2.4877425e-13,1.353026e-10,0.8716602,0.6360929,0.053859767,0.38256702,0.21601374,0.28127295,0.09520238,0.057238944,1.0613321e-10,6.0255203e-05,0.20955618,0.058331996
0.06811242,0.57443124,0.1035445,1.708861e-11,7.28819e-09,0.565979,1.218445e-05,2.5894664e-07,6.245541e-16,0.6554621,0.28679186,1.1635593e-13,8.513364e-09,1.3630687e-13,0.16763157,3.837146e-05,0.09409466,0.26626313,0.0068644527,0.33194292,2.244163e-16,3.4717928e-19,5.1342597e-11,0.17677169,0.0058403215,8.784719e-06,0.0005357649,0.018718384,0.0005733653,0.078017995,0.08994693,1.6122718e-17,8.719282e-08,0.043971766,1.2623899e-06,0.39080876,0.38221732,3.2895957e-09,2.7845978e-10,0.22567257,1.3245394e-09,0.11554443,0.2399899,1.6708924e-14,1.7027808e-11,0.86529183,0.6163041,0.04810364,0.37678322,0.20818923,0.27826518,0.09142067,0.05168023,1.3156282e-11,2.360046e-05,0.20287013,0.054770533
0.06050687,0.5484296,0.10406811,1.669056e-12,1.3990422e-09,0.560614,4.564553e-06,6.840757e-08,2.4795864e-17,0.64470136,0.28478628,7.291682e-15,1.6214061e-09,8.954452e-15,0.1635407,1.5238955e-05,0.0923851,0.27066934,0.0047658677,0.32624924,8.344299e-18,6.787329e-21,5.8943904e-12,0.17815532,0.003931467,3.3774174e-06,0.0002904412,0.01755844,0.00031183162,0.06980972,0.08777399,4.6240327e-19,2.0604025e-08,0.036978014,3.7956437e-07,0.3904065,0.37506416,5.472544e-10,3.820315e-11,0.21772903,2.079259e-10,0.110097766,0.24075225,9.044257e-16,1.8212508e-12,0.85406125,0.6070115,0.040860422,0.35998142,0.19929564,0.2623549,0.09269996,0.048379425,1.3842914e-12,8.575252e-06,0.20685896,0.052209012
0.054260217,0.5375545,0.104138434,1.3569621e-13,2.363537e-10,0.56268346,1.5855593e-06,1.631674e-08,7.5806233e-19,0.6231154,0.28067386,3.6624413e-16,2.7160035e-10,4.7340296e-16,0.15558296,5.6385884e-06,0.08805009,0.25464237,0.0031411557,0.31562284,2.3752062e-19,9.578629e-23,5.7096423e-13,0.17715827,0.0025302568,1.2086446e-06,0.00015337029,0.016137697,0.00016130472,0.06381596,0.08377972,9.917664e-21,4.3571986e-09,0.03454658,1.0409965e-07,0.37661505,0.3688142,7.9198606e-11,4.488031e-12,0.22413802,2.8260208e-11,0.10716326,0.23924212,3.874139e-17,1.633888e-13,0.84041095,0.5967849,0.037507683,0.3520763,0.18672042,0.2457525,0.08992498,0.043474454,1.2200242e-13,2.8847905e-06,0.1978744,0.051669583
0.047487393,0.5327924,0.104993485,9.045535e-15,3.4789744e-11,0.5441831,5.0836144e-07,3.4863623e-09,1.7442354e-20,0.6212219,0.2808162,1.4469819e-17,3.9610294e-11,1.9774995e-17,0.15282632,1.9346658e-06,0.085429646,0.2546165,0.0019781338,0.30568072,5.055646e-21,9.468868e-25,4.602259e-14,0.1748858,0.0015691341,3.995606e-07,7.6578894e-05,0.016444324,7.940049e-05,0.0633056,0.078780115,1.5498324e-22,8.17492e-10,0.02927393,2.5858816e-08,0.36683682,0.36501577,9.860632e-12,4.4586142e-13,0.21066651,3.2874734e-12,0.10187573,0.2320689,1.2872042e-18,1.211892e-14,0.8353643,0.5823456,0.034020826,0.34308445,0.17362365,0.23350716,0.089365885,0.039312497,8.876596e-15,8.923526e-07,0.20461047,0.049725886
0.04182606,0.5255095,0.10566293,4.862628e-16,4.4127722e-12,0.5482266,1.4944848e-07,6.615772e-10,2.9447524e-22,0.60619867,0.28093025,4.404646e-19,4.974354e-12,6.3958804e-19,0.14638202,6.1200234e-07,0.085302584,0.25497633,0.001202909,0.2968977,7.8392384e-23,6.3389842e-27,3.040456e-15,0.17529327,0.00095470384,1.2151145e-07,3.5995134e-05,0.014845947,3.7169662e-05,0.057949398,0.075207114,1.7140628e-24,1.3480171e-10,0.025816115,5.773615e-09,0.36373413,0.32661435,1.0435056e-12,3.6948272e-14,0.21546173,3.232297e-13,0.10295473,0.21739599,3.2446276e-20,7.3154286e-16,0.82010806,0.5770119,0.027526077,0.31609556,0.18592647,0.23253852,0.08833557,0.035041735,5.2474226e-16,2.5245237e-07,0.20813484,0.04918096
