field,中文名,score
prelim_load_avg_hourly,预估小时负荷,908.9661797542004
total_pjm_rt_load_mwh,实时负荷电量,673.4162125262143
gen_fuel_gas_mw,燃气出力,173.32732602977978
solar_generation_mw,光伏出力,81.29063646102645
gen_fuel_coal_mw,燃煤出力,73.46046426246026
marginal_loss_price_rt,实时边际损耗价,56.39924156004369
gen_fuel_coal_pct,燃煤占比,49.978529696587415
system_energy_price_rt,实时能量价格,49.34344407027426
wind_generation_mw,风电出力,39.719577416639254
gen_fuel_hydro_mw,水电出力,39.3880327800756
gen_fuel_gas_pct,燃气占比,36.20670244055487
gen_fuel_solar_pct,光伏占比,36.118943308081334
system_energy_price_da,日前能量价格,33.719919360970636
gen_fuel_wind_pct,风电占比,29.184210277121718
da_as_mcp_synchronized_reserve,日前同步备用出清价,28.111985501442874
total_pjm_rmccp_cr,调频容量信用额,19.40809334934353
gen_fuel_multiple_fuels_mw,多燃料出力,17.691595067609164
rmccp,调频容量出清价,17.398795915405987
gen_fuel_hydro_pct,水电占比,16.283507155407857
total_pjm_reg_purchases,调频购买量,16.280179628884454
forecast_load_mw_latest_available,最新负荷预测,15.349853619472501
gen_fuel_oil_pct,燃油占比,15.283639586754141
da_as_as_req_mw_primary_reserve,日前主用备用需求,12.129903315791198
gen_fuel_nuclear_mw,核电出力,10.595588950155005
total_pjm_assigned_reg,调频分配量,10.386304427730435
da_as_mcp_primary_reserve,日前主用备用出清价,9.6673804993921
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,9.278569068371292
gross_inadv_interchange_mw,总非计划交换,7.75195615738765
gross_sched_interchange_mw,总计划交换,4.699519793115444
rmpcp,调频性能出清价,3.5001673337712504
total_pjm_rmpcp_cr,调频性能信用额,3.361881997483026
gen_fuel_storage_mw,储能出力,2.9988394129012934
da_as_nsr_mw_primary_reserve,非同步备用,2.8264796686220706
gen_fuel_other_renewables_pct,其他可再生占比,1.6688469691083307
gen_fuel_other_renewables_mw,其他可再生出力,1.521988425405909
gen_fuel_multiple_fuels_pct,多燃料占比,1.4885767278983701
total_pjm_loc_credit,机会成本信用,1.3599882631583733
total_pjm_self_sched_reg,调频自调度量,1.0785321828061332
net_inadv_interchange_mw,净非计划交换,0.7496747227365674
da_as_as_mw_primary_reserve,日前主用备用实际量,0.35024788143573693
da_as_ss_mw_primary_reserve,日前主用备用自调度,0.0906562744177356
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,0.0
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,0.0
gen_fuel_wind_mw,风电出力,0.0
gen_fuel_solar_mw,光伏出力,0.0
gen_fuel_nuclear_pct,核电占比,0.0
total_lmp_rt,实时总电价,0.0
gen_fuel_oil_mw,燃油出力,0.0
da_as_as_mw_synchronized_reserve,日前同步备用实际量,0.0
