k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.4486742582098223,0.20653283400706512,0.5656980736647856,0.44859415379503853,0.5656980736647856,0.5656980736647856
2,0.8245574487716993,0.8246578277516743,0.727007868193327,0.4482920238888325,0.727007868193327,0.6438386714564632
3,0.9301733860186274,0.8238057164631599,0.7888370229332635,0.6365469847520653,0.846838838694859,0.6387611461756204
8,0.9442817209907097,0.9449479094982002,0.94535233343488,0.9457764863932486,0.9494111469934262,0.8275610969686246
15,0.9580151678967342,0.9601759239846471,0.9535614210041974,0.9602675932945991,0.9565612403851088,0.8722306266087063
20,0.9625250053062445,0.9656800628447876,0.9591681865703079,0.9580380883298857,0.9609979493670586,0.9610349814137369
