solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.2752373,0.24589571,0.44124466,0.34139487,0.46850166,0.45958757,0.25446445,0.5736002,0.205214,0.16513164,0.42638308,0.4155347,0.3864292,0.4345281,0.46856952,0.18793064,0.24253935,0.19580926,0.3578595,0.22875296,0.06559749,0.14828552,0.27742118,0.29207295,0.07179007,0.17286827,0.31985652,0.32084298,0.22856553,0.14150928,0.2910413,0.14873713,0.27449846,0.13153109,0.15589778,0.30408737,0.6537113,1.041884
0.2441078,0.21743846,0.41688237,0.31073862,0.4418139,0.43894312,0.24239154,0.5617577,0.18632923,0.13594864,0.41470087,0.4041285,0.35137036,0.41958418,0.4349378,0.16910025,0.21870863,0.17636776,0.33414853,0.20559442,0.047603622,0.12628761,0.25863302,0.25460035,0.05017619,0.1473675,0.28543118,0.2961954,0.20475186,0.11832616,0.27325174,0.13010043,0.25321665,0.10893321,0.13615586,0.27725342,0.63116664,1.00491
0.22458875,0.194407,0.3934227,0.30104455,0.41384447,0.4271816,0.22100626,0.53066814,0.16757955,0.11493794,0.4091206,0.3843661,0.32751727,0.39773977,0.40838873,0.14651342,0.19071184,0.15249091,0.30045635,0.18574308,0.03381922,0.10728075,0.2401847,0.23096704,0.034288388,0.12645894,0.25946495,0.27535558,0.18616422,0.099277996,0.26039302,0.10991795,0.24130863,0.09375841,0.114035815,0.24495652,0.60554767,0.97948813
0.20367935,0.17721885,0.37726206,0.28476536,0.38383517,0.4142425,0.2149097,0.50948656,0.144913,0.095963195,0.40749466,0.3669501,0.3067458,0.37980875,0.38680905,0.13182841,0.17099106,0.13484567,0.2874159,0.16636938,0.024558773,0.08877724,0.23146182,0.2183727,0.023736479,0.11281221,0.23786378,0.26897234,0.18103494,0.083666205,0.25206792,0.09836107,0.22234014,0.07764672,0.102494344,0.22257254,0.5729492,0.9493954
0.19150878,0.15739995,0.36179274,0.26561895,0.3660369,0.4082523,0.21046473,0.49772024,0.12857196,0.082088135,0.40268776,0.35193586,0.28919804,0.36885357,0.36932462,0.118808605,0.15142746,0.12162859,0.26315868,0.14792337,0.017358612,0.07456846,0.2079155,0.2002428,0.015711026,0.1000295,0.22199762,0.2541701,0.1645653,0.07394666,0.23408152,0.0858641,0.20661145,0.06635784,0.087683365,0.20672871,0.5566685,0.9205768
0.18406768,0.1439561,0.34156182,0.25471127,0.34301323,0.39504516,0.20119342,0.4828821,0.11832157,0.07581121,0.4089979,0.34647813,0.27810284,0.34943974,0.3534056,0.11010444,0.13026945,0.1122254,0.24335365,0.13622771,0.012174573,0.06221131,0.19884,0.18385634,0.010900978,0.08929336,0.2094388,0.25351968,0.15474671,0.063775174,0.22044976,0.07381558,0.19214596,0.058491122,0.08402124,0.1861989,0.5358798,0.89189243
0.17869739,0.1263555,0.3308334,0.2482531,0.3312237,0.3823873,0.1920498,0.4660883,0.10994239,0.06409786,0.39986667,0.3408789,0.25512317,0.34741735,0.338114,0.096169695,0.11348206,0.10244563,0.23025237,0.12509426,0.0081504835,0.05138048,0.18102954,0.16967028,0.0072550336,0.07773791,0.19789849,0.24173097,0.14746086,0.05471343,0.20731105,0.06529591,0.18450089,0.0485707,0.07439405,0.17885236,0.5180591,0.87374216
0.17924729,0.11100495,0.3180923,0.24284707,0.31066898,0.37554747,0.19201066,0.45165294,0.10212777,0.05666073,0.3993536,0.3317594,0.24801253,0.32830933,0.32090056,0.08855809,0.10229799,0.09493712,0.22106163,0.11741263,0.005297266,0.043302115,0.1683559,0.16483027,0.0046128384,0.07126441,0.18727344,0.23800509,0.13953876,0.047878783,0.19432048,0.057519976,0.18009216,0.042031087,0.06907327,0.16454948,0.5028195,0.8463525
0.17814955,0.09686245,0.3026617,0.22708702,0.29898566,0.3640545,0.18829197,0.4444327,0.09413208,0.050108008,0.40027815,0.330136,0.23275916,0.32244113,0.3058691,0.08024055,0.088276125,0.08907663,0.20618622,0.108015426,0.0032860565,0.03521017,0.1583005,0.15780407,0.0027620653,0.06052965,0.18140754,0.24069995,0.13389269,0.042734075,0.19607256,0.052970216,0.1767456,0.03457515,0.06269286,0.15627319,0.48456216,0.8229555
0.17051324,0.083920516,0.29366454,0.2178148,0.2790171,0.3535026,0.18313336,0.42383417,0.08493977,0.04366342,0.3926508,0.32104114,0.21141501,0.31224638,0.29214293,0.07303348,0.07914304,0.07764273,0.19402938,0.10146572,0.001961313,0.028664805,0.15278995,0.14883961,0.0015757672,0.05568549,0.16752535,0.22701316,0.12381817,0.03845937,0.18847466,0.046862677,0.17376201,0.030111048,0.059285875,0.14259547,0.4753568,0.80294627
0.17234199,0.07256892,0.27878445,0.22053297,0.27133152,0.34872377,0.17733301,0.41407052,0.078517765,0.038605444,0.39102384,0.31526378,0.2068454,0.30457252,0.28239626,0.063911825,0.06925576,0.06993256,0.18270974,0.09673663,0.0010863595,0.023032011,0.1415036,0.14205213,0.00082526734,0.04695218,0.15590468,0.21707827,0.118321784,0.03270398,0.18143328,0.04036642,0.16654341,0.0250715,0.05243617,0.13420631,0.45730907,0.7873135
0.17838778,0.062103342,0.27158418,0.2082197,0.25968048,0.33949924,0.17426603,0.4084709,0.07434597,0.03573709,0.3930548,0.3051292,0.1918029,0.31031922,0.27340168,0.05587177,0.05959952,0.066117726,0.17347525,0.08802376,0.0005655094,0.017816113,0.13706559,0.13104355,0.00040315438,0.0406842,0.1487406,0.21872978,0.11014302,0.030310232,0.17430526,0.036341924,0.16016768,0.019450536,0.045175113,0.1271124,0.44432518,0.76233554
0.16986288,0.052611947,0.25819063,0.19958185,0.24727938,0.33416712,0.17130636,0.3984529,0.06544429,0.033748668,0.39152175,0.29553562,0.18825802,0.30354857,0.26522252,0.048244264,0.051619023,0.056806162,0.16564661,0.08406472,0.0002785537,0.013935242,0.12940198,0.122192845,0.00018420498,0.036145296,0.14076741,0.2124829,0.10542216,0.026696103,0.17520198,0.032832474,0.16025968,0.01648959,0.04462973,0.11495916,0.4308579,0.74279094
0.17261043,0.043639626,0.2451091,0.19544722,0.23359396,0.32122016,0.17134805,0.38636488,0.060226034,0.029659068,0.38749504,0.3027623,0.1759104,0.2968167,0.25372294,0.041443773,0.044390753,0.049557682,0.1567809,0.07919229,0.00012657122,0.010534341,0.12083104,0.115458764,7.668876e-05,0.032581266,0.13476314,0.2136121,0.103497565,0.02484944,0.16768533,0.029748792,0.15468715,0.013102986,0.041140176,0.107795216,0.41370356,0.7321457
0.16871768,0.035478648,0.23740366,0.18906227,0.22346503,0.3194856,0.16625063,0.3780185,0.05297522,0.027285986,0.37475052,0.29873765,0.16832702,0.2839873,0.24420497,0.034928948,0.039531145,0.042110737,0.14839941,0.07746828,5.3708125e-05,0.007945215,0.11467848,0.11295355,2.9595161e-05,0.027260015,0.13194619,0.21187522,0.09707063,0.023317663,0.16440451,0.026265677,0.15076248,0.009980899,0.036733758,0.10404096,0.40859476,0.71256256
0.18267404,0.029232582,0.22856867,0.184066,0.2111782,0.3064671,0.16735354,0.36391118,0.051227245,0.024594469,0.37938428,0.29210874,0.1584282,0.28439078,0.23828444,0.028493078,0.03209178,0.03943307,0.14177164,0.07134236,2.1149166e-05,0.005696947,0.10696097,0.10293099,1.0490996e-05,0.023196803,0.12704967,0.21497336,0.092276946,0.020779375,0.16384657,0.023303175,0.14577742,0.0074969945,0.033186674,0.09672806,0.4020347,0.6968801
0.17474133,0.022848492,0.22241089,0.17958738,0.20672603,0.3045158,0.16024819,0.3617487,0.043612026,0.021901283,0.3702235,0.2945201,0.14852083,0.28571144,0.23228154,0.022005035,0.027904093,0.03264296,0.14055388,0.07023518,7.734156e-06,0.0040754178,0.10485182,0.099579275,3.4253276e-06,0.020150691,0.115943275,0.20087819,0.085377365,0.01915264,0.15414971,0.0218919,0.14446656,0.005587894,0.030808995,0.094484776,0.39049092,0.6828509
0.18097371,0.018197332,0.21391675,0.17889677,0.20121154,0.29913402,0.16139421,0.35044134,0.040110003,0.019951923,0.3665572,0.28602144,0.14264195,0.27914476,0.22748972,0.01642888,0.023064863,0.028773798,0.13444358,0.068025894,2.6017296e-06,0.0028166885,0.099367544,0.098211884,1.01849e-06,0.01644669,0.11289653,0.20592616,0.08200169,0.017651396,0.1550928,0.019512743,0.14244135,0.0039447355,0.026701773,0.09079156,0.3763636,0.6674765
0.18241423,0.014205131,0.20586231,0.17287314,0.18981144,0.28966153,0.1591273,0.34861466,0.03538464,0.019405035,0.36952785,0.27944198,0.14196174,0.26746437,0.21808136,0.01232336,0.019482834,0.024435073,0.12917627,0.065559685,8.0456124e-07,0.0018825444,0.09616579,0.095495366,2.7539272e-07,0.014273604,0.10887972,0.21011953,0.07822946,0.016023792,0.15558654,0.017684747,0.1446053,0.0028726424,0.02582955,0.080537945,0.36949682,0.6526948
0.18172213,0.010661793,0.20256789,0.16967353,0.18184774,0.27770048,0.15929617,0.33457536,0.030455517,0.017994922,0.3617497,0.28376833,0.13618805,0.267434,0.2154251,0.008525262,0.015549453,0.01974637,0.12718692,0.06313079,2.2679885e-07,0.0012132523,0.09302924,0.09230897,6.711923e-08,0.011097099,0.10309308,0.21082194,0.07277862,0.014760719,0.16205557,0.014981249,0.14193061,0.0018717904,0.022334829,0.07656193,0.36005813,0.64008665
0.17780991,0.007814279,0.19568978,0.16462657,0.1789987,0.2779512,0.15478085,0.342828,0.025282474,0.016787978,0.3603853,0.27505583,0.12293593,0.26628304,0.20549484,0.005603225,0.012615436,0.015272837,0.12079103,0.06203818,5.8006883e-08,0.00075793726,0.08939485,0.091528274,1.4665185e-08,0.008490781,0.0966303,0.20728637,0.068894625,0.014477524,0.15343286,0.013998276,0.14106347,0.0012215063,0.020291712,0.07424211,0.35426867,0.62522644
0.17704497,0.005484161,0.18852499,0.16077352,0.17038834,0.27339137,0.15805115,0.33522955,0.021100182,0.016695209,0.34634116,0.269502,0.12168191,0.26219854,0.2011518,0.0035578548,0.009633619,0.011679507,0.11491194,0.058621246,1.3354437e-08,0.00045182876,0.08574283,0.08820537,2.8480116e-09,0.0065671317,0.095189445,0.21488336,0.06868796,0.013226531,0.14972275,0.012744507,0.13928702,0.00076634914,0.018136522,0.071909316,0.34566545,0.6170299
0.17876974,0.0039473474,0.18447798,0.15658301,0.16379511,0.26896065,0.1554828,0.32187098,0.017742919,0.016517233,0.34460232,0.27056983,0.11452819,0.24889499,0.19883719,0.002058042,0.0075736265,0.009191756,0.11058631,0.057776343,2.7459928e-09,0.000260266,0.08565604,0.08746087,4.872274e-10,0.004876698,0.0898232,0.21578869,0.06560566,0.011875906,0.15024577,0.010667915,0.1344141,0.00046168116,0.016741747,0.07013048,0.33336195,0.60811776
0.1763653,0.0026386946,0.17952567,0.15565892,0.15699385,0.2656105,0.1561107,0.3160174,0.01433523,0.015017767,0.33391222,0.27169788,0.11516426,0.25459674,0.19135472,0.0011461034,0.0056845057,0.006710395,0.10490888,0.05518768,4.998552e-10,0.00014309134,0.0820804,0.08794963,7.269804e-11,0.0034289758,0.08291219,0.21340072,0.06215376,0.011024003,0.14175454,0.009632119,0.13368161,0.0002661552,0.014575491,0.068641916,0.331454,0.59367603
0.17829826,0.001735533,0.17486632,0.15630576,0.15320677,0.26426986,0.1528315,0.3087665,0.011668802,0.014944686,0.33168727,0.2665163,0.11008783,0.25218168,0.18904471,0.0005953757,0.004186656,0.0048608715,0.09977046,0.053153872,7.9787205e-11,7.521682e-05,0.08122591,0.08541136,9.359321e-12,0.0023568487,0.078075506,0.21688314,0.05934387,0.011214046,0.13985336,0.008927505,0.13318102,0.00014852107,0.013283931,0.0652203,0.32316524,0.5813719
0.17617027,0.0010947199,0.16984117,0.15116487,0.15061341,0.25961578,0.14942549,0.30106816,0.009141501,0.012997742,0.32335135,0.2663634,0.10372923,0.25475278,0.18318251,0.0002903781,0.002895035,0.003368296,0.09558124,0.051941104,1.1051724e-11,3.7634072e-05,0.0790637,0.08211918,1.0274125e-12,0.0015760685,0.071990676,0.2250413,0.056892265,0.010604026,0.14309494,0.0074517247,0.13052653,7.834482e-05,0.011443016,0.06223106,0.31803092,0.5742003
0.17620197,0.00066986214,0.1624949,0.14755213,0.14518298,0.25446606,0.14787386,0.30012262,0.0070126774,0.012343913,0.31690025,0.26287663,0.0978014,0.25139987,0.17915076,0.00013511202,0.0019975954,0.0022385535,0.09197665,0.05032459,1.3134205e-12,1.7864799e-05,0.076865345,0.08159972,9.4930804e-14,0.001006383,0.067667566,0.22344574,0.05333425,0.009692405,0.14412005,0.0055418964,0.14122356,3.946205e-05,0.010014915,0.06155897,0.31338173,0.5610731
0.17536312,0.00039737916,0.1608516,0.14844812,0.13963398,0.24737753,0.14715129,0.29863188,0.0052392613,0.01178047,0.3119144,0.2576634,0.09628461,0.24296542,0.17580712,5.844221e-05,0.0013341787,0.001427573,0.08985842,0.048651762,1.3227086e-13,8.010055e-06,0.078403026,0.0805139,7.279138e-15,0.00060207985,0.06111636,0.22285327,0.0504502,0.008735209,0.1359353,0.004148289,0.1375099,1.8784496e-05,0.007972711,0.059364114,0.3011494,0.5534723
0.17167081,0.00022486261,0.15791403,0.14425881,0.1324808,0.24892329,0.14616776,0.2973894,0.0037917653,0.01080228,0.31516814,0.2583182,0.09629706,0.23949146,0.17579253,2.3634637e-05,0.00085045776,0.0008718732,0.08729999,0.047751132,1.1135838e-14,3.3825718e-06,0.075798705,0.07840359,4.5606604e-16,0.00034961314,0.056368846,0.22825363,0.047593463,0.009219863,0.13793337,0.0031124684,0.13932624,8.490462e-06,0.0069898125,0.05592773,0.30284587,0.5375416
0.17158797,0.0001214802,0.15235744,0.14301331,0.13162939,0.24564862,0.14291328,0.28471422,0.0027184426,0.009723847,0.30740938,0.25443307,0.09256841,0.24355625,0.17268266,8.921259e-06,0.000521933,0.00051937014,0.082389064,0.04638399,7.72221e-16,1.3381792e-06,0.07402986,0.079947,2.295402e-17,0.00019252686,0.049303487,0.22649087,0.043701947,0.008925199,0.13492577,0.0021523065,0.13486867,3.610755e-06,0.005749837,0.055209663,0.2997246,0.533737
0.1677364,6.281025e-05,0.14885658,0.14401917,0.12523542,0.24679475,0.14479874,0.28575078,0.00186392,0.008761997,0.30001295,0.24951452,0.09200922,0.23583263,0.168795,3.1247027e-06,0.0003046136,0.00029323227,0.081605524,0.04530784,4.3397124e-17,4.936903e-07,0.072118096,0.0788331,9.108508e-19,0.00010136185,0.045391716,0.22632228,0.041891523,0.008624565,0.13910304,0.0013213748,0.1355282,1.4395579e-06,0.0047007995,0.053793844,0.29581693,0.52095515
0.17104791,3.083378e-05,0.1454767,0.14065349,0.11827279,0.244934,0.1455298,0.28146634,0.0012543342,0.008734462,0.2954309,0.25644252,0.08717653,0.23059918,0.16648923,1.0106653e-06,0.00017190081,0.00015850941,0.07902711,0.044287063,1.9414647e-18,1.6896327e-07,0.07143242,0.0779312,2.791498e-20,5.0629074e-05,0.039575007,0.22205433,0.03825831,0.008180213,0.13467206,0.00072654494,0.13958393,5.353769e-07,0.0036716359,0.053354353,0.2869757,0.51326716
0.16881533,1.4393233e-05,0.1409165,0.13972521,0.11319316,0.23526105,0.14830656,0.27514544,0.00081483787,0.007921048,0.29154962,0.24628404,0.08389472,0.23326287,0.16572547,2.999466e-07,9.238214e-05,8.162988e-05,0.073915794,0.042476095,6.779799e-20,5.3334553e-08,0.069528274,0.07508004,6.4584873e-22,2.3959277e-05,0.034852423,0.22650754,0.03535931,0.007472889,0.13582075,0.00036780548,0.13579226,1.8487475e-07,0.0028126007,0.054019153,0.28565478,0.50135547
0.16321754,6.3256466e-06,0.1389171,0.13500015,0.11115622,0.23439634,0.14674845,0.27085218,0.0005073265,0.007827641,0.28590122,0.24615338,0.07949825,0.23085989,0.16493446,8.11722e-08,4.7362446e-05,3.9854505e-05,0.073877186,0.04188279,1.8084567e-21,1.543328e-08,0.07023277,0.07470929,1.099896e-23,1.0713815e-05,0.02977005,0.21883588,0.032727554,0.0071975244,0.13435538,0.00017076709,0.1371415,5.893437e-08,0.0021076123,0.0546234,0.27714416,0.49932635
0.1629843,2.615365e-06,0.13408223,0.1399374,0.1103038,0.23142318,0.1412585,0.26988852,0.00030594916,0.0070876633,0.2856109,0.23993957,0.08369996,0.23451743,0.15820906,1.989654e-08,2.3005005e-05,1.8451474e-05,0.06813491,0.04094006,3.5973515e-23,4.066273e-09,0.06793468,0.078803316,1.3405641e-25,4.5093257e-06,0.02586838,0.2303707,0.029866975,0.0067693116,0.13117577,7.2421506e-05,0.13843648,1.723476e-08,0.0015547959,0.05350767,0.27068403,0.4932305
0.16565496,1.0123618e-06,0.13294528,0.13841419,0.10439478,0.22685249,0.14377439,0.26324525,0.000178023,0.0065862425,0.27770656,0.24366114,0.07983583,0.22473572,0.15907972,4.38315e-09,1.0584946e-05,8.061117e-06,0.067019336,0.039433938,5.195956e-25,9.68401e-10,0.067736685,0.0753747,1.1331475e-27,1.777558e-06,0.02228838,0.23180766,0.027835868,0.005950558,0.12708898,2.831416e-05,0.13683051,4.5932884e-09,0.0010837646,0.052220006,0.2768716,0.4823821
0.16094704,3.648417e-07,0.13029523,0.13152993,0.10067384,0.22894649,0.1464922,0.26026696,9.877696e-05,0.006292781,0.27483687,0.23986576,0.07650307,0.2273946,0.15872158,8.6060764e-10,4.594325e-06,3.3049673e-06,0.06445606,0.037822455,5.2899133e-27,2.0682527e-10,0.06644475,0.073130816,6.412323e-30,6.5327004e-07,0.018362356,0.23278597,0.025357114,0.0057961238,0.1316479,1.0237911e-05,0.13608976,1.1075719e-09,0.0007498329,0.05185868,0.27273604,0.47309852
0.15834267,1.2176135e-07,0.12730001,0.1330362,0.09790626,0.22737294,0.14163193,0.26404053,5.2508378e-05,0.005508088,0.26907444,0.2317045,0.070203535,0.2246524,0.16048253,1.4923184e-10,1.8725048e-06,1.2675205e-06,0.06377059,0.038208876,3.6717433e-29,3.927491e-11,0.06556726,0.07348612,2.334252e-32,2.2265517e-07,0.014674183,0.22830828,0.022014752,0.00474248,0.12646846,3.3966317e-06,0.1297667,2.3974198e-10,0.0004930622,0.051487427,0.2709834,0.46509248
0.15707359,3.7427846e-08,0.12326098,0.1306671,0.09309433,0.22475417,0.14048864,0.25922135,2.663662e-05,0.0049602054,0.264974,0.23486917,0.07155797,0.2217098,0.1565738,2.2629992e-11,7.1301656e-07,4.522834e-07,0.059213366,0.03667382,1.6735821e-31,6.5696415e-12,0.06448285,0.071408734,5.223547e-35,6.9990755e-08,0.011656861,0.23074922,0.019419106,0.0046328246,0.13220003,1.036946e-06,0.12927705,4.619042e-11,0.00031635325,0.05016069,0.26438567,0.46216035
0.15654665,1.0523974e-08,0.12243718,0.12801349,0.09094325,0.22220138,0.13869582,0.25463164,1.2829938e-05,0.0046600937,0.26652977,0.23155189,0.06688398,0.21770135,0.15886068,2.968822e-12,2.5255676e-07,1.4936049e-07,0.058386125,0.035970967,4.8007e-34,9.582612e-13,0.061536632,0.07124909,6.82086e-38,2.0163766e-08,0.009040206,0.22210856,0.016997185,0.004355859,0.13052465,2.888474e-07,0.13023426,7.84851e-12,0.00019549398,0.048427377,0.25773072,0.45315182
0.15601885,2.6887936e-09,0.12106825,0.12760165,0.087148175,0.22361204,0.13592386,0.25797194,5.851166e-06,0.0038434728,0.25897533,0.23341528,0.06700239,0.21662731,0.15784638,3.330216e-13,8.273019e-08,4.5373504e-08,0.056675937,0.03463074,8.255478e-37,1.205458e-13,0.061856143,0.072034135,4.8924e-41,5.2882942e-09,0.006913027,0.22695187,0.014787473,0.0037498076,0.1304716,7.2986275e-08,0.1322285,1.1643777e-12,0.000116731135,0.049166173,0.25638136,0.44133455
0.15108415,6.195288e-10,0.11744138,0.12433788,0.08459219,0.21909988,0.134835,0.25263524,2.5150364e-06,0.0033954277,0.2593062,0.23131295,0.06408762,0.2180868,0.15579686,3.1534918e-14,2.4918359e-08,1.2600151e-08,0.054684404,0.033977136,8.04673e-40,1.2921986e-14,0.062552266,0.06998812,1.8e-44,1.2533892e-09,0.005284299,0.23273975,0.012960855,0.0028581049,0.12801993,1.6613564e-08,0.13659404,1.4918764e-13,6.679363e-05,0.047282223,0.25280643,0.4333053
0.15454653,1.2769451e-10,0.11341828,0.12480051,0.08088638,0.21514924,0.13345863,0.25024804,1.015088e-06,0.0026966005,0.25874555,0.2239168,0.062054545,0.21587066,0.15486993,2.485833e-15,6.856623e-09,3.1761958e-09,0.05273377,0.03300568,4.16e-43,1.1649913e-15,0.061035424,0.06929905,0.0,2.6633673e-10,0.003780973,0.2276263,0.010892182,0.0021559584,0.125498,3.3793348e-09,0.12988064,1.6313216e-14,3.6693644e-05,0.042468023,0.24905172,0.43312305
0.15037538,2.3338357e-11,0.111657314,0.124647245,0.0805937,0.21225096,0.13732961,0.24990246,3.8271688e-07,0.0022385947,0.25883862,0.22365381,0.061657075,0.21449906,0.15151998,1.606466e-16,1.7114292e-09,7.212984e-10,0.050531384,0.032035835,0.0,8.707897e-17,0.05720221,0.06493069,0.0,5.0304785e-11,0.0026367742,0.22723415,0.009119656,0.0015919247,0.122018695,6.088645e-10,0.13111961,1.502731e-15,1.9270696e-05,0.04320127,0.24363935,0.42593798
