model,seed,best_epoch,elapsed_seconds,validation_r2,validation_rmse,validation_mae,validation_pearson_r,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,test_r2,test_rmse,test_mae,test_pearson_r,test_accuracy,test_balanced_accuracy,test_roc_auc
full_DNN,42,116,1.3731210231781006,0.9006238253340021,66.23573691056305,44.4256517886187,0.9493663406284812,,,,0.9279333001236225,68.3095328196205,48.32319931541192,0.9641743123956064,,,
full_DNN,43,92,1.2069118022918701,0.8840616675182489,71.54260666641485,46.53879826662603,0.9413527269650673,,,,0.9173912643828708,73.13528954844887,49.95880881788582,0.9578560963114104,,,
full_DNN,44,168,1.9773039817810059,0.9028997893037216,65.47286131033609,40.85197507604619,0.9522809780523185,,,,0.9317386124805569,66.48161385470657,43.88069685302595,0.9655645236806732,,,
DGatingDNN,42,196,2.6265759468078613,0.9196460555376478,59.56002002567146,38.03596267868257,0.9591025702027886,,,,0.9387884760036962,62.95505298671718,43.988002779748214,0.9693235180705966,,,
DGatingDNN,43,178,2.400047779083252,0.9118598155975575,62.37897183968542,41.85710288359775,0.9561252024233782,,,,0.9199932172428765,71.97429192744272,51.68010652077001,0.962299281832839,,,
DGatingDNN,44,207,2.55495285987854,0.9142172236662542,61.53912031119334,41.37634588690672,0.9568817111360955,,,,0.9325911292721195,66.06516491630971,46.458888921499764,0.9670133732395652,,,
selected_retrain_DNN,42,116,1.2686071395874023,0.9089075006422644,63.41507989580605,40.44937021733242,0.9541062099431786,,,,0.9218970740453053,71.11277883411096,49.37154786025574,0.9602562759474144,,,
selected_retrain_DNN,43,148,1.5760629177093506,0.9076147301884583,63.863483014348105,41.26698370918458,0.9529962470767946,,,,0.9200219937457572,71.96134705815545,49.957502602186324,0.9593024107692582,,,
selected_retrain_DNN,44,154,1.5572550296783447,0.9124654855889943,62.16427861947295,40.698074134717245,0.9569450514768222,,,,0.920026413933238,71.95935846744597,48.992916515582785,0.959609516045364,,,
