方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9877539279920832,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|da_as_as_mw_thirty_minutes_reserve
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9877539279920832,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|da_as_as_mw_thirty_minutes_reserve
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9841055246638233,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|gross_sched_interchange_mw
XGBoost,树模型特征重要性（2016）,0.9877539279920832,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|da_as_as_mw_thirty_minutes_reserve
Lasso,线性稀疏（1996）,0.9841055246638233,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|gross_sched_interchange_mw
Pearson,相关系数排序（只看两两关系）,0.9798170276349312,forecast_load_mw_latest_available|gen_fuel_nuclear_pct|gen_fuel_other_renewables_pct
