epoch,train_standardized_mse,validation_standardized_mse,validation_macro_r2,validation_median_r2
1,0.850006127869377,0.4990101456642151,0.3875627034397509,0.4162585437297821
2,0.42337766138469546,0.27206066250801086,0.6590637767400879,0.6843092441558838
3,0.29040519056493924,0.2136562168598175,0.7264392773190943,0.7840693593025208
4,0.23972500047283507,0.17961068451404572,0.7649020906537771,0.8355777561664581
5,0.20299867654513754,0.1634644716978073,0.7830945060391409,0.8518976271152496
6,0.18325427588058432,0.15080882608890533,0.7975646709450163,0.870132714509964
7,0.1694245672770809,0.1397688090801239,0.812069790581098,0.8787384927272797
8,0.15715040238883174,0.1309395283460617,0.8228335672846208,0.8936002254486084
9,0.14813057316264783,0.12305885553359985,0.830805221429238,0.9004561901092529
10,0.14125202015459187,0.11677867919206619,0.8420928050405704,0.9037267863750458
11,0.13481798929949435,0.11374259740114212,0.8460048182079425,0.902033656835556
12,0.1319664252162096,0.10748027265071869,0.8527661721007183,0.9110661149024963
13,0.12599109890752594,0.10434743762016296,0.856509084168535,0.9177125990390778
14,0.1217367985057381,0.09849991649389267,0.8659905315591738,0.9244704246520996
15,0.11766029524973794,0.09955094754695892,0.8640292851397624,0.92216557264328
16,0.11521477680762401,0.09438159316778183,0.8697706472415191,0.9225311279296875
17,0.11406731873110819,0.09367316961288452,0.871349229835547,0.9213356375694275
18,0.11994707334251006,0.10004357248544693,0.8613606740075809,0.9042560756206512
19,0.1124031630259252,0.08703503012657166,0.879692729562521,0.9304162561893463
20,0.10443751766027067,0.09159073978662491,0.8692269362509251,0.9278556108474731
21,0.11228537675848857,0.0844617709517479,0.8822718959015149,0.9320094883441925
22,0.10189246932116125,0.08334185183048248,0.883505146090801,0.9364481866359711
23,0.10004341438480531,0.08163362741470337,0.8861522826437767,0.935897558927536
24,0.09712548480746648,0.07926955819129944,0.8895084557051842,0.9408827722072601
25,0.09724110043041102,0.07767362892627716,0.890835500537203,0.9384191036224365
26,0.09324873682346604,0.0766252875328064,0.8924188029307586,0.9380604028701782
27,0.09209596910062516,0.07612898200750351,0.8927809808116692,0.9418836832046509
28,0.09070620395936357,0.077168770134449,0.8915319706384952,0.9401403963565826
29,0.09073078795714896,0.07273491472005844,0.896999657440644,0.9474794566631317
30,0.08814900683538435,0.0730554535984993,0.8967008241094075,0.9443894624710083
31,0.08676397528017041,0.07390216737985611,0.8944239063331714,0.9428788423538208
32,0.08690222853972839,0.07070224732160568,0.9004132764843794,0.9490565359592438
33,0.08357138982165069,0.07153050601482391,0.899559268871179,0.9452020823955536
34,0.08509406582170596,0.0702417865395546,0.9011954221014793,0.9482734203338623
35,0.08409355446531468,0.07244635373353958,0.8972313699240868,0.9411160051822662
36,0.0902275057241718,0.06943313032388687,0.9023555796593428,0.946882426738739
37,0.08014705651133729,0.06933356076478958,0.9009637594796144,0.9511058926582336
38,0.08402346087669349,0.06645586341619492,0.9058797210454941,0.9527457058429718
39,0.07773114349899078,0.0649673342704773,0.9086196025690207,0.9529266059398651
40,0.07589663985193203,0.06625914573669434,0.904974625660823,0.9503792226314545
41,0.07562851356118239,0.06549911201000214,0.9080710519964879,0.9496724903583527
42,0.07576534515592132,0.0648566409945488,0.9094005027929177,0.9504844844341278
43,0.07452947979159144,0.06549686193466187,0.9072603421429029,0.9524701535701752
44,0.07382385240275129,0.06282395869493484,0.9114412262749213,0.9548683166503906
45,0.0716019380612271,0.06541283428668976,0.9084143814845727,0.9481565952301025
46,0.07298589074134672,0.06395375728607178,0.9097914224347243,0.9539803564548492
47,0.07276354165882279,0.06253883987665176,0.9117218680106677,0.9529325067996979
48,0.07102132261419886,0.061212919652462006,0.9128067146700162,0.9576423764228821
49,0.06940487920801672,0.06161883473396301,0.9133947078640071,0.9512056708335876
50,0.06930617273590668,0.06012929975986481,0.9153749686665833,0.9554508626461029
51,0.06962933806277129,0.060803335160017014,0.9133710114715191,0.9540584683418274
