solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.8522213,0.9543845,1.0538474,0.80467296,0.35062134,1.30658,0.5235302,0.4409869,0.4531356,-0.81743056,0.32927516,-0.69909334,-0.10773127,1.3032115,0.015598906,0.7397764,-0.026378049,-0.0066615683,-0.6573658,-0.78764594,-0.8083251,-0.82216823,-0.82266504,-0.64195496,-0.37602887,0.012130251,-0.48669675,0.82894355,-0.15783355,0.3513674,-0.3612351
0.86968946,0.97157496,1.0673864,0.8246627,0.30697444,1.3589042,0.5122954,0.4046762,0.4197134,-0.8578474,0.27594003,-0.7503699,-0.18874553,1.3571633,-0.0492962,0.7426588,-0.10628148,-0.07948532,-0.7124057,-0.8320265,-0.8548812,-0.86019605,-0.8640491,-0.69611305,-0.45912996,-0.049801484,-0.54775506,0.85389715,-0.2298111,0.33156052,-0.43685135
0.8752739,0.9790542,1.0727156,0.8335817,0.2591515,1.384472,0.48891243,0.35496765,0.37947336,-0.8984026,0.21478747,-0.79814416,-0.27257618,1.3987553,-0.11612611,0.74117476,-0.19024466,-0.14860335,-0.7615433,-0.87746656,-0.900519,-0.89893246,-0.90835124,-0.75353086,-0.53305054,-0.11330133,-0.6187289,0.87958074,-0.2964452,0.30357987,-0.5056981
0.89058936,0.9940886,1.0846452,0.8410229,0.20911968,1.4241514,0.47572595,0.29678732,0.33512312,-0.9410041,0.14776054,-0.8413681,-0.34526935,1.4374237,-0.17954215,0.741683,-0.27568617,-0.223556,-0.8068501,-0.9158068,-0.93918574,-0.93750244,-0.94743687,-0.79783416,-0.5988784,-0.1876266,-0.6560256,0.9125125,-0.35781607,0.26918906,-0.56448853
0.9165611,1.0095896,1.09493,0.8465329,0.15054835,1.4669266,0.4573676,0.22876313,0.28752056,-0.97387254,0.07671174,-0.8801457,-0.41755977,1.4811112,-0.24625945,0.7333422,-0.3583913,-0.29839796,-0.8475593,-0.95274246,-0.97626805,-0.97042215,-0.98296684,-0.84471416,-0.6593286,-0.24618386,-0.711484,0.943785,-0.42200267,0.24006559,-0.62222254
0.935051,1.013554,1.1081861,0.86344576,0.09371109,1.5049597,0.44153878,0.1471142,0.22095259,-1.0075048,-0.0006459939,-0.9189205,-0.4914339,1.5181694,-0.3145629,0.72198904,-0.4337191,-0.36817235,-0.8833117,-0.9864669,-1.0106866,-1.0036439,-1.0146499,-0.88591343,-0.7165439,-0.3157556,-0.75889844,0.99207383,-0.4723528,0.20695114,-0.6762281
0.9468939,1.0212884,1.1148217,0.8683448,0.030398956,1.5309279,0.41270545,0.059634868,0.14884408,-1.0391641,-0.08208192,-0.95320773,-0.55616015,1.5516956,-0.38423216,0.71026164,-0.5058887,-0.44066107,-0.91857105,-1.017586,-1.0429517,-1.0360341,-1.0465313,-0.9234324,-0.76490235,-0.38611728,-0.80335754,1.0346274,-0.52193874,0.15354885,-0.71885633
0.96804285,1.0243719,1.1258014,0.86912537,-0.045793347,1.5474672,0.38497004,-0.03766514,0.07794628,-1.0706882,-0.16393714,-0.98395956,-0.6152351,1.5788889,-0.44649,0.69239223,-0.5683684,-0.5136843,-0.95447314,-1.0470175,-1.0732801,-1.0649779,-1.0770595,-0.96029615,-0.8084816,-0.45554593,-0.8429171,1.0689144,-0.57581663,0.10944207,-0.7675689
0.98642063,1.0259297,1.1353197,0.877728,-0.121442325,1.5844269,0.3612747,-0.13663225,-0.00072215905,-1.1013504,-0.24961376,-1.0163777,-0.66979396,1.6117316,-0.5051891,0.6781892,-0.6303596,-0.57524043,-0.9845833,-1.0760262,-1.1017122,-1.0939462,-1.1031891,-0.9918747,-0.8517158,-0.52901345,-0.87965435,1.0977122,-0.62882096,0.05131671,-0.8082314
1.0024593,1.0253483,1.1431893,0.882917,-0.19480117,1.6187885,0.3228011,-0.2367928,-0.08850669,-1.1318822,-0.3328714,-1.0465678,-0.7224539,1.6379598,-0.5608207,0.66385216,-0.6845407,-0.6320303,-1.0196409,-1.102588,-1.1285925,-1.1207415,-1.1302114,-1.023845,-0.8921011,-0.583477,-0.9113648,1.1369476,-0.6933437,-0.012834463,-0.8542254
1.0241865,1.0337,1.1498183,0.8877387,-0.26609507,1.6570177,0.28290865,-0.3257212,-0.17342621,-1.1577754,-0.41709918,-1.0732657,-0.76874185,1.6759113,-0.6132052,0.63986474,-0.73390186,-0.6873877,-1.0504423,-1.1282846,-1.1537395,-1.144671,-1.1565256,-1.0534675,-0.9248817,-0.6382732,-0.9468049,1.1768684,-0.7283448,-0.072249055,-0.88923913
1.0290706,1.040186,1.1584812,0.8911245,-0.34179828,1.6730776,0.23400305,-0.41120297,-0.25889853,-1.1809866,-0.49088028,-1.0993468,-0.8105774,1.7032919,-0.6633491,0.615217,-0.77945393,-0.7368117,-1.0766951,-1.1527609,-1.1787833,-1.1683557,-1.1796844,-1.0826678,-0.96188533,-0.6833641,-0.9771303,1.2165197,-0.7728539,-0.1386827,-0.92531896
1.0396802,1.0427274,1.162216,0.8953694,-0.41241166,1.6944853,0.187283,-0.49226424,-0.34077573,-1.2024301,-0.5545958,-1.1259149,-0.8510016,1.7177458,-0.70705926,0.58294743,-0.8203175,-0.7884787,-1.1043483,-1.1759473,-1.2029872,-1.1932937,-1.2037823,-1.1125771,-0.9957238,-0.7355203,-1.0094436,1.248012,-0.8066411,-0.1972093,-0.95934653
1.0562118,1.0473036,1.166472,0.9015204,-0.47691196,1.7359604,0.12450291,-0.5660172,-0.41887933,-1.2251331,-0.6143614,-1.1512384,-0.8884272,1.7373844,-0.7490128,0.5515043,-0.86162233,-0.8286048,-1.1310154,-1.1990906,-1.2257348,-1.214964,-1.2257129,-1.1382678,-1.0255274,-0.78472537,-1.038583,1.2797273,-0.8377164,-0.26602802,-0.99293447
1.0740726,1.0626979,1.1748588,0.9165036,-0.53682715,1.7591306,0.063045464,-0.6298293,-0.4911824,-1.2457347,-0.6708131,-1.1743101,-0.9253917,1.7674305,-0.7910418,0.5180064,-0.89630574,-0.8697977,-1.1564173,-1.2208945,-1.247915,-1.2361603,-1.2479618,-1.1589428,-1.0562303,-0.813927,-1.0645937,1.3182845,-0.8711088,-0.33261588,-1.0222375
1.088963,1.0692537,1.1819589,0.9197488,-0.5948325,1.7752573,-0.008681344,-0.68845385,-0.5564508,-1.2662547,-0.7225145,-1.1961284,-0.95902205,1.79895,-0.83025134,0.47810885,-0.931253,-0.90838677,-1.1798768,-1.2419248,-1.268436,-1.258393,-1.2674556,-1.1813396,-1.0850211,-0.8559829,-1.0907338,1.3442794,-0.9014715,-0.39480698,-1.0462888
1.1145438,1.0781417,1.1940292,0.92377794,-0.65121835,1.8017367,-0.08673631,-0.7428156,-0.61656374,-1.2860532,-0.76858324,-1.2247049,-0.992183,1.8260325,-0.86571205,0.42657506,-0.961886,-0.9429655,-1.2031735,-1.2622736,-1.2887174,-1.2810535,-1.2876827,-1.2021753,-1.1131506,-0.8962508,-1.1178592,1.3837874,-0.9314785,-0.45312807,-1.0736545
1.1351509,1.0807462,1.1985022,0.93375045,-0.70198286,1.813306,-0.16634884,-0.7928247,-0.67378014,-1.3052584,-0.8127989,-1.2459891,-1.0223593,1.8455546,-0.89804643,0.367435,-0.9907984,-0.97369796,-1.2267506,-1.2819946,-1.30818,-1.2995855,-1.3077971,-1.2242107,-1.1369753,-0.92775685,-1.1430328,1.4182732,-0.9600437,-0.50640744,-1.0944442
1.1486242,1.0915016,1.2054447,0.94838655,-0.7485889,1.8492373,-0.24233654,-0.83755875,-0.7280699,-1.3239156,-0.8544409,-1.2657624,-1.0494232,1.8597385,-0.92928493,0.30010754,-1.0204698,-1.0059389,-1.2485901,-1.301136,-1.3272458,-1.317657,-1.326261,-1.2454562,-1.1595821,-0.95765775,-1.1669545,1.4546506,-0.9859731,-0.56022114,-1.1222297
1.1565199,1.1010914,1.2137369,0.94957334,-0.7928266,1.8602518,-0.3196978,-0.87940365,-0.77359754,-1.3432401,-0.8937713,-1.282376,-1.0766367,1.8748622,-0.96142304,0.22318903,-1.048575,-1.0348024,-1.2690365,-1.3197408,-1.3479673,-1.335297,-1.3451849,-1.2648094,-1.1827577,-0.9856493,-1.1894795,1.4902308,-1.0148711,-0.61297274,-1.144166
1.1746479,1.1196287,1.2319754,0.952072,-0.832317,1.8804617,-0.3899465,-0.9184322,-0.8166027,-1.3607962,-0.92893994,-1.3009878,-1.1020817,1.896457,-0.9864774,0.14304282,-1.074165,-1.062657,-1.2888324,-1.3389065,-1.3657265,-1.3525321,-1.3624543,-1.2847738,-1.2028741,-1.015501,-1.2097956,1.5150865,-1.0382427,-0.6585094,-1.1678771
1.1858956,1.1297367,1.2359151,0.94891816,-0.8660928,1.886831,-0.45807117,-0.9548604,-0.8585393,-1.3779258,-0.96142304,-1.3201925,-1.1261837,1.9112173,-1.0172571,0.04784744,-1.1016082,-1.0885345,-1.3080251,-1.3564521,-1.3829322,-1.3696182,-1.3803781,-1.3019742,-1.224511,-1.0303258,-1.229713,1.5400496,-1.0652264,-0.7011503,-1.1887585
1.2080734,1.1390879,1.2444855,0.95304364,-0.9026628,1.9054761,-0.52302766,-0.98757696,-0.8986603,-1.396186,-0.9964898,-1.3322035,-1.149631,1.9222414,-1.0482489,-0.048069693,-1.1279842,-1.1143805,-1.318576,-1.3735853,-1.3962855,-1.3882551,-1.392445,-1.3229998,-1.2453462,-1.0609407,-1.2500231,1.574565,-1.0874677,-0.7412858,-1.2106346
1.2269816,1.1485074,1.2514173,0.9521271,-0.9313429,1.9239134,-0.58173877,-1.0191215,-0.9353384,-1.4127113,-1.026632,-1.3513885,-1.1732534,1.9335923,-1.0730882,-0.15289931,-1.1521505,-1.1425442,-1.3351215,-1.3903056,-1.412907,-1.404161,-1.4076815,-1.3411545,-1.2665699,-1.0887879,-1.2733155,1.5998558,-1.1107764,-0.78525144,-1.2317611
1.2396344,1.1607541,1.2598904,0.9548155,-0.9630818,1.9262314,-0.6364186,-1.0488398,-0.9701995,-1.4281012,-1.0538878,-1.3684132,-1.1963124,1.9446514,-1.0978018,-0.25268498,-1.174376,-1.1652635,-1.352854,-1.4119644,-1.42915,-1.419774,-1.4233612,-1.3588341,-1.2843938,-1.1153369,-1.2924373,1.6056421,-1.1334633,-0.824388,-1.2521981
1.256886,1.1762943,1.2686458,0.9521756,-0.9946396,1.9344527,-0.6872669,-1.0774797,-1.0016295,-1.4398022,-1.0783497,-1.3850609,-1.2140582,1.9447608,-1.1185694,-0.34707254,-1.1960392,-1.1880546,-1.362577,-1.4272798,-1.4450394,-1.4362307,-1.4344413,-1.3750137,-1.3066677,-1.1365286,-1.3101599,1.6230484,-1.1556153,-0.86326224,-1.2720013
1.2690972,1.2026364,1.2808926,0.9492209,-1.0203375,1.9456637,-0.73251116,-1.103698,-1.0310003,-1.4552613,-1.1032484,-1.4013543,-1.2348595,1.9613184,-1.1405939,-0.4333412,-1.2169263,-1.2102002,-1.3796542,-1.4423354,-1.4605975,-1.4554627,-1.4508992,-1.3830729,-1.3248346,-1.1591785,-1.3302313,1.6476289,-1.1766565,-0.8951367,-1.2912211
1.2949812,1.2219937,1.302556,0.94084376,-1.0464178,1.9521369,-0.7708228,-1.1296554,-1.0589881,-1.4704254,-1.1275933,-1.4178501,-1.2548018,1.9940698,-1.1634076,-0.5139255,-1.2371767,-1.2322713,-1.409678,-1.4565376,-1.4758451,-1.4696741,-1.4669567,-1.4009236,-1.3419642,-1.177562,-1.3554692,1.6613517,-1.2006761,-0.9241907,-1.3099014
1.3109127,1.2324225,1.311129,0.93732053,-1.0687275,1.9580066,-0.80858177,-1.1540155,-1.0857109,-1.4853114,-1.1529962,-1.4334486,-1.2736098,2.0011318,-1.1840756,-0.58372045,-1.2583153,-1.252284,-1.4233376,-1.4711672,-1.4908016,-1.4837018,-1.4826434,-1.4171581,-1.3539191,-1.1989946,-1.3706913,1.6858404,-1.2195194,-0.9538544,-1.3280815
1.3287746,1.2448591,1.3204365,0.93624973,-1.0947989,1.9670804,-0.84380585,-1.1770403,-1.1116458,-1.498186,-1.1767625,-1.4487565,-1.2921301,2.020655,-1.2049595,-0.6473246,-1.2772672,-1.2717148,-1.4368896,-1.4855716,-1.5054835,-1.4975517,-1.4933192,-1.4330057,-1.3692209,-1.2165921,-1.3857098,1.7110537,-1.2279688,-0.98233825,-1.3457974
1.3371156,1.2569681,1.3374287,0.9263706,-1.1199098,1.9847939,-0.87826777,-1.1990796,-1.1356215,-1.5126874,-1.1981936,-1.4637898,-1.3099922,2.0222867,-1.2214186,-0.7071688,-1.2957289,-1.2906059,-1.4503393,-1.4997606,-1.5197699,-1.5185777,-1.5085831,-1.4485366,-1.3854487,-1.2384603,-1.4005367,1.7248262,-1.2465875,-1.0105227,-1.3630816
1.3667644,1.2738239,1.3522619,0.91642857,-1.1465681,1.9909984,-0.91393965,-1.2220732,-1.1588216,-1.5269427,-1.2193725,-1.4785634,-1.327639,2.0332074,-1.2443651,-0.7598145,-1.3137336,-1.3089962,-1.463686,-1.5137442,-1.5339563,-1.533046,-1.5235248,-1.46377,-1.4013307,-1.2587591,-1.415177,1.744109,-1.2671658,-1.0391394,-1.3799629
1.3940479,1.3031373,1.3685005,0.92285657,-1.162858,2.0086012,-0.9473041,-1.2439477,-1.1821479,-1.5434457,-1.2378122,-1.4930906,-1.3448849,2.061545,-1.2634883,-0.80740505,-1.3319114,-1.3283511,-1.4769287,-1.5275315,-1.5479158,-1.5453519,-1.5381657,-1.4787228,-1.4169222,-1.279111,-1.4296354,1.7575759,-1.2837989,-1.067407,-1.3964684
1.4096913,1.3213251,1.3733432,0.9155172,-1.1854606,2.016067,-0.97633123,-1.2640244,-1.2023174,-1.5569953,-1.2578193,-1.5073843,-1.3617522,2.0656705,-1.2819834,-0.85104895,-1.349031,-1.3456947,-1.4900671,-1.541131,-1.5583361,-1.5575855,-1.5525253,-1.4934111,-1.4322379,-1.2952106,-1.4439174,1.7732021,-1.2995605,-1.0909142,-1.4126214
1.4342289,1.3340741,1.3848565,0.89457786,-1.2091875,2.0226228,-1.0084087,-1.2834922,-1.2234019,-1.570358,-1.277265,-1.5214562,-1.3753581,2.0717185,-1.3000343,-0.8909167,-1.3657807,-1.3626461,-1.5030217,-1.5545499,-1.5720676,-1.5697471,-1.5666217,-1.507849,-1.4472919,-1.3062712,-1.4580275,1.7949597,-1.3186562,-1.1144325,-1.4284436
1.4469382,1.3571641,1.396471,0.8890238,-1.2305217,2.0349338,-1.0335671,-1.3048102,-1.2450535,-1.5835427,-1.298963,-1.5353171,-1.3914737,2.0755134,-1.3176683,-0.92852414,-1.382183,-1.3792316,-1.5227305,-1.5682915,-1.5855843,-1.581835,-1.5804707,-1.5220504,-1.46758,-1.3246064,-1.4695088,1.8205067,-1.3340083,-1.1351132,-1.4439555
1.4567909,1.3792311,1.4087859,0.8774677,-1.2506181,2.0349338,-1.0592514,-1.3225055,-1.2660071,-1.5965571,-1.3170469,-1.5489765,-1.4075181,2.0778723,-1.3349116,-0.96406245,-1.3995539,-1.395473,-1.5351774,-1.5808792,-1.5988977,-1.5938493,-1.5940876,-1.5360278,-1.4814633,-1.3424629,-1.4834435,1.8475533,-1.3492507,-1.1581446,-1.4591746
1.4719459,1.3970144,1.4140252,0.8702396,-1.270122,2.0349338,-1.0869424,-1.3434149,-1.2852069,-1.609408,-1.3372717,-1.5624447,-1.4232483,2.0909104,-1.3517869,-0.99867946,-1.4254218,-1.4113911,-1.5470792,-1.5937846,-1.6120181,-1.6057876,-1.6153978,-1.5497922,-1.4951819,-1.3598735,-1.4972081,1.8584937,-1.365363,-1.1788771,-1.4741184
1.4823954,1.4171196,1.4302906,0.8443489,-1.2890785,2.0469983,-1.1115563,-1.3602784,-1.303456,-1.6221026,-1.3552012,-1.5757297,-1.4418188,2.1094587,-1.3683153,-1.0293258,-1.4396951,-1.4270041,-1.5738552,-1.6065387,-1.6249554,-1.6176511,-1.6274428,-1.563354,-1.508741,-1.3690802,-1.5190368,1.8651578,-1.3803285,-1.1997315,-1.4888015
1.4973701,1.4439441,1.4522789,0.813299,-1.3075275,2.059901,-1.1352257,-1.3785895,-1.3212616,-1.6346468,-1.3717597,-1.58884,-1.4566299,2.1144633,-1.3845171,-1.0572826,-1.4533709,-1.4423294,-1.5829878,-1.6191465,-1.6377186,-1.6294377,-1.6393915,-1.5767233,-1.5221462,-1.3858895,-1.5313873,1.869845,-1.3951102,-1.2199773,-1.5032382
1.5135981,1.4720083,1.4690645,0.78043354,-1.3255047,2.0673022,-1.1580503,-1.3933609,-1.3386526,-1.6470473,-1.3922757,-1.6032914,-1.4712067,2.1300452,-1.4051926,-1.087787,-1.4668769,-1.4573826,-1.592232,-1.631614,-1.6503156,-1.6411487,-1.6512456,-1.5899091,-1.5354016,-1.4023236,-1.5436502,1.8866946,-1.4097131,-1.2396584,-1.5174417
1.527449,1.4966258,1.4789214,0.74009347,-1.3430421,2.0696518,-1.1801244,-1.4091328,-1.3556548,-1.6593091,-1.4075879,-1.6164165,-1.4855614,2.1292274,-1.4201729,-1.1145126,-1.4802623,-1.4721783,-1.6015795,-1.6439458,-1.6627544,-1.6557592,-1.6630057,-1.6029198,-1.5485116,-1.4184061,-1.5558465,1.8897225,-1.424141,-1.257428,-1.5314239
1.5525113,1.5153637,1.4900776,0.6842049,-1.3601695,2.1312811,-1.2014183,-1.4246274,-1.3722922,-1.6714377,-1.4226595,-1.6288733,-1.4997047,2.1380394,-1.4349343,-1.1394542,-1.493528,-1.4867301,-1.6110218,-1.6561471,-1.6750419,-1.6670413,-1.6746743,-1.6157634,-1.561481,-1.4341595,-1.567974,1.9109412,-1.438399,-1.2756344,-1.5451958
1.5687556,1.5365787,1.5103412,0.60959095,-1.3794475,2.1315188,-1.2216767,-1.4398482,-1.3885864,-1.6834382,-1.4412451,-1.6411976,-1.5136458,2.1509876,-1.4494857,-1.1620921,-1.5066755,-1.501411,-1.6205513,-1.6682223,-1.6871849,-1.6782671,-1.6862518,-1.5998725,-1.574313,-1.4496039,-1.5800312,1.9198426,-1.4524908,-1.2939867,-1.5587674
1.5802115,1.5560884,1.5287982,0.5212954,-1.3955503,2.142571,-1.2417239,-1.4548097,-1.4045578,-1.6953148,-1.4580911,-1.6533929,-1.5273936,2.156715,-1.4638352,-1.1852798,-1.5197059,-1.5154794,-1.6301601,-1.6801758,-1.6991893,-1.6894368,-1.6977407,-1.6092373,-1.5870119,-1.4647571,-1.592017,1.9346943,-1.4664207,-1.3101732,-1.5722754
1.5930375,1.5930183,1.5492829,0.39170423,-1.4113437,2.1462831,-1.2611974,-1.4655774,-1.420225,-1.7070721,-1.4718502,-1.6774483,-1.5409563,2.1571753,-1.4779904,-1.2060368,-1.5326209,-1.5275322,-1.6398398,-1.6920114,-1.7140026,-1.7005491,-1.7091421,-1.6186936,-1.5995816,-1.479636,-1.6039312,1.9441367,-1.4801931,-1.3276453,-1.5854647
1.6072137,1.623329,1.567231,0.26208627,-1.4268447,2.1476152,-1.280139,-1.4862607,-1.4356047,-1.7154287,-1.4854629,-1.6889099,-1.5543416,2.1865695,-1.4919585,-1.226991,-1.545422,-1.5413221,-1.6495827,-1.7037328,-1.7258039,-1.7116024,-1.7204577,-1.6282334,-1.6120259,-1.4942563,-1.6157721,1.9518775,-1.493812,-1.3428452,-1.5984812
1.6143781,1.6410494,1.593411,0.097874135,-1.4439633,2.1630073,-1.2985858,-1.5052783,-1.4507123,-1.7271514,-1.4989324,-1.6989912,-1.5675569,2.1955252,-1.5057465,-1.2446631,-1.558111,-1.5549129,-1.6593826,-1.7153444,-1.7371321,-1.7225974,-1.7316886,-1.6378489,-1.6243483,-1.5086318,-1.6313127,1.9769733,-1.4961003,-1.3597046,-1.6113325
1.6443671,1.6511205,1.6104443,-0.02689149,-1.4606699,2.1630418,-1.3165718,-1.5180347,-1.4655627,-1.7387514,-1.512262,-1.7090906,-1.5806087,2.211956,-1.5193611,-1.26491,-1.5706891,-1.568314,-1.6692321,-1.7268488,-1.7483667,-1.7335322,-1.7428366,-1.6475323,-1.636552,-1.5227754,-1.6426373,2.0006979,-1.4885832,-1.376212,-1.6240262
