feature,gate_abs,effective_norm,gate_score,mask_sensitivity,mask_sensitivity_score,combined_score
gen_fuel_other_renewables_mw,1.3131759,2.0295124,0.93179715,0.03257310390472412,0.9999999999692999,0.96589857338324
congestion_price_da,1.2692542,2.1780624,1.0,0.018175899982452393,0.5580033157128239,0.779001657856412
total_losses,0.93794054,1.3707091,0.629325,0.02195507287979126,0.6740245861535186,0.6516747793915328
marginal_loss_price_da,1.0335355,1.7260956,0.7924913,0.007434368133544922,0.2282364049512171,0.5103638608732831
total_lmp_da,0.9244442,1.4178742,0.6509796,0.011392056941986084,0.3497381451567513,0.5003588618258885
gross_inadv_interchange_mw,0.96067995,1.5503702,0.71181166,0.008774518966674805,0.2693792704579451,0.4905954660891105
system_energy_price_da,0.8986857,1.2845478,0.58976626,0.01239234209060669,0.3804470745702857,0.48510666926603885
gross_actual_interchange_mw,0.76339424,1.2168005,0.5586619,0.012742400169372559,0.39119391895389244,0.47492789853143536
gen_fuel_multiple_fuels_pct,0.7196441,1.1265646,0.5172325,0.013565540313720703,0.41646446568258455,0.46684847167376603
gen_fuel_multiple_fuels_mw,0.7558832,1.1254361,0.51671433,0.012903153896331787,0.39612908655181295,0.456421710519864
total_pjm_loc_credit,1.0611389,1.6501466,0.75762135,0.003406047821044922,0.10456626518931074,0.43109380654675805
rmccp,1.054217,1.7343317,0.79627275,0.0011543035507202148,0.03543732135755621,0.4158550380133728
metered_load_mw,0.6274359,0.74959075,0.34415486,0.015385985374450684,0.4723524481726435,0.4082536563611402
total_pjm_rmccp_cr,0.9633093,1.629823,0.7482903,0.0019931793212890625,0.06119095456969326,0.404740627469478
system_energy_price_rt,0.9154085,1.4303528,0.65670884,0.004069507122039795,0.12493458203486264,0.3908217092951718
marginal_loss_price_rt,0.8948948,1.4282386,0.6557382,0.002945423126220703,0.09042500631028594,0.37308159061279983
da_as_total_mw_thirty_minutes_reserve,0.73860204,1.1459469,0.52613133,0.006179451942443848,0.1897102578964826,0.3579207949085532
congestion_price_rt,0.96062493,1.5483904,0.7109027,-0.0017197728157043457,0.0,0.3554513454437256
total_pjm_rmpcp_cr,0.87229043,1.2847518,0.58985996,0.0035316944122314453,0.1084236375646969,0.3491418000140379
da_as_as_mw_thirty_minutes_reserve,0.75697416,1.0369638,0.47609463,0.006765484809875488,0.20770156965872016,0.34189810149977784
total_pjm_self_sched_reg,0.82781845,1.3174527,0.6048737,0.002416253089904785,0.07417939343140625,0.33952655513130675
forecast_load_mw_latest_available,0.52985674,0.7006317,0.32167658,0.011472582817077637,0.3522103036383199,0.3369434428681636
total_pjm_rt_load_mwh,0.6317976,0.7595402,0.34872288,0.010235846042633057,0.3142422678618078,0.3314825714900317
gen_fuel_gas_pct,0.59565544,0.81848687,0.3757867,0.007570385932922363,0.23241217523614655,0.30409943357010727
da_as_mcp_synchronized_reserve,0.7452394,0.9774385,0.44876516,0.005132079124450684,0.15755572877870003,0.30316044371597967
total_lmp_rt,0.77690125,1.1986464,0.55032694,0.0016878843307495117,0.051818344841643944,0.30107264411958296
da_as_as_req_mw_primary_reserve,0.44448254,0.71681726,0.32910776,0.008886218070983887,0.27280845254118685,0.3009581069621218
forecast_load_mw_day_ahead,0.6887397,0.8201839,0.3765658,0.007225453853607178,0.2218226999342681,0.2991942569762588
net_inadv_interchange_mw,0.8273689,1.2498071,0.573816,-0.004817605018615723,0.0,0.28690800070762634
total_pjm_assigned_reg,0.7154663,0.9676917,0.44429016,0.003438711166381836,0.10556903561706768,0.2749295983749401
da_as_as_req_mw_synchronized_reserve,0.49291348,0.6994353,0.3211273,0.007336020469665527,0.2252171144296862,0.2731722049618829
total_pjm_reg_purchases,0.6861769,0.94318795,0.4330399,0.002611875534057617,0.08018503675968774,0.2566124702002174
da_as_mcp_primary_reserve,0.74544376,1.0582322,0.48585942,-0.00044548511505126953,0.0,0.24292971193790436
da_as_as_req_mw_thirty_minutes_reserve,0.53440547,0.6547813,0.3006256,0.005462646484375,0.1677042046771306,0.23416489857364983
gen_fuel_coal_pct,0.76526266,1.004281,0.4610892,-0.0034769773483276367,0.0,0.23054459691047668
rmpcp,0.66720915,0.99464417,0.45666468,-0.005316317081451416,0.0,0.22833234071731567
da_as_ss_mw_thirty_minutes_reserve,0.6383556,0.90419686,0.41513819,0.0007592439651489258,0.02330892282621868,0.21922355392524007
da_as_nsr_mw_primary_reserve,0.69947416,0.90842736,0.4170805,-0.010082781314849854,0.0,0.20854024589061737
da_as_as_mw_synchronized_reserve,0.58264124,0.8370097,0.38429096,0.0007779598236083984,0.02388350296183123,0.2040872331865812
wind_generation_mw,0.4889243,0.59600276,0.27363896,0.0041158199310302734,0.1263563933895472,0.199997678544444
da_as_ss_mw_primary_reserve,0.63060915,0.81073326,0.37222683,0.0008972287178039551,0.027545078921578724,0.19988595660937944
da_as_ss_mw_synchronized_reserve,0.58790565,0.8015078,0.36799118,0.00016814470291137695,0.005162071855296192,0.1865766255415626
da_as_total_mw_synchronized_reserve,0.51553947,0.735809,0.33782732,-0.0031834840774536133,0.0,0.16891366243362427
da_as_as_mw_primary_reserve,0.4709271,0.6218292,0.2854965,-0.0049863457679748535,0.0,0.14274825155735016
gen_fuel_wind_pct,0.4823287,0.5488843,0.25200576,0.0010650157928466797,0.0326961715386148,0.14235096371997574
da_as_total_mw_primary_reserve,0.45381808,0.596991,0.2740927,-0.006115853786468506,0.0,0.13704635202884674
