area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4468176,0.46263108,0.46790808,0.4261023,0.43483996,0.4831805,0.45851126,0.44654852,0.50636286,0.4485929,0.49080566,0.47459775,0.48821157,0.4511799,0.441841,0.4264184,0.4636267,0.5281324,0.50452286,0.4412462,0.5537596,0.56687415,0.4920513,0.46144032,0.44939217,0.45581132,0.5048561,0.5508624,0.4168713,0.47957185,0.48997465,0.38465273,0.52057576,0.45418,0.616172,0.400449,0.56076145,0.5751032,0.4434598,0.4627772,0.42698434,0.41345435
0.41187552,0.43389195,0.4748856,0.38486508,0.38914233,0.4584143,0.45940372,0.4056929,0.4909981,0.41918468,0.48516375,0.5028025,0.47007927,0.4331614,0.39672148,0.36886838,0.44566292,0.52912974,0.48342466,0.38100094,0.5869885,0.60176617,0.45813066,0.40967986,0.38667214,0.4087514,0.4816345,0.5721014,0.37133348,0.4343011,0.4763978,0.30517656,0.5222946,0.4093612,0.7119765,0.33032733,0.6297571,0.6197749,0.4148859,0.42951208,0.35405388,0.3695293
0.39083984,0.4083971,0.46691948,0.32647362,0.3371402,0.43734583,0.46174943,0.37680313,0.46969014,0.39267993,0.46841592,0.5047835,0.44751203,0.42901894,0.3493241,0.32840002,0.43420562,0.52945155,0.44337714,0.3344178,0.61330986,0.62586755,0.42217875,0.33783758,0.31661326,0.35001937,0.44740927,0.59019935,0.32655928,0.3774161,0.44362548,0.25052795,0.5233445,0.35329098,0.77207416,0.26894587,0.6716424,0.64371884,0.39902318,0.39072242,0.28851315,0.32834128
0.3353316,0.3613413,0.4618128,0.27178422,0.27465224,0.41374874,0.47465682,0.33190882,0.45120165,0.3543714,0.46040154,0.5008742,0.43665972,0.4083379,0.30049005,0.25335765,0.42156193,0.5343865,0.4035271,0.30026612,0.628473,0.6509152,0.38254067,0.26823783,0.23338625,0.2916373,0.40864235,0.59528434,0.27686167,0.33107293,0.4095799,0.18627268,0.5229991,0.29480234,0.8094234,0.19220285,0.7086638,0.6619691,0.36174417,0.35580495,0.21479999,0.2733725
0.28527752,0.30588716,0.45642537,0.20639545,0.20079572,0.38619652,0.46669677,0.2711819,0.42308778,0.30356762,0.44987366,0.4983547,0.4101319,0.3911375,0.23856452,0.16962732,0.40993467,0.53507364,0.36503786,0.25715968,0.6463337,0.67001647,0.33885002,0.20756738,0.14952119,0.22182126,0.3621355,0.59918,0.2295993,0.26994762,0.37501764,0.103095226,0.515343,0.2187783,0.8622413,0.12569447,0.7418059,0.6859962,0.33541575,0.30045545,0.14821556,0.22884336
0.22114176,0.24952912,0.46834758,0.13930254,0.13446108,0.35211995,0.46897715,0.21555579,0.3866768,0.24961877,0.4195523,0.48298064,0.37740198,0.3712514,0.16317455,0.098415874,0.418081,0.52092516,0.3179081,0.20877993,0.6654161,0.6843777,0.2872574,0.14339973,0.050408736,0.15677372,0.32137537,0.6051612,0.17975101,0.19967484,0.332442,0.018109683,0.5033785,0.14228745,0.9035633,0.0511296,0.7702743,0.7009636,0.30269337,0.23830752,0.07756789,0.1715369
0.14899993,0.18940456,0.47510058,0.073343135,0.06195704,0.31973848,0.46631563,0.1543087,0.33994192,0.20197949,0.3924111,0.48154083,0.34777936,0.3497211,0.087967984,0.019468404,0.4107385,0.51044,0.26436138,0.15589659,0.6900891,0.7142007,0.24108267,0.06782295,-0.058936674,0.06520204,0.27173486,0.6164594,0.13143995,0.126069,0.27367792,-0.046671614,0.49535763,0.06330003,0.9470276,-0.03309316,0.80534434,0.726891,0.28241196,0.19046284,-0.006049871,0.1054995
0.08239743,0.1312148,0.491348,0.014026613,-0.024441635,0.27991778,0.46072122,0.097121224,0.2953771,0.15488356,0.37060603,0.4703311,0.3251439,0.32111445,0.0030740984,-0.06407589,0.40872306,0.4991864,0.19993621,0.10089825,0.71036977,0.72621757,0.19027698,-0.022761242,-0.1560496,0.0013995306,0.22203495,0.6272227,0.0775845,0.0540236,0.21509315,-0.11729236,0.4993114,-0.019406796,0.9871924,-0.11419898,0.83999664,0.74468666,0.25543585,0.14169051,-0.084250644,0.04135108
0.010436874,0.06822966,0.48798034,-0.050846454,-0.09159068,0.22187185,0.4804413,0.02884262,0.25290614,0.10378861,0.34510106,0.47948736,0.29541487,0.30301404,-0.07592323,-0.1384316,0.37928072,0.48094243,0.12958395,0.046393547,0.74888647,0.737695,0.12516518,-0.100044794,-0.24864845,-0.0776477,0.15796858,0.6340749,0.026507642,-0.02878914,0.14605203,-0.18075517,0.49014926,-0.10095465,1.0264362,-0.18682788,0.8893619,0.7620596,0.21884541,0.08875075,-0.1679857,-0.022280462
-0.06516673,0.008659519,0.5100132,-0.123090215,-0.140282,0.18308862,0.48720944,-0.03412932,0.21252494,0.050164334,0.31292176,0.48164755,0.26827765,0.28176254,-0.1672954,-0.21124782,0.37403637,0.45966992,0.041377865,0.0002827795,0.7515895,0.7502677,0.056307953,-0.1824572,-0.33333486,-0.15744244,0.10490257,0.63172805,-0.040099125,-0.11420189,0.07789278,-0.24653853,0.46559483,-0.18431386,1.0598762,-0.25916386,0.9145772,0.79392946,0.18356985,0.04054904,-0.24059428,-0.08156531
-0.14626376,-0.05324626,0.5338485,-0.20119587,-0.19372787,0.13065383,0.4988789,-0.10080986,0.16163762,0.0068593575,0.28207755,0.4858623,0.23199804,0.26612186,-0.24478358,-0.2907072,0.38097686,0.44199762,-0.04712374,-0.07024697,0.7634539,0.764483,-0.014314999,-0.26313418,-0.41615167,-0.23460227,0.045503333,0.6495331,-0.11150833,-0.186448,0.0010004743,-0.30505848,0.4620619,-0.26023194,1.0878803,-0.3299166,0.96087927,0.83040637,0.14242812,-0.0135773355,-0.31246135,-0.1465854
-0.22521015,-0.11079861,0.5623108,-0.2722684,-0.25770938,0.07067682,0.51668346,-0.16801184,0.112725936,-0.056275845,0.24762997,0.4798938,0.1964987,0.23534013,-0.33766174,-0.369369,0.383649,0.42422712,-0.12597805,-0.13396418,0.76308566,0.77352786,-0.06911238,-0.34649482,-0.48797154,-0.30343047,-0.016014999,0.6565867,-0.17601565,-0.2673827,-0.06684834,-0.37419367,0.44563222,-0.3342739,1.1137311,-0.39958984,1.0051166,0.8492796,0.09128206,-0.080193184,-0.38346827,-0.22187476
-0.29646218,-0.16326417,0.58834076,-0.3342616,-0.32203534,0.0070793913,0.53012884,-0.23113425,0.0512413,-0.1265319,0.20005965,0.4731039,0.17794642,0.2092233,-0.4185205,-0.43394703,0.37436107,0.40218756,-0.21404397,-0.18719357,0.76882255,0.80210656,-0.14584199,-0.41835526,-0.567181,-0.36474296,-0.0718198,0.6626082,-0.23447387,-0.3445864,-0.15100403,-0.43369925,0.42649236,-0.40547374,1.1444768,-0.4670312,1.0456318,0.8741257,0.057554092,-0.12636241,-0.44902292,-0.286749
-0.36521628,-0.2280915,0.60266167,-0.37910175,-0.38183323,-0.052531198,0.5463974,-0.28999668,-0.012872368,-0.18315232,0.15122434,0.4642261,0.14354257,0.17350583,-0.48302478,-0.48566514,0.36329168,0.37555474,-0.30179992,-0.2595052,0.7783276,0.81791496,-0.18335582,-0.48418167,-0.6252826,-0.4235291,-0.13023716,0.66654783,-0.2909585,-0.41281047,-0.23089533,-0.48384342,0.4072598,-0.454703,1.1728381,-0.53146565,1.104195,0.89816636,0.03415916,-0.18326066,-0.5100516,-0.35679895
-0.41259983,-0.29011735,0.6424538,-0.4127547,-0.42296836,-0.1229758,0.5667994,-0.36036795,-0.06780986,-0.23645878,0.09747763,0.4574889,0.119557634,0.14859566,-0.535908,-0.5346345,0.38721067,0.34632874,-0.3819639,-0.3183791,0.7786081,0.83902234,-0.25924897,-0.5467544,-0.67593485,-0.48627234,-0.18378459,0.67718315,-0.3507731,-0.49231568,-0.2933303,-0.5308718,0.3842172,-0.53017366,1.2129221,-0.58446795,1.1394913,0.93910706,-0.018912472,-0.23302059,-0.58456224,-0.42326927
-0.47244903,-0.33886287,0.6799598,-0.45879275,-0.4672904,-0.19766271,0.5913224,-0.41369182,-0.1115611,-0.30338928,0.041746512,0.46105966,0.08114057,0.109872736,-0.5924397,-0.59910166,0.41160923,0.31073368,-0.45395756,-0.36274743,0.7811532,0.8658295,-0.3073581,-0.60222757,-0.7216476,-0.5453883,-0.25084016,0.6837315,-0.41280773,-0.5465462,-0.36679226,-0.57033813,0.36833775,-0.5808485,1.2368686,-0.6341436,1.1695491,0.97873324,-0.06798226,-0.28831542,-0.63894033,-0.47972348
-0.54012436,-0.38162693,0.71076345,-0.51486635,-0.51108813,-0.24667071,0.60739887,-0.46541962,-0.18175282,-0.37275305,-0.017722974,0.48241147,0.044157363,0.06729928,-0.6468582,-0.6518843,0.41473368,0.2801579,-0.5217205,-0.41253468,0.7970287,0.88607615,-0.36077762,-0.6616357,-0.76874316,-0.5964424,-0.32067946,0.6905254,-0.46489328,-0.58624554,-0.42132968,-0.6109732,0.34613514,-0.62590605,1.2752191,-0.6832367,1.2084996,1.0136522,-0.11491558,-0.33610302,-0.68544495,-0.5355898
-0.58871156,-0.4234886,0.7743294,-0.5642618,-0.5517975,-0.29933575,0.65040815,-0.5016997,-0.23996624,-0.42043963,-0.06562412,0.47807992,0.034441985,0.0513242,-0.68276215,-0.6896257,0.43370864,0.2414311,-0.58577055,-0.45540136,0.80369264,0.9013371,-0.40217787,-0.7114373,-0.8082678,-0.644654,-0.3772709,0.68539906,-0.51621354,-0.6303328,-0.4751199,-0.64818436,0.306951,-0.66746014,1.3003427,-0.7223149,1.2655711,1.0391217,-0.16717096,-0.35749125,-0.71793413,-0.5747286
-0.6339705,-0.46149272,0.8030536,-0.60756767,-0.59679985,-0.34990728,0.68634886,-0.54137456,-0.2800206,-0.4562127,-0.12256384,0.48396435,0.008600446,0.0053194184,-0.7288561,-0.73090607,0.4310206,0.19473651,-0.6456172,-0.5035734,0.8102614,0.93186015,-0.46271437,-0.7549698,-0.86245614,-0.6827761,-0.4257162,0.69056755,-0.56004167,-0.6786112,-0.5207289,-0.69168675,0.28525546,-0.71686023,1.3263836,-0.7703989,1.3138618,1.07673,-0.21925287,-0.41121823,-0.76138633,-0.6177957
-0.68713504,-0.5027989,0.83509403,-0.6461645,-0.62922657,-0.40882376,0.7076067,-0.5882408,-0.32438907,-0.49214303,-0.17329301,0.46699107,-0.0028644209,-0.018145902,-0.7608976,-0.7760363,0.43061554,0.14341629,-0.7000166,-0.54007334,0.8142641,0.9577472,-0.506893,-0.7966833,-0.8995702,-0.72275144,-0.48005655,0.6927229,-0.6059841,-0.719467,-0.5622157,-0.7245155,0.25765356,-0.7636624,1.3390498,-0.81037104,1.3497931,1.130932,-0.26816073,-0.44981256,-0.803693,-0.6550482
-0.7330538,-0.5410288,0.8860256,-0.69019634,-0.666966,-0.46211344,0.7363148,-0.62041503,-0.3606102,-0.54251665,-0.23979443,0.46362588,-0.023974922,-0.06525639,-0.7962549,-0.81507367,0.42834625,0.089974165,-0.7399147,-0.5751052,0.8127157,1.0023822,-0.53798974,-0.828867,-0.93240905,-0.7579832,-0.5265621,0.7020834,-0.6379194,-0.75828475,-0.60725904,-0.75208044,0.23126785,-0.8003311,1.3617841,-0.8513905,1.3857931,1.1722921,-0.309238,-0.49414113,-0.84147483,-0.6936859
-0.7613814,-0.57210696,0.941855,-0.72078395,-0.7053729,-0.52012146,0.7762616,-0.6485072,-0.40312588,-0.5803779,-0.2952911,0.4732705,-0.061988212,-0.0994297,-0.83185035,-0.85272825,0.44223467,0.037546646,-0.7796693,-0.618485,0.8094768,1.0327301,-0.5789137,-0.86464477,-0.96151763,-0.79469174,-0.5760008,0.7020963,-0.6776843,-0.7992963,-0.63768363,-0.7806935,0.20018929,-0.83011067,1.3843111,-0.8802992,1.4282663,1.2158103,-0.3641794,-0.5403864,-0.8719414,-0.72757936
-0.8051689,-0.61448026,0.9839552,-0.738933,-0.7324751,-0.5771462,0.8014576,-0.68688023,-0.43909222,-0.60876936,-0.36533785,0.45396978,-0.09142291,-0.15349565,-0.85867476,-0.8804025,0.4379609,-0.012870901,-0.81665903,-0.65006745,0.82097256,1.0663707,-0.61713994,-0.89973235,-0.9884024,-0.82620925,-0.6177668,0.6913493,-0.71599966,-0.8262234,-0.6714939,-0.80443925,0.15846157,-0.8607792,1.413467,-0.90754956,1.4774691,1.2387661,-0.40512177,-0.5841194,-0.9000002,-0.76241696
-0.83442444,-0.6522618,1.0140643,-0.7664805,-0.7681474,-0.6102908,0.81998587,-0.709942,-0.47570354,-0.6504431,-0.4108489,0.43311948,-0.14008182,-0.18009138,-0.88775784,-0.91406405,0.4322811,-0.07865436,-0.8592289,-0.68596333,0.81263644,1.0951359,-0.65625656,-0.9321488,-1.0180098,-0.8647222,-0.6584141,0.6852878,-0.7529444,-0.8575087,-0.706761,-0.8270392,0.1138161,-0.8972015,1.4326255,-0.94229627,1.4972869,1.2605988,-0.44912946,-0.6322977,-0.939284,-0.7980492
-0.8753488,-0.67230636,1.0664924,-0.80147755,-0.7923276,-0.6625644,0.85912645,-0.73632956,-0.5226324,-0.68766975,-0.44872466,0.4372187,-0.17272499,-0.21919696,-0.9139877,-0.951144,0.43469948,-0.13263433,-0.89533126,-0.7079294,0.8132609,1.1298703,-0.68155575,-0.96257025,-1.0500906,-0.89908576,-0.69827014,0.6818892,-0.77720577,-0.8782432,-0.7608084,-0.8603668,0.07172371,-0.93313795,1.443791,-0.95979375,1.5175784,1.3115734,-0.492161,-0.6729617,-0.9714341,-0.8221684
-0.90299135,-0.70649266,1.1231525,-0.83204836,-0.8163647,-0.70445114,0.8897401,-0.7637907,-0.55043423,-0.7215401,-0.50244766,0.43383533,-0.18480225,-0.25894704,-0.9465308,-0.98472047,0.4435536,-0.18901668,-0.9312971,-0.73556226,0.80604565,1.154925,-0.71981746,-0.9888858,-1.0760798,-0.9217812,-0.7233725,0.6766432,-0.7941494,-0.9004907,-0.79893297,-0.8916408,0.021348348,-0.9666682,1.457301,-0.98156667,1.5553584,1.355436,-0.5234395,-0.7107993,-0.99661815,-0.84871274
-0.9324655,-0.7328151,1.1763114,-0.8749343,-0.8508397,-0.72068167,0.9236806,-0.784742,-0.5786817,-0.760115,-0.5511668,0.41374388,-0.2425269,-0.32581338,-0.9751224,-1.0131698,0.43103543,-0.24547094,-0.9640668,-0.7686574,0.8029017,1.1869668,-0.7578073,-1.0145237,-1.1013036,-0.94642615,-0.7494407,0.67281264,-0.8250451,-0.92157227,-0.84323573,-0.9205968,-0.0273988,-0.9942277,1.4706022,-1.0057908,1.5911142,1.394755,-0.5529832,-0.7386499,-1.0231634,-0.88130295
-0.9611761,-0.7696066,1.2280881,-0.89398897,-0.88238096,-0.75021654,0.9484303,-0.80488306,-0.6105526,-0.793605,-0.5922706,0.41081658,-0.26113832,-0.3621613,-0.9997731,-1.0360885,0.42474678,-0.29750314,-0.9919442,-0.79430157,0.8050689,1.2118559,-0.7866502,-1.0380566,-1.1317623,-0.9707479,-0.7910693,0.6548026,-0.8441834,-0.9469116,-0.88528657,-0.9564987,-0.0682293,-1.021337,1.4887122,-1.0290581,1.6382502,1.452265,-0.57686,-0.7657671,-1.0454319,-0.9138732
-0.9865748,-0.80095804,1.2835312,-0.92198825,-0.91945,-0.79305154,0.9767593,-0.8227616,-0.6377802,-0.8040719,-0.6245164,0.41677243,-0.28778505,-0.40209216,-1.029497,-1.0560337,0.39963955,-0.34804654,-1.018519,-0.8184545,0.7962332,1.2369717,-0.8174729,-1.0612656,-1.163015,-0.99894977,-0.8225991,0.6401443,-0.8816163,-0.9763277,-0.9135888,-0.97989714,-0.112965025,-1.0449351,1.4954643,-1.0379751,1.6608287,1.4950284,-0.6215386,-0.79191005,-1.0712014,-0.94074446
-1.0137087,-0.82719404,1.3280201,-0.95086664,-0.9514814,-0.81834006,1.0117477,-0.84131247,-0.67824227,-0.8309918,-0.66295683,0.40607426,-0.32011816,-0.44408697,-1.0501727,-1.0667819,0.39715314,-0.39928627,-1.0458953,-0.84729064,0.79655164,1.2716402,-0.85026664,-1.085477,-1.1866764,-1.0289736,-0.85737675,0.6318818,-0.9203667,-1.0064132,-0.94978154,-1.0023687,-0.1694666,-1.065381,1.505998,-1.0372034,1.6784862,1.5541576,-0.65881354,-0.82399833,-1.0845301,-0.97604114
-1.036616,-0.85339355,1.3804231,-0.97524107,-0.9667863,-0.84969807,1.046285,-0.8618537,-0.6959219,-0.8683888,-0.69197935,0.3901814,-0.3486908,-0.48221588,-1.0797888,-1.0896705,0.39208066,-0.44870308,-1.0764099,-0.8666402,0.7929148,1.3026669,-0.88428646,-1.1104211,-1.1970007,-1.0325361,-0.8837757,0.6288228,-0.9369392,-1.0298065,-0.97741616,-1.0198656,-0.21821897,-1.0865289,1.5177633,-1.041341,1.697262,1.5771775,-0.6760535,-0.8517184,-1.106714,-1.0043442
-1.0592873,-0.8879249,1.430114,-0.9984189,-0.9824521,-0.8690086,1.0686288,-0.87534934,-0.7256736,-0.8845224,-0.72410446,0.354956,-0.37210187,-0.5197634,-1.0810478,-1.1221132,0.38406843,-0.501625,-1.0970428,-0.88326883,0.7961143,1.325139,-0.9063889,-1.1318985,-1.2135305,-1.0452411,-0.9080321,0.6201421,-0.95489573,-1.070282,-0.99519753,-1.0450233,-0.27527714,-1.106149,1.5278798,-1.0621706,1.7178355,1.6237421,-0.71563977,-0.8810927,-1.1247072,-1.025716
-1.0922719,-0.90869886,1.4703298,-1.0265253,-1.0050769,-0.8755678,1.0926795,-0.8912369,-0.7422139,-0.90577734,-0.7570252,0.3200092,-0.40684485,-0.55851877,-1.0822297,-1.1411214,0.3690553,-0.55661196,-1.1247697,-0.9176465,0.79161346,1.344007,-0.9340019,-1.1529464,-1.2322019,-1.060675,-0.93303615,0.6076465,-0.96713847,-1.0883847,-1.0068355,-1.0599699,-0.32921904,-1.125444,1.5416794,-1.0911632,1.7393767,1.6659875,-0.72810715,-0.9148014,-1.1506917,-1.0395976
-1.1030321,-0.91841364,1.5063518,-1.0453751,-1.0177107,-0.90228236,1.1183196,-0.90867466,-0.7701529,-0.9265528,-0.7837842,0.30661112,-0.4556548,-0.5908381,-1.0853132,-1.1579272,0.35735527,-0.59312516,-1.1460123,-0.9370373,0.78907526,1.3595958,-0.93155825,-1.1631378,-1.2505145,-1.0952722,-0.96268183,0.59358156,-0.9837001,-1.1039764,-1.022724,-1.078494,-0.36794454,-1.1480678,1.5476656,-1.1036886,1.7716454,1.6958982,-0.7563032,-0.94042337,-1.1676613,-1.0684357
-1.1250162,-0.93594956,1.5201432,-1.0737317,-1.0192277,-0.92570686,1.1387328,-0.9323285,-0.79076415,-0.96329886,-0.8165292,0.28795996,-0.48530623,-0.62001914,-1.0960081,-1.1760856,0.3342083,-0.641768,-1.1633358,-0.95498663,0.7801646,1.3938773,-0.9665014,-1.1898537,-1.2684524,-1.1072141,-0.9832405,0.5788696,-1.0015581,-1.1191561,-1.0396415,-1.1019071,-0.41608468,-1.1689397,1.5568603,-1.1087155,1.8090403,1.7360538,-0.77483714,-0.9590895,-1.1854554,-1.0859871
-1.1252534,-0.954694,1.5704803,-1.0907613,-1.0435048,-0.95230645,1.1498332,-0.95358795,-0.8104346,-0.9812307,-0.8423384,0.26358938,-0.5189758,-0.6562542,-1.109373,-1.1926583,0.3183159,-0.67164236,-1.1827704,-0.97295326,0.77649945,1.4102283,-0.98579043,-1.2110708,-1.2879812,-1.1365056,-0.9960902,0.55853105,-1.0171732,-1.1289297,-1.0528914,-1.1191707,-0.45821962,-1.1917698,1.5775802,-1.1177357,1.8381934,1.7637684,-0.7997212,-0.9804561,-1.2194312,-1.0952379
-1.140535,-0.96284974,1.6061851,-1.0791343,-1.0563686,-0.95998853,1.1614145,-0.9856973,-0.82533026,-0.99883276,-0.86538005,0.22923858,-0.5659056,-0.69552726,-1.1242702,-1.2090784,0.29193556,-0.7085867,-1.2025391,-0.988695,0.77883554,1.4243507,-1.0008827,-1.229267,-1.3053308,-1.1544635,-1.0146358,0.5370986,-1.0474393,-1.150446,-1.078211,-1.1365005,-0.48840907,-1.205424,1.5895365,-1.1302441,1.862822,1.7802126,-0.8220769,-1.0004362,-1.2299556,-1.118257
-1.1545507,-0.9825116,1.6331917,-1.0874143,-1.0716747,-0.97582495,1.1657037,-0.99823713,-0.84581935,-1.0177135,-0.8827,0.19816925,-0.60320085,-0.72909003,-1.1422522,-1.2246499,0.2671336,-0.72528046,-1.2239178,-1.0078477,0.7702785,1.4357646,-1.0189555,-1.2464958,-1.3220187,-1.166206,-1.0411104,0.52705055,-1.0597267,-1.1667548,-1.093887,-1.1559702,-0.52544886,-1.2261608,1.598321,-1.1451048,1.8758761,1.8032635,-0.8484617,-1.0197531,-1.2391938,-1.1360645
-1.167953,-1.0042112,1.6542761,-1.1062695,-1.0835689,-0.9972528,1.1669599,-1.0114092,-0.8702207,-1.0426897,-0.9109958,0.1621599,-0.63699365,-0.7584142,-1.1564648,-1.2435234,0.23725457,-0.75669116,-1.2425156,-1.0249052,0.7705377,1.4525292,-1.0295057,-1.262749,-1.3384159,-1.1753373,-1.071259,0.5113802,-1.0785215,-1.1905309,-1.1097889,-1.1725359,-0.55625874,-1.2420233,1.5969919,-1.136937,1.8928155,1.8173923,-0.8774134,-1.0377748,-1.2453907,-1.1514263
-1.1814559,-1.023949,1.692021,-1.1190693,-1.1043609,-1.0196614,1.1726508,-1.0267605,-0.89542836,-1.0610474,-0.93130183,0.12034434,-0.6698812,-0.77103186,-1.1466762,-1.259256,0.2110026,-0.7971878,-1.2607008,-1.041431,0.76119906,1.4604841,-1.0564444,-1.2861876,-1.3545339,-1.2087003,-1.0912044,0.48314595,-1.0907762,-1.2041847,-1.1245422,-1.1918844,-0.5884737,-1.2561121,1.6097035,-1.1564088,1.9138752,1.8314642,-0.90075976,-1.059619,-1.2569145,-1.161615
-1.1949948,-1.0537229,1.73462,-1.150973,-1.1273208,-1.0378549,1.1807288,-1.0442914,-0.91332144,-1.0801387,-0.96092063,0.086001255,-0.7073328,-0.7951121,-1.1539681,-1.274654,0.19230159,-0.83121264,-1.2785058,-1.054505,0.74208385,1.4756179,-1.07378,-1.301821,-1.3703846,-1.2136017,-1.1119406,0.4470781,-1.1166195,-1.2197634,-1.1412414,-1.2152023,-0.6147932,-1.2718083,1.6134263,-1.1617931,1.9349277,1.8540434,-0.91219676,-1.0696725,-1.2670659,-1.1860763
-1.2221389,-1.0693061,1.7625015,-1.156607,-1.1486304,-1.0619361,1.1903216,-1.0566456,-0.93446517,-1.096413,-0.98067176,0.03722014,-0.72244173,-0.8196665,-1.1658883,-1.278754,0.15839829,-0.85824597,-1.2960832,-1.0717329,0.7254044,1.4779732,-1.0878997,-1.3161174,-1.3859783,-1.2219993,-1.13309,0.4096795,-1.1331571,-1.2321601,-1.1552625,-1.2294246,-0.6517353,-1.287355,1.6312954,-1.1774765,1.9586306,1.8620914,-0.95520717,-1.1035614,-1.286286,-1.1868191
-1.2436604,-1.09092,1.7657235,-1.1583898,-1.1578461,-1.0795151,1.1898769,-1.0686566,-0.95214677,-1.1076131,-0.999459,-0.0069620307,-0.7517135,-0.84222436,-1.1779603,-1.2852181,0.12302596,-0.8858123,-1.3187171,-1.0875932,0.71625376,1.489094,-1.0997003,-1.3309996,-1.4097298,-1.232388,-1.1497988,0.36675858,-1.145174,-1.2459737,-1.1689358,-1.2443328,-0.6857509,-1.302267,1.6365217,-1.1859534,1.9631041,1.9029825,-0.9734104,-1.1185566,-1.2968853,-1.1950984
-1.2560021,-1.1071584,1.8090478,-1.1635573,-1.1662453,-1.0922458,1.187901,-1.0817682,-0.9703703,-1.1260887,-1.0176207,-0.04858009,-0.77676976,-0.8707376,-1.1901988,-1.27884,0.09312106,-0.9079809,-1.3347068,-1.1036935,0.7010604,1.5066725,-1.1158978,-1.3461822,-1.4266579,-1.2403032,-1.1679344,0.3324967,-1.160447,-1.2599124,-1.1726781,-1.2604285,-0.7050449,-1.3175064,1.6461746,-1.2003094,1.9753299,1.9208208,-0.9934201,-1.1354375,-1.3082622,-1.2093638
