方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8769459307524136,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_coal_mw|system_energy_price_da|gen_fuel_multiple_fuels_pct|total_gen|wind_generation_mw|total_pjm_reg_purchases|total_pjm_self_sched_reg|da_as_ss_mw_primary_reserve|total_pjm_assigned_reg|gen_fuel_oil_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8426419197027275,total_pjm_rt_load_mwh|total_losses|da_as_mcp_primary_reserve|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|system_energy_price_da
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8477379874844603,da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_losses|total_pjm_self_sched_reg|da_as_as_mw_synchronized_reserve|gen_fuel_hydro_pct|total_gen|gen_fuel_hydro_mw|gen_fuel_oil_mw|metered_load_mw|gen_fuel_wind_mw|system_energy_price_da|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve
XGBoost,树模型特征重要性（2016）,0.8704907001731637,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|gen_fuel_coal_pct|total_pjm_rt_load_mwh|gen_fuel_multiple_fuels_pct|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_mw|forecast_load_mw_latest_available|da_as_ss_mw_primary_reserve|total_lmp_da
Lasso,线性稀疏（1996）,0.833692669011161,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_coal_mw|solar_generation_mw|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|net_actual_interchange_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_solar_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_mw
Pearson,相关系数排序（只看两两关系）,0.867877569814237,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|net_actual_interchange_mw|net_sched_interchange_mw|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_gen|total_losses|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_coal_mw
