index,role,name
0,center,total_losses
1,feature,gen_fuel_coal_mw
2,feature,prelim_load_avg_hourly
3,feature,metered_load_mw
4,feature,forecast_load_mw_latest_available
5,feature,total_pjm_rt_load_mwh
6,feature,total_gen
7,feature,forecast_load_mw_day_ahead
8,feature,gen_fuel_nuclear_mw
9,feature,gen_fuel_gas_mw
10,feature,gross_inadv_interchange_mw
11,feature,total_lmp_da
12,feature,system_energy_price_da
13,feature,gross_actual_interchange_mw
14,feature,total_lmp_rt
15,feature,da_as_total_mw_thirty_minutes_reserve
16,feature,da_as_as_mw_thirty_minutes_reserve
17,feature,gen_fuel_wind_mw
18,feature,system_energy_price_rt
19,feature,gen_fuel_hydro_mw
20,feature,gen_fuel_oil_mw
21,feature,gen_fuel_other_renewables_mw
22,feature,da_as_as_mw_primary_reserve
23,feature,da_as_total_mw_primary_reserve
24,feature,da_as_nsr_mw_primary_reserve
25,feature,gen_fuel_coal_pct
26,feature,marginal_loss_price_rt
27,feature,marginal_loss_price_da
28,feature,gen_fuel_nuclear_pct
29,feature,total_pjm_rmccp_cr
30,feature,gen_fuel_other_renewables_pct
31,feature,wind_generation_mw
32,feature,gross_sched_interchange_mw
33,feature,da_as_as_req_mw_primary_reserve
34,feature,da_as_as_req_mw_synchronized_reserve
35,feature,gen_fuel_oil_pct
36,feature,congestion_price_rt
37,feature,da_as_as_req_mw_thirty_minutes_reserve
38,feature,total_pjm_reg_purchases
39,feature,gen_fuel_solar_pct
40,feature,total_pjm_assigned_reg
41,feature,rmccp
42,feature,gen_fuel_storage_mw
43,feature,solar_generation_mw
44,feature,total_pjm_loc_credit
45,feature,gen_fuel_solar_mw
46,feature,congestion_price_da
47,feature,net_inadv_interchange_mw
48,feature,gen_fuel_multiple_fuels_mw
49,feature,gen_fuel_wind_pct
50,feature,net_sched_interchange_mw
51,feature,net_actual_interchange_mw
52,feature,da_as_ss_mw_synchronized_reserve
53,feature,da_as_ss_mw_primary_reserve
54,feature,da_as_ss_mw_thirty_minutes_reserve
55,feature,gen_fuel_hydro_pct
56,feature,da_as_mcp_synchronized_reserve
57,feature,da_as_total_mw_synchronized_reserve
58,feature,total_pjm_self_sched_reg
59,feature,gen_fuel_gas_pct
60,feature,da_as_as_mw_synchronized_reserve
61,feature,da_as_mcp_primary_reserve
62,feature,total_pjm_rmpcp_cr
