feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,gate,final_gate,best_epoch_gate
1,da_as_as_req_mw_primary_reserve,1,41,da_as_total_mw_primary_reserve,1.0,0.7168244296487538,0.6941322965731277,0.5774138049526238,0.7324158050272193,0.4113099537257442,1,1,1,1,1,1,6,1.0,0.17751469,0.17751469,0.581164
2,da_as_as_req_mw_synchronized_reserve,2,42,da_as_total_mw_primary_reserve,1.0,0.6807794593971875,0.6744029006864206,0.5879684145736019,0.7522325216658946,0.43342990813468535,1,1,1,1,1,1,6,1.0,0.2683312,0.2683312,0.60833853
3,da_as_as_req_mw_thirty_minutes_reserve,3,43,da_as_total_mw_primary_reserve,0.8051246989100157,0.6675508235432421,0.6647921207055564,0.5881721340925988,0.7596201945115161,0.39086884602609984,1,1,1,1,1,1,6,0.8051246989100157,0.30930492,0.30930492,0.6352854
4,da_as_total_mw_synchronized_reserve,4,44,da_as_total_mw_primary_reserve,0.6848417942601349,0.3678294673106065,0.3027255929799074,0.20963125638200908,0.4865591916267196,0.10303243431520608,1,1,1,1,1,1,6,0.6848417942601349,0.45480067,0.45480067,0.79627323
5,da_as_as_mw_synchronized_reserve,5,46,da_as_total_mw_primary_reserve,0.6747162242023081,0.33887688238111296,0.2907594202139584,0.22969718464020722,0.5228311313323118,0.11441003680387933,1,1,1,1,1,1,6,0.6747162242023081,0.22693978,0.22693978,0.6640482
6,da_as_total_mw_thirty_minutes_reserve,6,45,da_as_total_mw_primary_reserve,0.20695291457044956,0.5406512363900138,0.4935745884557352,0.4107460006343807,0.5193906725589317,0.10904490999725017,1,1,1,1,1,1,6,0.5406512363900138,0.432841,0.432841,0.7163726
7,da_as_as_mw_thirty_minutes_reserve,7,47,da_as_total_mw_primary_reserve,0.19992022539189253,0.5349017779748794,0.49155335013381424,0.37638139734443243,0.48623842643112253,0.1100096847449245,1,1,1,1,1,1,6,0.5349017779748794,0.21107568,0.21107568,0.550703
8,gen_fuel_nuclear_mw,8,9,da_as_total_mw_primary_reserve,0.25407030320564056,0.4397529594773179,0.44730004748071683,0.2768466063618392,0.3982083577071499,0.1098745388825949,1,1,1,1,1,1,6,0.44730004748071683,0.2967733,0.2967733,0.5695729
9,net_sched_interchange_mw,9,63,da_as_total_mw_primary_reserve,0.09207353897924529,-0.3495157590991545,-0.3473881610809372,-0.24257079436317128,0.3938917724857517,0.11288389031805697,1,1,1,1,1,1,6,0.3938917724857517,0.09821525,0.09821525,0.20277649
10,da_as_mcp_primary_reserve,10,38,da_as_total_mw_primary_reserve,0.3937686065852559,-0.31293151643919964,-0.15352364474023386,-0.21669159848976546,0.20874907172214607,0.17196363093354883,1,1,1,1,1,1,6,0.3937686065852559,0.5782562,0.5782562,0.79301316
11,net_actual_interchange_mw,11,62,da_as_total_mw_primary_reserve,0.10297427305657701,-0.3781260881265542,-0.3779345530075827,-0.21617950180934734,0.3638685068548647,0.11758866257474491,1,1,1,1,1,1,6,0.3781260881265542,0.07471463,0.07471463,0.20645735
12,gen_fuel_gas_mw,12,6,da_as_total_mw_primary_reserve,0.09494041804657197,0.33916337693155035,0.3179338904245419,0.1969742939747429,0.31678049487140186,0.12854500369338515,1,1,1,1,1,1,6,0.33916337693155035,0.0025939657,0.0025939657,0.1281847
13,total_gen,13,1,da_as_total_mw_primary_reserve,0.09105135562648414,0.3194588930298235,0.3095427125926999,0.2260283404947336,0.3270845634898448,0.1174956209933559,1,1,1,1,1,1,6,0.3270845634898448,0.038793586,0.038793586,0.2642777
14,metered_load_mw,14,28,da_as_total_mw_primary_reserve,0.08153737583726105,0.27146906731991133,0.2775361376866737,0.20072191787244748,0.32517368253951356,0.11969502493897977,1,1,1,1,1,1,6,0.32517368253951356,0.21111995,0.21111995,0.38341722
15,gen_fuel_coal_mw,15,5,da_as_total_mw_primary_reserve,0.10323546810642853,0.20342059125829814,0.2282324013411273,0.15848433227876008,0.29584423960749323,0.11954167897343251,1,1,1,1,1,1,6,0.29584423960749323,0.0015425286,0.0015425286,0.00058120675
16,total_losses,16,2,da_as_total_mw_primary_reserve,0.0605817482043707,0.28853363897668866,0.2825044270829141,0.2027103165665895,0.2716558126980809,0.056765490599731135,1,1,1,1,1,1,6,0.28853363897668866,0.09652867,0.09652867,0.20902665
17,forecast_load_mw_day_ahead,17,26,da_as_total_mw_primary_reserve,0.07972277754476084,0.23947744442747612,0.2278744837571367,0.1655317751270607,0.28582080950499883,0.12261347884511159,1,1,1,1,1,1,6,0.28582080950499883,0.0011941429,0.0011941429,0.13543144
18,gen_fuel_gas_pct,18,16,da_as_total_mw_primary_reserve,0.07647767032083917,0.2098660319072041,0.2221099400671673,0.1615132715633115,0.27473623306726996,0.09249835445077137,1,1,1,1,1,1,6,0.27473623306726996,0.092900395,0.092900395,0.17927296
19,total_pjm_rt_load_mwh,19,31,da_as_total_mw_primary_reserve,0.0715960827940497,0.23846898787947998,0.24612731956722347,0.17140349777465672,0.2699426937641333,0.11770135340985917,1,1,1,1,1,1,6,0.2699426937641333,0.109482065,0.109482065,0.27226803
20,forecast_load_mw_latest_available,20,25,da_as_total_mw_primary_reserve,0.08370271251198248,0.24478582083637454,0.25077405932165076,0.16289951910237543,0.25797235215659914,0.11765421424330999,1,1,1,1,1,1,6,0.25797235215659914,0.0066895606,0.0066895606,-0.006148111
