solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt
0.7319207,0.4780254,0.64418703,0.4390629,0.58104795,0.98021656,0.15023693,0.37558913,0.7081737,0.42197183,0.59624034,0.7168882,0.71511704,0.65475124,0.3317081,0.23914234,0.3077205,0.7740349,0.5004688,0.4115609,-0.03008751,0.54258895,0.841754,0.5975654,0.23317336,0.21167675,-0.1333586,0.07473826,0.24226032,0.25443596,0.24407299,0.72345304,0.09740291,0.641267,0.13157372,0.014833958,0.22429517
0.74042004,0.47151154,0.6370028,0.42034674,0.6097417,1.0169499,0.13056868,0.38253996,0.72328126,0.42133793,0.589128,0.73606133,0.75431055,0.6723168,0.31190744,0.21248662,0.28154907,0.7860379,0.49715537,0.4120049,-0.07550092,0.5567135,0.8755259,0.61293215,0.20676376,0.18812528,-0.17190649,0.04827127,0.22888856,0.21900395,0.23050469,0.7328082,0.056947794,0.6668029,0.114479974,-0.024260812,0.204015
0.74897647,0.4718111,0.65074253,0.417799,0.62585545,1.0457115,0.11270828,0.3776903,0.7457212,0.42064527,0.5847647,0.77124673,0.80717933,0.7014059,0.2926981,0.22537664,0.2709677,0.807672,0.50283235,0.40942016,-0.12185024,0.56146616,0.8946417,0.61016446,0.1610534,0.1470833,-0.21973176,0.007354224,0.1969972,0.17971453,0.19530492,0.7674794,0.012522301,0.7081965,0.07859293,-0.07499233,0.16782479
0.768068,0.4528846,0.6613296,0.4036256,0.65633756,1.0817213,0.083765104,0.3805889,0.76275283,0.39824378,0.58832866,0.819431,0.83591723,0.73463076,0.2676365,0.20003305,0.26559323,0.830058,0.50117856,0.40419278,-0.17247133,0.54083747,0.93996626,0.6288443,0.12015497,0.11760595,-0.27760306,-0.026705584,0.18936087,0.1634587,0.18729712,0.79220575,-0.010881783,0.7364599,0.044332728,-0.12519732,0.14871514
0.7835891,0.44485822,0.6649894,0.399789,0.6823079,1.1174458,0.040685527,0.38022164,0.7797723,0.37232426,0.59391,0.8605939,0.86343527,0.75649357,0.25745764,0.20149511,0.2541449,0.8458144,0.48771766,0.39470148,-0.22139041,0.547099,0.9581192,0.6281605,0.083103284,0.07911233,-0.31585783,-0.050792936,0.17161083,0.13656808,0.17730875,0.8044736,-0.049509186,0.762942,0.014463646,-0.14689878,0.12474006
0.7882812,0.4234434,0.6841093,0.38326067,0.69511855,1.1575017,0.01274737,0.39372087,0.79251677,0.34718102,0.6056939,0.8865027,0.89714515,0.7846121,0.24413979,0.19743033,0.22766551,0.85492086,0.47587618,0.39774227,-0.2615911,0.53783286,0.9822088,0.61761016,0.05530944,0.042934496,-0.3705528,-0.07753329,0.152936,0.10218354,0.17653492,0.82125044,-0.072030984,0.8069465,-0.024288945,-0.17651732,0.11497151
0.79319555,0.42179978,0.7032967,0.3679032,0.6977562,1.2050165,-0.018218666,0.38364264,0.80653614,0.3321633,0.62227505,0.9249145,0.9337829,0.8065308,0.22224541,0.18766406,0.21599655,0.87763554,0.47246388,0.39030468,-0.3198256,0.5366933,1.0146472,0.62764543,0.025872948,0.009465765,-0.41276076,-0.10514329,0.15833248,0.08591039,0.15919949,0.8622433,-0.08870618,0.8314274,-0.06567284,-0.21953863,0.08429183
0.8059491,0.4194695,0.72669744,0.3612134,0.6988061,1.2407202,-0.04478852,0.3879488,0.8216804,0.30223638,0.6301893,0.93876165,0.9724093,0.8331198,0.20193432,0.17552193,0.18470754,0.8934621,0.46861908,0.38293347,-0.3797744,0.5461349,1.051945,0.6238563,-0.028771706,-0.030559909,-0.43898296,-0.14992692,0.14979728,0.06482172,0.1368608,0.89204746,-0.13751674,0.87056845,-0.10277731,-0.26503065,0.048742127
0.81184506,0.4151096,0.74466544,0.35175538,0.70663077,1.2806462,-0.07378447,0.38928232,0.8326049,0.26258874,0.64986783,0.9681157,1.0144641,0.83909535,0.20501953,0.16415516,0.16408473,0.9108184,0.46033567,0.39664546,-0.4254992,0.55555075,1.077447,0.620906,-0.078849114,-0.052607115,-0.46346563,-0.15890764,0.1531483,0.042575784,0.13431908,0.92732316,-0.1739072,0.91076803,-0.1315926,-0.28570977,0.024838692
0.82829285,0.41574687,0.7447518,0.32445285,0.7347494,1.3086098,-0.113399364,0.39789245,0.84874177,0.23146035,0.6928613,1.0147619,1.0408154,0.8749179,0.20996058,0.14280841,0.13832815,0.944704,0.45253274,0.40370172,-0.47322205,0.5785674,1.1056195,0.62038386,-0.09981441,-0.10297772,-0.49988815,-0.18912183,0.14923152,0.0075439103,0.13867804,0.9514332,-0.2006456,0.9601417,-0.16456147,-0.32281473,0.019612247
0.84653866,0.41204143,0.760356,0.31970394,0.7544397,1.3197634,-0.11539115,0.39735273,0.8621673,0.20057203,0.72901535,1.0479792,1.0772798,0.8889297,0.18898277,0.13933605,0.1058676,0.95437706,0.4294868,0.39216483,-0.51391375,0.58306575,1.1344845,0.6145716,-0.12831834,-0.13957638,-0.5410673,-0.20765309,0.16117007,-0.018286899,0.13359198,0.97159857,-0.23976353,0.9893976,-0.19006748,-0.36180672,-0.008210212
0.862407,0.40488935,0.7884509,0.30167925,0.7719661,1.351495,-0.14301196,0.41242337,0.88206285,0.1633407,0.75053555,1.083889,1.1187935,0.9058382,0.18861677,0.13017146,0.0914858,0.9700963,0.42561352,0.3908438,-0.5565653,0.5976909,1.1650836,0.61112493,-0.16826509,-0.1787382,-0.5719006,-0.24535064,0.14631301,-0.033815414,0.109575026,1.001863,-0.26405078,1.0267344,-0.23204589,-0.40431792,-0.03980926
0.87736696,0.39600816,0.80238754,0.28283948,0.7837953,1.3782276,-0.15055777,0.43773535,0.9005042,0.13999946,0.7676096,1.1307261,1.1706576,0.93794197,0.17962535,0.10963103,0.07536397,0.9983887,0.42529243,0.38165987,-0.58397186,0.5995477,1.1930522,0.6171699,-0.21236219,-0.21656509,-0.60601896,-0.26296175,0.17166524,-0.06348268,0.117513016,1.0381175,-0.29073834,1.0628816,-0.25972602,-0.43537757,-0.053380925
0.88232803,0.39754394,0.8160435,0.26577446,0.8120499,1.4015394,-0.1951694,0.47046775,0.9064772,0.11863192,0.80898625,1.1476036,1.2248,0.9717264,0.16017845,0.08803216,0.06180215,1.0066745,0.41336048,0.38113004,-0.6066028,0.61825556,1.2121334,0.61863077,-0.25101334,-0.26599434,-0.6183948,-0.27740547,0.16742557,-0.07783961,0.09572632,1.0697595,-0.31987265,1.0894841,-0.30373514,-0.47384927,-0.083727114
0.90784955,0.38788712,0.84621733,0.2477467,0.8122066,1.4192384,-0.19394262,0.4929751,0.93117815,0.09454132,0.83980834,1.1970056,1.259332,1.002573,0.1606445,0.100164585,0.033849843,1.0197446,0.40599915,0.37169552,-0.63836575,0.64655846,1.2303602,0.6158956,-0.2805,-0.33476985,-0.64765453,-0.29743394,0.18232286,-0.10647483,0.07910104,1.1000309,-0.36166522,1.1273402,-0.34453744,-0.4989882,-0.113160856
0.92080885,0.37497362,0.86658144,0.2155822,0.8220086,1.4387131,-0.21300708,0.51565826,0.9452878,0.055656526,0.8632294,1.2270186,1.2912917,1.0233475,0.15026757,0.09668177,0.012192934,1.0273231,0.39672768,0.36162,-0.6541971,0.64041364,1.2616587,0.6111557,-0.30923855,-0.36333913,-0.67604804,-0.32648063,0.19275875,-0.11173681,0.07537704,1.1217028,-0.39652508,1.16406,-0.37186489,-0.53268015,-0.14035188
0.95058125,0.36019224,0.8842838,0.179887,0.84506375,1.4574147,-0.2281768,0.5265744,0.9728282,0.031725362,0.9058226,1.2595397,1.3206143,1.043786,0.13342762,0.10214566,-0.01440699,1.0636578,0.3928004,0.3596488,-0.6894106,0.6397981,1.2897128,0.6090344,-0.3418921,-0.39217186,-0.69478965,-0.3509002,0.1866942,-0.14343505,0.07263276,1.1485009,-0.41848955,1.2180114,-0.40723628,-0.55736667,-0.17956942
0.9721896,0.34253076,0.9119889,0.15174942,0.8747416,1.4875183,-0.24404533,0.5571397,0.9918327,-0.00015077053,0.9328577,1.294791,1.3763467,1.0831606,0.13435173,0.11377236,-0.04327155,1.0792868,0.38138673,0.3582701,-0.71783644,0.6595261,1.314129,0.6006759,-0.37812087,-0.4259157,-0.7210458,-0.38656494,0.18049583,-0.18685853,0.056965,1.1835009,-0.440836,1.2529302,-0.43768463,-0.59802496,-0.2111537
0.97897136,0.34214953,0.93314946,0.114580266,0.88874894,1.510428,-0.25893366,0.5824223,1.0042777,-0.035912752,0.97378993,1.3324099,1.3975513,1.105115,0.12116065,0.109380126,-0.061382674,1.1005013,0.35117346,0.34719473,-0.70615804,0.67516965,1.3376393,0.5939202,-0.41396132,-0.4715715,-0.7375612,-0.41447237,0.19580442,-0.19948316,0.060208283,1.2048123,-0.4566969,1.2693596,-0.46395856,-0.61606044,-0.24441868
0.98902255,0.3264679,0.953303,0.076251596,0.9127826,1.5325687,-0.267219,0.6276675,1.0140542,-0.06912695,1.0123327,1.3546877,1.4182857,1.1436512,0.1171124,0.11528759,-0.091479175,1.1213262,0.3360616,0.32957357,-0.72183216,0.70741004,1.3615024,0.58946884,-0.449577,-0.48347512,-0.76115996,-0.44095778,0.22954671,-0.22835372,0.0668534,1.2195241,-0.50082994,1.30256,-0.48002836,-0.63635725,-0.2677222
0.98779446,0.300405,0.9747382,0.049654465,0.92773443,1.5364722,-0.28348482,0.6714113,1.0219835,-0.10206955,1.0307007,1.3966601,1.4429781,1.160611,0.09646101,0.11827441,-0.124477744,1.140673,0.31326523,0.32243687,-0.7439297,0.703884,1.3905355,0.5852959,-0.48303744,-0.51805943,-0.7761103,-0.46271452,0.2310142,-0.25886565,0.074264474,1.2627923,-0.5306221,1.3205987,-0.51200074,-0.6574739,-0.315446
0.9970318,0.2899011,1.005668,0.013242506,0.97386754,1.5659167,-0.31043348,0.72708976,1.0493315,-0.14776745,1.0728344,1.4327344,1.4921843,1.1911883,0.08504239,0.11838745,-0.14700444,1.1653758,0.30114558,0.2981863,-0.7597183,0.7247612,1.407116,0.57568455,-0.50428617,-0.5404538,-0.78934795,-0.4635301,0.23844914,-0.27682054,0.07165451,1.2700014,-0.56558204,1.3516357,-0.54412353,-0.68114686,-0.32752737
1.0165446,0.27904564,1.0338576,-0.031021358,0.9878108,1.583414,-0.34008357,0.77037674,1.0700488,-0.17858626,1.1023687,1.4477603,1.5231943,1.2214762,0.08087512,0.112217434,-0.15770717,1.1832519,0.29903594,0.30356184,-0.78301543,0.74470377,1.427911,0.57798743,-0.5448925,-0.56807864,-0.8103595,-0.49449477,0.26202756,-0.2960376,0.0780139,1.2863417,-0.5990524,1.3865494,-0.5821717,-0.7111765,-0.35086355
1.036148,0.24861424,1.0405834,-0.0710143,1.0053012,1.600073,-0.34199157,0.78989625,1.1066047,-0.21340811,1.1417117,1.4883827,1.5465467,1.2386285,0.065750286,0.10822955,-0.17190422,1.2154732,0.27697885,0.28477508,-0.8080591,0.7630081,1.457502,0.60286796,-0.5697421,-0.6132088,-0.8305477,-0.5193903,0.27829942,-0.32258135,0.07832312,1.3217206,-0.6243492,1.4154732,-0.62025386,-0.73884237,-0.3767125
1.0545315,0.22645564,1.0627052,-0.12413043,1.0239251,1.627247,-0.36792728,0.8336129,1.1316246,-0.25589064,1.1697912,1.5088196,1.5708337,1.259671,0.04942789,0.10296199,-0.19825143,1.2370903,0.26540503,0.2712627,-0.8234375,0.7841384,1.4766521,0.61191535,-0.6034857,-0.6367903,-0.8305402,-0.54245776,0.303715,-0.3557984,0.061534077,1.3395649,-0.6431532,1.4579577,-0.62949103,-0.75663817,-0.41483736
1.0807977,0.1954082,1.0789927,-0.16495262,1.0500736,1.6443764,-0.38356352,0.8743395,1.1567087,-0.30584368,1.1906264,1.5362543,1.5928562,1.2847174,0.019042172,0.10236633,-0.23874411,1.261373,0.24232753,0.2463609,-0.84453756,0.8044699,1.4758192,0.6114364,-0.62996876,-0.646562,-0.8395591,-0.56698394,0.32774487,-0.3849391,0.06411272,1.3591815,-0.67793816,1.4780685,-0.6486068,-0.7816282,-0.43624383
1.1075708,0.18847193,1.1091951,-0.20496719,1.0503057,1.6697428,-0.3830721,0.9156164,1.1826628,-0.329856,1.2480936,1.5631891,1.6098567,1.3190341,-0.02671308,0.11247271,-0.27862772,1.2904932,0.21643727,0.22049353,-0.8673736,0.81137204,1.5032567,0.63262105,-0.64814866,-0.6736084,-0.85315937,-0.587566,0.35965884,-0.39371538,0.06795512,1.4046557,-0.6800056,1.4891716,-0.66548157,-0.8074798,-0.46145532
1.1277258,0.15962727,1.1408675,-0.24109955,1.0623587,1.7041999,-0.41318256,0.95367295,1.1902142,-0.36761364,1.290816,1.5900834,1.6177475,1.3372872,-0.047894046,0.11643779,-0.29241472,1.2991126,0.19182001,0.20911081,-0.88549566,0.8317986,1.502386,0.6210763,-0.67190844,-0.6932365,-0.899714,-0.6160975,0.3853155,-0.4217119,0.08982653,1.4297458,-0.70076704,1.5298669,-0.682809,-0.8263896,-0.48039186
1.1363875,0.1331519,1.1820555,-0.27705145,1.0709344,1.7061858,-0.44811866,0.986104,1.2082901,-0.40881103,1.3291615,1.6088859,1.6421943,1.3516715,-0.0742149,0.12615415,-0.31448394,1.312783,0.17709498,0.1812,-0.89853746,0.87399405,1.5262988,0.62848043,-0.69353396,-0.73451596,-0.91639864,-0.6327493,0.3998086,-0.42417532,0.09011592,1.4445007,-0.7307936,1.5398787,-0.69263506,-0.84750813,-0.4932684
1.1636627,0.09874701,1.2077745,-0.32512698,1.1132265,1.7431228,-0.47198275,1.0327551,1.230331,-0.43524176,1.3557893,1.6257083,1.6653677,1.3735074,-0.10929828,0.12571727,-0.36612374,1.3258152,0.13790876,0.14896412,-0.9144728,0.899322,1.5561161,0.62558687,-0.71858674,-0.7529366,-0.94467795,-0.65436983,0.42305923,-0.44340378,0.07442913,1.436694,-0.77140284,1.5560327,-0.7093699,-0.8746299,-0.5175656
1.1773573,0.066068955,1.236467,-0.36675802,1.1273862,1.7539996,-0.49256417,1.0651525,1.2520628,-0.47571176,1.3868693,1.646651,1.7013152,1.387385,-0.1410922,0.12965488,-0.39995188,1.3584492,0.12134102,0.11593407,-0.9276004,0.927805,1.5714307,0.63766724,-0.7468583,-0.7840737,-0.9567882,-0.68155843,0.44604206,-0.4679846,0.060145367,1.4750316,-0.806526,1.5671521,-0.7253131,-0.9003402,-0.54341465
1.173097,0.029680237,1.2643442,-0.4050975,1.1556756,1.7771167,-0.51677424,1.102029,1.283481,-0.5214088,1.4183215,1.6628407,1.7181615,1.3967748,-0.15936874,0.14707139,-0.42906463,1.3720012,0.0854568,0.0753813,-0.9389579,0.95710075,1.5813037,0.6420771,-0.770852,-0.81504226,-0.9808052,-0.7015544,0.47698888,-0.49655378,0.07203109,1.5147934,-0.80760545,1.5924187,-0.7399408,-0.91013545,-0.569289
1.1833632,-0.014359516,1.2828661,-0.45551878,1.1919956,1.8025686,-0.5162216,1.1348039,1.3058794,-0.5510787,1.4432285,1.6863874,1.7274777,1.41846,-0.2049804,0.15426765,-0.46091813,1.3910568,0.04616946,0.050161332,-0.9444772,0.9870623,1.5870045,0.66033477,-0.797294,-0.8407201,-0.9826861,-0.72296923,0.5027647,-0.52273405,0.06129411,1.5433176,-0.83444315,1.60944,-0.74913836,-0.9274893,-0.58566564
1.1999735,-0.04784291,1.3143235,-0.48464194,1.2122086,1.8025872,-0.52819186,1.1712555,1.3129119,-0.57794887,1.4747777,1.7226669,1.7499387,1.4524335,-0.22777675,0.16120113,-0.49331146,1.4077271,-0.0015076193,0.029647492,-0.9687287,1.0143634,1.5993934,0.6752679,-0.82007647,-0.8533142,-0.99387157,-0.7587572,0.54190254,-0.53776586,0.055783127,1.5616859,-0.8443238,1.6224695,-0.76802033,-0.94475484,-0.6088137
1.2328869,-0.0949413,1.3613381,-0.516833,1.2387526,1.8041669,-0.5472061,1.2171834,1.3317255,-0.6066213,1.5029178,1.7336495,1.7586036,1.4685271,-0.25011668,0.16662031,-0.51760745,1.4273391,-0.022181489,0.011338418,-0.98527926,1.0615494,1.6216472,0.69915396,-0.83914715,-0.87138,-1.0096307,-0.7953176,0.5629559,-0.56705207,0.06125864,1.5833279,-0.8408707,1.639057,-0.78734493,-0.96318805,-0.62794733
1.2503225,-0.1477166,1.4006836,-0.5451283,1.2487048,1.8028134,-0.55316645,1.2510526,1.3650594,-0.63571507,1.5068192,1.7509582,1.7977383,1.48561,-0.29044354,0.17162366,-0.5471352,1.4581282,-0.057306096,-0.037140936,-1.0047444,1.09015,1.6466075,0.71221715,-0.8532741,-0.89023644,-1.0102943,-0.81213707,0.5985082,-0.60669774,0.06333246,1.5972847,-0.86252826,1.6645597,-0.8277479,-0.9777665,-0.6445029
1.2705717,-0.194871,1.4399809,-0.577397,1.2684083,1.8325578,-0.5562533,1.2980766,1.3860797,-0.67047536,1.5414156,1.7755706,1.8247244,1.5237913,-0.31728342,0.20153207,-0.57579315,1.4747745,-0.09986547,-0.0779904,-1.0205861,1.1121843,1.6516328,0.721024,-0.86705023,-0.9023627,-1.0135106,-0.8122621,0.634436,-0.6315723,0.057267874,1.6388237,-0.87806386,1.6921223,-0.8451503,-1.0064565,-0.6583261
1.2768259,-0.23322622,1.4657727,-0.6226263,1.2959014,1.8645849,-0.5724124,1.3496772,1.3975213,-0.69457185,1.549329,1.7849061,1.854807,1.5454296,-0.35646546,0.21349229,-0.6026133,1.4908926,-0.1400086,-0.116925806,-1.0369148,1.1537973,1.6745371,0.7457132,-0.8922896,-0.9242541,-1.0092639,-0.8377743,0.6853955,-0.6432546,0.038771067,1.6470301,-0.90603554,1.7139447,-0.87172765,-1.0021814,-0.6764832
1.3040749,-0.2760529,1.4857941,-0.64967835,1.3212767,1.8789062,-0.60263324,1.3642309,1.4282686,-0.7268887,1.567445,1.8072318,1.8514903,1.5740622,-0.39560008,0.21328169,-0.6357041,1.5191218,-0.18339178,-0.15071347,-1.0539638,1.1915689,1.6772197,0.7743174,-0.91087174,-0.9469098,-1.0113877,-0.8624043,0.7232916,-0.66183066,0.028204622,1.6575475,-0.91810066,1.7203212,-0.88736856,-1.0117476,-0.7091818
1.3181453,-0.31176326,1.5091273,-0.66766196,1.3514013,1.8746654,-0.6276342,1.3957856,1.4389116,-0.75821537,1.5776157,1.8544664,1.8721501,1.5916125,-0.42686582,0.2147669,-0.6477689,1.524815,-0.21814741,-0.1899262,-1.0717512,1.2106899,1.6924498,0.7814756,-0.9171348,-0.97110736,-1.0339537,-0.8853397,0.76109195,-0.6848916,0.03328778,1.6612589,-0.9471139,1.7378144,-0.92432755,-1.0254315,-0.71799934
1.3299057,-0.34925482,1.5318476,-0.6945969,1.3717071,1.8811601,-0.6471651,1.4180015,1.4541472,-0.79161906,1.6052839,1.8717437,1.8908993,1.6029383,-0.46030658,0.21698625,-0.67157406,1.5492775,-0.25821215,-0.23040447,-1.088881,1.2450409,1.7002398,0.7964804,-0.9332512,-0.9922498,-1.0362126,-0.9042526,0.7998107,-0.7134205,0.034654893,1.6809351,-0.97609764,1.7551423,-0.9347428,-1.0358957,-0.7297437
1.3499062,-0.3841211,1.57211,-0.7228063,1.3964528,1.8802965,-0.66530114,1.4496974,1.4582366,-0.8085862,1.6307185,1.8844118,1.89934,1.6247834,-0.4857934,0.2366121,-0.7037927,1.5591689,-0.29899776,-0.2683133,-1.1056355,1.2930539,1.7062681,0.8026319,-0.95637447,-1.0091803,-1.0452135,-0.92377764,0.83327454,-0.7418271,0.0026865916,1.699266,-1.0126128,1.7612244,-0.94964314,-1.0517076,-0.74127156
1.3750955,-0.42135364,1.5825202,-0.7566732,1.4157609,1.8942566,-0.6847462,1.4703306,1.473205,-0.81996685,1.6537942,1.9033722,1.9065223,1.6352533,-0.526463,0.23766917,-0.7415076,1.5743513,-0.3456133,-0.31245673,-1.1223179,1.329663,1.7090751,0.8164284,-0.9774806,-1.0198946,-1.0836058,-0.95616376,0.8510478,-0.7591667,-0.01771814,1.7423173,-1.0228063,1.786555,-0.95053005,-1.0637769,-0.74968576
1.4039063,-0.4564187,1.6075933,-0.78443986,1.4453839,1.912773,-0.7176723,1.5132321,1.494933,-0.8371586,1.6794683,1.9195275,1.9169644,1.6538988,-0.5630663,0.25653747,-0.76184434,1.5817876,-0.37392753,-0.35113123,-1.1389164,1.3696613,1.7096715,0.8574264,-0.99596685,-1.0348521,-1.0997834,-0.96650815,0.8873055,-0.7848466,-0.033034284,1.7451442,-1.0352865,1.7836552,-0.96313536,-1.077799,-0.7618032
1.4192997,-0.48531368,1.623854,-0.82726353,1.4719152,1.9518275,-0.74386036,1.545727,1.5097209,-0.857557,1.7168685,1.933035,1.9243568,1.6676813,-0.58585435,0.27062532,-0.7790661,1.6095682,-0.41359636,-0.40461218,-1.156196,1.3858476,1.7248769,0.88722426,-1.0133134,-1.049539,-1.1075913,-0.97334516,0.9098876,-0.7900246,-0.04930207,1.7520841,-1.022095,1.8243502,-0.969689,-1.0943838,-0.7724443
1.4411867,-0.5192452,1.6629776,-0.8506606,1.4926875,1.9732184,-0.7661582,1.5753407,1.5273952,-0.8873581,1.7278577,1.9342337,1.9428171,1.6923105,-0.6083824,0.27337068,-0.8003075,1.6211319,-0.43537325,-0.4367496,-1.173415,1.4268988,1.727894,0.90230215,-1.033578,-1.0638524,-1.1234887,-0.95322734,0.9600425,-0.81858957,-0.066161245,1.7668356,-1.0355725,1.8326237,-0.9799916,-1.108389,-0.7843104
