area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.83725613,0.7134588,0.6874373,0.66945076,0.6852122,0.9731511,0.7338286,0.73825145,0.8838226,0.6828571,0.7085629,0.7118072,0.67936754,0.72089726,0.67212856,1.0781621,0.6877622,0.97336257,0.79695725,1.0676585,0.67026746,1.0540094
0.6431521,0.5349003,0.4890675,0.45246065,0.52919424,0.88622934,0.5491752,0.56239283,0.71833545,0.46399885,0.49066913,0.49254102,0.46028277,0.5007729,0.4361704,1.0226072,0.46966097,0.7265598,0.6238272,0.9545101,0.45572123,0.9825669
0.48647055,0.39796406,0.34570527,0.30339435,0.4104903,0.80347884,0.40339005,0.43589324,0.5779212,0.31650564,0.32871157,0.34000438,0.30624622,0.34307498,0.27373987,0.96581084,0.3150296,0.5482113,0.49016565,0.8683076,0.35163632,0.90312046
0.35863945,0.28917623,0.23457448,0.19693346,0.31425872,0.7225625,0.29487476,0.33257493,0.468355,0.217804,0.22467948,0.24218291,0.19965106,0.2267963,0.16260737,0.8972089,0.20453063,0.41430488,0.37815142,0.7889332,0.27910134,0.8405488
0.25680056,0.20764531,0.15750892,0.123669505,0.23517801,0.65649843,0.2103133,0.25418603,0.37201735,0.1451145,0.14935622,0.1706296,0.12648702,0.14797118,0.092659615,0.84277266,0.12879966,0.31561396,0.28811836,0.7350583,0.24290012,0.7730264
0.18157806,0.14649558,0.105523586,0.07450978,0.17431195,0.5966829,0.14656,0.19161646,0.29484674,0.09699528,0.100615226,0.12046134,0.078286804,0.093596995,0.05041591,0.7920205,0.07891249,0.25140002,0.21071334,0.6839021,0.20627242,0.72239435
0.12518968,0.10098156,0.068432175,0.043058746,0.12408297,0.5509068,0.100014396,0.1447408,0.23137239,0.06378841,0.06664976,0.08466267,0.047211025,0.057812735,0.026079677,0.75572866,0.04680773,0.20320351,0.15624072,0.62824655,0.18261994,0.6659401
0.083858356,0.066695035,0.043535646,0.023570709,0.086512804,0.5063756,0.066557735,0.107428506,0.18264715,0.04215731,0.044898655,0.056576077,0.0277346,0.034668997,0.012749098,0.7202205,0.026394721,0.17347649,0.11403464,0.5885817,0.15920043,0.6157762
0.05409186,0.042422034,0.026891977,0.012182173,0.05849675,0.46744442,0.04326342,0.078715615,0.14575751,0.02774155,0.02981454,0.036857456,0.015139768,0.01932993,0.005828059,0.6886276,0.0142557435,0.14991182,0.08395301,0.5498179,0.14305049,0.578924
0.03377519,0.02593009,0.016139306,0.0059427363,0.038326282,0.4328875,0.02747475,0.057071827,0.118677385,0.019059068,0.019885471,0.024622766,0.007936104,0.010246933,0.0024798822,0.66157967,0.007259307,0.13460489,0.061156623,0.5186652,0.1273669,0.54468846
0.0201803,0.015167196,0.009246496,0.002709733,0.024280911,0.4017843,0.016941516,0.040555753,0.09977369,0.012569098,0.012752133,0.0155881485,0.003908833,0.0051312745,0.00097431766,0.63834643,0.003460874,0.12370321,0.044640608,0.49289453,0.114163436,0.514942
