area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7359778,0.68543625,0.70852697,0.66583335,0.6606866,0.66155636,0.73080933,0.6653035,0.69452596,1.0104359,0.8196839,0.7180188,0.695391,0.70445496,0.6809877,0.7084811,0.68836325,0.6626088,0.9104043,0.6655923,0.7002571,0.6858203,0.78904194,0.76245725,0.7523303,0.8635869,0.81257343,0.85459113,1.2030233,0.6836639,0.6799222,0.68334115,0.7007327,0.6824516,0.67207783,0.6785095,0.7086695,0.6542315,0.66059643,0.81802756,0.6890559,0.6491162,0.67137754,0.65254337,0.67942613,0.6884978
0.54850763,0.45085424,0.5073508,0.44458637,0.4517106,0.45178568,0.516826,0.42357692,0.4634855,0.8652845,0.6271128,0.50419825,0.48159477,0.4968909,0.4620285,0.4719285,0.45509854,0.43854997,0.73789495,0.4346658,0.50461787,0.46565372,0.5805053,0.5142287,0.56469846,0.7300736,0.6194724,0.6624835,1.1192379,0.46112168,0.49418315,0.47398952,0.47095037,0.46758363,0.43579894,0.4488016,0.49470016,0.43518788,0.4227519,0.6178602,0.45724624,0.41621783,0.4429567,0.42611635,0.43568352,0.44610825
0.40741536,0.28773865,0.35348445,0.28864944,0.30510905,0.2936538,0.35252663,0.2566824,0.29567242,0.73705554,0.48152325,0.3405479,0.33427563,0.34007347,0.30041832,0.3117055,0.28884855,0.27865213,0.5884394,0.27543867,0.35218373,0.3038158,0.41484484,0.3360694,0.41160974,0.6024231,0.49015817,0.52783537,1.0080764,0.32029888,0.36659938,0.3234296,0.30757484,0.30972514,0.2710037,0.28804168,0.3331624,0.2830244,0.26377943,0.46209145,0.30454525,0.25558004,0.27688643,0.27008197,0.27177432,0.2805883
0.2982187,0.17473385,0.2351887,0.17886475,0.200492,0.1842101,0.23599088,0.15018189,0.18089601,0.62134796,0.36433053,0.2259841,0.22799815,0.2231603,0.18870707,0.19976462,0.17510878,0.17081127,0.46484023,0.16780221,0.24152489,0.19569822,0.28441697,0.2126897,0.30433026,0.50389373,0.3986871,0.41982564,0.91247106,0.2250321,0.26993674,0.22331758,0.19824561,0.20386654,0.16167791,0.18078445,0.21715455,0.17784044,0.15937662,0.34173492,0.20103206,0.15269513,0.16856998,0.1658668,0.16336757,0.17145343
0.22400919,0.10179712,0.15000392,0.106920496,0.12987939,0.1105513,0.15058963,0.083977886,0.10610149,0.52870744,0.26917544,0.14742878,0.14896575,0.14499429,0.11390856,0.12406115,0.10398286,0.10096006,0.37035504,0.098981775,0.16662054,0.122741,0.1895177,0.1305176,0.22878064,0.42766073,0.3395283,0.34762993,0.8211041,0.15767951,0.19815657,0.15556486,0.12590739,0.13384558,0.0929019,0.11018454,0.14114352,0.10722134,0.09335078,0.25374585,0.13546297,0.08736326,0.098238066,0.09712656,0.09421572,0.09899701
0.16894388,0.05702846,0.09192619,0.06088435,0.08151677,0.0631473,0.09494606,0.044430055,0.059540875,0.45000967,0.19996206,0.09471084,0.0948939,0.09402187,0.0657322,0.07379049,0.058901947,0.056779526,0.30021897,0.056922875,0.11243605,0.07450123,0.122309275,0.07873356,0.17638631,0.36827928,0.29027194,0.2920842,0.7484482,0.11075319,0.14590068,0.11222083,0.07930112,0.086936705,0.050507512,0.06430317,0.092999026,0.063187234,0.052773196,0.18715665,0.09388224,0.0482173,0.05495583,0.05481197,0.051762953,0.055024624
0.13040353,0.030255802,0.054153748,0.032952223,0.049793605,0.034512658,0.056865305,0.02238163,0.031611342,0.3852862,0.14804775,0.058405854,0.058450926,0.060441386,0.036146734,0.042480376,0.031887423,0.030106956,0.24649777,0.031220537,0.07540969,0.044346116,0.075939275,0.04534709,0.13990802,0.3233768,0.2562977,0.24881767,0.68277574,0.07691399,0.10934445,0.08652603,0.0497648,0.05783349,0.026065595,0.036230594,0.06253028,0.035651125,0.029147526,0.1431907,0.0668873,0.02519252,0.029360859,0.02961013,0.026753796,0.029143048
0.10402213,0.015265205,0.03071439,0.01694762,0.029300451,0.017929217,0.032848556,0.010547079,0.015975488,0.32836616,0.11604509,0.035122342,0.034557052,0.040343393,0.01876307,0.023289083,0.016606247,0.015122413,0.20999828,0.016515847,0.049154,0.026142778,0.045856778,0.025697667,0.117880054,0.29039535,0.22814554,0.21283202,0.6248932,0.053271707,0.08162679,0.06890415,0.03113052,0.03986018,0.012638996,0.019775255,0.045342598,0.019521734,0.01578689,0.11075075,0.052922912,0.012463588,0.015591474,0.015226903,0.013104942,0.014632958
0.08526059,0.0072512,0.016517999,0.008183499,0.016377129,0.00876319,0.0178382,0.004599152,0.00753668,0.2824824,0.08951249,0.020257173,0.01923134,0.027795438,0.009181535,0.011971665,0.008097423,0.0070886435,0.18035185,0.008176118,0.03084777,0.015027133,0.026409848,0.013662385,0.10210368,0.25619397,0.20395568,0.18543948,0.5741628,0.036324997,0.061902974,0.058961343,0.018788783,0.028724344,0.0057133744,0.0100973565,0.033985894,0.010103963,0.008249234,0.08549778,0.044437446,0.005722849,0.0075831544,0.0073368144,0.0060165995,0.0069311205
