field,中文名,score
area_1_fuel_coal_mw,区域1燃煤出力,0.0700983926653862
area_1_fuel_wind_mw,区域1风电出力,0.046803928911685944
area_1_fuel_nuclear_mw,区域1核电出力,0.022246770560741425
area_1_fuel_natural_gas_mw,区域1燃气出力,0.021169517189264297
area_3_fuel_solar_mw,区域3光伏出力,0.02044355310499668
area_1_fuel_hydro_mw,区域1水电出力,0.019393905997276306
area_1_load_actual_mw,区域1实时负荷,0.013316706754267216
area_2_fuel_coal_mw,区域2燃煤出力,0.006934761069715023
area_1_net_export_mw,区域1净送出,0.0066780271008610725
area_1_fuel_solar_mw,区域1光伏出力,0.0
area_1_generation_mw,区域1发电总量,0.0
area_2_fuel_natural_gas_mw,区域2燃气出力,0.0
area_2_fuel_solar_mw,区域2光伏出力,0.0
area_2_generation_mw,区域2发电总量,0.0
area_3_fuel_coal_mw,区域3燃煤出力,0.0
area_3_fuel_natural_gas_mw,区域3燃气出力,0.0
area_3_fuel_hydro_mw,区域3水电出力,0.0
area_3_fuel_wind_mw,区域3风电出力,0.0
area_3_generation_mw,区域3发电总量,0.0
hour_of_day,小时,0.0
day_of_week,星期,0.0
area_2_fuel_hydro_mw,区域2水电出力,0.0
gen_fuel_solar_mw,光伏出力,0.0
gen_fuel_wind_mw,风电出力,0.0
gen_fuel_hydro_mw,水电出力,0.0
area_2_load_actual_mw,区域2实时负荷,0.0
area_3_load_actual_mw,区域3实时负荷,0.0
system_load_actual_mw,系统实时负荷,0.0
area_1_load_day_ahead_mw,区域1日前负荷,0.0
area_2_load_day_ahead_mw,区域2日前负荷,0.0
area_3_load_day_ahead_mw,区域3日前负荷,0.0
system_load_day_ahead_mw,系统日前负荷,0.0
system_generation_mw,系统发电量,0.0
system_losses_mw,系统网损,0.0
area_2_net_export_mw,区域2净送出,0.0
area_3_net_export_mw,区域3净送出,0.0
reserve_reg_up_mw,调频上备用,0.0
reserve_reg_down_mw,调频下备用,0.0
reserve_spin_r1_mw,区域1旋转备用,0.0
reserve_spin_r2_mw,区域2旋转备用,0.0
reserve_spin_r3_mw,区域3旋转备用,0.0
gen_fuel_coal_mw,燃煤出力,0.0
gen_fuel_natural_gas_mw,燃气出力,0.0
gen_fuel_nuclear_mw,核电出力,0.0
month_of_year,月份,0.0
is_weekend,是否周末,0.0
