目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,DGatingDNN,0.8527426564852533,0.8733543117613582,34,system_energy_price_da|gen_fuel_gas_mw|gen_fuel_nuclear_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,STG,0.6949174482483249,0.8733543117613582,34,gross_inadv_interchange_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|da_as_mcp_primary_reserve|gen_fuel_oil_pct
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,LassoNet,0.8132341978399725,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|forecast_load_mw_latest_available
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,XGBoost,0.7965556748787593,0.8733543117613582,34,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Lasso,0.7622813485853442,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|total_pjm_loc_credit|total_pjm_reg_purchases
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Pearson,0.7358218945907407,0.8733543117613582,34,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,DGatingDNN,0.8763292233393164,0.8733543117613582,34,system_energy_price_da|gen_fuel_gas_mw|gen_fuel_nuclear_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_thirty_minutes_reserve
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,STG,0.7297595638441984,0.8733543117613582,34,gross_inadv_interchange_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|da_as_mcp_primary_reserve|gen_fuel_oil_pct|da_as_as_req_mw_thirty_minutes_reserve
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,LassoNet,0.8560016886713462,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,XGBoost,0.7796058127268525,0.8733543117613582,34,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh|gen_fuel_oil_pct
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Lasso,0.7565435162183242,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Pearson,0.7481159942514035,0.8733543117613582,34,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt
