field,中文名,score
gross_inadv_interchange_mw,总非计划交换,18413.01171875
gross_sched_interchange_mw,总计划交换,2977.892578125
total_pjm_reg_purchases,调频购买量,2644.283447265625
gen_fuel_nuclear_mw,核电出力,1489.0284423828125
gen_fuel_multiple_fuels_pct,多燃料占比,1270.8714599609375
gen_fuel_oil_mw,燃油出力,790.1281127929688
total_pjm_loc_credit,机会成本信用,674.3667602539062
gen_fuel_hydro_mw,水电出力,661.1438598632812
total_pjm_rmpcp_cr,调频性能信用额,542.3682250976562
net_sched_interchange_mw,净计划交换,491.2396240234375
total_losses,总网损,472.1641845703125
gen_fuel_gas_pct,燃气占比,411.0473327636719
net_actual_interchange_mw,净实际交换,255.5569610595703
gen_fuel_coal_mw,燃煤出力,226.92727661132812
gen_fuel_other_renewables_mw,其他可再生出力,178.93060302734375
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,168.6103057861328
da_as_mcp_synchronized_reserve,日前同步备用出清价,85.99600219726562
gen_fuel_hydro_pct,水电占比,84.30980682373047
forecast_load_mw_latest_available,最新负荷预测,79.44701385498047
gen_fuel_gas_mw,燃气出力,74.86470031738281
gen_fuel_coal_pct,燃煤占比,71.95761108398438
gen_fuel_nuclear_pct,核电占比,69.16340637207031
prelim_load_avg_hourly,预估小时负荷,69.16340637207031
metered_load_mw,计量负荷,67.80726623535156
total_pjm_rt_load_mwh,实时负荷电量,66.47770690917969
gen_fuel_solar_mw,光伏出力,66.47770690917969
wind_generation_mw,风电出力,65.17422485351562
gen_fuel_oil_pct,燃油占比,65.17422485351562
gen_fuel_multiple_fuels_mw,多燃料出力,65.17422485351562
rmpcp,调频性能出清价,62.643428802490234
gen_fuel_wind_mw,风电出力,61.41512680053711
marginal_loss_price_da,日前边际损耗价,60.21091079711914
da_as_ss_mw_primary_reserve,日前主用备用自调度,60.21091079711914
gen_fuel_solar_pct,光伏占比,59.030303955078125
congestion_price_rt,实时阻塞价,59.030303955078125
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,59.030303955078125
system_energy_price_da,日前能量价格,57.87284469604492
da_as_nsr_mw_primary_reserve,非同步备用,57.87284469604492
da_as_as_req_mw_primary_reserve,日前主用备用需求,57.87284469604492
congestion_price_da,日前阻塞价,56.73808288574219
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,56.73808288574219
da_as_as_mw_synchronized_reserve,日前同步备用实际量,56.73808288574219
da_as_as_mw_primary_reserve,日前主用备用实际量,56.73808288574219
gen_fuel_other_renewables_pct,其他可再生占比,56.73808288574219
rmccp,调频容量出清价,56.73808288574219
da_as_mcp_primary_reserve,日前主用备用出清价,55.625572204589844
marginal_loss_price_rt,实时边际损耗价,55.625572204589844
gen_fuel_storage_mw,储能出力,54.534873962402344
total_pjm_rmccp_cr,调频容量信用额,54.534873962402344
gen_fuel_wind_pct,风电占比,54.534873962402344
total_lmp_da,日前总电价,53.4655647277832
system_energy_price_rt,实时能量价格,53.4655647277832
solar_generation_mw,光伏出力,53.4655647277832
total_gen,总发电量,53.4655647277832
total_pjm_assigned_reg,调频分配量,52.41722106933594
total_pjm_self_sched_reg,调频自调度量,52.41722106933594
net_inadv_interchange_mw,净非计划交换,52.41722106933594
total_lmp_rt,实时总电价,51.38943099975586
