epoch,train_mse,train_r2,test_mse,test_r2
1,0.3282695102734842,0.6717305183410645,0.31967855154014213,0.662558913230896
2,0.21220321458864538,0.7877967953681946,0.21749051324114566,0.7704248428344727
3,0.1737782823548437,0.8262217044830322,0.1807134005854406,0.8092454671859741
4,0.1371490027695826,0.8628510236740112,0.1472886015956358,0.8445274829864502
5,0.1174367261037492,0.8825632929801941,0.1281870982223531,0.8646903038024902
6,0.102114862665068,0.8978851437568665,0.11396425778455124,0.8797034621238708
7,0.08921162812799374,0.910788357257843,0.10346210000627651,0.8907891511917114
8,0.07970535799485867,0.9202946424484253,0.0962080313687826,0.898446261882782
9,0.07427323699810184,0.9257267713546753,0.08941832955972087,0.9056132435798645
10,0.06888131055239273,0.9311186671257019,0.08831978423475492,0.9067728519439697
11,0.0634473177166066,0.9365526437759399,0.08217989301831438,0.913253903388977
12,0.05635776522077057,0.943642258644104,0.07574250329876454,0.9200489521026611
13,0.04748670931359928,0.9525132775306702,0.06788423932271033,0.9283438324928284
14,0.042654266756405865,0.957345724105835,0.06183295348863595,0.9347313642501831
15,0.04650395819782347,0.9534960389137268,0.0671656277348719,0.9291024208068848
16,0.0422756113254051,0.957724392414093,0.05824329617728547,0.9385204911231995
17,0.036920575218305024,0.9630794525146484,0.058906603993552666,0.937820315361023
18,0.043284023125193485,0.956716001033783,0.06506840766566556,0.9313161373138428
19,0.03679646435460114,0.9632035493850708,0.055841501955533536,0.9410557150840759
20,0.03228847587141574,0.9677115082740784,0.05469533092932912,0.9422655701637268
21,0.030828509495389726,0.9691714644432068,0.05217801743732175,0.9449227452278137
22,0.029732120218370635,0.9702678918838501,0.04958766271791807,0.94765704870224
23,0.03148720647733372,0.968512773513794,0.051478268990361294,0.9456614255905151
24,0.030783403654881872,0.9692165851593018,0.051808808331105224,0.9453125
25,0.028185801669347157,0.9718142151832581,0.047586580846322384,0.9497693181037903
26,0.02868414763894009,0.971315860748291,0.051323880725426645,0.945824384689331
27,0.025048129389831166,0.9749518632888794,0.045289252242982025,0.952194333076477
28,0.034117649523875214,0.9658823609352112,0.054563473035558696,0.9424047470092773
29,0.029445010508409922,0.9705550074577332,0.04881636634264595,0.948471188545227
30,0.029880426504772118,0.9701195955276489,0.04465742442734176,0.9528612494468689
31,0.02877048227131867,0.9712294936180115,0.048329710636696804,0.9489849209785461
32,0.02419170532070106,0.975808322429657,0.045771645149216056,0.9516851305961609
33,0.02298681918513186,0.9770131707191467,0.04266727596475947,0.9549619555473328
34,0.025369174897807142,0.9746308326721191,0.045683795549316196,0.9517778158187866
35,0.021779104028306306,0.9782208800315857,0.04289605458005809,0.9547204971313477
36,0.0227778754673023,0.9772221446037292,0.04330532700561623,0.9542884826660156
37,0.02150193257768824,0.9784980416297913,0.043290053494274616,0.954304575920105
38,0.020732570519140892,0.979267418384552,0.0428018550666776,0.954819917678833
39,0.019860412149379652,0.9801396131515503,0.04089116420960281,0.9568367600440979
40,0.02382674399077108,0.9761732816696167,0.04414964108387145,0.9533972144126892
41,0.020921761300031188,0.9790782332420349,0.04114249626333576,0.9565714597702026
42,0.025045730994799772,0.9749542474746704,0.04697897870706894,0.9504106640815735
43,0.019898293349496922,0.9801017045974731,0.03960014130102425,0.9581995010375977
44,0.01949973169658802,0.9805002808570862,0.040154559029516104,0.9576143026351929
45,0.017901339328085575,0.9820986390113831,0.038432235043018875,0.9594323039054871
46,0.01966468934047879,0.9803352952003479,0.04150200002860823,0.9561920166015625
47,0.017531113353118154,0.9824689030647278,0.03999711295998678,0.9577804803848267
48,0.017070792505303065,0.9829292297363281,0.03783540222396302,0.9600623250007629
49,0.018409521488045165,0.9815904498100281,0.04117533243431642,0.9565368294715881
50,0.01650233922631378,0.983497679233551,0.0394281608239952,0.9583810567855835
51,0.018449933578925878,0.9815500974655151,0.03880862354459923,0.9590350389480591
52,0.016192853515420727,0.9838071465492249,0.03709906746247193,0.960839569568634
53,0.015711267580349967,0.98428875207901,0.037654201639248285,0.9602535963058472
54,0.015844989507256643,0.984154999256134,0.03780599482777733,0.9600933790206909
55,0.015531073468414076,0.984468936920166,0.03712912723024535,0.9608078598976135
56,0.016403807158078244,0.9835962057113647,0.037336578572782254,0.9605888724327087
57,0.017249854486492484,0.9827501177787781,0.03827318738260102,0.9596002101898193
58,0.01620912508617072,0.9837908744812012,0.038767641804907924,0.959078311920166
59,0.01787972523391099,0.9821202754974365,0.038693149185103436,0.9591569304466248
60,0.01789316188929067,0.9821068644523621,0.03966225584310184,0.9581339359283447
61,0.018950528900325867,0.9810494780540466,0.04183651841097943,0.9558388590812683
62,0.016514871466242795,0.9834851026535034,0.03825784991381735,0.9596164226531982
63,0.015028173757133072,0.984971821308136,0.037372029971376786,0.9605514407157898
64,0.01747521628504214,0.9825247526168823,0.03911290666451905,0.9587138295173645
65,0.014978127268659453,0.9850218892097473,0.03734552078289775,0.9605793952941895
66,0.013559205743855733,0.9864407777786255,0.03644553914654818,0.9615293741226196
67,0.018699781634240298,0.9813002347946167,0.04301291325686091,0.9545971155166626
68,0.014462024723282644,0.9855379462242126,0.037936699037190255,0.9599553942680359
69,0.016379806325322658,0.9836201667785645,0.03829335779087936,0.9595789313316345
70,0.013530473135131846,0.9864695072174072,0.03663388498854346,0.9613305926322937
71,0.015099706027364112,0.9849002957344055,0.038158419783363436,0.9597213268280029
72,0.014228737214224983,0.9857712388038635,0.03647590764775509,0.9614973664283752
73,0.01544288007938889,0.9845570921897888,0.0386453253620236,0.9592074155807495
74,0.016762820168374878,0.9832372069358826,0.03881535165170889,0.959027886390686
75,0.013504135997292482,0.986495852470398,0.03697801522467649,0.9609673619270325
76,0.014266300968141,0.985733687877655,0.0382119355717583,0.9596648812294006
77,0.012631359803337606,0.987368643283844,0.03658858702870131,0.9613783955574036
78,0.01260487899709206,0.9873951077461243,0.03582812232680891,0.9621811509132385
79,0.015046222012526974,0.984953761100769,0.03760982510951779,0.9603004455566406
80,0.01639138844537653,0.983608603477478,0.037956210037852385,0.9599347710609436
81,0.012408339094354974,0.9875916838645935,0.0366952882216471,0.9612658023834229
82,0.014432798858311434,0.9855672121047974,0.037984293380116184,0.9599051475524902
83,0.012777284257828586,0.9872227311134338,0.03662861669265733,0.9613361358642578
84,0.014128376321311583,0.9858716130256653,0.03669724673907295,0.9612637162208557
85,0.01108121970408432,0.9889187812805176,0.03533961381138552,0.9626967906951904
86,0.013024828718189494,0.9869751930236816,0.03672739438621736,0.9612318873405457
87,0.0194811145703981,0.9805188775062561,0.04318442147384148,0.9544160962104797
88,0.01426773125602005,0.9857322573661804,0.03888991003197322,0.9589492082595825
89,0.013709385926223592,0.9862906336784363,0.037467189090576294,0.9604510068893433
90,0.014332189369047363,0.9856678247451782,0.03805926211587176,0.9598259925842285
91,0.01382936043508527,0.9861706495285034,0.03705874959677004,0.9608821272850037
92,0.011946822731335833,0.9880532026290894,0.036296174373114255,0.9616870880126953
93,0.01155318048872156,0.988446831703186,0.03490410822943398,0.9631564617156982
94,0.012214393196357549,0.9877855777740479,0.03619860206083281,0.9617900848388672
95,0.011985934275350925,0.9880140423774719,0.037612487334848906,0.9602975845336914
96,0.013119546212767437,0.9868804812431335,0.03720038146257582,0.960732638835907
97,0.012320237697409728,0.9876797795295715,0.036660282946441594,0.9613027572631836
98,0.01102252182526575,0.9889774918556213,0.03499872057710025,0.9630566239356995
99,0.01648856059226835,0.9835114479064941,0.042668681716682706,0.9549604654312134
100,0.012387769809312419,0.987612247467041,0.03674746582159636,0.9612107276916504
101,0.014876454502761842,0.9851235151290894,0.04085038630462184,0.9568797945976257
102,0.010873430034161342,0.9891265630722046,0.03680695359390683,0.9611479043960571
103,0.011287958602741371,0.9887120127677917,0.035350596435686076,0.9626851677894592
104,0.013831295213867391,0.9861686825752258,0.03795919059378254,0.9599316716194153
105,0.017720182607068327,0.9822798371315002,0.04203973783225548,0.9556243419647217
106,0.013802023713024436,0.9861979484558105,0.03781607508852442,0.9600827097892761
107,0.01079462258028709,0.9892053604125977,0.036246201599857246,0.9617398381233215
108,0.010443092020857912,0.9895569086074829,0.03610933724813527,0.9618842601776123
109,0.01199409642546636,0.9880058765411377,0.03770674498206595,0.9601981043815613
110,0.011768359738856008,0.9882316589355469,0.03728441666050746,0.9606439471244812
111,0.012120075709798141,0.9878799319267273,0.03850622436531433,0.9593542218208313
112,0.01295226661386828,0.9870477318763733,0.03843096987253464,0.9594336748123169
113,0.01165780192614028,0.9883422255516052,0.036596201973535664,0.9613703489303589
114,0.010787081470305255,0.9892129302024841,0.03657284518419879,0.9613950252532959
115,0.012513925015399252,0.9874860644340515,0.03807446136559564,0.9598099589347839
116,0.011773260495171496,0.9882267117500305,0.03654456059675573,0.9614248871803284
117,0.010155204503990932,0.989844799041748,0.03617490360672336,0.9618150591850281
118,0.010267447467472811,0.989732563495636,0.036137471395749146,0.9618545770645142
119,0.009593208618803074,0.9904068112373352,0.03636197337778512,0.9616175889968872
120,0.011267561545243172,0.9887324571609497,0.03667240092962435,0.9612899422645569
