epoch,train_mse,train_r2,test_mse,test_r2
1,0.6543907547024349,0.34560930728912354,0.6434942122276236,0.32075077295303345
2,0.5494335836963196,0.4505663514137268,0.5597281277906604,0.4091712236404419
3,0.49283423951616,0.5071656703948975,0.5103691708205677,0.4612727761268616
4,0.4524579601920715,0.5475419759750366,0.4739331023813021,0.4997333288192749
5,0.4218776823340437,0.5781223773956299,0.44854214964661654,0.526535153388977
6,0.39520766181994904,0.6047923564910889,0.4178404333751376,0.5589427351951599
7,0.3756451703647818,0.6243548393249512,0.40092924541634756,0.5767935514450073
8,0.3665380908004388,0.6334618926048279,0.3952172652522965,0.5828229188919067
9,0.35157088080064475,0.6484291553497314,0.3804973713235884,0.5983607769012451
10,0.3472216595603618,0.6527782678604126,0.37918403681095053,0.5997470617294312
11,0.3390447693776757,0.6609551906585693,0.3706307783041422,0.6087755560874939
12,0.3234018107675851,0.6765981912612915,0.35423497119691316,0.6260824203491211
13,0.3282494664385426,0.671750545501709,0.35779764548670956,0.6223217248916626
14,0.3149297648513708,0.6850701570510864,0.3506194344244716,0.6298987865447998
15,0.3109213904080547,0.6890785694122314,0.34973911938779967,0.6308280229568481
16,0.30329045311218905,0.6967095136642456,0.33827449376808433,0.6429296731948853
17,0.2991088571482992,0.7008911371231079,0.3332101534597757,0.6482754349708557
18,0.29539817781915745,0.7046017646789551,0.33374090433665893,0.647715151309967
19,0.2913534689345131,0.7086465358734131,0.32807370963529114,0.6536972522735596
20,0.2870243271851158,0.7129756808280945,0.32822097649388926,0.6535418033599854
21,0.29754264680008047,0.7024573683738708,0.34299571303332727,0.6379461288452148
22,0.28098711329366666,0.7190129160881042,0.3176298515371433,0.6647213697433472
23,0.28021531866921623,0.719784677028656,0.3171900724537852,0.6651856303215027
24,0.2740236936147026,0.7259763479232788,0.31462970578179855,0.6678882837295532
25,0.28176038665661457,0.7182396054267883,0.3204776716259558,0.6617153882980347
26,0.2690033485287478,0.7309966087341309,0.3077592210753298,0.6751405000686646
27,0.28553621977294885,0.7144637703895569,0.3242211855675389,0.6577638387680054
28,0.27423308867588925,0.7257668972015381,0.3126502344611941,0.6699777841567993
29,0.26512055347363156,0.7348794341087341,0.30943269200804757,0.6733740568161011
30,0.2696222423154557,0.730377733707428,0.3174580644543578,0.6649026870727539
31,0.2649261528849147,0.7350738048553467,0.3204051435402617,0.6617919206619263
32,0.2660883652013645,0.7339116334915161,0.31978274048192473,0.6624488830566406
33,0.251392942015721,0.7486070394515991,0.29874727418419067,0.6846531629562378
34,0.25025417502261954,0.749745786190033,0.2970078090978105,0.6864893436431885
35,0.24761195386483595,0.7523880004882812,0.3017342511746215,0.681500256061554
36,0.25820844892688055,0.7417915463447571,0.30928432269067296,0.6735306978225708
37,0.253955647457337,0.7460443377494812,0.30584804327567905,0.6771578788757324
38,0.23838658670629825,0.7616133689880371,0.29279189534121897,0.6909394264221191
39,0.2419591492239434,0.7580408453941345,0.301005059467038,0.6822699308395386
40,0.24183599931038036,0.7581640481948853,0.2930630247858239,0.6906532645225525
41,0.2366261703511352,0.7633737921714783,0.2915857175773964,0.692212700843811
42,0.23667158853634906,0.7633284330368042,0.2943549802208819,0.6892895698547363
43,0.23264718517763391,0.767352819442749,0.28096827830574134,0.7034200429916382
44,0.23320015140224468,0.766799807548523,0.2881013654490433,0.6958906650543213
45,0.23655358806513904,0.7634464502334595,0.29525884020528415,0.6883354187011719
46,0.23334557114951854,0.7666544318199158,0.2930787880337093,0.6906366348266602
47,0.23212147716640244,0.767878532409668,0.2869929409154305,0.6970605850219727
48,0.2303167204994177,0.769683301448822,0.29451438455229123,0.6891212463378906
49,0.23052961120138998,0.7694703936576843,0.2903535600251904,0.6935132741928101
50,0.22596153556095744,0.7740384340286255,0.2928050712387009,0.6909255981445312
51,0.2200657729937501,0.7799342274665833,0.27618677375792733,0.7084672451019287
52,0.22597605088891917,0.7740239500999451,0.29063196069129354,0.6932194232940674
53,0.22471630815942265,0.775283694267273,0.285342199001007,0.6988030672073364
54,0.21607167360143384,0.7839283347129822,0.27665087151363854,0.7079773545265198
55,0.2228335392022751,0.777166485786438,0.2775269871259608,0.7070525884628296
56,0.2161062963670624,0.7838937044143677,0.28269270123777596,0.7015998363494873
57,0.2104269549659788,0.7895730137825012,0.2755349847692542,0.7091552019119263
58,0.2179059500910461,0.7820940017700195,0.27910980448217654,0.7053818106651306
59,0.2090349387772478,0.7909650802612305,0.27874693054160693,0.705764889717102
60,0.20559306369993544,0.7944068908691406,0.2717098256391359,0.7131929397583008
61,0.21837163147105232,0.7816283702850342,0.2783182292676917,0.7062172889709473
62,0.20606228834249699,0.7939377427101135,0.27455173671336436,0.7101930975914001
63,0.23051846159222833,0.7694815397262573,0.2978654522903082,0.6855839490890503
64,0.20894771956992822,0.7910522818565369,0.2764652297127901,0.7081732749938965
65,0.22434873486251708,0.7756512761116028,0.27954747250712497,0.7049198150634766
66,0.20249128149585083,0.797508716583252,0.2769187180234528,0.7076945900917053
67,0.23644621033735808,0.7635537981987,0.3125148445549535,0.6701205968856812
68,0.2048783157472616,0.7951216697692871,0.27305144934756,0.7117767333984375
69,0.20216720308582806,0.7978327870368958,0.2719564217756071,0.7129326462745667
70,0.20051237123554486,0.7994876503944397,0.26924613322608354,0.7157934904098511
71,0.20759781447191625,0.7924022078514099,0.2715398642893245,0.7133723497390747
72,0.20275510474187014,0.7972449064254761,0.27372999982226914,0.7110605239868164
73,0.20284486101964427,0.7971551418304443,0.28025402303603364,0.7041740417480469
74,0.2001164522360155,0.7998835444450378,0.27123567496040246,0.7136934399604797
75,0.19626603371298196,0.8037339448928833,0.26854621219198876,0.7165323495864868
76,0.21145124024193673,0.7885487079620361,0.27617745326332205,0.7084770798683167
77,0.1969949317958226,0.803005039691925,0.2686411026047497,0.7164321541786194
78,0.19361755923914328,0.806382417678833,0.266901526418401,0.7182683944702148
79,0.19650981670727174,0.803490161895752,0.274896256466646,0.7098294496536255
80,0.19225415613851776,0.8077458143234253,0.2632224456202693,0.7221518754959106
81,0.19726104988318013,0.8027389049530029,0.2713688990192079,0.7135528326034546
82,0.20057857444354998,0.7994214296340942,0.27784489326905915,0.7067170143127441
83,0.18738004451576395,0.8126199841499329,0.2662202092796201,0.7189875841140747
84,0.19029038975158782,0.8097095489501953,0.27334461093130635,0.7114673256874084
85,0.1877407444986244,0.8122592568397522,0.26985631512886865,0.7151494026184082
86,0.1863366292148806,0.8136633634567261,0.266685569727021,0.7184963822364807
87,0.19557178778038237,0.804428219795227,0.27871347859320117,0.7058001160621643
88,0.19251674588153056,0.8074832558631897,0.26909234632578927,0.7159558534622192
89,0.18473164932155864,0.815268337726593,0.2627366201316075,0.7226647138595581
90,0.1912244600190587,0.8087755441665649,0.27083311611559335,0.7141183614730835
91,0.19609129120269683,0.8039087057113647,0.2803225977709744,0.7041016221046448
92,0.182423048900635,0.8175769448280334,0.2641996657475829,0.7211204171180725
93,0.2073363609168704,0.79266357421875,0.2794416099105303,0.7050315141677856
94,0.18283246084763566,0.8171675205230713,0.26847368951250866,0.7166088819503784
95,0.19680271128051888,0.8031973242759705,0.2717910597736879,0.7131072282791138
96,0.1859664242092341,0.814033567905426,0.26825362680161874,0.7168412208557129
97,0.1795208788839894,0.820479154586792,0.2659247305425929,0.7192994356155396
98,0.1887105846142469,0.8112894296646118,0.2658563366659531,0.7193716764450073
99,0.17861225542667075,0.821387767791748,0.26540500429890507,0.7198480367660522
100,0.17656229229815856,0.8234376907348633,0.2636356472560182,0.7217157483100891
101,0.17342010212310574,0.8265799283981323,0.26007683184452174,0.7254722714424133
102,0.18277302251959648,0.8172269463539124,0.26758920903340344,0.7175425291061401
103,0.18195217957224308,0.818047821521759,0.27564207809727365,0.7090421915054321
104,0.17492073105149467,0.8250793218612671,0.2658477184567146,0.7193807363510132
105,0.17415427362857475,0.8258457183837891,0.26243462602085454,0.7229834794998169
106,0.17456002061452056,0.8254399299621582,0.26196470052549026,0.7234795689582825
107,0.17473730577609178,0.8252626657485962,0.2668116604000693,0.7183632850646973
108,0.17994537117836312,0.8200546503067017,0.27010127136529216,0.7148908376693726
109,0.16928456548649695,0.8307154178619385,0.2577439512739458,0.7279347777366638
110,0.1698670841861462,0.8301329016685486,0.2703652850511234,0.7146121859550476
111,0.180782767008453,0.8192172050476074,0.27443824531283323,0.7103128433227539
112,0.18529025909670613,0.8147097229957581,0.27648132907726414,0.7081563472747803
113,0.18549122028251716,0.8145087957382202,0.27316507338205487,0.7116568088531494
114,0.1735432249906634,0.8264567852020264,0.2622999822402873,0.7231256365776062
115,0.17861902056237744,0.8213809728622437,0.2720036895309643,0.7128827571868896
116,0.17720085918380504,0.8227991461753845,0.2719450058960697,0.7129446864128113
117,0.16911967988122428,0.8308802843093872,0.2653835597788779,0.7198706865310669
118,0.16764538309769172,0.8323546051979065,0.2572728960161529,0.7284320592880249
119,0.17146667547972944,0.8285332918167114,0.2659246521297751,0.7192995548248291
120,0.16140147728503068,0.8385984897613525,0.2540721123720088,0.7318106889724731
