epoch,train_mse,train_r2,test_mse,test_r2
1,0.31785786636088476,0.6821421384811401,0.31311184086087274,0.6694904565811157
2,0.20963990614727468,0.7903600931167603,0.20930781467567858,0.7790622115135193
3,0.17002362217739916,0.8299763798713684,0.17797460801127116,0.8121364116668701
4,0.14785576213370016,0.8521442413330078,0.15088481006280677,0.8407314419746399
5,0.12002601349778888,0.8799740076065063,0.13676181697945405,0.8556392192840576
6,0.11246300755249099,0.8875370025634766,0.12548139453979162,0.8675463795661926
7,0.09830916064566188,0.9016908407211304,0.11302671556520026,0.8806930780410767
8,0.0905087199218395,0.9094913005828857,0.10638057850528418,0.8877084851264954
9,0.08761944975007771,0.912380576133728,0.10706455119681067,0.8869865536689758
10,0.08005264998732588,0.9199473857879639,0.09622643749434047,0.8984268307685852
11,0.0732658287221857,0.9267341494560242,0.09227140663509689,0.9026016592979431
12,0.07425493549223076,0.9257450699806213,0.09328857264140757,0.9015279412269592
13,0.06507590278545515,0.9349241256713867,0.08793411773016177,0.9071799516677856
14,0.07137872604475641,0.9286212921142578,0.0919047441651545,0.9029886722564697
15,0.06335639693183948,0.9366436004638672,0.08300388377818574,0.9123840928077698
16,0.06209351712287973,0.9379065036773682,0.08395837886804124,0.9113765954971313
17,0.05716592241803214,0.9428340792655945,0.08011854892573887,0.9154297709465027
18,0.05896433224172696,0.9410356879234314,0.08194194943644106,0.9135050773620605
19,0.05448978629693514,0.94551020860672,0.08240450863022267,0.9130167961120605
20,0.05212201644871796,0.9478780031204224,0.07789165524356975,0.9177803993225098
21,0.049018189810432385,0.9509817957878113,0.07430159483422957,0.9215699434280396
22,0.05256597317817737,0.9474340081214905,0.0781448072492622,0.9175131320953369
23,0.04525978832266241,0.9547402262687683,0.07312726828542243,0.9228094816207886
24,0.044250453697996316,0.95574951171875,0.0704218366115195,0.9256652593612671
25,0.04555075198005598,0.9544492363929749,0.07446017926104548,0.9214025139808655
26,0.04388108113134162,0.9561189413070679,0.07264354620015294,0.9233201146125793
27,0.04506848212033169,0.9549314975738525,0.07314556831970992,0.9227901697158813
28,0.04520038242184029,0.9547995924949646,0.07637988377317059,0.9193761348724365
29,0.03943147277068787,0.9605685472488403,0.0676346954707874,0.9286072850227356
30,0.04213601912348371,0.957863986492157,0.0700638380140157,0.9260431528091431
31,0.04007424718134168,0.9599257707595825,0.06685463414618337,0.9294306635856628
32,0.035591989595082134,0.9644080400466919,0.0652499045926805,0.9311245679855347
33,0.04747041352064804,0.9525296092033386,0.07506179118460816,0.9207674860954285
34,0.03915777004129963,0.9608422517776489,0.06991030675041057,0.9262052178382874
35,0.03641989260121987,0.9635801315307617,0.06672121363510264,0.9295715093612671
36,0.03758144526920707,0.9624185562133789,0.06620395334619211,0.9301174879074097
37,0.043717037868621376,0.9562829732894897,0.0729905620058317,0.9229537844657898
38,0.03525900354354573,0.9647409915924072,0.06595513689127273,0.9303801655769348
39,0.03465257298619032,0.965347409248352,0.06551187993708725,0.9308480024337769
40,0.03199442703039602,0.9680055975914001,0.0623600458919366,0.9341750144958496
41,0.03041067277312188,0.969589352607727,0.061473848786568495,0.9351104497909546
42,0.03850794609417268,0.9614920616149902,0.06736372962662178,0.9288932681083679
43,0.03139029615391742,0.9686096906661987,0.06279490822812588,0.9337159395217896
44,0.027572230488831968,0.9724277853965759,0.06030243439259144,0.9363469481468201
45,0.028721534463766647,0.9712784886360168,0.06275325671701533,0.9337599277496338
46,0.029029052578833474,0.9709709286689758,0.06034750660608818,0.9362993240356445
47,0.029915928505332666,0.9700840711593628,0.06317374742271878,0.9333160519599915
48,0.027049536979455332,0.9729504585266113,0.06048013152918074,0.9361593723297119
