wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,gross_sched_interchange_mw,gross_inadv_interchange_mw
6.139331e-16,5.6446466e-18,3.330358e-17,1.06260025e-07,2.3222523e-17,5.1265474e-08,3.9832402e-25,1.6450458e-17,9.277092e-16,6.992072e-18,2.2343693e-08,0.08211614,3.5124216e-17,0.16169186,0.06106484,6.685204e-23,1.6001774e-13,2.3939684e-17,6.782187e-13,1.22054466e-20,0.08204088,6.67273e-22,2.6438911e-05,1.7668153e-11,0.06559124,0.0398722,9.814453e-18,4.665795e-10,9.844788e-22,0.25712997,0.32859176,0.16613783,0.7472092,0.37203994,1.6018619e-20,1.33758835e-08,1.5087332e-19,8.1179305e-20
2.4849505e-17,1.5149836e-19,1.0980009e-18,2.6096863e-08,7.4899695e-19,8.346295e-09,2.3273949e-27,5.296429e-19,4.2182304e-17,1.9400116e-19,3.7320986e-09,0.0797254,1.1703509e-18,0.15619221,0.05873761,6.3656884e-25,1.1707557e-14,7.822371e-19,5.2968782e-14,1.8138348e-22,0.08148058,7.878529e-24,1.051481e-05,1.9213012e-12,0.06227408,0.040082183,2.8853544e-19,6.8896236e-11,1.22780015e-23,0.24958993,0.31960067,0.15680987,0.7396677,0.37293547,2.4956255e-22,2.751495e-09,3.0182845e-21,1.4787428e-21
7.7660503e-19,3.0258127e-21,2.744458e-20,5.7557474e-09,1.8278258e-20,1.1805921e-09,8.737827e-30,1.2900422e-20,1.4962106e-18,4.0177087e-21,5.427423e-10,0.07894497,2.95924e-20,0.15490945,0.06226172,4.089838e-27,6.9629237e-16,1.936197e-20,3.3815088e-15,1.898612e-24,0.07883154,6.4093106e-26,3.9003403e-06,1.7560176e-13,0.060091894,0.038210277,6.3648236e-21,8.769073e-12,1.0606388e-25,0.24671379,0.3178578,0.15287699,0.725263,0.36758652,2.7508797e-24,5.011495e-10,4.3735102e-23,1.9340508e-23
1.8319794e-20,4.3787072e-23,5.0740134e-22,1.1304759e-09,3.2921448e-22,1.4347121e-10,2.014648e-32,2.3186609e-22,4.051529e-20,6.048963e-23,6.796396e-11,0.07750597,5.540408e-22,0.15263821,0.06394367,1.7058712e-29,3.3080336e-17,3.54172e-22,1.7350078e-16,1.3541893e-26,0.07991741,3.46597e-28,1.3422905e-06,1.3298317e-14,0.059102315,0.03843624,1.02667823e-22,9.506265e-13,6.1268507e-28,0.23968619,0.31166556,0.14639254,0.7151986,0.36658177,2.0765894e-26,8.004727e-11,4.4553784e-25,1.7610966e-25
3.1809436e-22,4.456391e-25,6.7512e-24,1.9593444e-10,4.2569786e-24,1.4796617e-11,2.708381e-35,2.991323e-24,8.177511e-22,6.429047e-25,7.240526e-12,0.07404876,7.473907e-24,0.15273093,0.059919573,4.4211057e-32,1.2315864e-18,4.6578316e-24,7.022996e-18,6.3403624e-29,0.079663344,1.1963432e-30,4.2612996e-07,8.215225e-16,0.055618946,0.037427165,1.1767094e-24,8.663537e-14,2.2743205e-30,0.2363932,0.3077405,0.14102495,0.706083,0.36113194,1.034862e-28,1.1096146e-11,3.0861573e-27,1.0784737e-27
3.9532025e-24,3.0849698e-27,6.269781e-26,2.9671855e-11,3.8316022e-26,1.2778365e-12,1.9988353e-38,2.6856646e-26,1.19801e-23,4.6673614e-27,6.47661e-13,0.074782036,7.046356e-26,0.1488581,0.06370751,6.771092e-35,3.517883e-20,4.270813e-26,2.197241e-19,1.867894e-31,0.0796691,2.516572e-33,1.2401982e-07,4.069594e-17,0.053218067,0.037479047,9.2796366e-27,6.543521e-15,5.1847992e-33,0.23095863,0.3030316,0.13647006,0.6884477,0.3628373,3.2659834e-31,1.3197863e-12,1.3998456e-29,4.2714245e-30
3.4080618e-26,1.3989538e-29,3.926839e-28,3.8839895e-12,2.3187113e-28,9.106276e-14,7.545e-42,1.6207606e-28,1.2367004e-25,2.2302099e-29,4.794667e-14,0.07298978,4.4868443e-28,0.14880128,0.06480035,5.78235e-38,7.530835e-22,2.63763e-28,5.19439e-21,3.2989829e-34,0.078954995,3.0590257e-36,3.286832e-08,1.5863784e-18,0.052386023,0.034602534,4.8564355e-29,4.0324833e-16,6.891118e-36,0.22449279,0.2958662,0.12902837,0.6855765,0.3547985,6.225018e-34,1.3303071e-13,3.984014e-32,1.046585e-32
1.9677247e-28,3.9819686e-32,1.5955468e-30,4.3431353e-13,9.071564e-31,5.269706e-15,1e-45,6.3217014e-31,8.701796e-28,6.725286e-32,2.891697e-15,0.070659384,1.8565965e-30,0.14225425,0.06341661,2.5724e-41,1.17721405e-23,1.0553079e-30,9.0488114e-23,3.3033896e-37,0.07924128,2.01988e-39,7.874861e-09,4.766071e-20,0.05218847,0.034700755,1.6190254e-31,1.9930993e-17,5.027129e-39,0.22149613,0.29234,0.12393373,0.67097974,0.35404524,6.78469e-37,1.1210654e-14,6.7753273e-35,1.5076113e-35
7.3124706e-31,6.775426e-35,4.024512e-33,4.0959274e-14,2.1944968e-33,2.4330788e-16,0.0,1.5241526e-33,4.0201425e-30,1.2198683e-34,1.3964063e-16,0.06854517,4.778107e-33,0.14142098,0.06258896,6e-45,1.3053635e-25,2.6168492e-33,1.1295771e-24,1.75716e-40,0.077717446,6.74e-43,1.6922357e-09,1.0785336e-21,0.0514706,0.034083266,3.2815254e-34,7.753381e-19,1.875e-42,0.21518666,0.2861799,0.11832489,0.6630248,0.35126564,3.96773e-40,7.7822206e-16,6.507716e-38,1.2036331e-38
1.671762e-33,6.514063e-38,5.9913754e-36,3.2124574e-15,3.1190337e-36,8.79076e-18,0.0,2.1582208e-36,1.1687841e-32,1.2592561e-37,5.2974553e-18,0.06842199,7.273651e-36,0.13943152,0.06437088,0.0,9.939891e-28,3.8228046e-36,9.793758e-27,4.6e-44,0.07603069,0.0,3.2338468e-10,1.7920847e-23,0.05131888,0.034023058,3.8324127e-37,2.3250483e-20,0.0,0.21251097,0.2830334,0.11392986,0.65110534,0.35324958,1.15e-43,4.3783924e-17,3.3054e-41,4.97e-42
2.2323496e-36,3.3134e-41,4.965665e-39,2.0634562e-16,2.454943e-39,2.4327726e-19,0.0,1.691669e-39,2.0371877e-35,6.9357e-41,1.5459676e-19,0.06838345,6.18004e-39,0.13932128,0.06134908,0.0,5.0113416e-30,3.102316e-39,5.694625e-29,0.0,0.07910198,0.0,5.444822e-11,2.1252485e-25,0.04933096,0.033705276,2.42293e-40,5.2525146e-22,0.0,0.20714988,0.27707773,0.10783688,0.6440848,0.3460645,0.0,1.9611774e-18,8e-45,1e-45
1.639459e-39,8e-45,2.14e-42,1.0673808e-17,9.98e-43,5.036168e-21,0.0,6.85e-43,2.0130134e-38,1.8e-44,3.3910217e-21,0.06812821,2.738e-42,0.13889374,0.06020295,0.0,1.6050883e-32,1.306e-42,2.1343275e-31,0.0,0.07615532,0.0,7.9959745e-12,1.7426434e-27,0.04780803,0.03306037,7.7e-44,8.714192e-24,0.0,0.20353836,0.27430764,0.10505809,0.63256955,0.3412663,0.0,6.8577725e-20,0.0,0.0
6.17e-43,0.0,0.0,4.364958e-19,0.0,7.5963165e-23,0.0,0.0,1.0564e-41,0.0,5.448426e-23,0.06777618,0.0,0.13627653,0.058465727,0.0,3.115621e-35,0.0,4.929088e-34,0.0,0.07431374,0.0,1.0130055e-12,9.533881e-30,0.048512142,0.034592643,0.0,1.03201563e-25,0.0,0.20202743,0.27249625,0.1006396,0.62855875,0.33965206,0.0,1.8319054e-21,0.0,0.0
0.0,0.0,0.0,1.3827091e-20,0.0,8.107475e-25,0.0,0.0,3e-45,0.0,6.231081e-25,0.067226574,0.0,0.13401859,0.059899274,0.0,3.4715866e-38,0.0,6.660882e-37,0.0,0.07330743,0.0,1.0939764e-13,3.3425687e-32,0.0457164,0.03445625,0.0,8.4520755e-28,0.0,0.19788986,0.26935387,0.09716518,0.6180063,0.3375198,0.0,3.649731e-23,0.0,0.0
0.0,0.0,0.0,3.317426e-22,0.0,5.925151e-27,0.0,0.0,0.0,0.0,4.9121513e-27,0.06656285,0.0,0.13221651,0.05988634,0.0,2.0846e-41,0.0,4.96061e-40,0.0,0.07401454,0.0,9.939999e-15,7.172947e-35,0.048313018,0.033213936,0.0,4.6192395e-30,0.0,0.19458437,0.26565534,0.09366437,0.60851043,0.33763716,0.0,5.2806586e-25,0.0,0.0
0.0,0.0,0.0,5.8798067e-24,0.0,2.8576238e-29,0.0,0.0,0.0,0.0,2.5747026e-29,0.0651782,0.0,0.13425282,0.059076667,0.0,6e-45,0.0,1.89e-43,0.0,0.07642745,0.0,7.491165e-16,8.937522e-38,0.04537096,0.031930126,0.0,1.618067e-32,0.0,0.18960498,0.2610284,0.09000145,0.59914124,0.33904937,0.0,5.3862282e-27,0.0,0.0
0.0,0.0,0.0,7.488075e-26,0.0,8.722336e-32,0.0,0.0,0.0,0.0,8.613915e-32,0.064457625,0.0,0.13098566,0.058842912,0.0,0.0,0.0,0.0,0.0,0.076377966,0.0,4.6100956e-17,6.0819e-41,0.043073475,0.032194864,0.0,3.469782e-35,0.0,0.18613489,0.25747055,0.08677628,0.5933864,0.33115333,0.0,3.7462575e-29,0.0,0.0
0.0,0.0,0.0,6.6430986e-28,0.0,1.6063642e-34,0.0,0.0,0.0,0.0,1.7558647e-34,0.06568983,0.0,0.12670292,0.058198996,0.0,0.0,0.0,0.0,0.0,0.072346665,0.0,2.2773207e-18,2.1e-44,0.044430178,0.03377917,0.0,4.3209775e-38,0.0,0.1833501,0.25444585,0.083602495,0.5807758,0.33062047,0.0,1.7113793e-31,0.0,0.0
