目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,DGatingDNN,0.9265852961660213,0.9673094875658859,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,STG,0.8352485482171129,0.9673094875658859,48,gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,LassoNet,0.7216933493945854,0.9673094875658859,48,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_rmpcp_cr
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,XGBoost,0.8190576554705603,0.9673094875658859,48,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_nuclear_mw|system_energy_price_da
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,Lasso,0.8582063061477807,0.9673094875658859,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw
net_actual_interchange_mw,净实际交换功率,95%,6,DGatingDNN,Pearson,0.7611248043209149,0.9673094875658859,48,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,DGatingDNN,0.9547628663632557,0.9673094875658859,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|gen_fuel_hydro_pct|gen_fuel_wind_mw|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,STG,0.9170578971686759,0.9673094875658859,48,gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,LassoNet,0.8036342564086192,0.9673094875658859,48,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_rmpcp_cr|system_energy_price_da|gen_fuel_solar_mw|gen_fuel_storage_mw
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,XGBoost,0.8194904031041187,0.9673094875658859,48,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases|total_pjm_assigned_reg
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,Lasso,0.9433122920425516,0.9673094875658859,48,prelim_load_avg_hourly|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_oil_mw|da_as_nsr_mw_primary_reserve
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,Pearson,0.8002142500955473,0.9673094875658859,48,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_multiple_fuels_pct
