partition,target,sensitivity_tier,target_kind,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,test_std_mean,test_std_std,nrmse_by_test_std_mean,nrmse_by_test_std_std,pearson_r_mean,pearson_r_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,test_r2_evaluable_mean,test_r2_evaluable_std,inferability_grade
01_public27_joint,branch_ab2_loading_pct,T3_high,continuous,0.9821819067001343,0.0010758437358874943,0.41864516337712604,0.012596478883190742,0.3255513707796733,0.013995481544463633,3.137235641479492,0.0,0.13344396154085794,0.004015148956626152,0.9915769298871359,0.0003027480934587391,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab2_p_from_mw,T3_high,continuous,0.98519895474116,0.0007721617691528747,2.485642115275065,0.06442960323617934,1.908511718114217,0.09357780180311535,20.435728073120117,0.0,0.12163217862447102,0.003152792572614065,0.993146558602651,0.00014872095052225094,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab2_p_to_mw,T3_high,continuous,0.9846944014231364,0.0010572680531775078,2.5449281533559165,0.0876140157339413,1.9437915881474812,0.11159507943878647,20.578907012939453,0.0,0.12366682539383571,0.004257464064673103,0.9929077625274658,0.0002886286286314409,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab2_q_from_mvar,T3_high,continuous,0.9846616188685099,0.0009441874331175467,0.40560267368952435,0.012382052991509658,0.3131989936033885,0.01694044349400604,3.276015281677246,0.0,0.12380976229906082,0.0037796085175425672,0.9930438200632731,0.00031724995533300365,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab2_q_to_mvar,T3_high,continuous,0.9834888180096945,0.0005831206882865249,0.2832404275735219,0.0050196281949159965,0.21146791676680246,0.009075946950495031,2.2045085430145264,0.0,0.12848234673341116,0.0022769798158860945,0.9920899868011475,0.00020447896151260387,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab3_loading_pct,T3_high,continuous,0.8204662998517355,0.008928136151363033,0.8159536123275757,0.02031430779380942,0.6060171524683634,0.015453418467869174,1.9261149168014526,0.0,0.4236266513665517,0.01054677582835667,0.91008992989858,0.0036163004773611443,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_ab3_p_from_mw,T3_high,continuous,0.9384913643201193,0.002479185793214253,4.492369810740153,0.09108739040457205,3.3620540301005044,0.07669512458122132,18.116193771362305,0.0,0.24797536929448447,0.005027949800518511,0.9693296750386556,0.0011891144265095816,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab3_p_to_mw,T3_high,continuous,0.9389219085375468,0.001251671331468049,4.484712441762288,0.04582217836457427,3.3713313738505044,0.04953477935038108,18.1470947265625,0.0,0.24713115394115448,0.002525043817275409,0.9695000251134237,0.0009761860209220035,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab3_q_from_mvar,T3_high,continuous,0.9353565772374471,0.00212537288738297,0.6660181482632955,0.01091154622923484,0.4993027150630951,0.007870840075618899,2.619767665863037,0.0,0.2542279362678528,0.004165074670028131,0.9675721128781637,0.0010719227301618803,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ab3_q_to_mvar,T3_high,continuous,0.9295908610026041,0.0016166139450405448,0.6323288679122925,0.007279480218285632,0.47005946437517804,0.009239641170627684,2.3831300735473633,0.0,0.26533545056978863,0.0030545938446640553,0.9648469686508179,0.0009662255464067208,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_b10_loading_pct,T3_high,continuous,0.7390535473823547,0.018914547869709884,0.6722917358080546,0.024152554063117837,0.45937396089235943,0.015697182976159407,1.3166453838348389,0.0,0.5106095572312673,0.018344014074737045,0.8726479609807333,0.004540444981547263,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_b10_p_from_mw,T3_high,continuous,0.7773448427518209,0.044256451936535976,2.8441109657287598,0.27808528949934863,1.8488417863845825,0.15243217787687033,6.046579360961914,0.0,0.4703669250011444,0.045990494677457874,0.8930404384930929,0.01669494936515982,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_b10_p_to_mw,T3_high,continuous,0.7712670564651489,0.04247057277432849,2.9249579111735025,0.2670013693541254,1.90152374903361,0.1491758986920957,6.132791519165039,0.0,0.4769374430179596,0.04353667320618504,0.8907513618469238,0.014718133068539802,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_b10_q_from_mvar,T3_high,continuous,0.7701457142829895,0.04842733483215864,0.7443787654240926,0.07724581344853583,0.45582730571428937,0.04186580691838571,1.5581921339035034,0.0,0.4777194956938426,0.04957400319225524,0.8928888638814291,0.018349428693051135,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_b10_q_to_mvar,T3_high,continuous,0.8828060030937195,0.024347289948424982,0.6381017565727234,0.06487828874952,0.3957671324412028,0.030384245960842552,1.8703747987747192,0.0,0.341162512699763,0.034687310818588446,0.9537294308344523,0.006554533091255704,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,branch_c10_loading_pct,T3_high,continuous,0.9571792682011923,0.002800421596022567,1.250534176826477,0.041023930661128416,0.9123853842417399,0.029735492153538403,6.045389652252197,0.0,0.206857497493426,0.0067859808282282365,0.9790640274683634,0.0012691983728457324,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c10_p_from_mw,T3_high,continuous,0.9739920298258463,0.0014115602408894211,3.5928041140238443,0.09679274303003639,2.639267683029175,0.11105249127122249,22.283584594726562,0.0,0.16123097638289133,0.0043436833567218275,0.9873722195625305,0.00036173350801324,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c10_p_to_mw,T3_high,continuous,0.9732553958892822,0.0013592162938220623,3.707377036412557,0.09494328552494652,2.7456765174865723,0.09987008315290295,22.67481231689453,0.0,0.16350199778874716,0.004187171977054325,0.9871307214101156,0.0008232538305948964,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c10_q_from_mvar,T3_high,continuous,0.9581300417582194,0.0004019195265021664,1.0621114174524944,0.005091165769837691,0.7847749988238016,0.004398768458385222,5.190655708312988,0.0,0.20461988945802054,0.000980830039821363,0.9794115821520487,0.0004120431903121326,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c10_q_to_mvar,T3_high,continuous,0.9605101346969604,0.0021441862156320237,0.6191499829292297,0.016743177455164328,0.45658086736996967,0.02137760485199723,3.116441011428833,0.0,0.1986721307039261,0.00537253678688898,0.9808446566263834,0.001311141547926532,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c2_loading_pct,T3_high,continuous,0.955154816309611,0.004334063196565177,5.595370292663574,0.2679132110845985,4.05833641688029,0.2938068537439498,26.442508697509766,0.0,0.2116051266590754,0.010131911394579255,0.978351891040802,0.001355815039586704,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c2_p_from_mw,T3_high,continuous,0.948595404624939,0.004168408123653808,10.078975041707357,0.4067544385778476,7.249878724416097,0.47623127175391755,44.47859191894531,0.0,0.226602832476298,0.00914495290814809,0.9747044642766317,0.0015862607410478539,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c2_p_to_mw,T3_high,continuous,0.9516996741294861,0.004379817138817719,10.962054252624512,0.49184500155673555,7.915088017781575,0.5621743075260113,49.91236114501953,0.0,0.2196260392665863,0.009854174532681883,0.9764574964841207,0.0016186515847049657,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c2_q_from_mvar,T3_high,continuous,0.9792933265368143,0.0031226026089828268,3.0666343371073403,0.22751847618867446,2.2501614093780518,0.15077299937615712,21.350215911865234,0.0,0.14363481601079306,0.010656493532298132,0.9907062848409017,0.0010162698074198746,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c2_q_to_mvar,T3_high,continuous,0.9051798383394877,0.004400686087033826,1.231731653213501,0.028423580511862712,0.8776158889134725,0.03164662579012551,4.000762939453125,0.0,0.3078742027282715,0.007104536914005841,0.9522298773129781,0.0021351704540756304,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c6_loading_pct,T3_high,continuous,0.9367347558339437,0.004762493708932406,11.836768786112467,0.444343593151577,8.609830220540365,0.3762574433015679,47.08195495605469,0.0,0.25140775740146637,0.009437658660721361,0.9688854813575745,0.0018818837239320053,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c6_p_from_mw,T3_high,continuous,0.938685417175293,0.004810574127225494,23.429160435994465,0.9109025020651697,16.6733455657959,0.9157244354473154,94.66587829589844,0.0,0.24749318758646646,0.009622290475155107,0.9697982668876648,0.0017895784110714215,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c6_p_to_mw,T3_high,continuous,0.9356456796328226,0.00472679734308333,22.395771662394207,0.82345273503895,15.905996004740397,0.8862539231487186,88.32279968261719,0.0,0.25356727341810864,0.009323221998689752,0.968168040116628,0.0018758852374912475,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c6_q_from_mvar,T3_high,continuous,0.9101986487706503,0.005218141293194997,1.3135034243265789,0.037901618615927384,0.9419674873352051,0.04741254832923392,4.384401321411133,0.0,0.29958558082580566,0.008644648637064748,0.9572805364926656,0.004419481513451111,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_c6_q_to_mvar,T3_high,continuous,0.9719366232554117,0.003499287733096113,4.472149689992269,0.2771202119266361,3.301818529764811,0.20294166629369564,26.730154037475586,0.0,0.16730729738871256,0.010367323538638078,0.987216591835022,0.0008712734287331792,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ca_1_loading_pct,T3_high,continuous,0.9742441773414612,0.003350898457772864,1.018368403116862,0.06554975511159965,0.7779901226361593,0.04949876921505036,6.354276657104492,0.0,0.16026504337787628,0.010315850836008918,0.9872194727261862,0.0016170569862729387,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ca_1_p_from_mw,T3_high,continuous,0.9848077893257141,0.0010632566184000142,4.650312264760335,0.1645197556926433,3.5372327168782554,0.18351744236808337,37.744422912597656,0.0,0.1232052817940712,0.00435878548060567,0.9925680955251058,0.0005442085109466013,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ca_1_p_to_mw,T3_high,continuous,0.9843916495641073,0.0009403208080477644,4.7732040087382,0.14472324876306317,3.626168648401896,0.19794010893055716,38.217681884765625,0.0,0.12489517778158188,0.003786816103035333,0.9924065470695496,0.0004513643457425834,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ca_1_q_from_mvar,T3_high,continuous,0.983691930770874,0.0009137216222282079,0.777490516503652,0.021970311622700217,0.5846091508865356,0.026767037618621353,6.08989143371582,0.0,0.12766902645428976,0.0036076661646998335,0.9922596414883932,0.000411067227198215,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_ca_1_q_to_mvar,T3_high,continuous,0.9727997978528341,0.002736880742345951,0.3917441765467326,0.019871384749352412,0.2882588505744934,0.02168848815112945,2.3773255348205566,0.0,0.1647835671901703,0.008358712520848913,0.9864603479703268,0.0012213709412048812,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_cb_1_loading_pct,T3_high,continuous,0.9754712382952372,0.0017842810393905964,1.0138413906097412,0.03654908478892973,0.7628025412559509,0.025289268251769293,6.476198673248291,0.0,0.15654884278774261,0.005643603046755921,0.9878569841384888,0.0010159601683344536,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_cb_1_p_from_mw,T3_high,continuous,0.9861442446708679,0.0007823379194065773,4.545874277750651,0.12902764133543854,3.428928852081299,0.10508350438479934,38.629539489746094,0.0,0.11767870932817459,0.0033401286487672495,0.9931824008623759,0.0004287166257096085,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_cb_1_p_to_mw,T3_high,continuous,0.9858309229214987,0.0008964107229386886,4.534737586975098,0.14349973502046937,3.4312296708424888,0.07781559957606053,38.10887908935547,0.0,0.11899425089359283,0.0037655205988665736,0.9930649598439535,0.0004881867564837732,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_cb_1_q_from_mvar,T3_high,continuous,0.9779245058695475,0.002508695628718015,0.41991833845774335,0.023998110703172624,0.30986061692237854,0.021997142799317453,2.829318046569824,0.0,0.14841680228710175,0.008481947406668813,0.9889991680781046,0.001277993695823912,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,branch_cb_1_q_to_mvar,T3_high,continuous,0.9849960207939148,8.607007707038646e-05,0.8482817014058431,0.002433587021995739,0.6384013096491495,0.008189050740358821,6.925295352935791,0.0,0.12249032904704411,0.0003514068946070213,0.9928830862045288,0.0001703851394623006,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_107_p_injection_mw,T2_operational,continuous,0.8571334083875021,0.061294192960065726,2.060739596684774,0.49211813869598137,1.547745982805888,0.37373046669247956,5.5546979904174805,0.0,0.3709903955459595,0.08859493284237584,0.9466445446014404,0.017999102970611483,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,bus_107_q_injection_mvar,T2_operational,continuous,0.9582748015721639,0.006731272889699466,1.639052192370097,0.13594601202033638,1.2734789848327637,0.12641143836887062,8.042428016662598,0.0,0.20380066831906637,0.016903602168846222,0.9818022052447001,0.0015659948471354705,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_107_va_deg,T3_high,continuous,0.9264040589332581,0.02820533232504617,0.28501667579015094,0.05307149187954386,0.21671687563260397,0.04046808284694493,1.0626875162124634,0.0,0.2682036558787028,0.04994082738207703,0.970826248327891,0.0026980427118666267,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_113_p_injection_mw,T2_operational,continuous,0.9393940965334574,0.001761877833162879,7.332414944966634,0.10615503376724686,5.022265911102295,0.056686801607354224,29.786531448364258,0.0,0.2461654543876648,0.0035638697350514757,0.9707715511322021,0.00045232652483539153,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_113_q_injection_mvar,T2_operational,continuous,0.962579071521759,0.004685029944051287,1.7997550964355469,0.11431662881785408,1.3628639380137126,0.08772229472469723,9.31620979309082,0.0,0.1931853344043096,0.012270726703298143,0.9830093383789062,0.0008775463272043553,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_115_p_injection_mw,T2_operational,continuous,0.932547132174174,0.024685984982183284,3.620096206665039,0.648017508919327,2.8514188130696616,0.5586439654172296,14.086713790893555,0.0,0.2569865634044011,0.04600203711545495,0.9712359507878622,0.008173937538085697,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_115_q_injection_mvar,T2_operational,continuous,0.9743796586990356,0.00143014785496343,2.309631903966268,0.06491333220804389,1.7280227740605671,0.057155772702064726,14.433265686035156,0.0,0.16002143919467926,0.0044974807757805066,0.9873878161112467,0.0006319164866983028,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_115_va_deg,T3_high,continuous,0.9505287806193033,0.004086023080426235,0.5255836248397827,0.021519558319406766,0.37976494431495667,0.006386706817849584,2.3643300533294678,0.0,0.22229706247647604,0.00910175639974418,0.9758597215016683,0.0010316196858302046,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_118_p_injection_mw,T2_operational,continuous,0.9059043725331625,0.01713853412664842,7.970339775085449,0.7478086148892372,6.253429412841797,0.6172195551343848,26.059295654296875,0.0,0.30585400263468426,0.028696438471253593,0.9626320401827494,0.007640808269759552,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_118_q_injection_mvar,T2_operational,continuous,0.980738083521525,0.00047869472610748815,2.357402801513672,0.029379322568351712,1.7629543542861938,0.05562808097189443,16.986602783203125,0.0,0.1387801170349121,0.0017295549031844252,0.9912693699200948,0.0002932559204114258,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_118_va_deg,T3_high,continuous,0.9573164979616801,0.004765921592635825,0.6760204831759135,0.03730626537664907,0.48625128467877704,0.013309391628912717,3.2754437923431396,0.0,0.20639050006866455,0.011389687861451846,0.9791785279909769,0.001423733380501981,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_123_p_injection_mw,T2_operational,continuous,0.9359799027442932,0.0053455473479362145,19.637134552001953,0.8183911210925661,12.917341550191244,0.20835058746913454,77.65533447265625,0.0,0.25287553668022156,0.010538753840997665,0.9688273668289185,0.002360304102266558,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_123_q_injection_mvar,T2_operational,continuous,0.9577760299046835,0.002444934376852426,2.3864349524180093,0.06859483465981572,1.6501580079396565,0.03334527392597136,11.616886138916016,0.0,0.2054281085729599,0.005904751046975188,0.9796998898188273,0.0013887803663459998,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_123_va_deg,T3_high,continuous,0.9401447772979736,0.004055684070574821,0.22406655550003052,0.007523933023183801,0.16416036585966745,0.01085324830631933,0.916197657585144,0.0,0.24456136425336203,0.008212126388359477,0.9717003504435221,0.000252546964261952,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_203_p_injection_mw,T2_operational,continuous,0.9713384509086609,0.007772161337185381,1.3707027832667034,0.1853845802212391,1.0583033363024394,0.13380394231232984,8.145642280578613,0.0,0.16827436288197836,0.022758743928242807,0.986018717288971,0.0043370374162898144,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_203_q_injection_mvar,T2_operational,continuous,0.9719475706418356,0.0066260701466160435,0.2790455271800359,0.03420770208407684,0.21738145252068838,0.023971589575192877,1.6743820905685425,0.0,0.16665582358837128,0.020430048522823464,0.9861451387405396,0.003312367265049539,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_203_va_deg,T3_high,continuous,0.8638537724812826,0.033916003340821885,0.45211150248845416,0.05534793236057083,0.3259657820065816,0.04879794051304331,1.231406807899475,0.0,0.3671504060427348,0.0449469007374087,0.940462589263916,0.004254887475920467,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,bus_203_vm_pu,T1_relative_low,continuous,0.9665886759757996,0.0018495820847334345,0.0003993105298529069,1.1078554674522279e-05,0.00031181809996875626,1.2289912397442799e-05,0.0021851209457963705,0.0,0.1827407032251358,0.005069995815254644,0.9839489857355753,0.0006285294285105996,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_215_p_injection_mw,T2_operational,continuous,0.9167129000027975,0.007664436876921652,14.94467830657959,0.6963798700126627,11.25296147664388,0.6710146054170291,51.821712493896484,0.0,0.28838642438252765,0.01343799954157084,0.9629546999931335,0.00157534276900355,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_215_q_injection_mvar,T2_operational,continuous,0.9568882981936137,0.0023689327985917338,2.2674742539723716,0.062450817458375496,1.7214860518773396,0.06988866252895218,10.923315048217773,0.0,0.20758114258448282,0.005717202993714032,0.9804445505142212,0.0014116827324784475,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_215_va_deg,T3_high,continuous,0.9845678408940634,0.0007365262925000908,0.10319809118906657,0.002470542269407411,0.07926500588655472,0.0036487313891255817,0.8308848738670349,0.0,0.12420263389746349,0.0029733836364805263,0.9927824139595032,0.0002870216041629457,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_217_va_deg,T3_high,continuous,0.9783928791681925,0.002627364638222504,0.19575836757818857,0.011727989085120731,0.14135588705539703,0.01378918579795609,1.3333396911621094,0.0,0.14681807160377502,0.008795949840541164,0.9902302026748657,0.000334109278583498,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_217_vm_pu,T1_relative_low,continuous,0.8254773418108622,0.005403872482390095,6.142767597339116e-05,9.552460167095117e-07,4.87113902636338e-05,1.1687231424555667e-06,0.0001470527786295861,0.0,0.4177253643671672,0.006495939124695296,0.9161152044932047,0.001745938542904397,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,bus_218_p_injection_mw,T2_operational,continuous,0.9104128479957581,0.0015405187348295007,35.806435902913414,0.3076520248285527,25.004112879435223,0.2836818084083052,119.63245391845703,0.0,0.29930369059244794,0.0025716428100595106,0.9574718276659647,0.0011683815178536601,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_218_q_injection_mvar,T2_operational,continuous,0.9084633390108744,0.0009329681151473349,4.436840534210205,0.022615039321050943,3.0534698963165283,0.016519408098254744,14.66493034362793,0.0,0.302547683318456,0.0015421202853782641,0.9560448129971822,0.001653234941361405,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_218_va_deg,T3_high,continuous,0.9674430092175802,0.0029442127801807766,0.3050958414872487,0.013924289543667154,0.21882058680057526,0.016636060574802037,1.69205904006958,0.0,0.18031039834022522,0.008229198565957751,0.9848014116287231,0.0011191606141307956,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_315_p_injection_mw,T2_operational,continuous,0.9216885765393575,0.0041210343159043105,16.188597361246746,0.4241613926305137,10.093393007914225,0.5525415858950539,57.86235046386719,0.0,0.27977774540583294,0.007330524477406655,0.960955540339152,0.001875348608492934,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_315_q_injection_mvar,T2_operational,continuous,0.7908570567766825,0.012445995679541558,7.978537718454997,0.23578317624562092,5.719135761260986,0.2159042076393193,17.451313018798828,0.0,0.45718838771184284,0.01351092364779837,0.8897098302841187,0.007290214634156944,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,bus_315_va_deg,T3_high,continuous,0.959881862004598,0.002742450845016771,0.6572228868802389,0.02256644310526819,0.48330135146776837,0.02393715261519508,3.2825613021850586,0.0,0.20021648208300272,0.006874642476102398,0.9805726408958435,0.0010129096904534225,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_318_p_injection_mw,T2_operational,continuous,0.9794933001200358,0.0031340706277983937,4.237818479537964,0.32564322710081256,2.9561118284861245,0.3851458279564442,29.651554107666016,0.0,0.14292061825593314,0.010982337249718987,0.9903122385342916,0.0009672863420309866,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_318_q_injection_mvar,T2_operational,continuous,0.9345406095186869,0.006427037272998037,3.0078461170196533,0.1464886538344658,2.272727092107137,0.09578144200208293,11.765565872192383,0.0,0.2556482305129369,0.012450632734576996,0.9689153631528219,0.000558758102988456,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_318_va_deg,T3_high,continuous,0.9606329798698425,0.007276082168086168,0.7632019917170206,0.06913155724015335,0.5805646777153015,0.06445574348411323,3.857072591781616,0.0,0.1978707859913508,0.017923323262129462,0.981619636217753,0.0018302883448665206,,,,,,,1.0,0.0,strong_R2_ge_0.90
01_public27_joint,bus_325_va_deg,T3_high,continuous,0.8849208354949951,0.01132024813037724,0.7576378385225931,0.03711794211273765,0.5557101766268412,0.022222057938807115,2.2351694107055664,0.0,0.3389621575673421,0.016606331269086446,0.9424036343892416,0.00471756408148784,,,,,,,1.0,0.0,usable_R2_0.70_0.90
01_public27_joint,bus_325_vm_pu,T1_relative_low,continuous,0.9840196569760641,0.0008284823096783675,6.79175912713011e-05,1.751007954868061e-06,5.103652559531232e-05,1.4193789658165314e-06,0.000537384650669992,0.0,0.1263854280114174,0.0032583899766647725,0.9924272100130717,0.00033718244994593,,,,,,,1.0,0.0,strong_R2_ge_0.90
